,Counterfeit,Taken Back,Rock On Cowboy,Liam Skye,Bodee Bodee,Mind On My Money,Muffin Nuts
16-12-2022 11:09:18.970817,"(13.0, 22.0, 17.333333333333332)","(12.0, 22.0, 17.666666666666668)","(14.0, 30.0, 24.214285714285715)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.4, 9.0)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.8, 1.7965)"
16-12-2022 11:09:19.922791,"(13.0, 21.0, 17.0)","(12.0, 22.0, 19.0)","(14.0, 30.0, 24.214285714285715)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.4, 9.0)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.8, 1.7521666666666667)"
16-12-2022 11:09:20.894608,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 30.0, 24.214285714285715)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.4, 9.0)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.8, 1.7711409395973154)"
16-12-2022 11:09:21.844334,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 30.0, 24.214285714285715)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.4, 9.0)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.8, 1.7653846153846153)"
16-12-2022 11:09:22.811368,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 26.5)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.4, 9.0)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.7595238095238095)"
16-12-2022 11:09:23.737945,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 26.5)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.4, 9.0)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.7653846153846153)"
16-12-2022 11:09:24.675437,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 26.5)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.4, 9.0)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.7625)"
16-12-2022 11:09:25.625685,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 26.5)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.4, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.78, 1.7625)"
16-12-2022 11:09:26.556792,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 26.5)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.78, 1.7625)"
16-12-2022 11:09:27.491592,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 26.5)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.78, 1.7625)"
16-12-2022 11:09:28.390057,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 26.5)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.78, 1.7625)"
16-12-2022 11:09:29.306059,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 26.5)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.78, 1.7625)"
16-12-2022 11:09:30.220938,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 23.0)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.78, 1.7625)"
16-12-2022 11:09:31.152120,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 20.0)","(16.0, 40.0, 33.166666666666664)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.78, 1.7625)"
16-12-2022 11:09:32.113862,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 20.0)","(16.0, 40.0, 34.75)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.78, 1.7754545454545454)"
16-12-2022 11:09:33.063449,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 20.0)","(16.0, 40.0, 34.75)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.7754545454545454)"
16-12-2022 11:09:34.003044,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 20.0)","(16.0, 40.0, 34.75)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.7754545454545454)"
16-12-2022 11:09:34.947369,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 21.2)","(16.0, 40.0, 33.0)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.7754545454545454)"
16-12-2022 11:09:35.905054,"(13.0, 21.0, 17.0)","(12.0, 21.0, 17.25)","(14.0, 29.0, 21.2)","(16.0, 40.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.7754545454545454)"
16-12-2022 11:09:36.836726,"(13.0, 21.0, 17.0)","(12.0, 21.0, 16.285714285714285)","(14.0, 29.0, 24.666666666666664)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.781111111111111)"
16-12-2022 11:09:37.774505,"(13.0, 21.0, 17.0)","(12.0, 22.0, 17.125)","(14.0, 29.0, 21.2)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.781111111111111)"
16-12-2022 11:09:38.697114,"(13.0, 21.0, 17.0)","(12.0, 22.0, 17.125)","(14.0, 29.0, 24.666666666666664)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.781111111111111)"
16-12-2022 11:09:39.605075,"(13.0, 21.0, 17.0)","(12.0, 22.0, 17.125)","(14.0, 29.0, 24.666666666666664)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.776)"
16-12-2022 11:09:40.504521,"(13.0, 21.0, 17.0)","(12.0, 22.0, 17.666666666666668)","(14.0, 29.0, 24.666666666666664)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.776)"
16-12-2022 11:09:41.393460,"(13.0, 21.0, 17.0)","(12.0, 22.0, 17.666666666666668)","(14.0, 29.0, 24.666666666666664)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.776)"
16-12-2022 11:09:42.308624,"(13.0, 21.0, 17.0)","(12.0, 23.0, 19.25)","(14.0, 30.0, 18.545454545454547)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.776)"
16-12-2022 11:09:43.244708,"(13.0, 21.0, 17.0)","(12.0, 23.0, 19.25)","(14.0, 30.0, 18.545454545454547)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.776)"
16-12-2022 11:09:44.203229,"(13.0, 21.0, 17.0)","(12.0, 23.0, 19.25)","(14.0, 30.0, 18.545454545454547)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.776)"
16-12-2022 11:09:45.148663,"(13.0, 21.0, 17.0)","(12.0, 23.0, 19.25)","(14.0, 30.0, 18.545454545454547)","(16.0, 38.0, 28.5)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.776)"
16-12-2022 11:09:46.062207,"(13.0, 21.0, 17.0)","(12.0, 23.0, 19.25)","(14.0, 30.0, 18.545454545454547)","(16.0, 38.0, 28.0)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.76)"
16-12-2022 11:09:47.020603,"(13.0, 21.0, 18.6)","(12.0, 23.0, 18.0)","(14.0, 29.0, 26.4)","(16.0, 38.0, 28.25)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.76)"
16-12-2022 11:09:47.992520,"(13.0, 21.0, 18.6)","(12.0, 23.0, 18.0)","(14.0, 29.0, 26.4)","(16.0, 38.0, 28.25)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.6, 1.79, 1.76)"
16-12-2022 11:09:48.946448,"(13.0, 21.0, 18.6)","(12.0, 23.0, 18.0)","(14.0, 29.0, 26.4)","(16.0, 38.0, 26.3)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.55, 1.79, 1.76)"
16-12-2022 11:09:49.900073,"(13.0, 21.0, 18.6)","(12.0, 23.0, 18.0)","(14.0, 29.0, 26.4)","(16.0, 38.0, 28.25)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.55, 1.79, 1.76)"
16-12-2022 11:09:50.821718,"(13.0, 21.0, 18.6)","(12.0, 23.0, 18.0)","(14.0, 29.0, 26.4)","(16.0, 36.0, 27.25)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.55, 1.79, 1.76)"
16-12-2022 11:09:51.726119,"(13.0, 21.0, 18.6)","(12.0, 23.0, 18.0)","(14.0, 27.0, 24.8)","(16.0, 36.0, 27.25)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.55, 1.79, 1.745)"
16-12-2022 11:09:52.630953,"(13.0, 21.0, 18.6)","(12.0, 23.0, 18.0)","(14.0, 27.0, 24.8)","(16.0, 36.0, 27.25)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.55, 1.79, 1.7425)"
16-12-2022 11:09:53.516817,"(13.0, 21.0, 18.6)","(12.0, 23.0, 18.0)","(14.0, 27.0, 24.8)","(16.0, 36.0, 27.25)","(7.0, 9.6, 8.7)","(6.5, 9.6, 8.885714285714286)","(1.55, 1.78, 1.73625)"
16-12-2022 11:09:54.446084,"(13.0, 21.0, 18.6)","(13.0, 23.0, 19.5)","(15.0, 27.0, 24.8)","(17.0, 36.0, 27.25)","(7.0, 9.6, 8.7)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.73625)"
16-12-2022 11:09:55.360472,"(13.0, 21.0, 18.6)","(13.0, 23.0, 19.5)","(15.0, 27.0, 24.8)","(17.0, 38.0, 28.25)","(7.0, 9.6, 8.7)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.73625)"
16-12-2022 11:09:56.285068,"(13.0, 21.0, 18.6)","(13.0, 23.0, 19.5)","(15.0, 27.0, 24.8)","(17.0, 38.0, 31.5)","(7.0, 9.6, 8.7)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.73625)"
16-12-2022 11:09:57.197905,"(13.0, 21.0, 18.6)","(13.0, 23.0, 19.5)","(15.0, 27.0, 24.8)","(17.0, 38.0, 31.5)","(7.0, 9.6, 8.7)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.73625)"
16-12-2022 11:09:58.113264,"(13.0, 21.0, 18.6)","(13.0, 23.0, 19.5)","(15.0, 27.0, 24.8)","(17.0, 38.0, 31.5)","(7.0, 9.4, 9.0)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.73625)"
16-12-2022 11:09:59.066197,"(13.0, 21.0, 18.6)","(13.0, 23.0, 19.5)","(15.0, 27.0, 24.8)","(17.0, 38.0, 31.5)","(7.0, 9.4, 9.0)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.73625)"
16-12-2022 11:10:00.037067,"(13.0, 21.0, 18.6)","(13.0, 23.0, 19.5)","(15.0, 27.0, 24.8)","(17.0, 38.0, 31.5)","(7.0, 9.4, 9.0)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.73625)"
16-12-2022 11:10:01.012587,"(13.0, 21.0, 18.6)","(13.0, 23.0, 19.5)","(15.0, 27.0, 23.333333333333332)","(17.0, 38.0, 31.5)","(7.0, 9.4, 9.0)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.7715151515151515)"
16-12-2022 11:10:01.975390,"(13.0, 21.0, 17.0)","(13.0, 23.0, 20.666666666666668)","(15.0, 27.0, 18.2)","(17.0, 42.0, 27.6)","(7.0, 9.4, 9.0)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.78, 1.783)"
16-12-2022 11:10:02.885103,"(13.0, 21.0, 17.0)","(13.0, 23.0, 20.666666666666668)","(15.0, 27.0, 19.666666666666668)","(17.0, 40.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.79, 1.783)"
16-12-2022 11:10:03.814549,"(13.0, 21.0, 17.0)","(13.0, 23.0, 20.666666666666668)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.79, 1.7876190476190477)"
16-12-2022 11:10:04.704790,"(13.0, 21.0, 17.0)","(13.0, 23.0, 20.666666666666668)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.79, 1.7876190476190477)"
16-12-2022 11:10:05.612359,"(13.0, 21.0, 19.75)","(13.0, 23.0, 20.666666666666668)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 35.77777777777778)","(7.0, 9.2, 8.7)","(7.0, 9.6, 8.885714285714286)","(1.55, 1.79, 1.7876190476190477)"
16-12-2022 11:10:06.539917,"(13.0, 21.0, 19.75)","(13.0, 23.0, 20.666666666666668)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.7)","(7.0, 9.6, 8.706666666666667)","(1.55, 1.79, 1.7779310344827586)"
16-12-2022 11:10:07.449489,"(13.0, 20.0, 18.0)","(13.0, 23.0, 20.666666666666668)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.7)","(7.0, 9.4, 8.84)","(1.55, 1.85, 1.7779310344827586)"
16-12-2022 11:10:08.377426,"(13.0, 20.0, 18.0)","(13.0, 23.0, 20.666666666666668)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.7)","(7.0, 9.2, 8.84)","(1.55, 1.85, 1.84)"
16-12-2022 11:10:09.278208,"(13.0, 19.5, 19.0)","(13.0, 24.0, 18.666666666666668)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.613333333333333)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8218181818181818)"
16-12-2022 11:10:10.200807,"(13.0, 20.0, 19.428571428571427)","(13.0, 24.0, 18.285714285714285)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.613333333333333)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8218181818181818)"
16-12-2022 11:10:11.144326,"(13.0, 20.0, 19.428571428571427)","(13.0, 24.0, 18.285714285714285)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.613333333333333)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8218181818181818)"
16-12-2022 11:10:12.092248,"(13.0, 20.0, 19.428571428571427)","(13.0, 24.0, 18.285714285714285)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.613333333333333)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8218181818181818)"
16-12-2022 11:10:13.099108,"(13.0, 20.0, 19.428571428571427)","(13.0, 24.0, 18.285714285714285)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.7)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8218181818181818)"
16-12-2022 11:10:14.040357,"(13.0, 20.0, 19.428571428571427)","(13.0, 24.0, 18.285714285714285)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.7)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8218181818181818)"
16-12-2022 11:10:14.955785,"(13.0, 20.0, 19.428571428571427)","(13.0, 24.0, 18.285714285714285)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.2, 8.7)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8218181818181818)"
16-12-2022 11:10:15.875659,"(13.0, 20.0, 19.428571428571427)","(13.0, 23.0, 19.5)","(15.0, 27.0, 19.142857142857142)","(17.0, 40.0, 28.0)","(7.0, 9.0, 8.7)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8218181818181818)"
16-12-2022 11:10:16.825412,"(13.0, 20.0, 19.428571428571427)","(13.0, 23.0, 19.5)","(15.0, 27.0, 19.142857142857142)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.7)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.7957142857142858)"
16-12-2022 11:10:17.752748,"(13.0, 20.0, 19.428571428571427)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.7)","(7.0, 9.2, 8.6)","(1.55, 1.83, 1.8158823529411765)"
16-12-2022 11:10:18.649628,"(13.0, 20.0, 18.833333333333332)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.7)","(7.0, 9.2, 8.98181818181818)","(1.55, 1.83, 1.8158823529411765)"
16-12-2022 11:10:19.559235,"(13.0, 22.0, 19.25)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.6)","(7.0, 9.2, 8.98181818181818)","(1.55, 1.83, 1.8158823529411765)"
16-12-2022 11:10:20.465243,"(13.0, 21.0, 18.0)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.6)","(7.0, 9.2, 8.98181818181818)","(1.55, 1.83, 1.8158823529411765)"
16-12-2022 11:10:21.365467,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.657142857142857)","(7.0, 9.2, 8.690909090909091)","(1.55, 1.83, 1.81)"
16-12-2022 11:10:22.293728,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.6)","(7.0, 8.8, 8.690909090909091)","(1.55, 1.83, 1.788)"
16-12-2022 11:10:23.231808,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.6)","(7.0, 8.8, 8.690909090909091)","(1.55, 1.83, 1.8111764705882354)"
16-12-2022 11:10:24.209909,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.0, 8.466666666666667)","(7.0, 8.8, 8.690909090909091)","(1.55, 1.83, 1.8189655172413794)"
16-12-2022 11:10:25.167995,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.690909090909091)","(1.55, 1.83, 1.8189655172413794)"
16-12-2022 11:10:26.108610,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.690909090909091)","(1.55, 1.83, 1.813157894736842)"
16-12-2022 11:10:27.048667,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.690909090909091)","(1.55, 1.83, 1.8)"
16-12-2022 11:10:27.993327,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 31.6)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.690909090909091)","(1.55, 1.83, 1.8)"
16-12-2022 11:10:28.934056,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 30.0)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.690909090909091)","(1.55, 1.83, 1.811764705882353)"
16-12-2022 11:10:29.878808,"(13.0, 20.0, 19.125)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 30.0)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.457142857142857)","(1.55, 1.82, 1.811764705882353)"
16-12-2022 11:10:30.789390,"(13.0, 21.0, 19.2)","(13.0, 23.0, 18.5)","(15.0, 26.0, 22.666666666666668)","(17.0, 38.0, 30.0)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.457142857142857)","(1.55, 1.82, 1.811764705882353)"
16-12-2022 11:10:31.688036,"(13.0, 19.5, 18.75)","(13.0, 23.0, 17.375)","(15.0, 27.0, 19.142857142857142)","(17.0, 38.0, 26.0)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.457142857142857)","(1.55, 1.82, 1.8106666666666666)"
16-12-2022 11:10:32.591222,"(13.0, 19.5, 18.0)","(13.0, 23.0, 17.375)","(15.0, 27.0, 19.142857142857142)","(17.0, 38.0, 26.0)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.457142857142857)","(1.55, 1.82, 1.8106666666666666)"
16-12-2022 11:10:33.501526,"(13.0, 19.5, 18.0)","(13.0, 23.0, 17.375)","(15.0, 27.0, 19.142857142857142)","(17.0, 38.0, 26.0)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.82, 1.8106666666666666)"
16-12-2022 11:10:34.410451,"(13.0, 19.5, 18.0)","(13.0, 23.0, 17.375)","(15.0, 26.0, 21.0)","(17.0, 38.0, 27.333333333333332)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.82, 1.810769230769231)"
16-12-2022 11:10:35.343074,"(13.0, 19.5, 18.0)","(13.0, 23.0, 17.375)","(15.0, 26.0, 21.0)","(17.0, 38.0, 27.333333333333332)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.82, 1.810769230769231)"
16-12-2022 11:10:36.296195,"(13.0, 19.5, 18.0)","(13.0, 23.0, 17.375)","(15.0, 26.0, 21.0)","(17.0, 38.0, 27.333333333333332)","(7.0, 9.2, 8.466666666666667)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.82, 1.7688)"
16-12-2022 11:10:37.269102,"(13.0, 19.5, 18.0)","(13.0, 23.0, 17.375)","(15.0, 26.0, 21.0)","(17.0, 38.0, 27.333333333333332)","(7.0, 9.2, 8.457142857142857)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.8, 1.7757142857142858)"
16-12-2022 11:10:38.193805,"(13.0, 19.5, 18.0)","(13.0, 23.0, 17.375)","(15.0, 26.0, 21.0)","(17.0, 38.0, 27.333333333333332)","(7.0, 9.6, 8.457142857142857)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.78, 1.7757142857142858)"
16-12-2022 11:10:39.118576,"(13.0, 19.5, 18.0)","(13.0, 23.0, 17.375)","(15.0, 26.0, 21.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.6, 9.0)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.78, 1.776)"
16-12-2022 11:10:40.055311,"(13.0, 19.5, 18.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 21.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.78, 1.776)"
16-12-2022 11:10:40.984642,"(13.0, 21.0, 19.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 21.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.78, 1.776)"
16-12-2022 11:10:41.944325,"(13.0, 21.0, 19.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 21.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.8, 8.533333333333333)","(1.55, 1.78, 1.7725)"
16-12-2022 11:10:42.876357,"(13.0, 21.0, 19.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 21.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.8, 8.415384615384616)","(1.55, 1.78, 1.7725)"
16-12-2022 11:10:43.783971,"(13.0, 21.0, 19.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 21.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.6, 8.563636363636363)","(1.55, 1.78, 1.7725)"
16-12-2022 11:10:44.680710,"(13.0, 21.0, 19.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 21.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.6, 8.563636363636363)","(1.55, 1.78, 1.7725)"
16-12-2022 11:10:45.571577,"(13.0, 21.0, 18.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 21.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.6, 8.563636363636363)","(1.55, 1.78, 1.7725)"
16-12-2022 11:10:46.527315,"(13.0, 21.0, 18.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 20.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.6, 8.527272727272727)","(1.55, 1.78, 1.7725)"
16-12-2022 11:10:47.473371,"(13.0, 21.0, 18.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 20.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.6, 8.527272727272727)","(1.55, 1.78, 1.7725)"
16-12-2022 11:10:48.433875,"(13.0, 21.0, 18.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 20.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.6, 8.527272727272727)","(1.55, 1.78, 1.7725)"
16-12-2022 11:10:49.365462,"(13.0, 21.0, 18.0)","(13.0, 23.0, 18.8)","(15.0, 26.0, 20.0)","(17.0, 38.0, 25.666666666666668)","(7.0, 9.4, 9.0)","(7.0, 8.6, 8.527272727272727)","(1.55, 1.78, 1.81)"
