,Only One Don,Brilliant Art,Whata Terror,Royal Princess,Goldies A Delight,Vanity Bay,Melton Beach Nz,Holdingno Currency,Aqua Cruiser,Studleigh Sonny,Arts Peregrine,Major Mischief
16-12-2022 15:30:12.066956,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.5, 13.6)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:13.848524,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.6)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:15.654325,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:19.528368,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:21.311316,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:23.022105,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:24.762566,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:26.533968,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:28.430533,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:31.166856,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:33.016386,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:35.205140,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:37.580283,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:39.306298,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:41.032374,"(6.5, 10.5, 9.35)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:42.821453,"(6.5, 10.5, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:45.021572,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:48.444046,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.666666666666666)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:50.519193,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 17.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:52.336286,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:54.662786,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:56.457042,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:58.083567,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:30:59.856189,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:01.560125,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:03.413576,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:05.202356,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:06.799117,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:08.441435,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:10.136262,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:11.878063,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:13.531449,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:15.093100,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:16.635886,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:18.496681,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:20.228271,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:21.706412,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:23.212597,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:24.687319,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:26.160382,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:27.546934,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 6.0)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:28.956788,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 5.625)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:30.357977,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.2, 5.6000000000000005)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:31.781611,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 7.0, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:33.274907,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:34.828607,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:36.311696,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:37.640732,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:38.926713,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:40.221695,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:41.537795,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:42.821957,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:44.085702,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:45.377521,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:46.643911,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:47.908678,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:49.201269,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:50.416271,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:51.689856,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:52.954900,"(6.5, 10.0, 9.1)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:54.144587,"(6.5, 9.8, 9.0)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:55.363572,"(6.5, 9.8, 9.0)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
16-12-2022 15:31:56.542458,"(6.5, 9.8, 9.0)","(21.0, 42.0, 27.333333333333332)","(11.0, 16.0, 13.142857142857142)","(26.0, 48.0, 44.0)","(4.6, 6.8, 5.75)","(19.0, 34.0, 24.0)","(3.9, 99999, 99990)","(20.0, 36.0, 28.5)","(81.0, 120.0, 100.35714285714286)","(3.6, 5.6, 4.9)","(16.0, 27.0, 19.0)","(17.0, 28.0, 22.8)"
