,Only One Don,Brilliant Art,Whata Terror,Royal Princess,Goldies A Delight,Vanity Bay,Melton Beach Nz,Holdingno Currency,Aqua Cruiser,Studleigh Sonny,Arts Peregrine,Major Mischief
16-12-2022 15:26:41.966508,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.4)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:43.462764,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.4)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:44.955873,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.4)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:46.345042,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.4)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:47.805047,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 7.059259259259259)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:49.258641,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 7.059259259259259)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:50.577586,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 7.059259259259259)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:51.848503,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 7.059259259259259)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:53.247864,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:54.559998,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:56.206058,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:57.615133,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:26:59.012796,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:00.442406,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:01.847244,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:03.326630,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:04.891523,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:06.467159,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:07.843054,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:09.267256,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:10.677305,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:11.987999,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:13.390368,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:14.784417,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:16.204421,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:17.598763,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:19.003663,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:20.387691,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:21.871211,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:23.391557,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:24.970598,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:26.379565,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:27.877696,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:29.327354,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:30.754579,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:32.236275,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:33.652113,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:34.981799,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:36.380095,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:37.823127,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:39.274008,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:40.658310,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 90.45454545454545)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:42.135385,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:43.508457,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:44.901936,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:46.282683,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:47.716679,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:49.124947,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:50.454876,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:51.774459,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:53.204275,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:54.656674,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:56.016067,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:57.536702,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:27:58.977259,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:28:00.363309,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.0)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:28:01.840490,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.2)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:28:03.311124,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.2)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:28:04.771010,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.6)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
16-12-2022 15:28:06.170905,"(6.5, 10.5, 9.614285714285714)","(21.0, 42.0, 34.666666666666664)","(11.0, 18.5, 15.3)","(26.0, 60.0, 41.333333333333336)","(4.6, 7.2, 6.6)","(19.0, 34.0, 27.6)","(3.9, 99999, 99990)","(20.0, 36.0, 26.0)","(81.0, 120.0, 86.66666666666667)","(3.6, 5.8, 5.245)","(16.0, 27.0, 18.666666666666668)","(17.0, 28.0, 22.8)"
