,Placid Hero,Elite Randy,Abby Doll,Moonlight Jack,No Joke,Nancy Baker,Distal,Storm Shelter
236,"[datetime.datetime(2022, 11, 28, 16, 38, 7, 727820), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 7, 727820), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 7, 727820), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 7, 727820), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 38, 7, 727820), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 7, 727820), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 7, 727820), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 7, 727820), 12.0, 55.0]"
237,"[datetime.datetime(2022, 11, 28, 16, 38, 8, 891315), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 8, 891315), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 8, 891315), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 8, 891315), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 38, 8, 891315), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 8, 891315), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 8, 891315), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 8, 891315), 12.0, 55.0]"
238,"[datetime.datetime(2022, 11, 28, 16, 38, 10, 48773), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 10, 48773), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 10, 48773), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 10, 48773), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 38, 10, 48773), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 10, 48773), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 10, 48773), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 10, 48773), 12.0, 55.0]"
239,"[datetime.datetime(2022, 11, 28, 16, 38, 11, 212523), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 11, 212523), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 11, 212523), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 11, 212523), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 38, 11, 212523), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 11, 213526), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 11, 213526), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 11, 213526), 12.0, 55.0]"
240,"[datetime.datetime(2022, 11, 28, 16, 38, 12, 360995), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 12, 360995), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 12, 360995), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 12, 360995), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 38, 12, 360995), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 12, 360995), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 12, 360995), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 12, 360995), 12.0, 55.0]"
241,"[datetime.datetime(2022, 11, 28, 16, 38, 13, 503503), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 13, 503503), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 13, 503503), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 13, 503503), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 38, 13, 503503), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 13, 503503), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 13, 503503), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 13, 503503), 12.0, 55.0]"
242,"[datetime.datetime(2022, 11, 28, 16, 38, 14, 632830), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 14, 632830), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 14, 632830), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 14, 632830), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 38, 14, 632830), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 14, 632830), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 14, 632830), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 14, 632830), 12.0, 55.0]"
243,"[datetime.datetime(2022, 11, 28, 16, 38, 15, 780753), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 15, 780753), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 15, 780753), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 15, 780753), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 38, 15, 780753), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 15, 780753), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 15, 780753), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 15, 780753), 12.0, 60.0]"
244,"[datetime.datetime(2022, 11, 28, 16, 38, 16, 917277), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 16, 917277), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 16, 917277), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 16, 917277), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 16, 917277), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 16, 917277), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 16, 917277), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 16, 917277), 12.0, 60.0]"
245,"[datetime.datetime(2022, 11, 28, 16, 38, 18, 78856), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 18, 78856), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 18, 78856), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 18, 78856), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 18, 78856), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 18, 78856), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 18, 78856), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 18, 78856), 12.0, 60.0]"
246,"[datetime.datetime(2022, 11, 28, 16, 38, 19, 219545), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 19, 219545), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 19, 219545), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 19, 219545), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 19, 219545), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 19, 219545), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 19, 219545), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 19, 219545), 12.0, 65.0]"
247,"[datetime.datetime(2022, 11, 28, 16, 38, 20, 365467), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 20, 365467), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 20, 365467), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 20, 365467), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 20, 365467), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 20, 365467), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 20, 365467), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 20, 365467), 12.0, 65.0]"
248,"[datetime.datetime(2022, 11, 28, 16, 38, 21, 507097), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 21, 507097), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 21, 507097), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 21, 507097), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 21, 507097), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 21, 507097), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 21, 507097), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 21, 507097), 12.0, 65.0]"
249,"[datetime.datetime(2022, 11, 28, 16, 38, 22, 687737), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 22, 687737), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 22, 687737), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 22, 687737), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 22, 687737), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 22, 687737), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 22, 687737), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 22, 687737), 12.0, 65.0]"
250,"[datetime.datetime(2022, 11, 28, 16, 38, 23, 849476), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 23, 849476), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 23, 849476), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 23, 849476), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 23, 849476), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 23, 849476), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 23, 849476), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 23, 849476), 12.0, 65.0]"
251,"[datetime.datetime(2022, 11, 28, 16, 38, 24, 983768), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 24, 983768), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 24, 983768), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 24, 983768), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 24, 983768), 12.0, 42.0]","[datetime.datetime(2022, 11, 28, 16, 38, 24, 983768), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 24, 983768), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 24, 983768), 12.0, 65.0]"
252,"[datetime.datetime(2022, 11, 28, 16, 38, 26, 126410), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 26, 126410), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 26, 126410), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 26, 126410), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 26, 126410), 12.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 38, 26, 126410), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 26, 126410), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 26, 126410), 12.0, 65.0]"
253,"[datetime.datetime(2022, 11, 28, 16, 38, 27, 269611), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 27, 269611), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 27, 269611), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 27, 269611), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 27, 269611), 12.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 38, 27, 269611), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 27, 269611), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 27, 269611), 12.0, 65.0]"
254,"[datetime.datetime(2022, 11, 28, 16, 38, 28, 407917), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 407917), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 407917), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 407917), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 407917), 12.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 407917), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 407917), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 407917), 12.0, 70.0]"
255,"[datetime.datetime(2022, 11, 28, 16, 38, 29, 545733), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 545733), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 545733), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 545733), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 545733), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 545733), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 545733), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 545733), 12.0, 70.0]"
256,"[datetime.datetime(2022, 11, 28, 16, 38, 30, 680778), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 30, 680778), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 30, 680778), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 30, 680778), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 30, 680778), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 30, 680778), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 30, 680778), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 30, 680778), 12.0, 70.0]"
257,"[datetime.datetime(2022, 11, 28, 16, 38, 31, 813375), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 813375), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 813375), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 813375), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 813375), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 813375), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 813375), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 813375), 12.0, 70.0]"
258,"[datetime.datetime(2022, 11, 28, 16, 38, 32, 943220), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 943220), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 943220), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 943220), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 943220), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 943220), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 943220), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 943220), 12.0, 70.0]"
259,"[datetime.datetime(2022, 11, 28, 16, 38, 34, 82578), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 82578), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 82578), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 82578), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 82578), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 82578), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 82578), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 82578), 12.0, 70.0]"
260,"[datetime.datetime(2022, 11, 28, 16, 38, 35, 207940), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 207940), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 207940), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 207940), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 207940), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 207940), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 207940), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 207940), 12.0, 70.0]"
261,"[datetime.datetime(2022, 11, 28, 16, 38, 36, 343359), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 343359), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 343359), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 343359), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 343359), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 343359), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 343359), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 343359), 12.0, 70.0]"
262,"[datetime.datetime(2022, 11, 28, 16, 38, 37, 479704), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 479704), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 479704), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 479704), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 479704), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 479704), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 479704), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 479704), 12.0, 70.0]"
263,"[datetime.datetime(2022, 11, 28, 16, 38, 38, 620113), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 38, 620113), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 38, 620113), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 38, 620113), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 38, 620113), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 38, 620113), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 38, 620113), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 38, 620113), 12.0, 70.0]"
264,"[datetime.datetime(2022, 11, 28, 16, 38, 39, 758412), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 758412), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 758412), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 758412), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 758412), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 758412), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 758412), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 758412), 12.0, 70.0]"
265,"[datetime.datetime(2022, 11, 28, 16, 38, 40, 899539), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 899539), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 899539), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 899539), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 899539), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 899539), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 899539), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 899539), 12.0, 70.0]"
266,"[datetime.datetime(2022, 11, 28, 16, 38, 42, 32039), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 32039), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 32039), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 32039), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 32039), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 32039), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 32039), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 32039), 12.0, 70.0]"
267,"[datetime.datetime(2022, 11, 28, 16, 38, 43, 166909), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 166909), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 166909), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 166909), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 166909), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 166909), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 166909), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 166909), 12.0, 70.0]"
268,"[datetime.datetime(2022, 11, 28, 16, 38, 44, 302262), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 302262), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 302262), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 302262), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 302262), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 302262), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 302262), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 302262), 12.0, 70.0]"
269,"[datetime.datetime(2022, 11, 28, 16, 38, 45, 453502), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 45, 453502), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 45, 453502), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 45, 453502), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 45, 453502), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 45, 453502), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 45, 453502), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 45, 453502), 12.0, 70.0]"
270,"[datetime.datetime(2022, 11, 28, 16, 38, 46, 614275), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 614275), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 614275), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 614275), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 614275), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 614275), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 614275), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 614275), 12.0, 70.0]"
271,"[datetime.datetime(2022, 11, 28, 16, 38, 47, 817502), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 817502), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 817502), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 817502), 4.6, 6.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 817502), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 817502), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 817502), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 817502), 12.0, 70.0]"
272,"[datetime.datetime(2022, 11, 28, 16, 38, 48, 967504), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 967504), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 967504), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 967504), 4.6, 6.6]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 967504), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 967504), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 967504), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 967504), 12.0, 70.0]"
273,"[datetime.datetime(2022, 11, 28, 16, 38, 50, 105683), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 105683), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 105683), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 105683), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 105683), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 105683), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 105683), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 105683), 12.0, 70.0]"
274,"[datetime.datetime(2022, 11, 28, 16, 38, 51, 241401), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 241401), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 241401), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 241401), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 241401), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 241401), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 241401), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 241401), 12.0, 70.0]"
275,"[datetime.datetime(2022, 11, 28, 16, 38, 52, 374172), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 374172), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 374172), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 374172), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 374172), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 374172), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 374172), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 374172), 12.0, 70.0]"
276,"[datetime.datetime(2022, 11, 28, 16, 38, 53, 512285), 3.5, 5.2]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 512285), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 512285), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 512285), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 512285), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 512285), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 512285), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 512285), 12.0, 70.0]"
