,Aloha Chrome,Rays Regal,Irish Royalty,Boy Charlemagne,Murloc Bay,Cut Across Shorty,J Ds Rude Boy,Gunnin For Gold,El Bromista,Zeus War,Bronze One
09-01-2023 09:56:48.491981,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 171.0)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 6.0, 4.85)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:56:50.279276,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 171.0)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.85)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:56:51.988120,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.675)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:56:53.349317,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.675)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:56:54.711687,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 5.375)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:56:56.171814,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.9375)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:56:57.535148,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.9375)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:56:58.968993,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.9375)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:00.330268,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.9375)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:01.696615,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.9375)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:02.999162,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.9375)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:04.359863,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.9375)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:05.813913,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.8500000000000005)","(11.0, 19.0, 15.8)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:07.183856,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 4.8500000000000005)","(11.0, 19.0, 14.0)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:08.445485,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 5.042857142857143)","(11.0, 19.0, 15.5)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:09.725126,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.9, 5.328571428571428)","(11.0, 18.5, 15.5)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:11.027855,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.8, 5.05)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:12.437701,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.8)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.8, 5.05)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:13.876111,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 12.114285714285714)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.8, 5.05)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:15.262218,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 14.0, 12.114285714285714)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.8, 5.05)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:16.638127,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.8, 5.05)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:17.971598,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 12.040000000000001)","(8.5, 18.5, 16.433333333333334)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.8, 4.925)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:19.262066,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.8, 5.2)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:20.586020,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.2)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:21.883896,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.2)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:23.231885,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 4.5)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:24.494492,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.033333333333333)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:25.767428,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.014285714285714)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:26.968338,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.385714285714286)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:28.234736,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 4.58)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:29.630671,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.357142857142858)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:31.036364,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.4)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.211111111111111)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:32.345549,"(21.0, 130.0, 82.92307692307692)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.25)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 4.819999999999999)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:33.576069,"(21.0, 120.0, 99.55555555555554)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.25)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.406666666666666)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:34.776291,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.25)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.406666666666666)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:36.015922,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 11.9)","(8.5, 18.0, 16.044444444444444)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 5.406666666666666)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:37.308137,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 14.0, 12.02)","(8.5, 18.0, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.7, 4.925)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:38.684378,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.5, 12.02)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 4.925)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:40.064759,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.5, 12.02)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 4.775)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:41.398132,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.5, 10.16)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:42.646526,"(21.0, 130.0, 107.33333333333334)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.16)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:43.913444,"(21.0, 130.0, 82.92307692307692)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.688888888888888)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:45.224948,"(21.0, 130.0, 82.92307692307692)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.688888888888888)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:46.441119,"(21.0, 120.0, 108.5)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 13.235483870967741)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:47.703205,"(21.0, 120.0, 108.5)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.5, 12.633333333333333)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:49.068642,"(21.0, 120.0, 108.5)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 12.040000000000001)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:50.423410,"(21.0, 120.0, 89.66666666666666)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.628571428571428)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:51.720907,"(21.0, 120.0, 89.66666666666666)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.628571428571428)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:52.944115,"(21.0, 120.0, 89.66666666666666)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.628571428571428)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:54.182496,"(21.0, 120.0, 89.66666666666666)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.628571428571428)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:55.418641,"(21.0, 120.0, 89.66666666666666)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.628571428571428)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.369230769230769)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:56.675835,"(21.0, 120.0, 89.66666666666666)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 11.628571428571428)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.214285714285714)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:58.009686,"(21.0, 120.0, 89.66666666666666)","(51.0, 220.0, 184.36363636363635)","(7.5, 13.0, 10.236363636363636)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.955)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.214285714285714)","(11.0, 18.5, 14.75)","(41.0, 220.0, 190.0)"
09-01-2023 09:57:59.355047,"(21.0, 120.0, 89.66666666666666)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.236363636363636)","(8.5, 17.5, 15.655555555555555)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.15, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.214285714285714)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:00.678986,"(21.0, 120.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.236363636363636)","(8.5, 17.5, 17.211111111111112)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.2, 5.6, 5.214285714285714)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:01.916399,"(21.0, 110.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 11.0, 10.236363636363636)","(8.5, 19.5, 17.211111111111112)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.0, 5.6, 5.214285714285714)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:03.180809,"(21.0, 110.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 10.5, 10.290000000000001)","(8.5, 19.5, 17.211111111111112)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.0, 5.6, 5.214285714285714)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:04.427472,"(21.0, 110.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 10.5, 9.975000000000001)","(8.5, 19.5, 17.211111111111112)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.0, 5.6, 5.214285714285714)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:05.679154,"(21.0, 110.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 10.5, 9.975000000000001)","(8.5, 19.5, 17.211111111111112)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.0, 5.6, 5.214285714285714)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:06.950822,"(21.0, 110.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 10.5, 9.975000000000001)","(8.5, 19.5, 17.211111111111112)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.0, 5.6, 5.214285714285714)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:08.292680,"(21.0, 110.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 10.5, 9.975000000000001)","(8.5, 19.5, 17.211111111111112)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.0, 5.6, 5.214285714285714)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:09.666165,"(21.0, 110.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 10.5, 9.863636363636365)","(8.5, 19.5, 17.211111111111112)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.0, 5.6, 4.775)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
09-01-2023 09:58:10.930068,"(21.0, 110.0, 91.77777777777777)","(51.0, 220.0, 184.36363636363635)","(7.5, 10.5, 9.863636363636365)","(8.5, 19.5, 16.822222222222223)","(41.0, 220.0, 154.33333333333331)","(19.0, 32.0, 23.5)","(2.45, 3.25, 2.971)","(6.0, 9.0, 8.733333333333334)","(4.0, 5.6, 4.775)","(11.0, 18.5, 13.25)","(41.0, 220.0, 190.0)"
