,Zulu Zephyr,Royal Carmilla,Paua Of Abby,Tarawi Lock Star,Zorros Sword
12-01-2023 18:35:14.199062,"(1.65, 2.22, 2.1721739130434785)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 110.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:15.366240,"(1.65, 2.22, 2.17)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 56.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:16.457465,"(1.65, 2.22, 2.17)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:17.663696,"(1.65, 2.22, 2.17)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 43.9)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:18.745943,"(1.65, 2.22, 2.17)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 95.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:19.857379,"(1.65, 2.22, 2.17609756097561)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:20.943608,"(1.65, 2.22, 2.17609756097561)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:22.034969,"(1.65, 2.22, 2.17609756097561)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:23.044466,"(1.65, 2.22, 2.0745454545454547)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:24.094547,"(1.65, 2.22, 2.0745454545454547)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:25.137612,"(1.65, 2.22, 2.0745454545454547)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.3, 3.95)"
12-01-2023 18:35:26.163871,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.3, 4.35)"
12-01-2023 18:35:27.269270,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.566666666666666)"
12-01-2023 18:35:28.368245,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.1, 4.066666666666666)"
12-01-2023 18:35:29.421821,"(1.65, 2.22, 2.0927272727272728)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:30.491120,"(1.65, 2.22, 2.0927272727272728)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:31.496719,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:32.459629,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:33.467123,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:34.554085,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:35.548800,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:36.511632,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 4.5, 4.288461538461538)","(21.0, 90.0, 73.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:37.501121,"(1.65, 2.22, 2.1836363636363636)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.8, 4.945454545454545)","(21.0, 90.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:38.490330,"(1.65, 2.22, 2.09)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.6, 5.009090909090909)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:39.493801,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.6, 4.766666666666667)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:40.487258,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.6, 4.8999999999999995)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:41.540688,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.6, 4.576190476190476)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:42.608740,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.6, 5.389473684210527)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:43.720150,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.4, 5.875)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:44.779471,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.875)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:45.831914,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.833333333333333)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:46.832545,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.833333333333333)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:47.764045,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.833333333333333)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:48.806427,"(1.65, 2.22, 2.179555555555556)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.294117647058823)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:50.010633,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.65)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:51.135916,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.8, 5.65)","(21.0, 85.0, 69.25)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:52.166322,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.8, 5.65)","(21.0, 85.0, 53.5)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:53.121191,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.8, 5.65)","(21.0, 85.0, 53.5)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:54.076121,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.8, 5.65)","(21.0, 85.0, 53.5)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:55.081958,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.7, 5.558333333333334)","(21.0, 85.0, 51.0)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:56.120272,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:57.135126,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:58.098312,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:35:59.086687,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:36:00.015570,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:36:01.139785,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:36:02.215077,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:36:03.794909,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:36:05.030052,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 39.4)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:36:06.403632,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 80.0, 52.099999999999994)","(3.4, 5.2, 4.066666666666666)"
12-01-2023 18:36:07.453644,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 120.0, 73.25)","(3.4, 5.2, 4.566666666666666)"
12-01-2023 18:36:08.417356,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 90.0, 73.25)","(3.4, 5.1, 4.14)"
12-01-2023 18:36:09.496034,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 90.0, 73.25)","(3.4, 5.1, 4.14)"
12-01-2023 18:36:10.578296,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 90.0, 78.0)","(3.4, 5.1, 4.414285714285714)"
12-01-2023 18:36:12.661059,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 78.0)","(3.4, 5.1, 4.414285714285714)"
12-01-2023 18:36:13.960578,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 78.0)","(3.4, 5.1, 4.0)"
12-01-2023 18:36:15.041409,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.0, 4.3)"
12-01-2023 18:36:16.195729,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:17.316016,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:18.440072,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:19.480722,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:20.570656,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:21.656794,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:22.666904,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:23.671403,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:24.737834,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:25.827986,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:26.897098,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:27.949121,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:29.013300,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:30.177849,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 4.9, 4.3)"
12-01-2023 18:36:31.306465,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 4.9, 3.65)"
12-01-2023 18:36:32.341869,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 3.8, 4.263636363636364)"
12-01-2023 18:36:33.400714,"(1.65, 2.22, 2.186666666666667)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.5)","(21.0, 85.0, 72.2)","(3.4, 5.6, 4.122222222222222)"
12-01-2023 18:36:34.424224,"(1.65, 2.22, 2.2075)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 5.6, 5.1)"
12-01-2023 18:36:35.696541,"(1.65, 2.22, 2.2075)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 5.5, 5.1)"
12-01-2023 18:36:36.766358,"(1.65, 2.22, 2.2075)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 5.5, 4.45)"
12-01-2023 18:36:37.921749,"(1.65, 2.22, 2.18)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 5.4, 4.26)"
12-01-2023 18:36:39.010572,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 5.4, 4.26)"
12-01-2023 18:36:40.346842,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 72.2)","(3.4, 5.4, 3.7384615384615385)"
12-01-2023 18:36:41.462619,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 3.7384615384615385)"
12-01-2023 18:36:42.632046,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 4.29)"
12-01-2023 18:36:43.798421,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 4.29)"
12-01-2023 18:36:44.900626,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 4.29)"
12-01-2023 18:36:46.019413,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 4.29)"
12-01-2023 18:36:47.106543,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 4.29)"
12-01-2023 18:36:48.155147,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 4.8954545454545455)"
12-01-2023 18:36:49.132643,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 4.909090909090909)"
12-01-2023 18:36:50.216160,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 4.909090909090909)"
12-01-2023 18:36:51.417582,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.4, 3.8)"
12-01-2023 18:36:52.526350,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.5)","(21.0, 85.0, 63.666666666666664)","(3.4, 3.9, 3.8)"
12-01-2023 18:36:53.539349,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.5)","(21.0, 85.0, 63.666666666666664)","(3.4, 3.9, 3.8)"
12-01-2023 18:36:54.627830,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.5)","(21.0, 85.0, 63.666666666666664)","(3.4, 3.9, 3.8)"
12-01-2023 18:36:55.677316,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.5)","(21.0, 85.0, 63.666666666666664)","(3.4, 3.9, 3.8)"
12-01-2023 18:36:56.761572,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.5)","(21.0, 85.0, 74.5)","(3.4, 3.9, 3.8)"
12-01-2023 18:36:57.783463,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.5)","(21.0, 85.0, 55.18181818181819)","(3.4, 3.9, 3.8181818181818183)"
12-01-2023 18:36:58.849754,"(1.65, 2.22, 2.1914285714285717)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.5)","(21.0, 95.0, 55.18181818181819)","(3.4, 3.9, 3.8444444444444446)"
12-01-2023 18:36:59.947336,"(1.65, 2.22, 2.1857894736842107)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 90.0, 48.15384615384615)","(3.4, 5.4, 3.8444444444444446)"
12-01-2023 18:37:00.994954,"(1.65, 2.22, 2.1857894736842107)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 90.0, 48.15384615384615)","(3.4, 5.4, 3.8444444444444446)"
12-01-2023 18:37:02.016951,"(1.65, 2.22, 2.1857894736842107)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 90.0, 48.15384615384615)","(3.4, 5.4, 4.6)"
12-01-2023 18:37:02.966924,"(1.65, 2.12, 2.1062172284644194)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 90.0, 48.15384615384615)","(3.4, 5.3, 4.357692307692307)"
12-01-2023 18:37:03.943476,"(1.65, 2.12, 2.083921568627451)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 90.0, 59.77777777777778)","(3.4, 5.3, 5.233014354066985)"
12-01-2023 18:37:04.995161,"(1.65, 2.12, 2.083921568627451)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 74.5)","(3.4, 5.3, 4.074999999999999)"
12-01-2023 18:37:06.011455,"(1.65, 2.12, 2.0839408866995073)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 74.5)","(3.4, 5.3, 4.074999999999999)"
12-01-2023 18:37:07.085627,"(1.65, 2.12, 2.0839408866995073)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 74.5)","(3.4, 5.3, 4.074999999999999)"
12-01-2023 18:37:08.136343,"(1.65, 2.12, 2.0839408866995073)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.466666666666667)","(21.0, 85.0, 74.5)","(3.4, 5.3, 4.074999999999999)"
12-01-2023 18:37:09.193271,"(1.65, 2.04, 2.0306382978723403)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.6, 5.46)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.3, 4.074999999999999)"
12-01-2023 18:37:10.240008,"(1.65, 2.04, 2.0306382978723403)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.8, 5.46)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.3, 4.074999999999999)"
12-01-2023 18:37:11.322503,"(1.65, 2.04, 2.0306382978723403)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.8, 5.46)","(21.0, 85.0, 63.666666666666664)","(3.4, 5.3, 4.257142857142857)"
12-01-2023 18:37:12.524225,"(1.65, 2.04, 2.0306382978723403)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.8, 5.46)","(21.0, 85.0, 42.33333333333333)","(3.4, 5.2, 3.9375)"
12-01-2023 18:37:13.588858,"(1.65, 2.04, 2.0306382978723403)","(21.0, 80.0, 70.16666666666667)","(4.0, 5.8, 5.62)","(21.0, 85.0, 56.55555555555556)","(3.4, 5.1, 3.86)"
12-01-2023 18:37:14.543539,"(1.65, 2.0, 1.9792372881355933)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.833333333333333)","(21.0, 85.0, 56.55555555555556)","(3.4, 5.1, 3.86)"
12-01-2023 18:37:15.661661,"(1.65, 2.0, 1.9792372881355933)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.4, 5.800000000000001)","(21.0, 85.0, 56.55555555555556)","(3.4, 5.1, 3.86)"
12-01-2023 18:37:16.721457,"(1.65, 2.0, 1.9792372881355933)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.4, 5.960000000000001)","(21.0, 85.0, 49.0)","(3.4, 5.1, 3.975)"
12-01-2023 18:37:17.712512,"(1.65, 2.0, 1.9792372881355933)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.4, 5.0)","(21.0, 85.0, 49.0)","(3.4, 5.1, 4.2)"
12-01-2023 18:37:18.687034,"(1.65, 2.0, 1.9792372881355933)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.2, 5.800000000000001)","(21.0, 85.0, 49.0)","(3.4, 5.1, 4.2)"
12-01-2023 18:37:19.603902,"(1.65, 2.0, 1.9792372881355933)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.640000000000001)","(21.0, 85.0, 49.0)","(3.4, 5.1, 4.2)"
12-01-2023 18:37:20.625569,"(1.65, 2.2, 2.1674576271186443)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.640000000000001)","(21.0, 90.0, 49.0)","(3.4, 5.1, 3.975)"
12-01-2023 18:37:21.592697,"(1.65, 2.2, 2.1542857142857144)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.640000000000001)","(21.0, 85.0, 49.0)","(3.4, 5.1, 3.975)"
12-01-2023 18:37:22.582573,"(1.65, 2.2, 2.1542857142857144)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.846153846153847)","(21.0, 85.0, 44.666666666666664)","(3.4, 5.1, 3.975)"
12-01-2023 18:37:23.557177,"(1.65, 2.2, 2.1542857142857144)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.882352941176471)","(21.0, 90.0, 44.666666666666664)","(3.4, 5.1, 4.0)"
12-01-2023 18:37:24.545466,"(1.65, 2.2, 2.1542857142857144)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.875)","(21.0, 90.0, 44.666666666666664)","(3.4, 4.9, 4.0)"
12-01-2023 18:37:25.554431,"(1.65, 2.2, 2.1542857142857144)","(21.0, 80.0, 70.16666666666667)","(4.0, 6.0, 5.875)","(21.0, 90.0, 44.666666666666664)","(3.4, 4.9, 4.4)"
