,Kanga Lights,Mr Ticket,Blaze Maker,Swinging Forts,Didelis
04-01-2023 12:15:29.261689,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:30.245422,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:31.224864,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:32.201674,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:33.156555,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:34.113261,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:34.977062,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:35.875121,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:36.814328,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:37.776817,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:38.652036,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:39.572873,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:40.499825,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:41.472417,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:42.425599,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:43.401845,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:44.385298,"(10.0, 26.0, 23.0)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:45.363835,"(10.0, 26.0, 23.0)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:46.442909,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:48.010376,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:49.331503,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.5195555555555555)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:50.248167,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:51.065321,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:51.906513,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:52.910503,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:53.911993,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:55.064232,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:55.992899,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:56.946734,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:57.948796,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:58.846489,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:15:59.671217,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:00.566878,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:01.575654,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:02.550101,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:03.481551,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:04.366823,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:05.273487,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:06.140147,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:07.257490,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:08.200339,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:09.088759,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:09.953256,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:10.804861,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:11.698166,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:12.621480,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:13.561487,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:14.414474,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:15.251533,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:16.100871,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:17.020782,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:17.896022,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:18.668838,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:19.531458,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:20.572165,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:21.540339,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:22.402282,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:23.226706,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:24.103627,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:24.968659,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:25.868567,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:26.723050,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:27.499558,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:28.405366,"(10.0, 26.0, 23.5)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:29.378371,"(10.0, 26.0, 23.5)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:30.177859,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:30.979916,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:31.779993,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:32.610322,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:33.483509,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:34.331884,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:35.176615,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:35.979898,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:36.761309,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:37.578061,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:38.482051,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:39.300729,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:40.139798,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:41.002807,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:41.819344,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:42.618586,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:43.505861,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:44.387222,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:45.226001,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:46.044851,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:46.837429,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:47.659630,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:48.493116,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:49.325319,"(10.0, 26.0, 22.2)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:50.160442,"(10.0, 26.0, 23.0)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:50.954162,"(10.0, 26.0, 23.0)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:51.852950,"(10.0, 26.0, 23.0)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:52.781479,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:53.583511,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:54.359645,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:55.207554,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:56.068539,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:56.992722,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:57.827337,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:58.674524,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:16:59.506256,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:00.300035,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:01.167769,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:02.048932,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:02.910370,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:03.759822,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:04.585848,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:05.441109,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:06.440728,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:07.253895,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.471219512195122)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:08.024505,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.5127272727272727)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:08.801084,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.5127272727272727)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:09.677018,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.5127272727272727)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:10.610801,"(10.0, 26.0, 22.6)","(1.3, 1.56, 1.5127272727272727)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:11.522283,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5127272727272727)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:20.685730,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5127272727272727)","(15.0, 55.0, 31.25)","(7.5, 15.5, 12.8)","(5.0, 9.0, 5.864705882352942)"
04-01-2023 12:17:21.664058,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5127272727272727)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 9.0, 7.25)"
04-01-2023 12:17:22.552809,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.4872)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 9.6, 5.81764705882353)"
04-01-2023 12:17:23.464213,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:24.295928,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:25.078802,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:25.924942,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:26.916891,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:27.806656,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:28.601159,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:29.449628,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:30.340356,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:31.183428,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
04-01-2023 12:17:32.025892,"(10.0, 26.0, 23.333333333333332)","(1.3, 1.56, 1.5336231884057971)","(15.0, 55.0, 28.214285714285715)","(7.5, 15.5, 12.8)","(5.0, 8.8, 5.81764705882353)"
