,Majestic Jewel,Buckles,Cmon Carl Lee,Rioterra,Right Of Reply,Kyvalley Surfrider Nz,Charlie Walker,Dicko Dixon
11-01-2023 20:58:17.991022,"(12.0, 18.5, 16.1)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5742857142857143)","(6.5, 8.0, 7.533333333333333)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 37.0)"
11-01-2023 20:58:19.057071,"(12.0, 18.5, 16.5)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.5, 2.4613483146067416)","(6.5, 8.0, 7.377777777777778)","(12.0, 15.5, 14.75)","(13.0, 99999, 99990)","(11.0, 22.0, 19.5)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:20.077194,"(12.0, 18.5, 16.5)","(4.8, 5.5, 5.414285714285715)","(1.8, 2.5, 2.4401739130434783)","(6.5, 8.0, 7.377777777777778)","(12.0, 16.0, 14.75)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:21.121259,"(12.0, 18.5, 16.785714285714285)","(4.8, 5.5, 5.414285714285715)","(1.8, 2.48, 2.4711764705882353)","(6.5, 8.0, 7.377777777777778)","(12.0, 16.0, 14.833333333333334)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 40.0, 38.666666666666664)"
11-01-2023 20:58:22.167031,"(12.0, 18.5, 16.785714285714285)","(4.8, 5.5, 5.414285714285715)","(1.8, 2.48, 2.4711764705882353)","(6.5, 8.0, 7.377777777777778)","(12.0, 15.5, 14.75)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 40.0, 37.0)"
11-01-2023 20:58:23.282907,"(12.0, 18.5, 16.5)","(4.8, 5.5, 5.414285714285715)","(1.8, 2.48, 2.4754545454545456)","(6.5, 8.0, 7.377777777777778)","(12.0, 16.0, 14.75)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:24.418664,"(12.0, 18.5, 16.5)","(4.8, 5.5, 5.414285714285715)","(1.8, 2.48, 2.4754545454545456)","(6.5, 8.0, 7.533333333333333)","(12.0, 16.0, 14.75)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 40.0, 38.666666666666664)"
11-01-2023 20:58:25.536282,"(12.0, 18.5, 16.5)","(4.8, 5.5, 5.414285714285715)","(1.8, 2.48, 2.4754545454545456)","(6.5, 8.0, 7.533333333333333)","(12.0, 16.0, 13.833333333333334)","(13.0, 99999, 99990)","(11.0, 21.0, 20.0)","(21.0, 40.0, 37.0)"
11-01-2023 20:58:26.679286,"(12.0, 18.5, 16.5)","(4.8, 5.5, 5.414285714285715)","(1.8, 2.48, 2.4754545454545456)","(6.5, 8.0, 7.533333333333333)","(12.0, 15.5, 14.25)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:27.820392,"(12.0, 18.5, 16.38235294117647)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.48, 2.453333333333333)","(6.5, 8.0, 7.533333333333333)","(12.0, 15.5, 14.25)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 38.666666666666664)"
11-01-2023 20:58:28.904168,"(12.0, 18.5, 16.38235294117647)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.48, 2.442105263157895)","(6.5, 8.0, 7.490909090909091)","(12.0, 15.5, 14.25)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.25)"
11-01-2023 20:58:30.056456,"(12.0, 18.5, 16.38235294117647)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.48, 2.42)","(6.5, 8.0, 7.490909090909091)","(12.0, 15.5, 14.25)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.25)"
11-01-2023 20:58:31.154775,"(12.0, 18.5, 16.38235294117647)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.48, 2.42)","(6.5, 8.0, 7.490909090909091)","(12.0, 15.5, 14.25)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.25)"
11-01-2023 20:58:32.252880,"(12.0, 18.5, 16.38235294117647)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.48, 2.42)","(6.5, 8.0, 7.618181818181818)","(12.0, 15.5, 14.75)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.25)"
11-01-2023 20:58:33.345007,"(12.0, 18.5, 16.96153846153846)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.48, 2.42)","(6.5, 8.0, 7.618181818181818)","(12.0, 16.0, 14.75)","(13.0, 99999, 99990)","(11.0, 22.0, 19.5)","(21.0, 40.0, 39.25)"
11-01-2023 20:58:34.428410,"(12.0, 18.5, 16.96153846153846)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.48, 2.42)","(6.5, 8.0, 7.618181818181818)","(12.0, 16.0, 15.25)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 40.0, 39.25)"
11-01-2023 20:58:35.570402,"(12.0, 18.5, 16.96153846153846)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.48, 2.418461538461538)","(6.5, 8.0, 7.618181818181818)","(12.0, 17.0, 15.5)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 40.0, 39.25)"
11-01-2023 20:58:36.772177,"(12.0, 18.5, 16.96153846153846)","(5.0, 5.5, 5.414285714285715)","(1.8, 2.42, 2.395)","(6.5, 8.0, 7.533333333333333)","(12.0, 16.5, 15.25)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 40.0, 39.25)"
11-01-2023 20:58:37.963141,"(12.0, 18.5, 16.96153846153846)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.533333333333333)","(12.0, 17.0, 15.166666666666666)","(13.0, 99999, 99990)","(11.0, 21.0, 20.0)","(21.0, 40.0, 39.5)"
11-01-2023 20:58:39.245044,"(12.0, 18.5, 16.96153846153846)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.42, 2.4436363636363634)","(6.5, 8.0, 7.490909090909091)","(12.0, 16.0, 15.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 40.0)"
11-01-2023 20:58:40.430230,"(12.0, 18.5, 16.96153846153846)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.46, 2.4436363636363634)","(6.5, 8.0, 7.705263157894737)","(12.0, 17.0, 15.333333333333334)","(13.0, 99999, 99990)","(11.0, 22.0, 18.615384615384617)","(21.0, 42.0, 40.0)"
11-01-2023 20:58:41.593008,"(12.0, 18.5, 16.96153846153846)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.46, 2.4436363636363634)","(6.5, 8.0, 7.705263157894737)","(12.0, 16.5, 14.5)","(13.0, 99999, 99990)","(11.0, 22.0, 19.5)","(21.0, 42.0, 40.0)"
11-01-2023 20:58:42.664973,"(12.0, 18.5, 17.0)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.46, 2.4436363636363634)","(6.5, 8.0, 7.705263157894737)","(12.0, 16.0, 13.666666666666666)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 42.0, 41.0)"
11-01-2023 20:58:43.817273,"(12.0, 18.5, 17.0)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.46, 2.4436363636363634)","(6.5, 8.0, 7.705263157894737)","(12.0, 16.0, 13.714285714285714)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 42.0, 41.0)"
11-01-2023 20:58:44.946288,"(12.0, 18.5, 17.0)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.46, 2.4436363636363634)","(6.5, 8.0, 7.705263157894737)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 42.0, 40.8)"
11-01-2023 20:58:46.092676,"(12.0, 18.5, 17.0)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.46, 2.4)","(6.5, 8.0, 7.705263157894737)","(12.0, 15.5, 14.333333333333334)","(13.0, 99999, 99990)","(11.0, 21.0, 19.0)","(21.0, 44.0, 43.0)"
11-01-2023 20:58:47.230196,"(12.0, 18.5, 17.0)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.46, 2.398461538461538)","(6.5, 8.0, 7.705263157894737)","(12.0, 15.0, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 46.0, 45.07692307692308)"
11-01-2023 20:58:48.403899,"(12.0, 18.5, 15.5)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.44, 2.393846153846154)","(6.5, 8.0, 7.705263157894737)","(12.0, 15.0, 13.5)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 46.0, 45.07692307692308)"
11-01-2023 20:58:49.640835,"(12.0, 18.5, 15.5)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.44, 2.4325)","(6.5, 8.0, 7.705263157894737)","(12.0, 16.0, 14.25)","(13.0, 99999, 99990)","(11.0, 22.0, 19.5)","(21.0, 46.0, 40.166666666666664)"
11-01-2023 20:58:50.791499,"(12.0, 18.0, 16.46153846153846)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.44, 2.4325)","(6.5, 8.0, 7.705263157894737)","(12.0, 15.5, 13.416666666666666)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 46.0, 40.166666666666664)"
11-01-2023 20:58:51.982052,"(12.0, 18.0, 16.46153846153846)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.44, 2.4325)","(6.5, 8.0, 7.705263157894737)","(12.0, 15.5, 13.416666666666666)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 46.0, 40.166666666666664)"
11-01-2023 20:58:53.156941,"(12.0, 18.0, 16.46153846153846)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.44, 2.4355223880597014)","(6.5, 8.0, 7.705263157894737)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 46.0, 40.61538461538461)"
11-01-2023 20:58:54.410486,"(12.0, 18.0, 16.46153846153846)","(5.0, 5.6, 5.568518518518518)","(1.8, 2.44, 2.4311764705882353)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 21.0, 19.0)","(21.0, 46.0, 42.0)"
11-01-2023 20:58:55.777939,"(12.0, 18.0, 16.46153846153846)","(5.0, 5.6, 5.865217391304348)","(1.8, 2.44, 2.3685714285714283)","(6.5, 8.0, 7.490909090909091)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 46.0, 42.0)"
11-01-2023 20:58:56.996240,"(12.0, 18.0, 17.791666666666668)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.44, 2.372)","(6.5, 8.0, 7.490909090909091)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 46.0, 39.6)"
11-01-2023 20:58:58.224072,"(12.0, 21.0, 17.791666666666668)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.353913043478261)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.5)","(21.0, 46.0, 38.857142857142854)"
11-01-2023 20:58:59.505274,"(12.0, 20.0, 17.666666666666668)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.38, 2.3577777777777778)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 20:59:00.711330,"(12.0, 20.0, 17.666666666666668)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.38, 2.411111111111111)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 21.0, 19.5)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 20:59:01.887431,"(12.0, 20.0, 17.666666666666668)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 21.0, 20.0)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:02.999798,"(12.0, 19.0, 18.5)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:04.111816,"(12.0, 19.0, 18.5)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:05.266106,"(12.0, 18.5, 17.785714285714285)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 21.0, 19.0)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:06.404516,"(12.0, 18.5, 17.785714285714285)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.3)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 21.0, 18.333333333333332)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:07.530159,"(12.0, 18.5, 17.785714285714285)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.1875)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 20.0, 18.333333333333332)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:08.688845,"(12.0, 18.5, 17.785714285714285)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.372413793103448)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 20.0, 18.333333333333332)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:09.950865,"(12.0, 18.5, 17.928571428571427)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.346666666666667)","(12.0, 15.5, 14.3)","(13.0, 99999, 99990)","(11.0, 20.0, 18.5)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:11.148081,"(12.0, 18.5, 18.1)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.411111111111111)","(6.5, 8.0, 7.125)","(12.0, 15.5, 14.3)","(13.0, 99999, 99990)","(11.0, 20.0, 18.8)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:12.296940,"(12.0, 20.0, 19.045454545454547)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.4176190476190476)","(6.5, 7.8, 7.266666666666667)","(12.0, 15.5, 14.3)","(13.0, 99999, 99990)","(11.0, 20.0, 18.8)","(21.0, 44.0, 39.2)"
11-01-2023 20:59:13.515313,"(12.0, 20.0, 18.653846153846153)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.4066666666666667)","(6.5, 7.8, 7.266666666666667)","(12.0, 15.5, 14.9)","(13.0, 99999, 99990)","(11.0, 20.0, 18.8)","(21.0, 44.0, 41.333333333333336)"
11-01-2023 20:59:14.627448,"(12.0, 19.5, 19.166666666666668)","(5.0, 5.9, 5.865217391304348)","(1.8, 2.42, 2.4066666666666667)","(6.5, 7.8, 7.266666666666667)","(12.0, 17.0, 14.357142857142858)","(13.0, 99999, 99990)","(11.0, 20.0, 18.8)","(21.0, 44.0, 44.666666666666664)"
11-01-2023 20:59:15.729223,"(12.0, 19.5, 19.166666666666668)","(5.0, 6.6, 6.4)","(1.8, 2.42, 2.3457142857142856)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.5, 14.166666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 18.8)","(21.0, 46.0, 43.0)"
11-01-2023 20:59:16.826365,"(12.0, 19.5, 18.75)","(5.0, 6.6, 6.178947368421053)","(1.8, 2.42, 2.318181818181818)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.5, 14.166666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 18.8)","(21.0, 46.0, 42.0)"
11-01-2023 20:59:17.968720,"(12.0, 19.5, 18.75)","(5.0, 6.4, 6.15)","(1.8, 2.42, 2.318181818181818)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.5, 14.166666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 18.8)","(21.0, 46.0, 42.0)"
11-01-2023 20:59:19.118461,"(12.0, 19.5, 18.75)","(5.0, 6.4, 5.98)","(1.8, 2.42, 2.318181818181818)","(6.5, 7.8, 7.4)","(12.0, 16.0, 13.5)","(13.0, 99999, 99990)","(11.0, 20.0, 18.5)","(21.0, 44.0, 41.333333333333336)"
11-01-2023 20:59:20.335441,"(12.0, 19.5, 18.75)","(5.0, 6.4, 6.1375)","(1.8, 2.42, 2.318181818181818)","(6.5, 7.8, 7.4)","(12.0, 16.0, 13.416666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 44.0, 40.0)"
11-01-2023 20:59:21.552071,"(12.0, 19.5, 18.75)","(5.0, 6.4, 6.1375)","(1.8, 2.42, 2.3499999999999996)","(6.5, 7.8, 7.4)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 44.0, 42.285714285714285)"
11-01-2023 20:59:22.766664,"(12.0, 19.5, 18.75)","(5.0, 6.4, 6.268750000000001)","(1.8, 2.42, 2.3499999999999996)","(6.5, 7.8, 7.4)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 44.0, 42.0)"
11-01-2023 20:59:24.027582,"(12.0, 19.5, 18.75)","(5.0, 6.4, 6.268750000000001)","(1.8, 2.42, 2.3499999999999996)","(6.5, 7.8, 7.466666666666667)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 44.0, 41.333333333333336)"
11-01-2023 20:59:25.341028,"(12.0, 19.5, 18.75)","(5.0, 6.4, 6.25)","(1.8, 2.42, 2.364)","(6.5, 7.8, 7.55)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 44.0, 44.0)"
11-01-2023 20:59:26.591154,"(12.0, 19.5, 18.75)","(5.0, 6.4, 6.305263157894737)","(1.8, 2.42, 2.364)","(6.5, 7.8, 7.266666666666667)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.666666666666664)"
11-01-2023 20:59:27.840360,"(12.0, 19.5, 16.638461538461538)","(5.0, 6.4, 6.305263157894737)","(1.8, 2.42, 2.364)","(6.5, 7.8, 7.266666666666667)","(12.0, 15.5, 14.642857142857142)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.666666666666664)"
11-01-2023 20:59:29.076669,"(12.0, 16.5, 16.023076923076925)","(5.0, 6.4, 6.305263157894737)","(1.8, 2.42, 2.3966666666666665)","(6.5, 7.8, 7.266666666666667)","(12.0, 15.5, 15.166666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:30.310908,"(12.0, 16.5, 14.731884057971014)","(5.0, 6.4, 6.305263157894737)","(1.8, 2.42, 2.3966666666666665)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.0, 15.166666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:31.451461,"(12.0, 16.0, 15.5)","(5.0, 6.4, 6.305263157894737)","(1.8, 2.42, 2.3966666666666665)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.0, 15.5)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.5)"
11-01-2023 20:59:32.658945,"(12.0, 16.0, 15.5)","(5.0, 6.4, 6.294117647058824)","(1.8, 2.42, 2.3966666666666665)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.5, 15.166666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:33.916543,"(12.0, 16.0, 15.5)","(5.0, 6.4, 6.294117647058824)","(1.8, 2.42, 2.3966666666666665)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.5, 15.166666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 19.0)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:35.121682,"(12.0, 16.0, 15.7)","(5.0, 6.4, 6.294117647058824)","(1.8, 2.42, 2.410869565217391)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.5, 15.166666666666666)","(13.0, 99999, 99990)","(11.0, 20.0, 18.4)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:36.350968,"(12.0, 16.0, 15.7)","(5.0, 6.4, 6.294117647058824)","(1.8, 2.42, 2.387272727272727)","(6.5, 7.8, 7.266666666666667)","(12.0, 16.5, 14.833333333333334)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:37.648919,"(12.0, 16.0, 15.7)","(5.0, 6.4, 6.314285714285715)","(1.8, 2.42, 2.4118181818181816)","(6.5, 7.8, 7.266666666666667)","(12.0, 17.5, 14.772727272727273)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:38.905120,"(12.0, 18.0, 16.75)","(5.0, 6.4, 6.314285714285715)","(1.8, 2.42, 2.4176744186046513)","(6.5, 7.8, 7.266666666666667)","(12.0, 17.0, 14.772727272727273)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:40.138206,"(12.0, 18.0, 16.75)","(5.0, 6.4, 6.220000000000001)","(1.8, 2.42, 2.4179166666666667)","(6.5, 7.8, 7.493333333333333)","(12.0, 17.0, 14.2)","(13.0, 99999, 99990)","(11.0, 20.0, 18.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:41.377768,"(12.0, 18.0, 16.75)","(5.0, 6.4, 6.25)","(1.8, 2.42, 2.4176470588235293)","(6.5, 7.6, 7.493333333333333)","(12.0, 16.0, 13.375)","(13.0, 99999, 99990)","(11.0, 20.0, 19.333333333333332)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:42.582169,"(12.0, 18.0, 16.75)","(5.0, 6.4, 6.53)","(1.8, 2.42, 2.417948717948718)","(6.5, 7.6, 7.493333333333333)","(12.0, 16.0, 13.375)","(13.0, 99999, 99990)","(11.0, 20.0, 19.5)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:43.754752,"(12.0, 18.0, 17.318181818181817)","(5.0, 6.8, 6.607142857142857)","(1.8, 2.42, 2.417948717948718)","(6.5, 7.6, 7.290909090909091)","(12.0, 16.0, 13.375)","(13.0, 99999, 99990)","(11.0, 20.0, 19.333333333333332)","(21.0, 46.0, 44.0)"
11-01-2023 20:59:44.939456,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.607142857142857)","(1.85, 2.42, 2.417948717948718)","(6.5, 7.4, 7.32)","(11.0, 16.0, 13.375)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 46.0, 42.6)"
11-01-2023 20:59:46.138024,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.607142857142857)","(1.85, 2.42, 2.417948717948718)","(6.5, 7.4, 7.32)","(11.0, 16.0, 13.375)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 48.0, 39.81818181818182)"
11-01-2023 20:59:47.344166,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.607142857142857)","(1.85, 2.42, 2.4178571428571427)","(6.5, 7.4, 7.32)","(11.0, 16.0, 13.375)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 48.0, 44.54545454545455)"
11-01-2023 20:59:48.458437,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.607142857142857)","(1.85, 2.42, 2.4178571428571427)","(6.5, 7.4, 7.32)","(11.0, 16.0, 13.375)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 46.0, 41.333333333333336)"
11-01-2023 20:59:49.621875,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.641176470588235)","(1.85, 2.42, 2.4178571428571427)","(6.5, 7.4, 7.290909090909091)","(11.0, 16.0, 13.375)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 40.0)"
11-01-2023 20:59:50.803501,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.641176470588235)","(1.85, 2.42, 2.4178571428571427)","(6.5, 7.4, 7.728571428571429)","(11.0, 16.0, 13.277777777777779)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 42.0)"
11-01-2023 20:59:52.017183,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.641176470588235)","(1.85, 2.42, 2.418235294117647)","(6.5, 7.8, 7.675)","(11.0, 15.5, 13.277777777777779)","(13.0, 99999, 99990)","(12.0, 20.0, 18.571428571428573)","(21.0, 44.0, 41.0)"
11-01-2023 20:59:53.228973,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.641176470588235)","(1.85, 2.42, 2.418235294117647)","(6.5, 7.8, 7.425)","(11.0, 15.5, 13.277777777777779)","(13.0, 99999, 99990)","(12.0, 20.0, 18.571428571428573)","(21.0, 44.0, 42.666666666666664)"
11-01-2023 20:59:54.478782,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.641176470588235)","(1.85, 2.42, 2.418235294117647)","(6.5, 7.8, 7.390909090909091)","(11.0, 15.5, 13.277777777777779)","(13.0, 99999, 99990)","(12.0, 20.0, 18.571428571428573)","(21.0, 44.0, 42.0)"
11-01-2023 20:59:55.709799,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.32)","(1.85, 2.42, 2.418235294117647)","(6.5, 7.8, 7.1454545454545455)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 18.571428571428573)","(21.0, 44.0, 41.333333333333336)"
11-01-2023 20:59:56.966369,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.533333333333333)","(1.85, 2.42, 2.41910447761194)","(6.5, 7.8, 7.3)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 18.571428571428573)","(21.0, 44.0, 42.666666666666664)"
11-01-2023 20:59:58.187425,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.533333333333333)","(1.85, 2.42, 2.41910447761194)","(6.5, 7.6, 7.3)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 18.571428571428573)","(21.0, 44.0, 41.333333333333336)"
