,Trappe The Gold,Preachingtothewire,Stunning Hero,Brilliantbenny,Jack Of All Trades,Enough Ice,Blaziano
304,"[datetime.datetime(2022, 11, 28, 9, 55, 54, 145182), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 55, 54, 145182), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 55, 54, 145182), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 55, 54, 145182), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 55, 54, 145182), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 55, 54, 145182), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 55, 54, 145182), 3.8, 4.5]"
305,"[datetime.datetime(2022, 11, 28, 9, 55, 55, 286513), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 55, 55, 286513), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 55, 55, 286513), 31.0, 710.0]","[datetime.datetime(2022, 11, 28, 9, 55, 55, 286513), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 55, 55, 286513), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 55, 55, 286513), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 55, 55, 286513), 3.8, 4.5]"
306,"[datetime.datetime(2022, 11, 28, 9, 55, 56, 428710), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 55, 56, 428710), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 55, 56, 428710), 31.0, 710.0]","[datetime.datetime(2022, 11, 28, 9, 55, 56, 428710), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 55, 56, 428710), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 55, 56, 428710), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 55, 56, 428710), 3.8, 4.5]"
307,"[datetime.datetime(2022, 11, 28, 9, 55, 57, 595726), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 55, 57, 595726), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 55, 57, 595726), 31.0, 710.0]","[datetime.datetime(2022, 11, 28, 9, 55, 57, 595726), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 55, 57, 595726), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 55, 57, 595726), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 55, 57, 595726), 3.8, 4.5]"
308,"[datetime.datetime(2022, 11, 28, 9, 55, 58, 737673), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 55, 58, 737673), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 55, 58, 737673), 31.0, 710.0]","[datetime.datetime(2022, 11, 28, 9, 55, 58, 737673), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 55, 58, 737673), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 55, 58, 737673), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 55, 58, 737673), 3.8, 4.5]"
309,"[datetime.datetime(2022, 11, 28, 9, 55, 59, 885594), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 55, 59, 885594), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 55, 59, 885594), 31.0, 710.0]","[datetime.datetime(2022, 11, 28, 9, 55, 59, 885594), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 55, 59, 885594), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 55, 59, 885594), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 55, 59, 885594), 3.8, 4.5]"
310,"[datetime.datetime(2022, 11, 28, 9, 56, 1, 60655), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 56, 1, 60655), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 1, 60655), 31.0, 700.0]","[datetime.datetime(2022, 11, 28, 9, 56, 1, 60655), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 1, 60655), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 1, 60655), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 1, 60655), 3.8, 4.5]"
311,"[datetime.datetime(2022, 11, 28, 9, 56, 2, 202436), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 56, 2, 202436), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 2, 202436), 31.0, 700.0]","[datetime.datetime(2022, 11, 28, 9, 56, 2, 202436), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 2, 202436), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 2, 202436), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 2, 202436), 3.8, 4.5]"
312,"[datetime.datetime(2022, 11, 28, 9, 56, 3, 353541), 2.9, 3.1]","[datetime.datetime(2022, 11, 28, 9, 56, 3, 353541), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 3, 353541), 31.0, 700.0]","[datetime.datetime(2022, 11, 28, 9, 56, 3, 353541), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 3, 353541), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 3, 353541), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 3, 353541), 3.8, 4.5]"
313,"[datetime.datetime(2022, 11, 28, 9, 56, 4, 519197), 2.9, 3.0]","[datetime.datetime(2022, 11, 28, 9, 56, 4, 519197), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 4, 519197), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 4, 519197), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 4, 519197), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 4, 519197), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 4, 519197), 3.8, 4.5]"
314,"[datetime.datetime(2022, 11, 28, 9, 56, 5, 637154), 2.9, 3.0]","[datetime.datetime(2022, 11, 28, 9, 56, 5, 637154), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 5, 637154), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 5, 637154), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 5, 637154), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 5, 637154), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 5, 637154), 3.8, 4.5]"
315,"[datetime.datetime(2022, 11, 28, 9, 56, 6, 753938), 2.9, 3.0]","[datetime.datetime(2022, 11, 28, 9, 56, 6, 753938), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 6, 753938), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 6, 753938), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 6, 753938), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 6, 753938), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 6, 753938), 3.8, 4.5]"
316,"[datetime.datetime(2022, 11, 28, 9, 56, 7, 873579), 2.9, 3.0]","[datetime.datetime(2022, 11, 28, 9, 56, 7, 873579), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 7, 873579), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 7, 873579), 15.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 7, 873579), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 7, 873579), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 7, 873579), 3.8, 4.5]"
317,"[datetime.datetime(2022, 11, 28, 9, 56, 8, 995955), 2.9, 3.0]","[datetime.datetime(2022, 11, 28, 9, 56, 8, 995955), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 8, 995955), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 8, 995955), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 8, 995955), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 8, 995955), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 8, 995955), 3.8, 4.5]"
318,"[datetime.datetime(2022, 11, 28, 9, 56, 10, 114455), 2.9, 3.0]","[datetime.datetime(2022, 11, 28, 9, 56, 10, 114455), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 56, 10, 114455), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 10, 114455), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 10, 114455), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 10, 114455), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 10, 114455), 3.8, 4.5]"
319,"[datetime.datetime(2022, 11, 28, 9, 56, 11, 230820), 2.9, 2.98]","[datetime.datetime(2022, 11, 28, 9, 56, 11, 230820), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 11, 230820), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 11, 230820), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 11, 230820), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 11, 230820), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 11, 230820), 3.8, 4.5]"
320,"[datetime.datetime(2022, 11, 28, 9, 56, 12, 347620), 2.9, 2.96]","[datetime.datetime(2022, 11, 28, 9, 56, 12, 347620), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 12, 347620), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 12, 347620), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 12, 347620), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 12, 347620), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 12, 347620), 3.8, 4.5]"
321,"[datetime.datetime(2022, 11, 28, 9, 56, 13, 464518), 2.9, 2.96]","[datetime.datetime(2022, 11, 28, 9, 56, 13, 464518), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 13, 464518), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 13, 464518), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 13, 464518), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 13, 464518), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 13, 464518), 3.8, 4.5]"
322,"[datetime.datetime(2022, 11, 28, 9, 56, 14, 587705), 2.9, 2.94]","[datetime.datetime(2022, 11, 28, 9, 56, 14, 587705), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 14, 587705), 31.0, 760.0]","[datetime.datetime(2022, 11, 28, 9, 56, 14, 587705), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 14, 587705), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 14, 587705), 2.7, 3.4]","[datetime.datetime(2022, 11, 28, 9, 56, 14, 587705), 3.8, 4.5]"
323,"[datetime.datetime(2022, 11, 28, 9, 56, 15, 702924), 2.9, 2.94]","[datetime.datetime(2022, 11, 28, 9, 56, 15, 702924), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 15, 702924), 31.0, 760.0]","[datetime.datetime(2022, 11, 28, 9, 56, 15, 702924), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 15, 702924), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 15, 702924), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 15, 702924), 3.8, 4.5]"
324,"[datetime.datetime(2022, 11, 28, 9, 56, 16, 821938), 2.9, 2.94]","[datetime.datetime(2022, 11, 28, 9, 56, 16, 821938), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 16, 821938), 31.0, 750.0]","[datetime.datetime(2022, 11, 28, 9, 56, 16, 821938), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 16, 821938), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 16, 821938), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 16, 821938), 3.8, 4.5]"
325,"[datetime.datetime(2022, 11, 28, 9, 56, 17, 933684), 2.9, 2.94]","[datetime.datetime(2022, 11, 28, 9, 56, 17, 933684), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 17, 933684), 31.0, 750.0]","[datetime.datetime(2022, 11, 28, 9, 56, 17, 933684), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 17, 933684), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 17, 933684), 2.7, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 17, 933684), 3.8, 4.5]"
326,"[datetime.datetime(2022, 11, 28, 9, 56, 19, 51756), 2.9, 2.94]","[datetime.datetime(2022, 11, 28, 9, 56, 19, 51756), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 19, 51756), 31.0, 740.0]","[datetime.datetime(2022, 11, 28, 9, 56, 19, 51756), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 19, 51756), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 19, 51756), 2.7, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 19, 51756), 3.8, 4.5]"
327,"[datetime.datetime(2022, 11, 28, 9, 56, 20, 172340), 2.9, 2.94]","[datetime.datetime(2022, 11, 28, 9, 56, 20, 172340), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 56, 20, 172340), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 20, 172340), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 20, 172340), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 20, 172340), 2.7, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 20, 172340), 3.8, 4.5]"
328,"[datetime.datetime(2022, 11, 28, 9, 56, 21, 284155), 2.9, 2.94]","[datetime.datetime(2022, 11, 28, 9, 56, 21, 284155), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 21, 284155), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 21, 284155), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 21, 284155), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 21, 284155), 2.7, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 21, 284155), 3.8, 4.5]"
329,"[datetime.datetime(2022, 11, 28, 9, 56, 22, 403004), 2.9, 2.94]","[datetime.datetime(2022, 11, 28, 9, 56, 22, 403004), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 22, 403004), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 22, 403004), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 22, 403004), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 22, 403004), 2.7, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 22, 403004), 3.8, 4.5]"
330,"[datetime.datetime(2022, 11, 28, 9, 56, 23, 513513), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 23, 513513), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 23, 513513), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 23, 513513), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 23, 513513), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 23, 513513), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 23, 513513), 3.8, 4.5]"
331,"[datetime.datetime(2022, 11, 28, 9, 56, 24, 623872), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 24, 623872), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 24, 623872), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 24, 623872), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 24, 623872), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 24, 623872), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 24, 623872), 3.8, 4.5]"
332,"[datetime.datetime(2022, 11, 28, 9, 56, 25, 744152), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 25, 744152), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 25, 744152), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 25, 744152), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 25, 744152), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 25, 744152), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 25, 744152), 3.8, 4.5]"
333,"[datetime.datetime(2022, 11, 28, 9, 56, 26, 888708), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 26, 888708), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 26, 888708), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 26, 888708), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 26, 888708), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 26, 888708), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 26, 888708), 3.8, 4.5]"
334,"[datetime.datetime(2022, 11, 28, 9, 56, 28, 43036), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 43036), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 43036), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 43036), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 43036), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 43036), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 43036), 3.8, 4.5]"
335,"[datetime.datetime(2022, 11, 28, 9, 56, 29, 187314), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 187314), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 187314), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 187314), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 187314), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 187314), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 187314), 3.8, 4.5]"
336,"[datetime.datetime(2022, 11, 28, 9, 56, 30, 332617), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 332617), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 332617), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 332617), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 332617), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 332617), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 332617), 3.8, 4.5]"
337,"[datetime.datetime(2022, 11, 28, 9, 56, 31, 479125), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 479125), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 479125), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 479125), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 479125), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 479125), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 479125), 3.8, 4.5]"
338,"[datetime.datetime(2022, 11, 28, 9, 56, 32, 593758), 2.9, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 593758), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 593758), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 593758), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 593758), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 593758), 2.7, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 593758), 3.8, 4.5]"
339,"[datetime.datetime(2022, 11, 28, 9, 56, 33, 714850), 2.8, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 33, 714850), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 33, 714850), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 33, 714850), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 33, 714850), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 33, 714850), 2.8, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 33, 714850), 3.8, 4.5]"
340,"[datetime.datetime(2022, 11, 28, 9, 56, 34, 824142), 2.8, 2.92]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 824142), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 824142), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 824142), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 824142), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 824142), 2.8, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 824142), 3.8, 4.5]"
341,"[datetime.datetime(2022, 11, 28, 9, 56, 35, 951451), 2.8, 2.9]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 951451), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 951451), 31.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 951451), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 951451), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 951451), 2.8, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 951451), 3.8, 4.5]"
342,"[datetime.datetime(2022, 11, 28, 9, 56, 37, 65402), 2.8, 2.9]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 65402), 16.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 65402), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 65402), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 65402), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 65402), 2.8, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 65402), 3.8, 4.5]"
343,"[datetime.datetime(2022, 11, 28, 9, 56, 38, 179026), 2.8, 2.9]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 179026), 16.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 179026), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 179026), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 179026), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 179026), 2.8, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 179026), 3.8, 4.5]"
344,"[datetime.datetime(2022, 11, 28, 9, 56, 39, 322529), 2.8, 2.9]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 322529), 16.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 322529), 31.0, 730.0]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 322529), 16.0, 65.0]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 322529), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 322529), 2.8, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 322529), 3.8, 4.5]"
345,"[datetime.datetime(2022, 11, 28, 9, 56, 40, 449353), 2.8, 2.88]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 449353), 16.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 449353), 31.0, 760.0]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 449353), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 449353), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 449353), 2.8, 3.45]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 449353), 3.8, 4.5]"
346,"[datetime.datetime(2022, 11, 28, 9, 56, 41, 573610), 2.8, 2.86]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 573610), 16.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 573610), 31.0, 760.0]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 573610), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 573610), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 573610), 2.8, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 573610), 3.8, 4.6]"
347,"[datetime.datetime(2022, 11, 28, 9, 56, 42, 686785), 2.8, 2.86]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 686785), 16.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 686785), 31.0, 760.0]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 686785), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 686785), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 686785), 2.8, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 686785), 3.8, 4.6]"
348,"[datetime.datetime(2022, 11, 28, 9, 56, 43, 797539), 2.8, 2.84]","[datetime.datetime(2022, 11, 28, 9, 56, 43, 797539), 16.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 56, 43, 797539), 31.0, 760.0]","[datetime.datetime(2022, 11, 28, 9, 56, 43, 797539), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 56, 43, 797539), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 43, 797539), 2.8, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 43, 797539), 3.8, 4.6]"
349,"[datetime.datetime(2022, 11, 28, 9, 56, 44, 908097), 2.8, 2.84]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 908097), 16.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 908097), 31.0, 760.0]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 908097), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 908097), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 908097), 2.8, 3.5]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 908097), 3.8, 4.6]"
