,Water Into Wine,Midas Prince,Black Syrah,Prospectus,Sword Of War,Duke Of Bedford,Supreme Thunder,Orpheline
08-12-2022 14:56:24.131891,"(10.0, 12.5, 12.2890625)","(4.2, 5.0, 4.826016260162602)","(19.0, 32.0, 31.758064516129032)","(5.0, 5.7, 5.587317073170731)","(9.0, 99999, 99990)","(21.0, 32.0, 30.727272727272727)","(2.25, 2.58, 2.5722297297297296)","(61.0, 170.0, 157.24137931034483)"
08-12-2022 14:56:25.597982,"(10.0, 12.5, 12.2890625)","(4.2, 5.0, 4.910833333333334)","(19.0, 32.0, 31.758064516129032)","(5.0, 5.6, 5.58659793814433)","(9.0, 99999, 99990)","(21.0, 32.0, 31.658536585365855)","(2.25, 2.58, 2.572744479495268)","(61.0, 170.0, 157.24137931034483)"
08-12-2022 14:56:26.981131,"(10.0, 12.5, 12.2890625)","(4.2, 5.0, 4.902631578947369)","(19.0, 32.0, 31.758064516129032)","(5.0, 5.6, 5.582894736842105)","(9.0, 99999, 99990)","(21.0, 32.0, 31.82278481012658)","(2.25, 2.58, 2.5750359712230217)","(61.0, 170.0, 157.24137931034483)"
08-12-2022 14:56:28.291786,"(10.0, 12.5, 12.2890625)","(4.2, 5.0, 4.85)","(19.0, 32.0, 31.758064516129032)","(5.0, 5.6, 5.582894736842105)","(9.0, 99999, 99990)","(21.0, 32.0, 33.30232558139535)","(2.25, 2.58, 2.5750180505415163)","(61.0, 170.0, 157.24137931034483)"
08-12-2022 14:56:29.424195,"(10.0, 12.5, 12.2890625)","(4.2, 5.0, 4.85)","(19.0, 32.0, 31.758064516129032)","(5.0, 5.6, 5.507216494845361)","(9.0, 99999, 99990)","(21.0, 34.0, 32.73684210526316)","(2.25, 2.58, 2.583025210084034)","(61.0, 170.0, 156.2962962962963)"
08-12-2022 14:56:30.628720,"(10.0, 12.5, 12.261306532663317)","(4.2, 4.9, 4.85)","(19.0, 34.0, 31.2)","(5.0, 5.6, 5.5069306930693065)","(9.0, 99999, 99990)","(21.0, 34.0, 32.73684210526316)","(2.25, 2.6, 2.5872992700729927)","(61.0, 170.0, 165.45454545454544)"
08-12-2022 14:56:32.020948,"(10.0, 12.5, 12.25130890052356)","(4.2, 5.0, 4.825694444444444)","(19.0, 32.0, 31.2)","(5.0, 5.6, 5.421501706484642)","(9.0, 99999, 99990)","(21.0, 34.0, 32.73684210526316)","(2.25, 2.6, 2.6046808510638297)","(71.0, 170.0, 167.89473684210526)"
08-12-2022 14:56:33.319697,"(10.0, 12.5, 12.25130890052356)","(4.2, 4.9, 4.822463768115942)","(19.0, 32.0, 30.846153846153847)","(5.0, 5.5, 5.381666666666667)","(9.0, 99999, 99990)","(21.0, 34.0, 34.758620689655174)","(2.25, 2.62, 2.605398773006135)","(71.0, 170.0, 167.89473684210526)"
08-12-2022 14:56:34.661969,"(10.0, 12.5, 12.25130890052356)","(4.2, 4.9, 4.822463768115942)","(19.0, 32.0, 30.846153846153847)","(5.0, 5.4, 5.381666666666667)","(9.0, 99999, 99990)","(21.0, 36.0, 34.8125)","(2.25, 2.62, 2.6043617021276595)","(71.0, 170.0, 167.89473684210526)"
08-12-2022 14:56:35.915358,"(10.0, 12.5, 12.25130890052356)","(4.2, 4.9, 4.822463768115942)","(19.0, 32.0, 30.88888888888889)","(5.0, 5.4, 5.373154362416107)","(9.0, 99999, 99990)","(21.0, 36.0, 34.72222222222222)","(2.25, 2.62, 2.60651376146789)","(71.0, 170.0, 167.89473684210526)"
08-12-2022 14:56:37.132836,"(10.0, 12.5, 12.25130890052356)","(4.2, 4.9, 4.857777777777778)","(19.0, 32.0, 31.357142857142858)","(5.0, 5.4, 5.354364089775561)","(9.0, 99999, 99990)","(21.0, 36.0, 34.55555555555556)","(2.25, 2.62, 2.5934090909090908)","(71.0, 170.0, 168.88888888888889)"
08-12-2022 14:56:38.278693,"(10.0, 12.5, 12.25130890052356)","(4.2, 4.9, 4.857777777777778)","(19.0, 32.0, 31.027027027027028)","(5.0, 5.5, 5.365747126436782)","(9.0, 99999, 99990)","(21.0, 36.0, 34.0)","(2.25, 2.6, 2.6012500000000003)","(71.0, 170.0, 168.88888888888889)"
08-12-2022 14:56:39.554885,"(10.0, 12.5, 12.250656167979002)","(4.2, 4.9, 4.856521739130435)","(19.0, 32.0, 31.027027027027028)","(5.0, 5.5, 5.386842105263158)","(9.0, 99999, 99990)","(21.0, 36.0, 34.285714285714285)","(2.25, 2.62, 2.6015)","(71.0, 170.0, 169.0909090909091)"
08-12-2022 14:56:40.882513,"(10.0, 12.5, 12.23972602739726)","(4.2, 4.9, 4.856521739130435)","(19.0, 32.0, 31.027027027027028)","(5.0, 5.4, 5.386842105263158)","(9.0, 99999, 99990)","(21.0, 36.0, 34.285714285714285)","(2.25, 2.62, 2.6015)","(71.0, 170.0, 169.0909090909091)"
08-12-2022 14:56:42.249700,"(10.0, 12.5, 12.23972602739726)","(4.2, 4.9, 4.86986301369863)","(19.0, 32.0, 31.027027027027028)","(5.0, 5.4, 5.336885245901639)","(9.0, 99999, 99990)","(21.0, 36.0, 34.285714285714285)","(2.25, 2.62, 2.6038418079096046)","(71.0, 170.0, 168.88888888888889)"
08-12-2022 14:56:43.567986,"(10.0, 12.5, 12.23972602739726)","(4.2, 4.9, 4.898039215686275)","(19.0, 32.0, 31.357142857142858)","(5.0, 5.3, 5.218654434250765)","(9.0, 99999, 99990)","(21.0, 36.0, 34.604651162790695)","(2.25, 2.62, 2.6041212121212123)","(71.0, 170.0, 168.88888888888889)"
08-12-2022 14:56:44.837744,"(10.0, 12.5, 12.250656167979002)","(4.2, 5.0, 4.862111801242236)","(19.0, 32.0, 31.357142857142858)","(5.0, 5.3, 5.2136054421768705)","(9.0, 99999, 99990)","(21.0, 36.0, 34.604651162790695)","(2.25, 2.62, 2.605232558139535)","(71.0, 170.0, 169.0909090909091)"
08-12-2022 14:56:46.151756,"(10.0, 12.5, 12.250656167979002)","(4.2, 5.0, 4.878021978021978)","(19.0, 32.0, 31.357142857142858)","(5.0, 5.3, 5.2136054421768705)","(9.0, 99999, 99990)","(21.0, 36.0, 34.604651162790695)","(2.25, 2.62, 2.6058823529411765)","(71.0, 170.0, 169.52380952380952)"
08-12-2022 14:56:47.499335,"(10.0, 12.5, 12.250656167979002)","(4.2, 5.0, 4.881283422459893)","(19.0, 32.0, 31.238095238095237)","(4.8, 5.3, 5.205576208178439)","(10.0, 99999, 99990)","(21.0, 36.0, 34.604651162790695)","(2.25, 2.62, 2.6058823529411765)","(71.0, 170.0, 169.0909090909091)"
08-12-2022 14:56:48.859096,"(10.0, 12.5, 12.250656167979002)","(4.2, 5.0, 4.881283422459893)","(19.0, 32.0, 31.238095238095237)","(4.8, 5.3, 5.201782531194296)","(10.0, 99999, 99990)","(21.0, 36.0, 34.421052631578945)","(2.25, 2.62, 2.605695364238411)","(71.0, 170.0, 169.0909090909091)"
08-12-2022 14:56:50.278462,"(10.0, 12.5, 12.490384615384615)","(4.2, 5.0, 4.881283422459893)","(19.0, 32.0, 31.238095238095237)","(4.8, 5.3, 5.20889748549323)","(10.0, 99999, 99990)","(21.0, 36.0, 33.75308641975309)","(2.25, 2.62, 2.61075)","(71.0, 170.0, 168.88888888888889)"
08-12-2022 14:56:51.646711,"(10.0, 12.5, 12.494152046783626)","(4.2, 5.0, 4.881283422459893)","(19.0, 32.0, 31.238095238095237)","(4.8, 5.3, 5.202079002079002)","(10.0, 99999, 99990)","(21.0, 34.0, 31.805555555555557)","(2.25, 2.62, 2.6243795620437957)","(71.0, 170.0, 168.88888888888889)"
08-12-2022 14:56:52.965417,"(10.0, 12.5, 12.46676737160121)","(4.2, 5.0, 4.886734693877551)","(19.0, 32.0, 30.928571428571427)","(4.8, 5.3, 5.202484472049689)","(10.0, 99999, 99990)","(21.0, 32.0, 31.78787878787879)","(2.25, 2.64, 2.62431654676259)","(71.0, 170.0, 168.88888888888889)"
08-12-2022 14:56:54.213027,"(10.0, 12.5, 12.46676737160121)","(4.2, 5.0, 4.886734693877551)","(19.0, 32.0, 30.928571428571427)","(4.8, 5.3, 5.202484472049689)","(10.0, 99999, 99990)","(21.0, 32.0, 31.78787878787879)","(2.25, 2.64, 2.627215189873418)","(71.0, 170.0, 182.38095238095238)"
08-12-2022 14:56:55.454370,"(10.0, 11.5, 11.320707070707071)","(4.2, 5.3, 5.213461538461539)","(19.0, 34.0, 31.513513513513512)","(4.8, 5.1, 5.08109756097561)","(10.0, 99999, 99990)","(21.0, 34.0, 33.61290322580645)","(2.25, 2.64, 2.627627118644068)","(71.0, 190.0, 182.38095238095238)"
08-12-2022 14:56:56.770213,"(10.0, 11.5, 11.31701030927835)","(4.2, 5.3, 5.205263157894737)","(19.0, 34.0, 31.511111111111113)","(4.8, 5.1, 5.055191256830601)","(10.0, 99999, 99990)","(21.0, 34.0, 33.61290322580645)","(2.25, 2.64, 2.627796610169492)","(71.0, 190.0, 182.38095238095238)"
08-12-2022 14:56:58.078135,"(10.0, 11.5, 11.384868421052632)","(4.2, 5.3, 5.205263157894737)","(19.0, 34.0, 31.333333333333332)","(4.8, 5.1, 5.033333333333333)","(10.0, 99999, 99990)","(21.0, 34.0, 33.61290322580645)","(2.25, 2.64, 2.627796610169492)","(71.0, 190.0, 161.66666666666666)"
08-12-2022 14:56:59.398438,"(10.0, 11.5, 11.44186046511628)","(4.2, 5.3, 5.205263157894737)","(19.0, 34.0, 31.333333333333332)","(4.8, 5.1, 5.040952380952381)","(10.0, 99999, 99990)","(21.0, 34.0, 33.61290322580645)","(2.25, 2.64, 2.627796610169492)","(71.0, 170.0, 161.66666666666666)"
08-12-2022 14:57:00.774988,"(10.0, 11.5, 11.44186046511628)","(4.2, 5.3, 5.255)","(19.0, 34.0, 31.333333333333332)","(4.8, 5.1, 5.040952380952381)","(10.0, 99999, 99990)","(21.0, 34.0, 33.61290322580645)","(2.25, 2.64, 2.627796610169492)","(71.0, 170.0, 164.0)"
08-12-2022 14:57:02.062773,"(10.0, 11.5, 11.442434210526315)","(4.2, 5.3, 5.21)","(19.0, 34.0, 31.333333333333332)","(4.8, 5.1, 5.055714285714285)","(10.0, 99999, 99990)","(21.0, 34.0, 33.61290322580645)","(2.25, 2.64, 2.626666666666667)","(71.0, 170.0, 184.375)"
08-12-2022 14:57:03.502990,"(10.0, 11.5, 11.396755162241888)","(4.2, 5.3, 5.154545454545454)","(19.0, 34.0, 31.88679245283019)","(4.8, 5.1, 4.926637554585153)","(10.0, 99999, 99990)","(21.0, 34.0, 33.61290322580645)","(2.25, 2.64, 2.64054844606947)","(71.0, 200.0, 184.375)"
08-12-2022 14:57:05.092193,"(10.0, 11.5, 11.390029325513197)","(4.2, 5.3, 5.218095238095239)","(19.0, 34.0, 32.44444444444444)","(4.8, 5.0, 4.910160427807487)","(10.0, 99999, 99990)","(21.0, 34.0, 31.978947368421053)","(2.25, 2.66, 2.6609665427509297)","(71.0, 200.0, 165.45454545454547)"
08-12-2022 14:57:06.558494,"(10.0, 11.5, 11.390029325513197)","(4.2, 5.3, 5.218627450980392)","(19.0, 34.0, 32.44444444444444)","(4.8, 5.0, 4.9112426035502965)","(10.0, 99999, 99990)","(21.0, 32.0, 31.98095238095238)","(2.25, 2.68, 2.658571428571429)","(71.0, 190.0, 181.8181818181818)"
08-12-2022 14:57:08.082548,"(10.0, 11.5, 11.390029325513197)","(4.2, 5.3, 5.2056818181818185)","(19.0, 34.0, 32.647887323943664)","(4.8, 5.0, 4.923952095808383)","(10.0, 99999, 99990)","(21.0, 32.0, 31.98095238095238)","(2.25, 2.66, 2.65012987012987)","(71.0, 190.0, 181.8181818181818)"
08-12-2022 14:57:09.654208,"(10.0, 11.5, 11.460244648318042)","(4.2, 5.3, 5.216483516483517)","(19.0, 34.0, 32.647887323943664)","(4.8, 5.0, 4.92924791086351)","(10.0, 99999, 99990)","(21.0, 32.0, 31.98095238095238)","(2.25, 2.68, 2.645931558935361)","(71.0, 190.0, 180.0)"
08-12-2022 14:57:11.068293,"(10.0, 11.5, 11.460244648318042)","(4.2, 5.3, 5.145081967213115)","(19.0, 34.0, 32.76923076923077)","(4.8, 5.0, 4.933157894736842)","(10.0, 99999, 99990)","(21.0, 32.0, 32.2)","(2.25, 2.68, 2.667741935483871)","(71.0, 190.0, 180.0)"
08-12-2022 14:57:12.511574,"(10.0, 11.5, 11.460244648318042)","(4.2, 5.2, 5.138297872340425)","(21.0, 34.0, 32.56410256410256)","(4.6, 5.0, 4.915163147792707)","(10.0, 99999, 99990)","(21.0, 34.0, 32.2)","(2.25, 2.68, 2.667741935483871)","(81.0, 190.0, 174.11764705882354)"
08-12-2022 14:57:13.937132,"(10.0, 11.5, 11.460244648318042)","(4.2, 5.2, 5.138297872340425)","(21.0, 34.0, 32.44444444444444)","(4.6, 5.0, 4.903703703703704)","(10.0, 99999, 99990)","(21.0, 34.0, 32.2)","(2.25, 2.68, 2.678)","(81.0, 180.0, 174.11764705882354)"
08-12-2022 14:57:15.412973,"(10.0, 12.0, 11.593688362919131)","(4.2, 5.2, 5.123222748815166)","(21.0, 34.0, 32.32835820895522)","(4.6, 5.0, 4.902212389380531)","(10.0, 99999, 99990)","(21.0, 34.0, 32.2)","(2.25, 2.68, 2.6641652892561987)","(81.0, 180.0, 174.11764705882354)"
08-12-2022 14:57:16.805187,"(10.0, 12.0, 11.732334047109207)","(4.2, 5.2, 5.1647058823529415)","(21.0, 34.0, 31.902439024390244)","(4.6, 5.0, 4.902320185614849)","(10.0, 99999, 99990)","(21.0, 34.0, 32.25)","(2.25, 2.7, 2.662339832869081)","(81.0, 180.0, 175.0)"
08-12-2022 14:57:18.206181,"(10.0, 12.0, 11.732334047109207)","(4.2, 5.2, 5.163461538461538)","(21.0, 32.0, 31.902439024390244)","(4.6, 5.0, 4.72244094488189)","(10.0, 99999, 99990)","(21.0, 34.0, 33.77777777777778)","(2.3, 2.68, 2.6682833787465943)","(81.0, 180.0, 175.0)"
08-12-2022 14:57:19.632628,"(10.0, 12.0, 11.615591397849462)","(4.2, 5.2, 5.2839285714285715)","(21.0, 32.0, 32.5)","(4.6, 4.8, 4.710660660660661)","(10.0, 99999, 99990)","(21.0, 34.0, 34.375)","(2.3, 2.68, 2.6678510028653295)","(81.0, 180.0, 175.0)"
08-12-2022 14:57:21.038264,"(10.0, 12.0, 11.633333333333333)","(4.2, 5.3, 5.2639344262295085)","(21.0, 34.0, 32.484848484848484)","(4.6, 4.8, 4.711145510835913)","(10.0, 99999, 99990)","(21.0, 36.0, 34.375)","(2.3, 2.68, 2.667920227920228)","(81.0, 200.0, 175.0)"
08-12-2022 14:57:22.431912,"(10.0, 12.0, 11.644444444444444)","(4.2, 5.3, 5.212765957446809)","(21.0, 34.0, 32.484848484848484)","(4.6, 4.8, 4.723600605143722)","(10.0, 99999, 99990)","(21.0, 36.0, 34.375)","(2.3, 2.68, 2.6680115273775216)","(81.0, 200.0, 194.0)"
08-12-2022 14:57:23.897949,"(10.0, 12.0, 11.644444444444444)","(4.2, 5.3, 5.250602409638554)","(21.0, 34.0, 32.484848484848484)","(4.6, 4.8, 4.720458015267176)","(10.0, 99999, 99990)","(21.0, 36.0, 34.333333333333336)","(2.3, 2.68, 2.6680115273775216)","(81.0, 200.0, 250.0)"
08-12-2022 14:57:25.588625,"(10.0, 12.0, 11.95483870967742)","(4.2, 5.3, 5.1768)","(21.0, 34.0, 32.484848484848484)","(4.6, 4.8, 4.713598673300166)","(10.0, 99999, 99990)","(21.0, 36.0, 34.333333333333336)","(2.3, 2.68, 2.6697765363128494)","(81.0, 270.0, 228.46153846153845)"
08-12-2022 14:57:27.309654,"(10.0, 12.0, 11.767045454545455)","(4.2, 5.2, 5.2390625)","(21.0, 34.0, 32.484848484848484)","(4.6, 4.8, 4.686270022883296)","(10.0, 99999, 99990)","(21.0, 36.0, 35.0)","(2.3, 2.68, 2.6769736842105263)","(81.0, 270.0, 222.94117647058823)"
08-12-2022 14:57:28.887917,"(10.0, 12.0, 11.767045454545455)","(4.2, 5.3, 5.184297520661157)","(21.0, 34.0, 32.484848484848484)","(4.4, 4.7, 4.740526315789474)","(10.0, 99999, 99990)","(26.0, 36.0, 34.421052631578945)","(2.3, 2.68, 2.680037313432836)","(81.0, 260.0, 220.0)"
08-12-2022 14:57:30.420121,"(10.0, 12.0, 11.69083969465649)","(4.2, 5.2, 5.210135135135135)","(21.0, 34.0, 32.484848484848484)","(4.4, 4.8, 4.717757009345794)","(10.0, 99999, 99990)","(26.0, 36.0, 34.421052631578945)","(2.3, 2.7, 2.6660913705583758)","(81.0, 250.0, 216.0)"
08-12-2022 14:57:31.998334,"(10.0, 12.0, 11.654)","(4.2, 5.3, 5.206993006993007)","(21.0, 34.0, 32.484848484848484)","(4.4, 4.8, 4.7217142857142855)","(10.0, 99999, 99990)","(26.0, 36.0, 34.714285714285715)","(2.3, 2.7, 2.6651478260869568)","(81.0, 240.0, 213.33333333333334)"
08-12-2022 14:57:33.460467,"(10.0, 12.0, 11.654)","(4.2, 5.3, 5.153877551020408)","(21.0, 34.0, 32.484848484848484)","(4.4, 4.8, 4.749079754601227)","(10.0, 99999, 99990)","(26.0, 36.0, 34.2)","(2.3, 2.7, 2.665156794425087)","(81.0, 240.0, 211.25)"
08-12-2022 14:57:34.892613,"(10.0, 12.0, 11.654)","(4.2, 5.3, 5.153877551020408)","(21.0, 34.0, 32.484848484848484)","(4.4, 4.8, 4.750314465408805)","(10.0, 99999, 99990)","(26.0, 36.0, 34.2)","(2.3, 2.7, 2.6651211072664363)","(81.0, 230.0, 211.25)"
08-12-2022 14:57:36.315300,"(10.0, 12.0, 11.739457831325302)","(4.2, 5.3, 5.161682242990654)","(21.0, 34.0, 32.484848484848484)","(4.4, 4.8, 4.750314465408805)","(10.0, 99999, 99990)","(26.0, 36.0, 34.2)","(2.3, 2.7, 2.682323943661972)","(81.0, 230.0, 207.14285714285714)"
08-12-2022 14:57:37.749120,"(10.0, 12.0, 11.739457831325302)","(4.2, 5.2, 5.161682242990654)","(21.0, 34.0, 32.11764705882353)","(4.4, 4.8, 4.701574803149606)","(10.0, 99999, 99990)","(26.0, 36.0, 33.94285714285714)","(2.3, 2.7, 2.665138888888889)","(81.0, 220.0, 202.0)"
08-12-2022 14:57:39.208248,"(10.0, 12.0, 11.74090909090909)","(4.2, 5.2, 5.128823529411765)","(21.0, 34.0, 32.11764705882353)","(4.4, 4.8, 4.731746031746032)","(10.0, 99999, 99990)","(26.0, 36.0, 33.94285714285714)","(2.3, 2.7, 2.667898089171975)","(81.0, 220.0, 205.0)"
08-12-2022 14:57:40.704289,"(10.0, 12.0, 11.74090909090909)","(4.2, 5.2, 5.076315789473684)","(21.0, 34.0, 32.11764705882353)","(4.4, 4.8, 4.881333333333334)","(10.0, 99999, 99990)","(26.0, 36.0, 33.94285714285714)","(2.3, 2.7, 2.6719696969696973)","(81.0, 220.0, 198.75)"
08-12-2022 14:57:42.148250,"(10.0, 12.0, 11.74090909090909)","(4.2, 5.1, 5.0484210526315785)","(21.0, 34.0, 32.11764705882353)","(4.4, 4.9, 4.897435897435898)","(10.0, 99999, 99990)","(26.0, 36.0, 33.94285714285714)","(2.3, 2.68, 2.668372093023256)","(81.0, 210.0, 305.0)"
08-12-2022 14:57:43.662155,"(10.0, 12.0, 11.74090909090909)","(4.4, 5.1, 5.038601823708206)","(21.0, 34.0, 32.11764705882353)","(4.4, 4.9, 4.910642570281125)","(10.0, 99999, 99990)","(21.0, 36.0, 33.94285714285714)","(2.3, 2.68, 2.6597872340425535)","(81.0, 330.0, 250.0)"
08-12-2022 14:57:45.054986,"(10.0, 12.0, 11.739329268292684)","(4.4, 5.1, 5.0293706293706295)","(21.0, 34.0, 32.11764705882353)","(4.4, 5.0, 4.910642570281125)","(10.0, 99999, 99990)","(21.0, 36.0, 33.94285714285714)","(2.3, 2.66, 2.652777777777778)","(81.0, 320.0, 243.63636363636363)"
08-12-2022 14:57:46.398007,"(10.0, 12.0, 11.739329268292684)","(4.4, 5.1, 4.9)","(21.0, 34.0, 32.11764705882353)","(4.4, 5.0, 4.908444444444445)","(10.0, 99999, 99990)","(21.0, 36.0, 33.94285714285714)","(2.3, 2.66, 2.6651308900523563)","(91.0, 320.0, 281.33333333333337)"
08-12-2022 14:57:47.755840,"(10.0, 12.0, 11.758223684210526)","(4.4, 4.9, 4.87421875)","(21.0, 34.0, 32.11764705882353)","(4.4, 5.0, 4.920047169811321)","(10.0, 99999, 99990)","(21.0, 36.0, 33.94285714285714)","(2.3, 2.68, 2.665286624203822)","(91.0, 300.0, 246.15384615384616)"
08-12-2022 14:57:49.106149,"(10.0, 12.0, 11.759016393442623)","(4.4, 4.9, 4.861928934010153)","(21.0, 34.0, 32.11764705882353)","(4.4, 5.0, 4.920047169811321)","(10.0, 99999, 99990)","(21.0, 36.0, 33.94285714285714)","(2.3, 2.7, 2.709948186528498)","(91.0, 300.0, 178.88888888888889)"
08-12-2022 14:57:50.498303,"(10.0, 12.0, 11.759016393442623)","(4.2, 4.9, 4.852813852813853)","(21.0, 34.0, 32.11764705882353)","(4.4, 5.0, 4.920047169811321)","(10.0, 99999, 99990)","(21.0, 36.0, 33.94285714285714)","(2.3, 2.74, 2.7116363636363636)","(81.0, 180.0, 178.88888888888889)"
08-12-2022 14:57:51.900589,"(10.0, 12.0, 11.924731182795698)","(4.2, 5.0, 4.9156462585034015)","(21.0, 34.0, 32.11764705882353)","(4.4, 5.0, 4.870270270270271)","(10.0, 99999, 99990)","(21.0, 36.0, 34.5)","(2.3, 2.74, 2.714104046242775)","(81.0, 180.0, 178.88888888888889)"
08-12-2022 14:57:53.245325,"(10.0, 11.5, 11.441176470588236)","(4.2, 5.0, 4.9228571428571435)","(21.0, 34.0, 32.87719298245614)","(4.4, 4.9, 4.788768115942029)","(10.0, 99999, 99990)","(26.0, 36.0, 34.5)","(2.3, 2.74, 2.7286274509803925)","(91.0, 180.0, 178.33333333333334)"
08-12-2022 14:57:54.615127,"(10.0, 11.5, 11.36159169550173)","(4.2, 5.1, 5.033018867924528)","(21.0, 34.0, 33.0)","(4.4, 4.8, 4.7844999999999995)","(10.0, 99999, 99990)","(26.0, 36.0, 34.61538461538461)","(2.3, 2.74, 2.7283076923076925)","(91.0, 180.0, 178.33333333333334)"
08-12-2022 14:57:55.946374,"(10.0, 11.5, 11.371382636655948)","(4.2, 5.1, 5.033018867924528)","(21.0, 34.0, 32.87719298245614)","(4.4, 4.8, 4.781212121212121)","(10.0, 99999, 99990)","(26.0, 36.0, 34.61538461538461)","(2.3, 2.74, 2.729)","(81.0, 180.0, 178.57142857142858)"
08-12-2022 14:57:57.366563,"(10.0, 11.5, 11.35981308411215)","(4.2, 5.1, 5.033018867924528)","(21.0, 34.0, 32.87719298245614)","(4.4, 4.8, 4.7357894736842105)","(10.0, 99999, 99990)","(26.0, 36.0, 34.61538461538461)","(2.3, 2.74, 2.7475)","(81.0, 180.0, 178.88888888888889)"
08-12-2022 14:57:58.780223,"(10.0, 11.5, 11.32122905027933)","(4.2, 5.1, 5.033018867924528)","(21.0, 34.0, 32.87719298245614)","(4.4, 4.8, 4.708695652173914)","(10.0, 99999, 99990)","(26.0, 36.0, 34.61538461538461)","(2.3, 2.76, 2.749375)","(81.0, 180.0, 178.57142857142858)"
08-12-2022 14:58:00.239008,"(10.0, 11.5, 11.151079136690647)","(4.4, 5.1, 5.015606936416185)","(21.0, 34.0, 32.87719298245614)","(4.4, 4.8, 4.684782608695652)","(10.0, 99999, 99990)","(26.0, 36.0, 34.61538461538461)","(2.3, 2.76, 2.750714285714286)","(81.0, 180.0, 178.57142857142858)"
08-12-2022 14:58:01.728920,"(10.0, 12.0, 11.575539568345324)","(4.4, 5.1, 5.026633165829145)","(21.0, 34.0, 33.319148936170215)","(4.4, 4.8, 4.584615384615384)","(10.0, 99999, 99990)","(26.0, 36.0, 34.83870967741935)","(2.3, 2.76, 2.7670813397129184)","(81.0, 180.0, 178.33333333333334)"
08-12-2022 14:58:03.153258,"(10.0, 12.0, 11.57749077490775)","(4.4, 5.1, 5.1231884057971016)","(21.0, 34.0, 33.319148936170215)","(4.4, 4.6, 4.559740259740259)","(10.0, 99999, 99990)","(26.0, 36.0, 35.282051282051285)","(2.3, 2.8, 2.769014084507042)","(81.0, 180.0, 178.33333333333334)"
08-12-2022 14:58:04.463714,"(10.0, 12.0, 11.576363636363636)","(4.4, 5.2, 5.1231884057971016)","(21.0, 34.0, 33.319148936170215)","(4.4, 4.6, 4.56536312849162)","(10.0, 99999, 99990)","(26.0, 36.0, 35.282051282051285)","(2.3, 2.78, 2.767)","(81.0, 180.0, 178.57142857142858)"
08-12-2022 14:58:05.813832,"(10.0, 12.0, 11.502136752136753)","(4.4, 5.2, 5.146113989637305)","(21.0, 34.0, 33.264367816091955)","(4.4, 4.6, 4.4760135135135135)","(10.0, 99999, 99990)","(26.0, 36.0, 35.50684931506849)","(2.3, 2.78, 2.766776859504132)","(81.0, 180.0, 178.57142857142858)"
08-12-2022 14:58:07.144874,"(10.0, 12.0, 11.479094076655052)","(4.4, 5.2, 5.160851063829787)","(21.0, 34.0, 33.39622641509434)","(4.4, 4.5, 4.4600682593856655)","(10.0, 99999, 99990)","(26.0, 36.0, 35.50684931506849)","(2.3, 2.78, 2.7836363636363632)","(81.0, 180.0, 178.57142857142858)"
08-12-2022 14:58:08.565432,"(10.0, 11.5, 11.479094076655052)","(4.4, 5.2, 5.247058823529412)","(21.0, 34.0, 33.04)","(4.2, 4.5, 4.510543130990415)","(10.0, 99999, 99990)","(26.0, 36.0, 36.34782608695652)","(2.3, 2.8, 2.718011695906433)","(81.0, 180.0, 197.14285714285714)"
08-12-2022 14:58:10.012603,"(10.0, 12.0, 11.547916666666667)","(4.4, 5.3, 5.244247787610619)","(21.0, 34.0, 33.04)","(4.2, 4.6, 4.50728476821192)","(10.0, 99999, 99990)","(26.0, 38.0, 36.34782608695652)","(2.3, 2.74, 2.7147368421052636)","(81.0, 200.0, 195.0)"
08-12-2022 14:58:11.447130,"(10.0, 12.0, 11.616607773851591)","(4.4, 5.3, 5.2457831325301205)","(21.0, 34.0, 33.04)","(4.2, 4.6, 4.50728476821192)","(10.0, 99999, 99990)","(26.0, 38.0, 36.19047619047619)","(2.3, 2.72, 2.7084848484848485)","(81.0, 200.0, 195.0)"
08-12-2022 14:58:12.811814,"(10.0, 12.0, 11.616607773851591)","(4.4, 5.3, 5.246913580246914)","(21.0, 34.0, 33.172413793103445)","(4.2, 4.6, 4.525730994152046)","(10.0, 99999, 99990)","(26.0, 38.0, 35.23076923076923)","(2.3, 2.72, 2.7084848484848485)","(81.0, 200.0, 195.0)"
08-12-2022 14:58:14.197024,"(10.0, 12.0, 11.621993127147766)","(4.4, 5.3, 5.249152542372881)","(21.0, 34.0, 33.172413793103445)","(4.2, 4.6, 4.525294117647059)","(11.0, 99999, 99990)","(26.0, 36.0, 35.23076923076923)","(2.3, 2.72, 2.707741935483871)","(81.0, 200.0, 197.14285714285714)"
08-12-2022 14:58:15.567598,"(10.0, 12.0, 11.5)","(4.4, 5.3, 5.282758620689655)","(21.0, 34.0, 33.172413793103445)","(4.2, 4.6, 4.53048128342246)","(11.0, 99999, 99990)","(26.0, 36.0, 35.23076923076923)","(2.3, 2.72, 2.702727272727273)","(81.0, 200.0, 197.77777777777777)"
08-12-2022 14:58:17.087600,"(10.0, 11.5, 11.494407158836689)","(4.4, 5.3, 5.282758620689655)","(21.0, 34.0, 33.51724137931034)","(4.2, 4.6, 4.4661921708185055)","(11.0, 99999, 99990)","(26.0, 36.0, 35.5)","(2.3, 2.72, 2.7224761904761907)","(81.0, 200.0, 178.0)"
