,Misdemeanor,Miss Verstappen Nz,Dancintothebeat,Speed Dating,Okinawa Beach,Bettor Romance,Eva Mateo,Molliesmaryelle,Marianna Bromac Nz
07-01-2023 20:03:21.793946,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:23.283211,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:24.639630,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:25.990227,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:27.333997,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:28.557929,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:29.913209,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:31.269932,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:32.648288,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.118181818181818)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:33.950672,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.03)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:35.373184,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.03)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:36.906827,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.03)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:38.300776,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.03)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:39.694907,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.03)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:40.953164,"(1.9, 2.74, 2.597777777777778)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.03)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.628571428571428)","(26.0, 99999, 99990)"
07-01-2023 20:03:42.264339,"(1.9, 2.62, 2.4033333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 30.5)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 33.0)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:43.480805,"(1.9, 2.62, 2.4033333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:44.751194,"(1.9, 2.62, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:45.996969,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:47.241441,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:48.607398,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:49.867526,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:51.222969,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:52.600257,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:53.958220,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:55.325353,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:56.722110,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:58.033606,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:03:59.270521,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:00.569752,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:01.805314,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.085714285714285)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:03.093620,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:04.405515,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.127272727272727)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:05.566212,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.127272727272727)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:06.721723,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:07.906716,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:09.183216,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:10.806369,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:12.113452,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:13.335317,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:14.559880,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:16.017852,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:17.271954,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 30.666666666666668)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:18.479852,"(1.9, 2.62, 2.430909090909091)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 36.57142857142857)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:20.072915,"(1.9, 2.62, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.12)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.54545454545455)","(5.0, 8.0, 6.909090909090909)","(26.0, 99999, 99990)"
07-01-2023 20:04:21.449554,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.05)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.54545454545455)","(5.0, 8.0, 6.5625)","(26.0, 99999, 99990)"
07-01-2023 20:04:22.687227,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.05)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.54545454545455)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:23.934631,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.05)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.54545454545455)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:25.860667,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.131818181818182)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.54545454545455)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:27.550899,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.131818181818182)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 35.666666666666664)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:28.878435,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 35.666666666666664)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:30.300883,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 35.666666666666664)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:31.712062,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 35.666666666666664)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:33.032724,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 35.666666666666664)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:34.394538,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 35.666666666666664)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:35.760266,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 35.666666666666664)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:37.328715,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:38.587174,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:39.975867,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:41.390356,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:42.778464,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 8.0, 6.357142857142858)","(26.0, 99999, 99990)"
07-01-2023 20:04:44.203507,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 8.0, 6.333333333333333)","(26.0, 99999, 99990)"
07-01-2023 20:04:45.563459,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:46.938731,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:48.175068,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:49.441795,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:50.899529,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:52.362653,"(1.9, 2.6, 2.3333333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:53.735247,"(1.9, 2.58, 2.4054545454545453)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:55.036135,"(1.9, 2.58, 2.4054545454545453)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:56.295157,"(1.9, 2.58, 2.4054545454545453)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:57.633338,"(1.9, 2.58, 2.4054545454545453)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.175)","(26.0, 99999, 99990)"
07-01-2023 20:04:59.095529,"(1.9, 2.58, 2.4054545454545453)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.65)","(26.0, 99999, 99990)"
07-01-2023 20:05:00.511115,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.65)","(26.0, 99999, 99990)"
07-01-2023 20:05:01.856210,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.65)","(26.0, 99999, 99990)"
07-01-2023 20:05:03.189418,"(1.9, 2.76, 2.6133333333333333)","(31.0, 99999, 99990)","(21.0, 38.0, 32.666666666666664)","(2.9, 4.2, 4.1)","(41.0, 70.0, 48.666666666666664)","(26.0, 42.0, 35.666666666666664)","(26.0, 42.0, 38.36363636363636)","(5.0, 7.6, 6.65)","(26.0, 99999, 99990)"
