,Velocity Shinae,Magic Ale,Jet Set Jack,Tumbling Dice,Invest Wisely,Bugatti Hydro,Blazing Bonus,Kingsbrae Noel
05-01-2023 13:48:12.418383,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 4.0, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.125)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:13.527939,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.125)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:14.656341,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6748387096774193)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.125)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:15.757963,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.68, 2.6748387096774193)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.125)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:16.875760,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.125)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:18.031122,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.125)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:19.258755,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:20.504015,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:21.663533,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 40.0)","(6.0, 13.5, 12.5)"
05-01-2023 13:48:22.867932,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.68, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 40.0)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:24.199818,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.714285714285714)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:25.451275,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 14.0, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:26.663747,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.357142857142858)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:27.817762,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:28.967667,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:30.153316,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.9083333333333337)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:31.220295,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.69230769230769)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:32.360271,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6580000000000004)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.69230769230769)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:33.561926,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6580000000000004)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:34.739473,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6580000000000004)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:35.840410,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6580000000000004)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:37.027764,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.69230769230769)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:38.277791,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:39.533710,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 44.13793103448276)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:40.801440,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.357142857142858)","(2.6, 2.66, 2.6511764705882355)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 12.5)"
05-01-2023 13:48:42.006296,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 12.0)"
05-01-2023 13:48:43.229538,"(7.0, 19.5, 17.11904761904762)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 12.0)"
05-01-2023 13:48:44.442490,"(7.0, 17.0, 16.615384615384617)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 12.0)"
05-01-2023 13:48:45.675539,"(7.0, 17.0, 16.615384615384617)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 12.0)"
05-01-2023 13:48:46.726902,"(7.0, 17.0, 16.375)","(10.0, 14.5, 12.833333333333334)","(2.6, 2.66, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 12.0)"
05-01-2023 13:48:47.866263,"(7.0, 17.0, 16.375)","(10.0, 14.5, 12.357142857142858)","(2.6, 2.66, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 64.76470588235294)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 12.0)"
05-01-2023 13:48:49.028162,"(7.0, 16.5, 16.0)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.66, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 66.3)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:50.116485,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.66, 2.675675675675676)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 66.3)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:51.187074,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.68, 2.675675675675676)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 66.3)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:52.368405,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.68, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.714285714285714)","(31.0, 75.0, 66.3)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:53.518739,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.66, 2.6525000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 14.0, 12.764705882352942)","(31.0, 75.0, 66.3)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:54.691133,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.166666666666666)","(2.6, 2.66, 2.6100000000000003)","(3.4, 3.95, 3.838888888888889)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 67.36842105263158)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:55.877389,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.66, 2.551111111111111)","(3.4, 3.95, 3.8666666666666667)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 67.75)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:57.074708,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.66, 2.551111111111111)","(3.4, 3.95, 3.8666666666666667)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 67.75)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:58.302926,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.66, 2.551111111111111)","(3.4, 3.95, 3.8666666666666667)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 67.75)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:48:59.488969,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.66, 2.5733333333333333)","(3.4, 3.95, 3.861111111111111)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 67.75)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:49:00.657989,"(7.0, 16.5, 15.59090909090909)","(10.0, 14.5, 12.657894736842104)","(2.6, 2.64, 2.5733333333333333)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.764705882352942)","(31.0, 75.0, 67.75)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.5, 11.714285714285714)"
05-01-2023 13:49:01.891032,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 12.568181818181818)","(2.6, 2.64, 2.608421052631579)","(3.4, 3.95, 3.826923076923077)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.4)","(31.0, 48.0, 42.78260869565217)","(5.5, 13.5, 11.526315789473685)"
05-01-2023 13:49:03.132927,"(7.0, 14.5, 13.772727272727273)","(10.0, 14.5, 12.568181818181818)","(2.6, 2.64, 2.608421052631579)","(3.4, 3.95, 3.826923076923077)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.4)","(31.0, 48.0, 42.78260869565217)","(5.5, 13.5, 11.5)"
05-01-2023 13:49:04.419141,"(7.0, 14.5, 13.772727272727273)","(10.0, 14.5, 12.568181818181818)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.4)","(31.0, 48.0, 42.78260869565217)","(5.5, 13.5, 11.5)"
05-01-2023 13:49:05.441888,"(7.0, 14.5, 14.0)","(10.0, 14.5, 12.568181818181818)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.4)","(31.0, 48.0, 42.78260869565217)","(5.5, 13.5, 11.5)"
05-01-2023 13:49:06.622871,"(7.0, 14.5, 14.125)","(10.0, 14.5, 13.176470588235293)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.4)","(31.0, 48.0, 42.78260869565217)","(5.5, 13.5, 12.142857142857142)"
05-01-2023 13:49:07.818630,"(7.0, 14.5, 14.125)","(10.0, 14.5, 13.176470588235293)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.4)","(31.0, 48.0, 42.78260869565217)","(5.5, 13.0, 11.5)"
05-01-2023 13:49:08.872130,"(7.0, 14.5, 14.125)","(10.0, 14.5, 13.214285714285714)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.4)","(31.0, 48.0, 42.78260869565217)","(5.5, 13.0, 11.5)"
05-01-2023 13:49:09.990138,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.342105263157894)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 70.16666666666667)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.5)"
05-01-2023 13:49:11.141833,"(7.0, 14.5, 14.125)","(10.0, 14.5, 13.342105263157894)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 70.16666666666667)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:12.291008,"(7.0, 14.5, 14.125)","(10.0, 14.5, 13.342105263157894)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.826923076923077)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 65.33333333333333)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:13.454740,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.342105263157894)","(2.6, 2.64, 2.6114285714285717)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 62.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:14.681246,"(7.0, 14.5, 14.125)","(10.0, 14.5, 12.928571428571429)","(2.6, 2.64, 2.6025)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 67.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:16.025977,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.46875)","(2.6, 2.64, 2.6025)","(3.4, 3.95, 3.826923076923077)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 61.66666666666667)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:17.255796,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.46875)","(2.6, 2.64, 2.6025)","(3.4, 3.95, 3.826923076923077)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.888888888888886)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:18.360011,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.46875)","(2.6, 2.64, 2.6025)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 69.23076923076923)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:19.537501,"(7.0, 14.5, 14.125)","(10.0, 14.5, 13.46875)","(2.6, 2.64, 2.597)","(3.4, 3.95, 3.8071428571428574)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.888888888888886)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:20.714624,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.46875)","(2.6, 2.66, 2.6025)","(3.4, 3.95, 3.826923076923077)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.888888888888886)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:21.863116,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.46875)","(2.6, 2.64, 2.6025)","(3.4, 3.95, 3.875)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 69.23076923076923)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:23.073816,"(7.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.342105263157894)","(2.6, 2.64, 2.6025)","(3.4, 3.95, 3.826923076923077)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.888888888888886)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:24.287894,"(7.0, 14.5, 14.152173913043478)","(10.0, 14.5, 13.714285714285714)","(2.6, 2.64, 2.63041095890411)","(3.4, 3.95, 3.826923076923077)","(6.5, 13.5, 12.931818181818182)","(31.0, 75.0, 63.888888888888886)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:25.431699,"(7.0, 14.5, 14.152173913043478)","(10.0, 14.5, 13.714285714285714)","(2.6, 2.64, 2.63041095890411)","(3.4, 3.95, 3.805555555555556)","(6.5, 13.5, 12.7)","(31.0, 75.0, 69.23076923076923)","(31.0, 48.0, 43.42857142857143)","(5.5, 13.0, 11.470588235294118)"
05-01-2023 13:49:26.846876,"(7.0, 14.5, 14.227272727272727)","(10.0, 14.5, 13.714285714285714)","(2.6, 2.64, 2.606666666666667)","(3.4, 3.95, 3.713157894736842)","(6.5, 13.5, 13.258064516129032)","(31.0, 75.0, 69.23076923076923)","(31.0, 48.0, 41.03225806451613)","(5.5, 13.0, 11.296296296296296)"
05-01-2023 13:49:28.067931,"(7.0, 14.5, 14.227272727272727)","(10.0, 14.5, 13.714285714285714)","(2.6, 2.64, 2.606666666666667)","(3.4, 3.95, 3.713157894736842)","(6.5, 13.5, 13.258064516129032)","(31.0, 75.0, 69.23076923076923)","(31.0, 48.0, 41.03225806451613)","(5.5, 13.0, 11.296296296296296)"
05-01-2023 13:49:29.335291,"(7.0, 14.5, 14.0)","(10.0, 14.5, 13.714285714285714)","(2.6, 2.64, 2.6191666666666666)","(3.4, 3.95, 3.7803030303030303)","(6.5, 13.0, 12.6875)","(31.0, 75.0, 62.5)","(31.0, 46.0, 43.64705882352941)","(5.5, 12.5, 11.566666666666666)"
05-01-2023 13:49:30.709308,"(7.0, 14.5, 14.0)","(10.0, 14.5, 13.857142857142858)","(2.6, 2.64, 2.6191666666666666)","(3.4, 3.95, 3.7803030303030303)","(6.5, 13.0, 12.6875)","(31.0, 75.0, 62.5)","(31.0, 46.0, 42.19047619047619)","(5.5, 12.5, 12.1)"
05-01-2023 13:49:32.179453,"(7.0, 14.5, 14.227272727272727)","(10.0, 14.5, 13.857142857142858)","(2.6, 2.64, 2.615)","(3.4, 3.95, 3.7803030303030303)","(6.5, 13.0, 12.423076923076923)","(31.0, 75.0, 62.5)","(31.0, 46.0, 42.19047619047619)","(5.5, 12.5, 12.071428571428571)"
05-01-2023 13:49:33.561381,"(7.0, 14.5, 14.0)","(10.0, 14.5, 14.125)","(2.6, 2.64, 2.687692307692308)","(3.4, 3.95, 3.7086206896551728)","(6.5, 13.0, 12.5)","(31.0, 75.0, 62.5)","(31.0, 46.0, 42.19047619047619)","(5.5, 12.5, 11.657894736842106)"
05-01-2023 13:49:34.809402,"(7.0, 14.5, 14.0)","(10.0, 14.5, 14.125)","(2.6, 2.7, 2.656923076923077)","(3.4, 3.95, 3.7803030303030303)","(6.5, 13.5, 12.53125)","(31.0, 75.0, 62.5)","(31.0, 46.0, 42.19047619047619)","(5.5, 12.5, 11.3)"
05-01-2023 13:49:36.076665,"(7.0, 14.5, 14.0)","(10.0, 14.5, 14.125)","(2.6, 2.68, 2.645714285714286)","(3.4, 3.95, 3.7803030303030303)","(6.5, 13.0, 12.53125)","(31.0, 75.0, 62.5)","(31.0, 46.0, 42.19047619047619)","(5.5, 12.5, 11.7)"
05-01-2023 13:49:37.279349,"(7.0, 14.5, 14.227272727272727)","(10.0, 14.5, 14.25)","(2.6, 2.68, 2.645714285714286)","(3.4, 3.95, 3.7803030303030303)","(7.0, 13.0, 12.785714285714286)","(31.0, 75.0, 66.42857142857143)","(31.0, 46.0, 42.19047619047619)","(6.5, 12.5, 11.7)"
05-01-2023 13:49:38.486148,"(8.0, 14.5, 14.227272727272727)","(10.0, 14.5, 14.416666666666666)","(2.5, 2.68, 2.6500000000000004)","(3.4, 3.95, 3.7803030303030303)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 59.0)","(31.0, 46.0, 40.193548387096776)","(6.5, 12.5, 11.3)"
05-01-2023 13:49:39.833530,"(8.0, 14.5, 14.0)","(10.0, 14.5, 14.416666666666666)","(2.5, 2.68, 2.6500000000000004)","(3.4, 3.95, 3.7803030303030303)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 63.0)","(31.0, 46.0, 40.193548387096776)","(6.5, 12.5, 11.1)"
05-01-2023 13:49:41.008191,"(8.0, 14.5, 14.227272727272727)","(10.0, 14.5, 14.416666666666666)","(2.45, 2.68, 2.644375)","(3.4, 3.95, 3.825)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 63.0)","(31.0, 46.0, 40.193548387096776)","(6.5, 12.5, 11.785714285714285)"
05-01-2023 13:49:42.179060,"(8.0, 14.5, 14.227272727272727)","(10.0, 14.5, 14.416666666666666)","(2.45, 2.66, 2.6371428571428575)","(3.4, 3.9, 3.7803030303030303)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 59.0)","(31.0, 46.0, 39.142857142857146)","(6.5, 12.0, 11.785714285714285)"
05-01-2023 13:49:43.543129,"(8.0, 14.5, 14.0)","(10.0, 14.5, 15.068181818181818)","(2.45, 2.66, 2.6371428571428575)","(3.4, 3.95, 3.7803030303030303)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 58.8)","(31.0, 46.0, 39.142857142857146)","(6.5, 12.0, 11.785714285714285)"
05-01-2023 13:49:44.690180,"(8.0, 14.5, 14.227272727272727)","(10.0, 17.0, 15.068181818181818)","(2.45, 2.66, 2.6371428571428575)","(3.4, 3.95, 3.7934782608695654)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 57.0)","(31.0, 46.0, 39.142857142857146)","(6.5, 12.0, 11.785714285714285)"
05-01-2023 13:49:45.777003,"(8.0, 14.5, 13.9)","(10.0, 17.0, 14.890625)","(2.45, 2.66, 2.6371428571428575)","(3.4, 3.95, 3.7934782608695654)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 57.0)","(31.0, 46.0, 39.142857142857146)","(6.5, 12.0, 11.785714285714285)"
05-01-2023 13:49:46.876766,"(8.0, 14.5, 14.227272727272727)","(10.0, 16.5, 15.31081081081081)","(2.45, 2.66, 2.6252173913043477)","(3.4, 3.95, 3.7934782608695654)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 51.92307692307692)","(31.0, 46.0, 39.142857142857146)","(6.5, 12.0, 11.785714285714285)"
05-01-2023 13:49:47.899724,"(8.0, 14.5, 14.0)","(10.0, 16.5, 15.125)","(2.45, 2.66, 2.6357575757575757)","(3.4, 3.95, 3.7934782608695654)","(7.0, 13.0, 12.758064516129032)","(31.0, 75.0, 51.92307692307692)","(31.0, 46.0, 37.833333333333336)","(6.5, 12.0, 11.029411764705882)"
