,River Patrol Nz,Baccarat,Final Bow,Paddy Mach,Live For Peace,Got The Goods
14-12-2022 12:30:04.115797,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.48)","(2.0, 2.4, 2.3819999999999997)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:30:05.083148,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.48)","(2.0, 2.4, 2.3819999999999997)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:30:06.132358,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.6)","(2.0, 2.4, 2.3819999999999997)","(9.0, 13.5, 13.642857142857142)","(8.5, 99999, 99990)"
14-12-2022 12:30:07.145160,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 8.79)","(2.0, 2.32, 2.3175)","(9.0, 14.5, 13.136363636363637)","(8.5, 99999, 99990)"
14-12-2022 12:30:08.189872,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.075)","(2.0, 2.22, 2.2165765765765766)","(9.0, 15.0, 13.928571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:30:09.252536,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.075)","(2.0, 2.22, 2.2165765765765766)","(9.0, 15.0, 13.928571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:30:10.212401,"(10.0, 99999, 99990)","(3.7, 5.1, 5.0375)","(6.5, 10.5, 9.804545454545455)","(2.0, 2.2, 2.189375)","(9.0, 15.0, 13.928571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:30:11.159802,"(10.0, 99999, 99990)","(3.7, 5.1, 5.0375)","(6.5, 10.5, 9.804545454545455)","(2.0, 2.2, 2.1886666666666668)","(9.0, 15.0, 14.25)","(8.5, 99999, 99990)"
14-12-2022 12:30:12.109635,"(10.0, 99999, 99990)","(3.7, 5.2, 5.04)","(6.5, 10.5, 9.436363636363636)","(2.0, 2.16, 2.1414876033057855)","(9.0, 15.0, 14.5)","(8.5, 99999, 99990)"
14-12-2022 12:30:13.088434,"(10.0, 99999, 99990)","(3.7, 5.2, 5.136842105263158)","(6.5, 10.5, 9.95)","(2.0, 2.28, 2.245)","(9.0, 15.0, 14.5)","(8.5, 99999, 99990)"
14-12-2022 12:30:14.111956,"(10.0, 99999, 99990)","(3.7, 5.2, 5.136842105263158)","(6.5, 10.5, 9.95)","(2.0, 2.28, 2.245)","(9.0, 15.0, 14.5)","(8.5, 99999, 99990)"
14-12-2022 12:30:15.161839,"(10.0, 99999, 99990)","(3.7, 5.6, 5.3375)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.26, 2.2296551724137927)","(9.0, 15.0, 12.772727272727273)","(8.5, 99999, 99990)"
14-12-2022 12:30:16.149406,"(10.0, 99999, 99990)","(3.7, 5.6, 5.3375)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.26, 2.2296551724137927)","(9.0, 15.0, 12.772727272727273)","(8.5, 99999, 99990)"
14-12-2022 12:30:17.143368,"(10.0, 99999, 99990)","(3.7, 6.6, 6.3428571428571425)","(6.5, 10.5, 9.69)","(2.0, 2.16, 2.1477551020408163)","(9.0, 15.0, 14.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:18.162960,"(10.0, 99999, 99990)","(3.7, 6.8, 5.846666666666667)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.12, 2.156969696969697)","(9.0, 15.0, 13.2)","(8.5, 99999, 99990)"
14-12-2022 12:30:19.071773,"(10.0, 99999, 99990)","(3.7, 6.8, 6.65)","(6.5, 10.5, 9.694736842105263)","(2.0, 2.16, 2.156969696969697)","(9.0, 15.0, 13.2)","(8.5, 99999, 99990)"
14-12-2022 12:30:20.095951,"(10.0, 99999, 99990)","(3.7, 6.8, 6.65)","(6.5, 10.5, 9.694736842105263)","(2.0, 2.16, 2.1572972972972972)","(9.0, 15.0, 13.2)","(8.5, 99999, 99990)"
14-12-2022 12:30:21.060014,"(10.0, 99999, 99990)","(3.7, 6.8, 6.2)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.16, 2.1572972972972972)","(9.0, 15.0, 13.2)","(8.5, 99999, 99990)"
14-12-2022 12:30:22.063768,"(10.0, 99999, 99990)","(3.7, 6.8, 6.533333333333333)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.16, 2.156969696969697)","(9.0, 15.0, 13.2)","(8.5, 99999, 99990)"
14-12-2022 12:30:23.124802,"(10.0, 99999, 99990)","(3.7, 6.8, 6.533333333333333)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.16, 2.0700000000000003)","(9.0, 15.0, 13.2)","(8.5, 99999, 99990)"
14-12-2022 12:30:24.050358,"(10.0, 99999, 99990)","(3.7, 6.4, 6.218181818181819)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.16, 2.0700000000000003)","(9.0, 15.0, 13.714285714285714)","(8.5, 99999, 99990)"
14-12-2022 12:30:25.006812,"(10.0, 99999, 99990)","(3.7, 6.4, 6.218181818181819)","(6.5, 10.5, 9.36)","(2.0, 2.14, 2.02)","(9.0, 15.0, 13.714285714285714)","(8.5, 99999, 99990)"
14-12-2022 12:30:25.997774,"(10.0, 99999, 99990)","(3.7, 6.4, 6.218181818181819)","(6.5, 10.5, 9.694736842105263)","(2.0, 2.14, 1.9977777777777779)","(9.0, 15.0, 13.714285714285714)","(8.5, 99999, 99990)"
14-12-2022 12:30:27.011463,"(10.0, 99999, 99990)","(3.7, 6.4, 6.218181818181819)","(6.5, 10.5, 9.694736842105263)","(2.0, 2.14, 1.9977777777777779)","(9.0, 15.0, 13.714285714285714)","(8.5, 99999, 99990)"
14-12-2022 12:30:28.108744,"(10.0, 99999, 99990)","(3.7, 6.4, 6.218181818181819)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.14, 1.9977777777777779)","(9.0, 15.0, 13.714285714285714)","(8.5, 99999, 99990)"
14-12-2022 12:30:29.178420,"(10.0, 99999, 99990)","(3.7, 6.4, 6.218181818181819)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.14, 1.9977777777777779)","(9.0, 15.0, 12.75)","(8.5, 99999, 99990)"
14-12-2022 12:30:30.247222,"(10.0, 99999, 99990)","(3.7, 6.4, 6.218181818181819)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.14, 1.9977777777777779)","(9.0, 15.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:31.292588,"(10.0, 99999, 99990)","(3.7, 8.0, 6.5)","(6.5, 10.5, 9.272727272727273)","(2.0, 2.14, 2.055)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:32.331678,"(10.0, 99999, 99990)","(3.7, 8.0, 7.0181818181818185)","(6.5, 10.5, 9.272727272727273)","(2.0, 2.14, 2.055)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:33.317841,"(10.0, 99999, 99990)","(3.7, 8.0, 7.0181818181818185)","(6.5, 10.5, 9.272727272727273)","(2.0, 2.14, 2.055)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:34.293391,"(10.0, 99999, 99990)","(3.7, 8.0, 6.628571428571429)","(6.5, 10.5, 9.272727272727273)","(2.0, 2.14, 2.055)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:35.305274,"(10.0, 99999, 99990)","(3.7, 8.0, 6.628571428571429)","(6.5, 10.5, 9.272727272727273)","(2.0, 2.14, 2.055)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:36.204028,"(10.0, 99999, 99990)","(3.7, 8.0, 6.628571428571429)","(6.5, 10.5, 9.272727272727273)","(2.0, 2.14, 2.055)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:37.255763,"(10.0, 99999, 99990)","(3.7, 8.0, 7.127272727272727)","(6.5, 10.5, 9.272727272727273)","(2.0, 2.14, 2.055)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:38.255256,"(10.0, 99999, 99990)","(3.7, 7.6, 6.677777777777778)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.14, 2.055)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:39.204085,"(10.0, 99999, 99990)","(3.7, 7.4, 6.5)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.14, 2.0606666666666666)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:40.227118,"(10.0, 99999, 99990)","(3.7, 7.2, 6.485714285714286)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.14, 2.0445454545454544)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:41.204275,"(10.0, 99999, 99990)","(3.7, 7.2, 6.745454545454546)","(6.5, 10.5, 9.694736842105263)","(2.0, 2.14, 2.0445454545454544)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:42.214125,"(10.0, 99999, 99990)","(3.7, 7.2, 6.628571428571429)","(6.5, 10.5, 8.945454545454545)","(2.0, 2.14, 2.125)","(9.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:43.344210,"(10.0, 99999, 99990)","(3.8, 7.0, 6.6)","(6.5, 10.5, 8.945454545454545)","(1.95, 2.14, 2.136)","(10.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:44.352967,"(10.0, 99999, 99990)","(3.8, 7.0, 6.6)","(6.5, 10.5, 9.36)","(1.95, 2.14, 2.136)","(10.0, 14.0, 12.88888888888889)","(8.5, 99999, 99990)"
14-12-2022 12:30:45.335875,"(10.0, 99999, 99990)","(3.8, 7.0, 6.6)","(6.5, 10.5, 9.36)","(1.95, 2.14, 2.0876363636363635)","(10.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:46.512012,"(10.0, 99999, 99990)","(3.8, 7.0, 6.733333333333333)","(6.5, 10.5, 9.694736842105263)","(1.95, 2.06, 2.12)","(10.0, 14.0, 13.333333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:47.507006,"(10.0, 99999, 99990)","(3.8, 7.0, 6.7)","(6.5, 10.5, 9.272727272727273)","(1.95, 2.14, 2.12)","(10.0, 14.0, 12.705882352941176)","(8.5, 99999, 99990)"
14-12-2022 12:30:48.431109,"(10.0, 99999, 99990)","(3.8, 7.0, 6.6)","(6.5, 10.5, 9.272727272727273)","(1.95, 2.14, 2.125)","(10.0, 15.0, 14.0)","(8.5, 99999, 99990)"
14-12-2022 12:30:49.401857,"(10.0, 99999, 99990)","(3.8, 7.0, 6.666666666666667)","(6.5, 10.5, 9.642857142857142)","(1.95, 2.14, 2.1042857142857145)","(10.0, 14.5, 12.785714285714286)","(8.5, 99999, 99990)"
14-12-2022 12:30:50.367904,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5200000000000005)","(6.5, 10.5, 9.3)","(1.95, 2.14, 2.1042857142857145)","(10.0, 14.5, 12.785714285714286)","(8.5, 99999, 99990)"
14-12-2022 12:30:51.562260,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5)","(6.5, 10.0, 10.333333333333334)","(1.95, 2.14, 2.1361904761904764)","(10.0, 14.5, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:30:52.623700,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5)","(6.5, 11.0, 10.333333333333334)","(1.95, 2.14, 2.1361904761904764)","(10.0, 14.0, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:30:53.587087,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5)","(6.5, 11.0, 10.0)","(1.95, 2.14, 2.1361904761904764)","(10.0, 14.0, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:30:54.607292,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5)","(6.5, 11.0, 10.28)","(1.95, 2.06, 2.138181818181818)","(10.0, 14.0, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:30:55.570727,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5)","(6.5, 11.0, 9.666666666666666)","(1.95, 2.16, 2.112)","(10.0, 14.5, 12.647058823529411)","(8.5, 99999, 99990)"
14-12-2022 12:30:56.510474,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5)","(6.5, 11.0, 9.666666666666666)","(1.95, 2.16, 2.112)","(10.0, 15.0, 12.647058823529411)","(8.5, 99999, 99990)"
14-12-2022 12:30:57.777315,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5)","(6.5, 10.5, 10.0)","(1.95, 2.16, 2.1085714285714285)","(10.0, 15.0, 12.647058823529411)","(8.5, 99999, 99990)"
14-12-2022 12:30:58.814701,"(10.0, 99999, 99990)","(3.8, 7.0, 6.5)","(6.5, 10.5, 10.0)","(1.95, 2.16, 2.136)","(10.0, 15.0, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:30:59.690006,"(10.0, 99999, 99990)","(3.8, 6.8, 6.4799999999999995)","(6.5, 10.5, 10.0)","(1.95, 2.16, 2.136)","(10.0, 14.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:31:00.590661,"(10.0, 99999, 99990)","(3.8, 6.8, 6.4363636363636365)","(6.5, 10.5, 10.0)","(1.95, 2.16, 2.136)","(10.0, 14.0, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:31:01.496174,"(10.0, 99999, 99990)","(3.8, 6.8, 6.371428571428572)","(6.5, 10.5, 10.0)","(1.95, 2.16, 2.136)","(10.0, 14.0, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:31:02.398022,"(10.0, 99999, 99990)","(3.8, 6.8, 6.371428571428572)","(6.5, 10.5, 10.0)","(1.95, 2.16, 2.136)","(10.0, 14.0, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:31:03.666187,"(10.0, 99999, 99990)","(3.8, 6.8, 6.44)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.16, 2.0637333333333334)","(10.0, 14.0, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:31:04.587635,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.08, 2.0637333333333334)","(10.0, 14.0, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:31:05.678260,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.027222222222222)","(10.0, 14.0, 12.678571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:31:06.939361,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.026666666666667)","(10.0, 15.0, 12.678571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:31:07.937485,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.026666666666667)","(10.0, 15.0, 12.678571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:31:08.868523,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.026666666666667)","(10.0, 15.0, 12.678571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:31:09.828360,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.026666666666667)","(10.0, 15.0, 12.678571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:31:10.730582,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.034355828220859)","(10.0, 15.0, 12.678571428571429)","(8.5, 99999, 99990)"
14-12-2022 12:31:11.692482,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.034355828220859)","(10.0, 15.0, 12.647058823529411)","(8.5, 99999, 99990)"
14-12-2022 12:31:12.681599,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.034355828220859)","(10.0, 15.0, 12.647058823529411)","(8.5, 99999, 99990)"
14-12-2022 12:31:13.617154,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.857142857142858)","(1.95, 2.04, 2.034355828220859)","(10.0, 15.0, 12.647058823529411)","(8.5, 99999, 99990)"
14-12-2022 12:31:14.565141,"(10.0, 99999, 99990)","(3.8, 6.8, 6.7)","(6.5, 10.5, 10.2)","(1.95, 2.08, 2.079491525423729)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:15.567090,"(10.0, 99999, 99990)","(3.8, 6.8, 6.5600000000000005)","(6.5, 11.5, 10.514285714285714)","(1.95, 2.08, 2.079491525423729)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:16.466979,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 11.5, 9.583333333333332)","(1.95, 2.08, 2.079491525423729)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:17.425327,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 10.25)","(1.95, 2.08, 2.079491525423729)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:18.379272,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.5)","(1.95, 2.08, 2.0793684210526315)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:19.351193,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.5, 9.36)","(1.95, 2.08, 2.0792156862745097)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:20.368708,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.0, 9.72)","(1.95, 2.08, 2.0792156862745097)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:21.251336,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.0, 9.222222222222221)","(1.95, 2.08, 2.0792156862745097)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:22.185855,"(10.0, 99999, 99990)","(3.8, 6.8, 6.2)","(6.5, 10.0, 8.824)","(1.95, 2.08, 2.0792156862745097)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:23.196095,"(10.0, 99999, 99990)","(3.8, 6.8, 6.779999999999999)","(6.5, 10.0, 9.416666666666666)","(1.95, 2.08, 2.0792727272727274)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:24.113145,"(10.0, 99999, 99990)","(3.8, 7.4, 6.6695652173913045)","(6.5, 10.0, 9.222222222222221)","(1.95, 2.08, 2.0792156862745097)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:25.128103,"(10.0, 99999, 99990)","(3.8, 7.4, 6.851428571428571)","(6.5, 10.0, 9.222222222222221)","(1.95, 2.08, 2.0792156862745097)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:26.397413,"(10.0, 99999, 99990)","(3.8, 7.4, 6.914285714285715)","(6.5, 10.0, 9.222222222222221)","(1.95, 2.08, 2.0792156862745097)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:27.412961,"(10.0, 99999, 99990)","(3.8, 7.0, 6.914285714285715)","(6.5, 10.0, 9.222222222222221)","(1.95, 2.08, 2.0784615384615384)","(10.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:31:28.522840,"(10.0, 99999, 99990)","(3.8, 7.0, 6.914285714285715)","(6.5, 10.0, 9.416666666666666)","(1.95, 2.08, 2.0791304347826087)","(10.0, 13.5, 12.8125)","(8.5, 99999, 99990)"
14-12-2022 12:31:29.743026,"(10.0, 99999, 99990)","(3.8, 7.0, 6.914285714285715)","(6.5, 10.0, 9.416666666666666)","(1.95, 2.08, 2.0791304347826087)","(10.0, 15.0, 12.666666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:31:30.878110,"(10.0, 99999, 99990)","(3.8, 7.0, 6.914285714285715)","(6.5, 10.0, 9.416666666666666)","(1.95, 2.08, 2.0791304347826087)","(10.0, 13.5, 12.666666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:31:31.930679,"(10.0, 99999, 99990)","(3.8, 7.0, 6.914285714285715)","(6.5, 10.0, 9.416666666666666)","(1.95, 2.08, 2.0791304347826087)","(10.0, 13.5, 12.666666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:31:32.920019,"(10.0, 99999, 99990)","(3.8, 7.0, 6.914285714285715)","(6.5, 10.0, 9.363636363636363)","(1.95, 2.08, 2.0791304347826087)","(10.0, 13.5, 12.666666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:31:33.909003,"(10.0, 99999, 99990)","(3.8, 7.0, 6.914285714285715)","(6.5, 10.0, 9.363636363636363)","(1.95, 2.08, 2.0791304347826087)","(10.0, 13.5, 12.666666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:31:35.069144,"(10.0, 99999, 99990)","(3.8, 7.0, 6.945454545454545)","(6.5, 10.0, 9.363636363636363)","(1.95, 2.08, 2.0791304347826087)","(10.0, 13.0, 12.625)","(8.5, 99999, 99990)"
14-12-2022 12:31:36.257751,"(10.0, 99999, 99990)","(3.8, 7.0, 6.945454545454545)","(6.5, 10.0, 9.363636363636363)","(1.95, 2.08, 2.0791304347826087)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:37.310421,"(10.0, 99999, 99990)","(3.8, 7.0, 6.945454545454545)","(6.5, 10.0, 9.363636363636363)","(1.95, 2.08, 2.0742857142857143)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:38.275810,"(10.0, 99999, 99990)","(3.8, 7.0, 6.945454545454545)","(6.5, 10.0, 9.363636363636363)","(1.95, 2.08, 2.0742857142857143)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:39.377183,"(10.0, 99999, 99990)","(3.8, 7.0, 6.945454545454545)","(6.5, 10.0, 9.363636363636363)","(1.95, 2.08, 2.0742857142857143)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:40.640391,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.333333333333334)","(1.95, 2.08, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:41.648204,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.333333333333334)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:42.745779,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:43.841874,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:45.056192,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:46.150635,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:47.207372,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:48.263337,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:49.325056,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:50.607733,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:51.769492,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:52.894216,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:53.943457,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:55.013477,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.156)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:56.251860,"(10.0, 99999, 99990)","(3.8, 7.0, 6.870588235294117)","(6.5, 10.0, 9.485714285714286)","(1.95, 2.16, 2.106222222222222)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:57.463369,"(10.0, 99999, 99990)","(3.8, 7.0, 6.906666666666666)","(6.5, 10.0, 9.16923076923077)","(1.95, 2.12, 2.1157142857142857)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:58.536797,"(10.0, 99999, 99990)","(3.8, 7.0, 6.9125)","(6.5, 10.0, 9.16923076923077)","(1.95, 2.12, 2.159090909090909)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:31:59.713151,"(10.0, 99999, 99990)","(3.8, 7.0, 6.95)","(6.5, 10.0, 9.16923076923077)","(1.95, 2.16, 2.1377272727272727)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:00.743485,"(10.0, 99999, 99990)","(3.8, 7.0, 6.95)","(6.5, 10.0, 9.16923076923077)","(1.95, 2.14, 2.1377272727272727)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:01.834551,"(10.0, 99999, 99990)","(3.8, 7.0, 6.95)","(6.5, 10.0, 9.16923076923077)","(1.95, 2.16, 2.1)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
