,Happy Charlie,Run To Daylight,Spunman,Hot Fudge Sonde,Noid,Humpty Grumpty,Allen Can Do It,Debit Card
07-01-2023 13:33:21.301683,"(31.0, 160.0, 139.0)","(11.0, 18.5, 16.8)","(12.0, 50.0, 44.0)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 24.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.12, 2.070588235294118)"
07-01-2023 13:33:22.493223,"(31.0, 160.0, 139.0)","(11.0, 18.0, 16.8)","(12.0, 50.0, 44.0)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 24.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.12, 2.0929032258064515)"
07-01-2023 13:33:23.752880,"(31.0, 160.0, 139.0)","(11.0, 18.0, 16.8)","(12.0, 50.0, 44.0)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 24.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.12, 2.0929032258064515)"
07-01-2023 13:33:25.036156,"(31.0, 160.0, 139.0)","(11.0, 18.0, 16.923076923076923)","(12.0, 50.0, 44.0)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 24.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.12, 2.097297297297297)"
07-01-2023 13:33:26.218724,"(31.0, 160.0, 139.0)","(11.0, 17.5, 16.923076923076923)","(12.0, 50.0, 44.0)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 24.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.12, 2.097297297297297)"
07-01-2023 13:33:27.380619,"(31.0, 160.0, 139.0)","(11.0, 17.5, 16.214285714285715)","(12.0, 50.0, 43.5)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 24.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.12, 2.0275229357798166)"
07-01-2023 13:33:28.648240,"(31.0, 160.0, 139.0)","(11.0, 17.5, 16.375)","(12.0, 55.0, 43.5)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 20.75)","(13.0, 24.0, 21.0)","(10.0, 13.0, 12.1875)","(1.7, 2.1, 2.0275229357798166)"
07-01-2023 13:33:29.774394,"(31.0, 160.0, 139.0)","(11.0, 17.5, 16.375)","(12.0, 55.0, 43.5)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 21.166666666666668)","(13.0, 24.0, 21.333333333333332)","(10.0, 13.0, 12.1875)","(1.7, 2.1, 2.0275229357798166)"
07-01-2023 13:33:30.825096,"(31.0, 160.0, 139.0)","(11.0, 17.5, 16.0)","(12.0, 55.0, 43.5)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 23.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.1, 2.0275229357798166)"
07-01-2023 13:33:31.882835,"(31.0, 160.0, 139.0)","(11.0, 17.5, 16.0)","(12.0, 55.0, 43.5)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 24.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.1, 2.0275229357798166)"
07-01-2023 13:33:32.909171,"(31.0, 160.0, 139.0)","(11.0, 17.5, 16.0)","(12.0, 55.0, 43.5)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 21.166666666666668)","(13.0, 24.0, 20.4)","(10.0, 13.0, 12.1875)","(1.7, 2.1, 2.0217391304347827)"
07-01-2023 13:33:34.029185,"(31.0, 160.0, 139.0)","(11.0, 17.5, 16.0)","(12.0, 55.0, 43.5)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 22.5625)","(13.0, 24.0, 20.4)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.1, 2.0129032258064514)"
07-01-2023 13:33:35.146344,"(31.0, 160.0, 142.5)","(11.0, 17.5, 16.0)","(12.0, 55.0, 53.125)","(4.4, 4.6, 4.568421052631579)","(19.0, 23.0, 23.0)","(13.0, 24.0, 20.1)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.1, 2.0084745762711864)"
07-01-2023 13:33:36.308053,"(31.0, 160.0, 142.5)","(11.0, 17.5, 16.0)","(12.0, 50.0, 48.75)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 23.307692307692307)","(13.0, 24.0, 20.1)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.1, 2.0084745762711864)"
07-01-2023 13:33:37.480721,"(31.0, 160.0, 142.5)","(11.0, 17.5, 16.0)","(12.0, 50.0, 48.75)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 23.307692307692307)","(13.0, 24.0, 20.1)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.1, 2.0084745762711864)"
07-01-2023 13:33:38.597128,"(31.0, 160.0, 142.5)","(11.0, 17.5, 16.0)","(12.0, 50.0, 48.75)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 23.307692307692307)","(13.0, 24.0, 20.1)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.1, 2.0084745762711864)"
07-01-2023 13:33:39.811821,"(31.0, 160.0, 142.5)","(11.0, 17.0, 16.25)","(12.0, 50.0, 48.75)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 23.307692307692307)","(13.0, 24.0, 21.8)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.1, 2.0195121951219512)"
07-01-2023 13:33:40.958375,"(31.0, 160.0, 142.5)","(11.0, 17.0, 16.25)","(12.0, 50.0, 48.75)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 23.307692307692307)","(13.0, 23.0, 21.666666666666668)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.08, 2.066666666666667)"
07-01-2023 13:33:42.499374,"(31.0, 160.0, 142.5)","(11.0, 17.0, 16.25)","(12.0, 55.0, 48.75)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 23.307692307692307)","(13.0, 24.0, 21.666666666666668)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.08, 2.066666666666667)"
07-01-2023 13:33:43.848349,"(31.0, 160.0, 142.5)","(11.0, 17.0, 16.4)","(12.0, 50.0, 53.333333333333336)","(4.4, 4.6, 4.578571428571428)","(19.0, 24.0, 23.4)","(13.0, 24.0, 22.25)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.08, 2.026)"
07-01-2023 13:33:45.353189,"(31.0, 160.0, 145.0)","(11.0, 17.0, 15.875)","(12.0, 55.0, 53.125)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 22.625)","(13.0, 24.0, 21.666666666666668)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 2.026)"
07-01-2023 13:33:46.646404,"(31.0, 160.0, 142.5)","(11.0, 16.5, 15.25)","(12.0, 55.0, 53.125)","(4.4, 4.6, 4.568421052631579)","(19.0, 24.0, 21.0)","(13.0, 24.0, 21.666666666666668)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 2.002666666666667)"
07-01-2023 13:33:47.878369,"(31.0, 160.0, 145.0)","(11.0, 16.0, 15.692307692307693)","(12.0, 55.0, 53.333333333333336)","(4.4, 4.6, 4.578571428571428)","(19.0, 24.0, 21.0)","(13.0, 24.0, 22.25)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.04, 1.9975757575757576)"
07-01-2023 13:33:49.109576,"(31.0, 160.0, 145.0)","(11.0, 16.0, 15.692307692307693)","(12.0, 55.0, 53.125)","(4.4, 4.6, 4.781578947368422)","(19.0, 24.0, 21.666666666666668)","(13.0, 24.0, 21.8)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 1.9975757575757576)"
07-01-2023 13:33:50.502896,"(31.0, 160.0, 142.5)","(11.0, 16.0, 15.2)","(12.0, 55.0, 53.125)","(4.4, 4.9, 4.65)","(19.0, 23.0, 21.666666666666668)","(13.0, 23.0, 21.166666666666668)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 1.9975757575757576)"
07-01-2023 13:33:51.937337,"(31.0, 160.0, 142.5)","(11.0, 15.5, 15.454545454545455)","(12.0, 55.0, 53.125)","(4.4, 4.8, 4.75)","(19.0, 23.0, 21.666666666666668)","(13.0, 23.0, 20.5)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 1.9975757575757576)"
07-01-2023 13:33:53.318414,"(31.0, 160.0, 142.5)","(11.0, 16.0, 15.2)","(12.0, 55.0, 53.125)","(4.4, 4.8, 4.77391304347826)","(19.0, 23.0, 21.666666666666668)","(13.0, 22.0, 20.1)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 1.9975757575757576)"
07-01-2023 13:33:54.737003,"(31.0, 160.0, 142.5)","(11.0, 15.5, 15.3)","(12.0, 55.0, 48.75)","(4.4, 4.8, 4.816666666666667)","(19.0, 23.0, 21.666666666666668)","(13.0, 24.0, 22.636363636363637)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 1.9975757575757576)"
07-01-2023 13:33:56.135624,"(31.0, 160.0, 142.5)","(11.0, 15.5, 15.3)","(12.0, 50.0, 53.125)","(4.4, 4.9, 4.816666666666667)","(19.0, 23.0, 22.166666666666668)","(13.0, 24.0, 22.636363636363637)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 2.003529411764706)"
07-01-2023 13:33:57.453352,"(31.0, 160.0, 142.5)","(11.0, 15.5, 15.147058823529411)","(12.0, 55.0, 53.125)","(4.4, 4.9, 4.880000000000001)","(19.0, 23.0, 21.428571428571427)","(13.0, 24.0, 22.636363636363637)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.04, 1.9926315789473683)"
07-01-2023 13:33:58.671555,"(31.0, 160.0, 142.5)","(11.0, 16.0, 14.6)","(12.0, 55.0, 53.125)","(4.4, 4.9, 4.880000000000001)","(19.0, 24.0, 21.428571428571427)","(13.0, 24.0, 23.25)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.0, 1.9927777777777778)"
07-01-2023 13:33:59.940579,"(31.0, 160.0, 142.5)","(11.0, 16.0, 14.6)","(12.0, 55.0, 53.125)","(4.4, 4.9, 4.880000000000001)","(19.0, 24.0, 20.7)","(13.0, 24.0, 21.666666666666668)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.0, 1.993125)"
07-01-2023 13:34:01.239255,"(31.0, 160.0, 142.5)","(11.0, 15.5, 14.75)","(12.0, 55.0, 53.125)","(4.4, 4.9, 4.880000000000001)","(19.0, 24.0, 20.7)","(13.0, 24.0, 21.666666666666668)","(10.0, 13.0, 12.333333333333334)","(1.7, 2.0, 1.9833333333333334)"
07-01-2023 13:34:02.604679,"(31.0, 160.0, 142.5)","(11.0, 15.5, 14.5)","(12.0, 55.0, 53.333333333333336)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 20.25)","(13.0, 24.0, 20.0)","(10.0, 12.5, 12.375)","(1.7, 2.0, 1.9805263157894737)"
07-01-2023 13:34:03.822782,"(31.0, 160.0, 145.0)","(11.0, 15.0, 14.2)","(12.0, 55.0, 53.333333333333336)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 20.25)","(13.0, 23.0, 20.0)","(10.0, 12.5, 12.375)","(1.7, 2.02, 1.9805263157894737)"
07-01-2023 13:34:05.116021,"(31.0, 160.0, 145.0)","(11.0, 14.5, 13.9)","(12.0, 55.0, 53.333333333333336)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 20.25)","(13.0, 23.0, 20.0)","(10.0, 12.5, 12.375)","(1.7, 2.02, 1.9805263157894737)"
07-01-2023 13:34:06.400353,"(31.0, 160.0, 145.0)","(11.0, 14.5, 13.9)","(12.0, 55.0, 53.333333333333336)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 20.25)","(13.0, 23.0, 20.0)","(10.0, 12.5, 12.375)","(1.7, 2.02, 1.9834146341463414)"
07-01-2023 13:34:07.695015,"(31.0, 160.0, 145.0)","(11.0, 14.5, 13.5)","(12.0, 55.0, 52.0)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 20.25)","(13.0, 23.0, 20.0)","(10.0, 12.5, 12.038461538461538)","(1.7, 2.02, 1.9834146341463414)"
07-01-2023 13:34:08.982669,"(31.0, 160.0, 145.0)","(11.0, 14.5, 13.5)","(12.0, 55.0, 52.0)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 21.0)","(13.0, 23.0, 21.916666666666664)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.9834146341463414)"
07-01-2023 13:34:10.291395,"(31.0, 160.0, 145.0)","(11.0, 14.5, 13.807692307692308)","(12.0, 55.0, 52.0)","(4.4, 4.9, 4.886206896551725)","(19.0, 23.0, 20.25)","(13.0, 23.0, 21.916666666666664)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:11.583264,"(31.0, 160.0, 145.0)","(11.0, 14.5, 14.227272727272727)","(12.0, 55.0, 52.0)","(4.4, 4.9, 4.878947368421053)","(19.0, 24.0, 20.666666666666668)","(13.0, 23.0, 22.27777777777778)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:12.775293,"(31.0, 160.0, 142.5)","(11.0, 14.5, 14.166666666666666)","(12.0, 55.0, 52.0)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 20.666666666666668)","(13.0, 23.0, 21.0)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:13.961835,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.833333333333334)","(12.0, 55.0, 43.5)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 20.666666666666668)","(13.0, 23.0, 21.0)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:15.238512,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.833333333333334)","(12.0, 55.0, 44.5)","(4.4, 4.9, 4.886206896551725)","(19.0, 24.0, 21.0)","(13.0, 23.0, 20.2)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:16.511248,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.833333333333334)","(12.0, 55.0, 44.5)","(4.4, 4.9, 4.861290322580645)","(19.0, 24.0, 21.5)","(13.0, 22.0, 20.2)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:17.674885,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.833333333333334)","(12.0, 55.0, 44.5)","(4.4, 4.9, 4.861290322580645)","(19.0, 24.0, 21.5)","(13.0, 22.0, 20.2)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:18.844706,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.833333333333334)","(12.0, 55.0, 44.5)","(4.4, 4.9, 4.861290322580645)","(19.0, 24.0, 21.5)","(13.0, 22.0, 20.2)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:20.068061,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.833333333333334)","(12.0, 55.0, 44.5)","(4.4, 4.9, 4.855)","(19.0, 24.0, 21.5)","(13.0, 22.0, 20.2)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:21.279891,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.833333333333334)","(12.0, 55.0, 44.5)","(4.4, 4.9, 4.855)","(19.0, 24.0, 21.5)","(13.0, 22.0, 20.2)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:22.466816,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.833333333333334)","(12.0, 55.0, 39.666666666666664)","(4.4, 4.9, 4.886363636363637)","(19.0, 24.0, 20.666666666666668)","(13.0, 22.0, 19.75)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:23.716441,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.666666666666666)","(12.0, 55.0, 41.0)","(4.4, 4.9, 4.886363636363637)","(19.0, 24.0, 20.666666666666668)","(13.0, 22.0, 19.75)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:24.894202,"(31.0, 160.0, 145.0)","(11.0, 14.0, 13.666666666666666)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.886363636363637)","(19.0, 24.0, 21.0)","(13.0, 22.0, 19.333333333333332)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:26.062333,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.277777777777779)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.886363636363637)","(19.0, 24.0, 21.5)","(13.0, 22.0, 19.333333333333332)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:27.255859,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.2)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.886363636363637)","(19.0, 24.0, 20.666666666666668)","(13.0, 22.0, 20.0)","(10.0, 13.0, 12.038461538461538)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:28.617405,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.136363636363637)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.886363636363637)","(19.0, 24.0, 20.666666666666668)","(13.0, 25.0, 20.0)","(10.0, 13.0, 11.61111111111111)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:29.898448,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.192307692307692)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.890322580645162)","(19.0, 24.0, 20.666666666666668)","(13.0, 25.0, 20.0)","(10.0, 13.0, 11.61111111111111)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:31.223106,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.192307692307692)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.890322580645162)","(19.0, 24.0, 20.666666666666668)","(13.0, 25.0, 20.0)","(10.0, 13.0, 11.61111111111111)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:32.777652,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.192307692307692)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.890322580645162)","(19.0, 24.0, 20.666666666666668)","(13.0, 25.0, 20.285714285714285)","(10.0, 13.0, 11.61111111111111)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:34.239440,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.192307692307692)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.890322580645162)","(19.0, 24.0, 20.666666666666668)","(13.0, 24.0, 20.285714285714285)","(10.0, 13.0, 11.61111111111111)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:35.367816,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.192307692307692)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.888888888888889)","(19.0, 24.0, 21.0)","(13.0, 24.0, 19.2)","(10.0, 13.0, 11.958333333333334)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:36.590059,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.318181818181818)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.888888888888889)","(19.0, 24.0, 20.666666666666668)","(13.0, 24.0, 20.285714285714285)","(10.0, 13.0, 11.546875)","(1.7, 2.02, 1.982962962962963)"
07-01-2023 13:34:37.908721,"(31.0, 160.0, 145.0)","(11.0, 13.5, 13.318181818181818)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.9125)","(19.0, 24.0, 21.0)","(13.0, 24.0, 19.2)","(10.0, 13.0, 12.365384615384615)","(1.7, 2.02, 1.9737037037037037)"
07-01-2023 13:34:39.194056,"(31.0, 160.0, 145.75)","(11.0, 13.5, 13.25)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9125)","(19.0, 24.0, 22.125)","(13.0, 24.0, 20.285714285714285)","(10.0, 13.0, 12.625)","(1.7, 2.02, 1.9734482758620688)"
07-01-2023 13:34:40.430443,"(31.0, 160.0, 144.75)","(11.0, 13.5, 13.25)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9125)","(19.0, 24.0, 21.666666666666668)","(13.0, 24.0, 21.0)","(10.0, 13.0, 12.125)","(1.7, 2.02, 1.9734482758620688)"
07-01-2023 13:34:41.653687,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.25)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9125)","(19.0, 24.0, 22.833333333333336)","(13.0, 24.0, 19.6)","(10.0, 12.5, 12.125)","(1.7, 2.02, 1.9734482758620688)"
07-01-2023 13:34:42.863716,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.25)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9125)","(19.0, 24.0, 20.75)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.289473684210526)","(1.7, 2.02, 1.9734482758620688)"
07-01-2023 13:34:44.097503,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.25)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9125)","(19.0, 24.0, 20.75)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.181818181818182)","(1.7, 2.02, 1.9734482758620688)"
07-01-2023 13:34:45.409530,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.25)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9363636363636365)","(19.0, 24.0, 20.75)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.181818181818182)","(1.7, 2.02, 1.9734482758620688)"
07-01-2023 13:34:46.734547,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.25)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9363636363636365)","(19.0, 24.0, 20.75)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.181818181818182)","(1.7, 2.02, 1.9734482758620688)"
07-01-2023 13:34:48.043793,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.25)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.888888888888889)","(19.0, 24.0, 21.0)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:49.279476,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.318181818181818)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.888888888888889)","(19.0, 24.0, 22.25)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:50.488012,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.318181818181818)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.888888888888889)","(19.0, 24.0, 22.25)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:51.834059,"(31.0, 160.0, 100.0)","(11.0, 13.5, 13.318181818181818)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.888888888888889)","(19.0, 24.0, 21.666666666666668)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:53.024018,"(31.0, 160.0, 99.0)","(11.0, 13.5, 13.318181818181818)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.888888888888889)","(19.0, 24.0, 22.727272727272727)","(13.0, 24.0, 19.2)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:54.228774,"(31.0, 160.0, 98.0)","(11.0, 13.5, 13.1)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.9125)","(19.0, 24.0, 20.75)","(13.0, 24.0, 19.0)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:55.476180,"(31.0, 160.0, 98.0)","(11.0, 13.5, 13.1)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9125)","(19.0, 24.0, 20.75)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:56.661375,"(31.0, 160.0, 98.0)","(11.0, 13.5, 13.1875)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9363636363636365)","(19.0, 24.0, 21.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:57.808810,"(31.0, 160.0, 98.0)","(11.0, 13.5, 13.1875)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.892592592592593)","(19.0, 24.0, 21.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:34:58.958813,"(31.0, 160.0, 142.28571428571428)","(11.0, 13.5, 12.7)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.892592592592593)","(19.0, 24.0, 21.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9769148936170213)"
07-01-2023 13:35:00.167031,"(31.0, 160.0, 99.0)","(11.0, 13.0, 12.727272727272727)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.888888888888889)","(19.0, 24.0, 21.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.22)","(1.7, 2.02, 1.9795121951219512)"
07-01-2023 13:35:01.240183,"(31.0, 160.0, 99.0)","(11.0, 13.0, 12.727272727272727)","(12.0, 50.0, 41.0)","(4.4, 4.9, 4.841666666666667)","(19.0, 24.0, 20.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.22)","(1.7, 2.0, 1.9790697674418605)"
07-01-2023 13:35:02.324318,"(31.0, 160.0, 99.0)","(11.0, 13.0, 12.727272727272727)","(12.0, 50.0, 41.0)","(4.4, 5.0, 4.9363636363636365)","(19.0, 24.0, 21.25)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.22)","(1.7, 2.0, 1.9790697674418605)"
07-01-2023 13:35:03.454869,"(31.0, 160.0, 99.0)","(11.0, 13.0, 12.727272727272727)","(12.0, 50.0, 37.0)","(4.4, 5.0, 4.9363636363636365)","(19.0, 24.0, 21.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.28125)","(1.7, 2.0, 1.9790697674418605)"
07-01-2023 13:35:04.680080,"(31.0, 160.0, 99.0)","(11.0, 13.0, 12.4)","(12.0, 50.0, 37.0)","(4.4, 5.0, 4.9363636363636365)","(19.0, 24.0, 21.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.28125)","(1.7, 2.0, 1.9790697674418605)"
07-01-2023 13:35:05.782562,"(31.0, 160.0, 99.0)","(11.0, 13.0, 12.4)","(12.0, 50.0, 37.0)","(4.4, 5.0, 4.9363636363636365)","(19.0, 24.0, 21.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.28125)","(1.7, 2.0, 1.9790697674418605)"
07-01-2023 13:35:06.854651,"(31.0, 160.0, 99.0)","(11.0, 13.0, 12.4)","(12.0, 50.0, 37.0)","(4.4, 5.0, 4.9363636363636365)","(19.0, 24.0, 21.0)","(13.0, 25.0, 19.75)","(10.0, 12.5, 12.28125)","(1.7, 2.0, 1.9790697674418605)"
