,Pocket Rox,Komachi,Dance Of Thunder,Hot Seat,Numpty,Bronski,Nerrivik,Rogers Day,Strawberry Moon,Fiji,More Than Discreet,Sheeza Tilly,Masina
06-01-2023 15:31:24.670410,"(21.0, 34.0, 33.392405063291136)","(3.0, 3.35, 3.287828947368421)","(9.0, 12.0, 11.766355140186915)","(91.0, 130.0, 117.14285714285714)","(6.0, 6.6, 6.823529411764706)","(81.0, 130.0, 119.56521739130434)","(31.0, 40.0, 38.68421052631579)","(14.0, 16.5, 16.256756756756758)","(4.6, 5.4, 5.378894472361809)","(11.0, 13.0, 12.812227074235809)","(21.0, 29.0, 29.666666666666668)","(26.0, 34.0, 33.41772151898734)","(101.0, 540.0, 522.7027027027027)"
06-01-2023 15:31:26.143427,"(21.0, 34.0, 33.392405063291136)","(3.0, 3.3, 3.287828947368421)","(9.0, 12.0, 11.766355140186915)","(91.0, 130.0, 117.14285714285714)","(6.0, 7.0, 6.6755555555555555)","(81.0, 130.0, 122.5)","(31.0, 40.0, 38.68421052631579)","(14.0, 16.5, 16.35185185185185)","(4.6, 5.4, 5.388022284122562)","(11.0, 13.0, 12.83203125)","(21.0, 30.0, 28.733333333333334)","(26.0, 34.0, 33.41772151898734)","(101.0, 540.0, 522.7027027027027)"
06-01-2023 15:31:27.690976,"(21.0, 34.0, 33.392405063291136)","(3.0, 3.25, 3.233)","(9.0, 12.0, 11.789772727272727)","(91.0, 130.0, 117.14285714285714)","(6.0, 6.8, 6.761702127659574)","(81.0, 130.0, 123.6842105263158)","(31.0, 40.0, 38.7027027027027)","(14.0, 16.5, 16.4)","(4.6, 5.5, 5.431739130434783)","(11.0, 13.0, 12.869565217391305)","(21.0, 29.0, 27.63157894736842)","(26.0, 34.0, 32.2962962962963)","(101.0, 540.0, 522.7027027027027)"
06-01-2023 15:31:29.180405,"(21.0, 34.0, 33.02564102564102)","(3.0, 3.25, 3.2738255033557047)","(9.0, 12.0, 11.775862068965518)","(81.0, 130.0, 117.14285714285714)","(6.0, 6.8, 7.013714285714285)","(81.0, 130.0, 123.6842105263158)","(31.0, 40.0, 38.7027027027027)","(14.0, 16.5, 16.390625)","(4.6, 5.5, 5.366896551724138)","(11.0, 13.0, 12.826923076923077)","(21.0, 28.0, 27.566666666666666)","(26.0, 34.0, 31.695652173913043)","(101.0, 540.0, 520.0)"
06-01-2023 15:31:30.715139,"(21.0, 34.0, 32.6)","(3.0, 3.3, 3.276219512195122)","(9.0, 12.0, 11.666666666666666)","(81.0, 130.0, 117.14285714285714)","(6.0, 7.2, 6.990625)","(81.0, 130.0, 122.10526315789474)","(31.0, 40.0, 38.7027027027027)","(14.0, 16.5, 16.365384615384617)","(4.6, 5.4, 5.394630872483221)","(11.0, 13.0, 12.825581395348838)","(21.0, 28.0, 27.88235294117647)","(26.0, 32.0, 31.681818181818183)","(101.0, 540.0, 520.0)"
06-01-2023 15:31:32.302260,"(21.0, 34.0, 32.833333333333336)","(3.0, 3.35, 3.2866492146596857)","(9.0, 12.0, 11.393103448275863)","(81.0, 130.0, 110.9090909090909)","(6.0, 7.0, 6.929090909090909)","(81.0, 130.0, 122.10526315789474)","(31.0, 40.0, 38.7027027027027)","(14.0, 16.5, 16.2375)","(4.6, 5.5, 5.381034482758621)","(11.0, 13.0, 12.825581395348838)","(21.0, 28.0, 27.294117647058822)","(26.0, 32.0, 31.37037037037037)","(101.0, 540.0, 520.0)"
06-01-2023 15:31:33.822558,"(21.0, 34.0, 33.42372881355932)","(3.0, 3.35, 3.31219512195122)","(9.0, 11.5, 11.472972972972974)","(81.0, 130.0, 113.84615384615384)","(6.0, 7.0, 6.752631578947368)","(81.0, 130.0, 123.18181818181819)","(31.0, 40.0, 38.90909090909091)","(14.0, 16.5, 16.263157894736842)","(4.6, 5.4, 5.385526315789474)","(11.0, 13.0, 12.839285714285714)","(21.0, 28.0, 27.357142857142858)","(26.0, 32.0, 31.46875)","(101.0, 540.0, 520.0)"
06-01-2023 15:31:35.685178,"(21.0, 34.0, 33.333333333333336)","(3.0, 3.35, 3.3444444444444446)","(9.0, 11.5, 11.472972972972974)","(81.0, 130.0, 116.59574468085107)","(6.0, 6.8, 6.715018315018315)","(81.0, 130.0, 123.18181818181819)","(31.0, 40.0, 38.90909090909091)","(14.0, 16.5, 16.272727272727273)","(4.6, 5.4, 5.409295774647887)","(11.0, 13.0, 12.827586206896552)","(21.0, 28.0, 27.357142857142858)","(26.0, 32.0, 31.451612903225808)","(101.0, 540.0, 520.0)"
06-01-2023 15:31:37.208334,"(21.0, 34.0, 33.333333333333336)","(3.0, 3.35, 3.2932885906040266)","(9.0, 11.5, 11.473333333333333)","(81.0, 130.0, 116.25)","(6.0, 6.8, 6.68392370572207)","(81.0, 130.0, 118.21428571428572)","(31.0, 40.0, 38.90909090909091)","(14.0, 16.5, 16.1875)","(4.6, 5.5, 5.429694323144105)","(11.0, 13.0, 12.821428571428571)","(21.0, 28.0, 27.4)","(26.0, 32.0, 31.451612903225808)","(101.0, 540.0, 519.3548387096774)"
06-01-2023 15:31:38.955324,"(21.0, 34.0, 33.45161290322581)","(3.0, 3.3, 3.2940828402366864)","(9.0, 11.5, 11.473333333333333)","(81.0, 130.0, 116.25)","(6.0, 6.8, 6.717218543046357)","(81.0, 130.0, 118.21428571428572)","(31.0, 40.0, 38.90909090909091)","(14.0, 16.5, 16.1875)","(4.6, 5.5, 5.428636363636364)","(11.0, 13.0, 12.821428571428571)","(21.0, 28.0, 27.4)","(21.0, 32.0, 31.451612903225808)","(101.0, 540.0, 519.3548387096774)"
06-01-2023 15:31:40.736795,"(26.0, 34.0, 33.41379310344828)","(3.0, 3.3, 3.3465986394557823)","(9.0, 11.5, 11.47452229299363)","(81.0, 130.0, 119.59183673469389)","(6.0, 6.8, 6.714383561643835)","(81.0, 130.0, 116.25)","(31.0, 40.0, 38.883720930232556)","(14.0, 16.5, 16.174418604651162)","(4.6, 5.5, 5.428636363636364)","(11.0, 13.0, 12.821428571428571)","(21.0, 28.0, 27.485714285714284)","(21.0, 32.0, 31.353846153846153)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:42.333078,"(26.0, 34.0, 33.49090909090909)","(3.0, 3.35, 3.3404)","(9.0, 11.5, 11.398089171974522)","(91.0, 130.0, 119.59183673469389)","(6.0, 6.8, 6.725595238095238)","(81.0, 130.0, 116.25)","(31.0, 40.0, 38.829268292682926)","(14.0, 16.5, 16.174418604651162)","(4.6, 5.5, 5.569854132901134)","(11.0, 13.0, 12.821428571428571)","(21.0, 28.0, 27.076923076923077)","(21.0, 32.0, 30.904761904761905)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:43.861252,"(26.0, 34.0, 33.18840579710145)","(3.0, 3.35, 3.3653179190751445)","(9.0, 11.5, 11.376506024096386)","(91.0, 130.0, 119.59183673469389)","(6.0, 6.8, 6.720571428571429)","(81.0, 130.0, 116.25)","(31.0, 40.0, 38.829268292682926)","(14.0, 16.5, 16.174418604651162)","(4.6, 5.6, 5.55234899328859)","(11.0, 13.0, 12.821428571428571)","(21.0, 28.0, 26.9)","(21.0, 32.0, 30.339622641509433)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:45.304475,"(26.0, 34.0, 33.18840579710145)","(3.0, 3.4, 3.3653179190751445)","(9.0, 11.5, 11.376506024096386)","(81.0, 130.0, 119.8)","(6.0, 6.8, 6.512698412698413)","(81.0, 130.0, 120.0)","(31.0, 40.0, 38.75555555555555)","(14.0, 16.5, 16.2027027027027)","(4.6, 5.6, 5.49225352112676)","(11.0, 13.0, 12.821428571428571)","(21.0, 27.0, 26.893617021276597)","(21.0, 32.0, 30.45614035087719)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:46.725959,"(26.0, 34.0, 33.16417910447761)","(3.0, 3.45, 3.3804054054054054)","(9.0, 11.5, 11.462962962962964)","(81.0, 130.0, 119.8)","(6.0, 6.6, 6.5935483870967735)","(81.0, 130.0, 122.5)","(31.0, 40.0, 38.65384615384615)","(14.0, 16.5, 16.15625)","(4.6, 5.5, 5.531060606060606)","(11.0, 13.0, 12.76303317535545)","(21.0, 27.0, 26.818181818181817)","(21.0, 32.0, 30.339622641509433)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:48.524783,"(26.0, 34.0, 33.16417910447761)","(3.0, 3.4, 3.3976190476190475)","(9.0, 11.5, 11.38888888888889)","(81.0, 130.0, 117.36842105263158)","(6.0, 6.6, 6.595555555555555)","(81.0, 130.0, 122.5)","(31.0, 40.0, 38.810810810810814)","(14.0, 16.5, 16.15625)","(4.8, 5.6, 5.570406504065041)","(11.0, 13.0, 12.759615384615385)","(21.0, 27.0, 26.8)","(21.0, 32.0, 30.339622641509433)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:50.122128,"(26.0, 34.0, 33.1764705882353)","(3.0, 3.4, 3.361)","(9.0, 11.5, 11.465034965034965)","(81.0, 130.0, 117.36842105263158)","(6.0, 6.6, 6.554545454545455)","(81.0, 130.0, 122.5)","(31.0, 40.0, 38.370370370370374)","(14.0, 16.5, 16.17)","(4.8, 5.6, 5.554263565891473)","(11.0, 13.0, 12.751131221719458)","(21.0, 27.0, 26.864864864864863)","(21.0, 32.0, 30.86842105263158)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:51.685042,"(26.0, 34.0, 33.1764705882353)","(3.1, 3.4, 3.327717391304348)","(9.0, 11.5, 11.465034965034965)","(81.0, 130.0, 118.19672131147541)","(6.0, 6.6, 6.554106280193237)","(91.0, 130.0, 122.5)","(31.0, 40.0, 38.470588235294116)","(14.0, 16.5, 16.151785714285715)","(4.8, 5.6, 5.576923076923077)","(11.0, 13.0, 12.751131221719458)","(21.0, 27.0, 26.790123456790123)","(21.0, 32.0, 30.86842105263158)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:53.209024,"(26.0, 34.0, 33.1764705882353)","(3.0, 3.35, 3.318472906403941)","(9.0, 11.5, 11.461805555555555)","(81.0, 130.0, 116.56716417910448)","(6.0, 6.6, 6.554326923076923)","(91.0, 130.0, 124.78260869565217)","(31.0, 40.0, 38.48275862068966)","(14.0, 16.5, 16.151785714285715)","(4.8, 5.6, 5.546774193548387)","(11.0, 13.0, 12.751131221719458)","(21.0, 28.0, 26.761904761904763)","(21.0, 32.0, 30.86842105263158)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:54.648174,"(26.0, 34.0, 33.1764705882353)","(3.0, 3.35, 3.3285714285714287)","(9.0, 11.5, 11.831168831168831)","(81.0, 130.0, 116.56716417910448)","(6.0, 6.6, 6.555121951219512)","(91.0, 130.0, 123.33333333333333)","(31.0, 40.0, 38.48275862068966)","(14.0, 16.5, 16.085106382978722)","(4.8, 5.6, 5.543827160493827)","(11.0, 13.0, 12.736842105263158)","(21.0, 28.0, 26.831460674157302)","(21.0, 32.0, 30.86842105263158)","(101.0, 540.0, 515.5555555555555)"
06-01-2023 15:31:56.530906,"(26.0, 34.0, 33.35632183908046)","(3.0, 3.35, 3.3372093023255816)","(9.0, 12.0, 11.810880829015543)","(81.0, 130.0, 116.95652173913044)","(6.0, 6.6, 6.581770833333333)","(91.0, 130.0, 120.0)","(31.0, 40.0, 38.705882352941174)","(14.0, 16.5, 16.18867924528302)","(4.8, 5.6, 5.536875)","(11.0, 13.0, 12.755555555555556)","(21.0, 28.0, 26.980392156862745)","(21.0, 32.0, 30.96385542168675)","(101.0, 540.0, 519.5348837209302)"
06-01-2023 15:31:58.296419,"(26.0, 34.0, 33.34117647058824)","(3.0, 3.35, 3.273040752351097)","(9.0, 12.5, 11.840659340659341)","(81.0, 130.0, 116.95652173913044)","(6.0, 6.6, 6.64776119402985)","(91.0, 130.0, 115.0)","(31.0, 40.0, 38.88461538461539)","(14.0, 16.5, 16.16949152542373)","(4.8, 5.6, 5.49302752293578)","(11.0, 13.0, 12.755555555555556)","(21.0, 28.0, 26.943396226415093)","(21.0, 32.0, 30.851063829787233)","(101.0, 540.0, 519.5348837209302)"
06-01-2023 15:32:00.312979,"(26.0, 34.0, 33.34117647058824)","(3.0, 3.3, 3.392796005706134)","(9.0, 12.5, 11.835106382978724)","(81.0, 130.0, 116.95652173913044)","(6.0, 7.0, 6.656140350877193)","(91.0, 120.0, 115.0)","(31.0, 40.0, 38.93877551020408)","(14.0, 16.5, 16.18867924528302)","(4.8, 5.5, 5.563182527301092)","(11.0, 13.0, 12.755555555555556)","(21.0, 28.0, 26.85)","(21.0, 32.0, 30.813186813186814)","(101.0, 540.0, 519.5348837209302)"
06-01-2023 15:32:01.918572,"(26.0, 34.0, 33.46875)","(3.0, 3.4, 3.414473684210526)","(9.0, 12.5, 11.821428571428571)","(81.0, 130.0, 116.41509433962264)","(6.0, 6.8, 6.75268817204301)","(81.0, 120.0, 112.85714285714286)","(31.0, 40.0, 38.642857142857146)","(14.0, 16.5, 15.079754601226995)","(4.8, 5.6, 5.484488448844885)","(11.0, 13.0, 12.755555555555556)","(21.0, 27.0, 26.82857142857143)","(21.0, 32.0, 31.057142857142857)","(101.0, 670.0, 623.6363636363636)"
06-01-2023 15:32:03.528870,"(26.0, 34.0, 33.46875)","(3.0, 3.45, 3.4173684210526316)","(9.0, 12.0, 11.821428571428571)","(81.0, 130.0, 117.14285714285714)","(6.0, 6.8, 6.763786008230452)","(81.0, 120.0, 112.85714285714286)","(31.0, 40.0, 38.888888888888886)","(14.0, 15.5, 14.928571428571429)","(4.8, 5.5, 5.484488448844885)","(11.0, 13.0, 12.754464285714286)","(21.0, 27.0, 26.82857142857143)","(21.0, 32.0, 31.095890410958905)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:05.008941,"(26.0, 34.0, 33.46875)","(3.0, 3.45, 3.438061797752809)","(9.0, 12.0, 11.821428571428571)","(81.0, 130.0, 117.14285714285714)","(6.0, 6.8, 6.718100890207715)","(81.0, 120.0, 111.30434782608695)","(31.0, 40.0, 38.888888888888886)","(14.0, 15.0, 14.909090909090908)","(4.8, 5.5, 5.484488448844885)","(11.0, 13.0, 12.754464285714286)","(21.0, 27.0, 26.82857142857143)","(21.0, 32.0, 31.095890410958905)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:06.492646,"(26.0, 34.0, 33.46875)","(3.0, 3.45, 3.4835820895522387)","(9.0, 12.0, 11.815)","(81.0, 130.0, 117.14285714285714)","(6.0, 6.8, 6.716384180790961)","(81.0, 120.0, 110.0)","(31.0, 40.0, 38.888888888888886)","(14.0, 15.0, 14.923469387755102)","(4.8, 5.5, 5.477996070726916)","(11.0, 13.0, 12.754464285714286)","(21.0, 27.0, 26.763157894736842)","(21.0, 32.0, 31.095890410958905)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:08.000166,"(21.0, 34.0, 33.46875)","(3.0, 3.5, 3.48765690376569)","(10.0, 12.0, 11.815)","(81.0, 130.0, 117.14285714285714)","(6.0, 6.8, 6.709792284866468)","(81.0, 120.0, 108.66666666666667)","(31.0, 40.0, 39.0)","(14.0, 15.0, 14.925531914893616)","(4.8, 5.5, 5.482752293577982)","(11.0, 13.0, 12.751131221719458)","(21.0, 27.0, 26.8)","(21.0, 32.0, 31.095890410958905)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:09.515701,"(21.0, 34.0, 33.54838709677419)","(3.0, 3.5, 3.448190045248869)","(10.0, 12.0, 11.817307692307692)","(81.0, 130.0, 115.88235294117646)","(6.0, 6.8, 6.712684365781711)","(81.0, 120.0, 107.4074074074074)","(31.0, 40.0, 39.04)","(14.0, 15.0, 14.927536231884059)","(4.8, 5.5, 5.442331288343558)","(11.0, 13.0, 12.754464285714286)","(21.0, 27.0, 26.8125)","(21.0, 32.0, 31.10810810810811)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:11.002654,"(21.0, 34.0, 33.54838709677419)","(3.1, 3.45, 3.4963800904977376)","(10.0, 12.0, 11.85981308411215)","(81.0, 130.0, 116.15384615384616)","(6.0, 6.8, 6.720461095100864)","(81.0, 120.0, 109.03225806451613)","(31.0, 40.0, 39.172413793103445)","(13.0, 15.0, 14.958181818181819)","(4.8, 5.5, 5.195454545454545)","(11.0, 13.0, 12.764957264957266)","(21.0, 27.0, 26.642857142857142)","(21.0, 32.0, 31.194444444444443)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:12.523938,"(21.0, 34.0, 33.507246376811594)","(3.1, 3.5, 3.4975862068965515)","(10.0, 12.0, 11.85981308411215)","(81.0, 130.0, 116.15384615384616)","(6.0, 6.8, 6.720461095100864)","(81.0, 120.0, 107.85714285714286)","(31.0, 40.0, 39.172413793103445)","(13.0, 15.5, 14.958181818181819)","(4.8, 5.3, 5.189156626506024)","(11.0, 13.0, 12.754464285714286)","(21.0, 28.0, 26.704545454545453)","(21.0, 32.0, 31.153846153846153)","(101.0, 670.0, 595.625)"
06-01-2023 15:32:13.946147,"(21.0, 34.0, 33.507246376811594)","(3.1, 3.5, 3.4975862068965515)","(10.0, 12.0, 11.85981308411215)","(81.0, 130.0, 116.15384615384616)","(6.0, 6.8, 6.720461095100864)","(81.0, 120.0, 107.85714285714286)","(31.0, 40.0, 39.172413793103445)","(13.0, 15.5, 14.958181818181819)","(4.8, 5.3, 5.189156626506024)","(11.0, 13.0, 12.758064516129032)","(21.0, 28.0, 26.704545454545453)","(21.0, 32.0, 31.153846153846153)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:15.467128,"(21.0, 34.0, 33.507246376811594)","(3.1, 3.5, 3.497348484848485)","(10.0, 12.0, 11.85981308411215)","(81.0, 130.0, 115.84905660377359)","(6.0, 6.8, 6.7218130311614726)","(81.0, 120.0, 107.85714285714286)","(31.0, 40.0, 39.61904761904762)","(13.0, 15.5, 14.958181818181819)","(4.8, 5.3, 5.189156626506024)","(11.0, 13.0, 12.758064516129032)","(21.0, 28.0, 26.774193548387096)","(21.0, 32.0, 31.216216216216218)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:16.938431,"(21.0, 34.0, 33.333333333333336)","(3.1, 3.5, 3.4807522123893806)","(10.0, 12.0, 11.791666666666666)","(81.0, 130.0, 115.27272727272727)","(5.5, 6.8, 6.661921708185053)","(81.0, 120.0, 108.14814814814815)","(31.0, 42.0, 39.096774193548384)","(13.0, 15.5, 14.927118644067797)","(4.8, 5.3, 5.1755102040816325)","(11.0, 13.0, 12.733333333333333)","(21.0, 28.0, 26.692307692307693)","(21.0, 32.0, 31.071428571428573)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:18.335658,"(21.0, 34.0, 33.333333333333336)","(3.1, 3.5, 3.4807522123893806)","(10.0, 12.0, 11.791666666666666)","(81.0, 130.0, 115.27272727272727)","(5.5, 6.8, 6.659420289855072)","(81.0, 120.0, 107.85714285714286)","(31.0, 40.0, 39.096774193548384)","(13.0, 15.5, 14.927118644067797)","(4.8, 5.3, 5.17235494880546)","(11.0, 13.0, 12.759398496240602)","(21.0, 28.0, 26.692307692307693)","(21.0, 32.0, 31.071428571428573)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:19.840668,"(21.0, 34.0, 33.43478260869565)","(3.1, 3.5, 3.4859677419354838)","(10.0, 12.0, 11.823717948717949)","(81.0, 130.0, 116.27118644067797)","(6.0, 6.8, 6.682424242424242)","(81.0, 120.0, 109.375)","(31.0, 40.0, 39.22222222222222)","(13.0, 15.5, 14.973684210526315)","(4.6, 5.3, 5.198895027624309)","(11.0, 13.0, 12.784511784511784)","(21.0, 28.0, 26.857142857142858)","(21.0, 32.0, 31.195876288659793)","(101.0, 670.0, 595.625)"
06-01-2023 15:32:21.255470,"(21.0, 34.0, 33.43478260869565)","(3.1, 3.5, 3.4859677419354838)","(10.0, 12.0, 11.823717948717949)","(81.0, 130.0, 116.27118644067797)","(6.0, 6.8, 6.682424242424242)","(81.0, 120.0, 109.375)","(31.0, 40.0, 39.24324324324324)","(13.0, 15.5, 14.973684210526315)","(4.6, 5.3, 5.198895027624309)","(11.0, 13.0, 12.784511784511784)","(21.0, 28.0, 26.857142857142858)","(21.0, 32.0, 31.195876288659793)","(101.0, 670.0, 595.625)"
06-01-2023 15:32:22.639014,"(21.0, 34.0, 33.43478260869565)","(3.1, 3.5, 3.493358778625954)","(10.0, 12.0, 11.823717948717949)","(81.0, 130.0, 116.27118644067797)","(6.0, 6.8, 6.709345794392523)","(81.0, 120.0, 109.375)","(31.0, 40.0, 39.24324324324324)","(13.0, 15.5, 14.973684210526315)","(4.6, 5.3, 5.198895027624309)","(11.0, 13.0, 12.784511784511784)","(21.0, 28.0, 26.94573643410853)","(21.0, 32.0, 31.195876288659793)","(101.0, 670.0, 595.625)"
06-01-2023 15:32:24.002767,"(21.0, 34.0, 33.43478260869565)","(3.1, 3.5, 3.498381601362862)","(10.0, 12.0, 11.985576923076923)","(81.0, 130.0, 116.27118644067797)","(6.0, 6.8, 6.712230215827338)","(81.0, 120.0, 109.375)","(31.0, 40.0, 39.24324324324324)","(13.0, 15.5, 14.973684210526315)","(4.6, 5.3, 5.17870036101083)","(11.0, 13.0, 12.784511784511784)","(21.0, 28.0, 26.94573643410853)","(21.0, 32.0, 31.195876288659793)","(101.0, 670.0, 595.625)"
06-01-2023 15:32:25.598103,"(21.0, 34.0, 33.43478260869565)","(3.1, 3.5, 3.498381601362862)","(10.0, 12.0, 11.923076923076923)","(81.0, 130.0, 110.71428571428571)","(6.0, 6.8, 6.702659574468085)","(81.0, 120.0, 107.5)","(31.0, 40.0, 38.78260869565217)","(13.0, 15.5, 14.917808219178083)","(4.6, 5.2, 5.154615384615385)","(11.0, 13.0, 12.7680608365019)","(21.0, 28.0, 25.4468085106383)","(21.0, 32.0, 31.132530120481928)","(101.0, 670.0, 590.6666666666666)"
06-01-2023 15:32:27.285150,"(21.0, 34.0, 33.44186046511628)","(3.1, 3.55, 3.5863636363636364)","(10.0, 12.5, 11.833333333333334)","(81.0, 130.0, 119.2)","(6.0, 6.8, 6.674324324324324)","(81.0, 120.0, 104.44444444444444)","(31.0, 40.0, 37.92307692307692)","(13.0, 15.5, 14.9)","(4.6, 5.2, 5.095983086680761)","(11.0, 13.0, 12.719178082191782)","(21.0, 26.0, 24.366666666666667)","(21.0, 32.0, 30.892307692307693)","(101.0, 670.0, 585.0)"
06-01-2023 15:32:29.324214,"(26.0, 34.0, 33.225806451612904)","(3.1, 3.6, 3.6745)","(10.0, 12.0, 11.555555555555555)","(81.0, 120.0, 119.04761904761905)","(6.0, 6.8, 6.577165354330709)","(81.0, 120.0, 101.73913043478261)","(31.0, 38.0, 37.91428571428571)","(14.0, 15.5, 14.958677685950413)","(4.6, 5.1, 5.082035928143712)","(11.0, 13.0, 12.734567901234568)","(21.0, 25.0, 23.25925925925926)","(21.0, 32.0, 30.8)","(101.0, 670.0, 578.4615384615385)"
06-01-2023 15:32:31.353086,"(26.0, 34.0, 33.02040816326531)","(3.1, 3.7, 3.675)","(10.0, 12.0, 11.436090225563909)","(81.0, 120.0, 118.82352941176471)","(6.0, 6.6, 6.349593495934959)","(81.0, 120.0, 105.0)","(31.0, 38.0, 39.027027027027025)","(14.0, 15.0, 15.108843537414966)","(4.6, 5.1, 5.097959183673469)","(11.0, 13.0, 12.725)","(21.0, 24.0, 22.78688524590164)","(21.0, 32.0, 30.56)","(101.0, 670.0, 570.8333333333334)"
06-01-2023 15:32:32.918335,"(26.0, 34.0, 33.02040816326531)","(3.1, 3.7, 3.8795454545454544)","(10.0, 11.5, 11.357142857142858)","(81.0, 120.0, 110.9090909090909)","(6.0, 6.4, 6.087096774193548)","(81.0, 120.0, 105.41666666666667)","(31.0, 40.0, 39.05263157894737)","(14.0, 15.5, 15.126623376623376)","(4.6, 5.1, 5.070046082949308)","(11.0, 13.0, 12.73263888888889)","(21.0, 23.0, 22.775862068965516)","(21.0, 32.0, 30.81967213114754)","(101.0, 670.0, 570.8333333333334)"
06-01-2023 15:32:34.884632,"(26.0, 34.0, 33.422222222222224)","(3.1, 3.9, 3.869060773480663)","(10.0, 11.5, 11.410179640718562)","(81.0, 130.0, 115.0)","(6.0, 6.2, 6.069166666666667)","(81.0, 120.0, 100.9090909090909)","(31.0, 40.0, 39.1219512195122)","(14.0, 15.5, 15.190860215053764)","(4.6, 5.1, 5.085074626865671)","(11.0, 13.0, 12.789617486338798)","(21.0, 23.0, 22.82191780821918)","(21.0, 32.0, 31.064935064935064)","(101.0, 670.0, 578.4615384615385)"
06-01-2023 15:32:36.329067,"(26.0, 34.0, 31.346153846153847)","(3.1, 3.9, 3.800506329113924)","(10.0, 11.5, 11.19)","(81.0, 120.0, 101.2)","(6.0, 6.2, 5.955445544554456)","(81.0, 120.0, 100.0)","(31.0, 40.0, 37.9375)","(14.0, 15.5, 14.824074074074074)","(4.6, 5.1, 5.111278195488722)","(11.0, 13.0, 12.41551724137931)","(21.0, 23.0, 23.41176470588235)","(21.0, 32.0, 30.511627906976745)","(101.0, 670.0, 537.7777777777778)"
06-01-2023 15:32:38.099966,"(26.0, 32.0, 31.346153846153847)","(3.1, 3.85, 3.804382470119522)","(10.0, 11.5, 11.151162790697674)","(81.0, 130.0, 116.22950819672131)","(6.0, 6.0, 6.100840336134453)","(81.0, 120.0, 105.71428571428571)","(31.0, 38.0, 38.46808510638298)","(14.0, 15.0, 14.930555555555555)","(4.6, 5.2, 5.0962962962962965)","(11.0, 12.5, 12.704545454545455)","(21.0, 24.0, 22.6)","(21.0, 32.0, 30.708333333333332)","(101.0, 670.0, 580.0)"
06-01-2023 15:32:39.751505,"(26.0, 32.0, 31.5)","(3.1, 3.85, 3.8066523605150215)","(9.0, 11.5, 11.266666666666667)","(81.0, 130.0, 119.4047619047619)","(5.5, 6.2, 6.185263157894737)","(81.0, 120.0, 105.55555555555556)","(31.0, 40.0, 38.34782608695652)","(14.0, 15.0, 14.988188976377952)","(4.6, 5.2, 5.089795918367347)","(11.0, 13.0, 12.672268907563025)","(21.0, 23.0, 22.766666666666666)","(21.0, 32.0, 30.87272727272727)","(101.0, 660.0, 580.0)"
06-01-2023 15:32:41.382934,"(26.0, 32.0, 31.541666666666668)","(3.1, 3.85, 3.811596958174905)","(9.0, 11.5, 11.260416666666666)","(81.0, 120.0, 121.68316831683168)","(5.5, 6.2, 6.111111111111112)","(81.0, 120.0, 103.75)","(31.0, 40.0, 37.06666666666667)","(14.0, 15.0, 14.884297520661157)","(4.6, 5.2, 5.120952380952381)","(11.0, 13.0, 12.36875)","(21.0, 23.0, 22.681818181818183)","(21.0, 32.0, 30.76923076923077)","(101.0, 660.0, 575.0)"
06-01-2023 15:32:42.859235,"(26.0, 32.0, 31.541666666666668)","(3.1, 3.85, 3.8312267657992565)","(9.0, 11.5, 11.401515151515152)","(81.0, 130.0, 122.0754716981132)","(5.5, 6.2, 6.179310344827586)","(81.0, 120.0, 107.0)","(31.0, 38.0, 38.53846153846154)","(14.0, 15.0, 13.960176991150442)","(4.6, 5.2, 5.309398496240601)","(11.0, 12.5, 12.383928571428571)","(21.0, 23.0, 22.893939393939394)","(21.0, 32.0, 31.044776119402986)","(101.0, 660.0, 575.0)"
06-01-2023 15:32:44.303323,"(26.0, 32.0, 31.65625)","(3.1, 3.85, 3.8312267657992565)","(9.0, 11.5, 11.335443037974684)","(81.0, 130.0, 119.68354430379748)","(5.5, 6.2, 6.13758865248227)","(81.0, 120.0, 101.94444444444444)","(31.0, 40.0, 38.05128205128205)","(14.0, 14.0, 13.826530612244898)","(4.6, 5.4, 5.2414141414141415)","(11.0, 12.5, 12.360759493670885)","(21.0, 23.0, 23.28767123287671)","(21.0, 32.0, 30.79245283018868)","(101.0, 660.0, 586.6666666666666)"
