,A Good Yarn,Pride Of Limassol,Wanaroo,Alfoil,Chosen Miss,Bella Babe,Friday At Five,Danerich Dan,Almira Gulch,Breaker Of Chains,Make An Effort,Filips Star
16-12-2022 15:51:08.065395,"(7.0, 8.2, 8.151867219917012)","(18.0, 22.0, 21.84375)","(10.0, 12.5, 12.228787878787879)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.2, 3.181939799331104)","(10.0, 14.0, 13.835249042145595)","(21.0, 29.0, 28.75)","(41.0, 55.0, 53.65384615384615)","(101.0, 580.0, 515.3846153846154)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.68421052631579)","(3.6, 4.2, 4.099060402684564)"
16-12-2022 15:51:09.318394,"(7.0, 8.2, 8.151867219917012)","(18.0, 22.0, 21.84375)","(10.0, 12.5, 12.228787878787879)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.2, 3.181939799331104)","(10.0, 14.0, 13.835249042145595)","(21.0, 29.0, 28.75)","(41.0, 55.0, 53.65384615384615)","(101.0, 580.0, 515.3846153846154)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.68421052631579)","(3.6, 4.2, 4.099060402684564)"
16-12-2022 15:51:10.551617,"(7.0, 8.2, 8.152263374485596)","(18.0, 22.0, 21.84375)","(10.0, 12.5, 12.228787878787879)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.2, 3.181939799331104)","(10.0, 14.0, 13.835249042145595)","(21.0, 29.0, 28.75)","(41.0, 55.0, 53.65384615384615)","(101.0, 580.0, 515.3846153846154)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.68421052631579)","(3.6, 4.2, 4.099060402684564)"
16-12-2022 15:51:11.755602,"(7.0, 8.2, 8.152263374485596)","(18.0, 22.0, 21.84375)","(10.0, 12.5, 12.228787878787879)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.2, 3.1826512455516016)","(10.0, 14.0, 13.8300395256917)","(21.0, 29.0, 28.75)","(41.0, 55.0, 53.65384615384615)","(101.0, 580.0, 515.3846153846154)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.68421052631579)","(3.6, 4.2, 4.099060402684564)"
16-12-2022 15:51:12.935401,"(7.0, 8.2, 8.14859437751004)","(18.0, 22.0, 21.910112359550563)","(10.0, 12.5, 12.228787878787879)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.2, 3.2298694232861807)","(10.0, 14.0, 13.8300395256917)","(21.0, 29.0, 28.75)","(41.0, 55.0, 53.65384615384615)","(101.0, 580.0, 515.3846153846154)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.68421052631579)","(3.6, 4.2, 4.099060402684564)"
16-12-2022 15:51:14.146786,"(7.0, 8.2, 8.14859437751004)","(18.0, 22.0, 21.910112359550563)","(10.0, 12.5, 12.228787878787879)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.35, 3.2517985611510793)","(10.0, 14.0, 13.823770491803279)","(21.0, 29.0, 28.73134328358209)","(41.0, 55.0, 53.55345911949686)","(101.0, 580.0, 515.3846153846154)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.2, 4.055258126195029)"
16-12-2022 15:51:15.379261,"(7.0, 8.0, 7.988392857142857)","(18.0, 22.0, 21.880434782608695)","(10.0, 12.5, 12.228787878787879)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.3, 3.268095238095238)","(10.0, 14.0, 13.823770491803279)","(21.0, 29.0, 28.73134328358209)","(41.0, 55.0, 53.55345911949686)","(101.0, 580.0, 515.3846153846154)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.1, 4.043203883495146)"
16-12-2022 15:51:16.584884,"(7.0, 8.0, 7.988392857142857)","(18.0, 22.0, 21.880434782608695)","(10.0, 12.5, 12.228787878787879)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.3, 3.268095238095238)","(10.0, 14.0, 13.823770491803279)","(21.0, 29.0, 28.73134328358209)","(41.0, 55.0, 53.55345911949686)","(101.0, 580.0, 525.0)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.1, 4.040153452685422)"
16-12-2022 15:51:17.755446,"(7.0, 8.0, 7.98018018018018)","(18.0, 22.0, 21.880434782608695)","(10.0, 12.5, 12.214968152866241)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.3, 3.268095238095238)","(10.0, 14.0, 13.823770491803279)","(21.0, 29.0, 28.73134328358209)","(41.0, 55.0, 53.55345911949686)","(101.0, 570.0, 525.0)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.1, 4.027787610619469)"
16-12-2022 15:51:18.970738,"(7.0, 8.0, 7.98018018018018)","(18.0, 22.0, 21.880434782608695)","(10.0, 12.5, 12.210355987055015)","(20.0, 26.0, 25.548387096774192)","(2.9, 3.3, 3.268095238095238)","(10.0, 14.0, 13.823770491803279)","(21.0, 29.0, 28.73134328358209)","(41.0, 55.0, 53.55345911949686)","(101.0, 570.0, 525.0)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.1, 4.027787610619469)"
16-12-2022 15:51:20.234472,"(7.0, 8.0, 7.985614849187935)","(18.0, 22.0, 21.880434782608695)","(10.0, 12.5, 12.210355987055015)","(20.0, 26.0, 25.579545454545453)","(2.9, 3.3, 3.27987987987988)","(10.0, 14.0, 13.817021276595744)","(21.0, 29.0, 28.73134328358209)","(41.0, 55.0, 53.645161290322584)","(101.0, 570.0, 525.0)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.1, 3.988974358974359)"
16-12-2022 15:51:21.466755,"(7.0, 8.0, 7.992326139088729)","(18.0, 22.0, 21.89010989010989)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.579545454545453)","(2.9, 3.3, 3.2917682926829266)","(10.0, 14.0, 13.818376068376068)","(21.0, 29.0, 28.870967741935484)","(41.0, 55.0, 53.645161290322584)","(101.0, 570.0, 525.0)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.0, 3.9760563380281693)"
16-12-2022 15:51:22.675413,"(7.0, 8.0, 7.96972972972973)","(18.0, 22.0, 21.801980198019802)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(2.9, 3.3, 3.3004587155963305)","(10.0, 14.0, 13.815677966101696)","(21.0, 29.0, 28.88)","(41.0, 55.0, 53.645161290322584)","(101.0, 570.0, 518.5714285714286)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.0, 3.98640350877193)"
16-12-2022 15:51:23.863844,"(7.0, 7.8, 7.7515)","(18.0, 22.0, 21.78021978021978)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(2.9, 3.35, 3.307692307692308)","(10.0, 14.0, 13.815677966101696)","(21.0, 29.0, 28.88)","(41.0, 55.0, 53.645161290322584)","(101.0, 570.0, 518.5714285714286)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.0, 3.9860986547085204)"
16-12-2022 15:51:25.125003,"(7.0, 7.8, 7.7046874999999995)","(18.0, 22.0, 21.78021978021978)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(2.9, 3.35, 3.324364406779661)","(10.0, 14.0, 13.814893617021276)","(21.0, 29.0, 28.88)","(41.0, 55.0, 53.645161290322584)","(101.0, 570.0, 518.5714285714286)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.0, 3.9860986547085204)"
16-12-2022 15:51:26.375951,"(7.0, 7.8, 7.7046874999999995)","(18.0, 22.0, 21.772727272727273)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(2.9, 3.35, 3.324364406779661)","(10.0, 14.0, 13.814893617021276)","(21.0, 29.0, 28.87323943661972)","(41.0, 55.0, 53.645161290322584)","(101.0, 570.0, 518.5714285714286)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.0, 3.9860986547085204)"
16-12-2022 15:51:27.575616,"(7.0, 7.8, 7.7046874999999995)","(18.0, 22.0, 21.772727272727273)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(2.9, 3.35, 3.324364406779661)","(10.0, 14.0, 13.814893617021276)","(21.0, 29.0, 28.87323943661972)","(41.0, 55.0, 53.645161290322584)","(101.0, 570.0, 518.5714285714286)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.670212765957444)","(3.6, 4.0, 3.972680412371134)"
16-12-2022 15:51:28.784070,"(7.0, 7.8, 7.720521172638437)","(18.0, 22.0, 21.772727272727273)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(2.9, 3.35, 3.324364406779661)","(10.0, 14.0, 13.814893617021276)","(21.0, 29.0, 28.87323943661972)","(41.0, 55.0, 53.65384615384615)","(101.0, 570.0, 525.0)","(101.0, 290.0, 252.66666666666666)","(51.0, 65.0, 63.76237623762376)","(3.6, 4.0, 3.9789583333333334)"
16-12-2022 15:51:30.026156,"(7.0, 7.6, 7.571428571428571)","(18.0, 22.0, 21.772727272727273)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(2.9, 3.35, 3.3232793522267206)","(10.0, 14.0, 13.830357142857142)","(21.0, 29.0, 28.953846153846154)","(41.0, 55.0, 53.65384615384615)","(101.0, 570.0, 527.1428571428571)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.87755102040816)","(3.6, 4.0, 3.9437027707808565)"
16-12-2022 15:51:31.262787,"(7.0, 7.6, 7.579679144385026)","(18.0, 22.0, 21.772727272727273)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(2.9, 3.35, 3.322435897435897)","(10.0, 14.0, 13.830357142857142)","(21.0, 29.0, 28.953846153846154)","(41.0, 55.0, 53.65384615384615)","(101.0, 570.0, 527.1428571428571)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.87755102040816)","(3.6, 3.95, 3.9437027707808565)"
16-12-2022 15:51:32.517561,"(7.0, 7.8, 7.628571428571429)","(18.0, 22.0, 21.772727272727273)","(10.0, 12.5, 12.24822695035461)","(20.0, 26.0, 25.64423076923077)","(3.0, 3.35, 3.3227848101265822)","(10.0, 14.0, 13.830357142857142)","(21.0, 29.0, 28.953846153846154)","(41.0, 55.0, 53.65384615384615)","(101.0, 570.0, 527.1428571428571)","(101.0, 290.0, 253.63636363636363)","(51.0, 65.0, 63.87755102040816)","(3.6, 3.95, 3.9437027707808565)"
16-12-2022 15:51:33.735645,"(7.0, 7.8, 7.628571428571429)","(18.0, 22.0, 21.772727272727273)","(10.0, 12.5, 11.943148688046648)","(20.0, 26.0, 25.30841121495327)","(3.0, 3.35, 3.382941176470588)","(10.0, 14.0, 13.696)","(21.0, 29.0, 28.85)","(41.0, 55.0, 53.455882352941174)","(101.0, 570.0, 541.304347826087)","(101.0, 290.0, 251.42857142857144)","(51.0, 65.0, 63.55263157894737)","(3.6, 3.95, 3.8893877551020406)"
16-12-2022 15:51:34.941017,"(7.0, 7.6, 7.452941176470588)","(18.0, 22.0, 21.708029197080293)","(10.0, 12.0, 11.943148688046648)","(20.0, 26.0, 24.853658536585368)","(3.0, 3.4, 3.5458823529411765)","(10.0, 14.0, 13.735955056179776)","(21.0, 29.0, 27.808695652173913)","(41.0, 55.0, 53.61940298507463)","(101.0, 570.0, 486.6666666666667)","(101.0, 280.0, 271.3333333333333)","(51.0, 65.0, 63.65384615384615)","(3.6, 3.9, 3.8447303921568627)"
16-12-2022 15:51:36.192663,"(7.0, 7.4, 7.3533333333333335)","(18.0, 22.0, 21.679738562091504)","(10.0, 12.0, 11.992012779552716)","(20.0, 25.0, 24.830985915492956)","(3.0, 3.55, 3.5490506329113924)","(10.0, 14.0, 13.748663101604278)","(21.0, 28.0, 28.79047619047619)","(41.0, 55.0, 53.45323741007194)","(101.0, 570.0, 486.6666666666667)","(101.0, 290.0, 271.1111111111111)","(51.0, 65.0, 63.65384615384615)","(3.6, 3.85, 3.8434650455927053)"
16-12-2022 15:51:37.408448,"(7.0, 7.4, 7.348717948717949)","(18.0, 22.0, 21.679738562091504)","(10.0, 12.0, 11.992012779552716)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.55, 3.549112426035503)","(10.0, 14.0, 13.75263157894737)","(21.0, 29.0, 28.79047619047619)","(41.0, 55.0, 53.464285714285715)","(101.0, 570.0, 486.6666666666667)","(101.0, 290.0, 271.1111111111111)","(51.0, 65.0, 63.67088607594937)","(3.6, 3.85, 3.8439169139465874)"
16-12-2022 15:51:38.603160,"(7.0, 7.4, 7.346996466431095)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.992088607594937)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.55, 3.549112426035503)","(10.0, 14.0, 13.740331491712707)","(21.0, 29.0, 28.79047619047619)","(41.0, 55.0, 53.464285714285715)","(101.0, 570.0, 486.6666666666667)","(101.0, 290.0, 271.1111111111111)","(51.0, 65.0, 63.67088607594937)","(3.6, 3.85, 3.844849246231156)"
16-12-2022 15:51:39.832720,"(7.0, 7.6, 7.497142857142856)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.992088607594937)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.55, 3.5389671361502346)","(10.0, 14.0, 13.740331491712707)","(21.0, 29.0, 28.79047619047619)","(41.0, 55.0, 53.464285714285715)","(101.0, 570.0, 477.6923076923077)","(101.0, 290.0, 271.1111111111111)","(51.0, 65.0, 63.67088607594937)","(3.6, 3.85, 3.844849246231156)"
16-12-2022 15:51:41.062621,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.993036211699165)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.55, 3.5389671361502346)","(10.0, 14.0, 13.740331491712707)","(21.0, 29.0, 28.79047619047619)","(41.0, 55.0, 53.45323741007194)","(101.0, 570.0, 477.6923076923077)","(101.0, 290.0, 271.1111111111111)","(51.0, 65.0, 63.67088607594937)","(3.6, 3.85, 3.8449742268041236)"
16-12-2022 15:51:42.271078,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.993036211699165)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.55, 3.5389671361502346)","(10.0, 14.0, 13.7265625)","(21.0, 29.0, 28.79047619047619)","(41.0, 55.0, 53.45323741007194)","(101.0, 570.0, 477.6923076923077)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.6, 3.85, 3.8449742268041236)"
16-12-2022 15:51:43.455712,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.993150684931507)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.55, 3.549112426035503)","(10.0, 14.0, 13.7265625)","(21.0, 29.0, 28.77777777777778)","(41.0, 55.0, 53.45323741007194)","(101.0, 570.0, 477.6923076923077)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.6, 3.85, 3.8449086161879897)"
16-12-2022 15:51:44.710136,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.993150684931507)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.55, 3.5447058823529414)","(10.0, 14.0, 13.741379310344827)","(21.0, 29.0, 28.752808988764045)","(41.0, 55.0, 53.45323741007194)","(101.0, 570.0, 477.6923076923077)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.85, 3.8449086161879897)"
16-12-2022 15:51:45.964937,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.97872340425532)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.6, 3.5447058823529414)","(10.0, 14.0, 13.741379310344827)","(21.0, 29.0, 28.752808988764045)","(41.0, 55.0, 53.45323741007194)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.85, 3.8449086161879897)"
16-12-2022 15:51:47.147877,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.978378378378379)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.6, 3.5230263157894735)","(10.0, 14.0, 13.741379310344827)","(21.0, 29.0, 28.752808988764045)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.85, 3.8449086161879897)"
16-12-2022 15:51:48.412097,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.978378378378379)","(20.0, 25.0, 24.833333333333332)","(3.0, 3.55, 3.537837837837838)","(10.0, 14.0, 13.733502538071066)","(21.0, 29.0, 28.695652173913043)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.85, 3.873235294117647)"
16-12-2022 15:51:49.592684,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.978378378378379)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.55, 3.537837837837838)","(10.0, 14.0, 13.733502538071066)","(21.0, 29.0, 28.692307692307693)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.9, 3.873235294117647)"
16-12-2022 15:51:50.779613,"(7.0, 7.6, 7.469491525423729)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.978378378378379)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.55, 3.5246478873239435)","(10.0, 14.0, 13.733502538071066)","(21.0, 29.0, 28.674418604651162)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.9, 3.9212121212121214)"
16-12-2022 15:51:51.939156,"(7.0, 7.6, 7.467241379310345)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.978378378378379)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.55, 3.459375)","(10.0, 14.0, 13.745989304812834)","(21.0, 29.0, 28.674418604651162)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.95, 3.9264150943396228)"
16-12-2022 15:51:53.123238,"(7.0, 7.6, 7.467241379310345)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.978378378378379)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.5, 3.4786008230452676)","(10.0, 14.0, 13.745989304812834)","(21.0, 29.0, 28.674418604651162)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 271.25)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.95, 3.9433035714285714)"
16-12-2022 15:51:54.316986,"(6.5, 7.6, 7.467241379310345)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.978378378378379)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.5, 3.47827868852459)","(10.0, 14.0, 13.745989304812834)","(21.0, 29.0, 28.674418604651162)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 271.25)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.95, 3.9426470588235296)"
16-12-2022 15:51:55.507662,"(6.5, 7.6, 7.467241379310345)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.97037037037037)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.5, 3.5098684210526314)","(10.0, 14.0, 13.745989304812834)","(21.0, 29.0, 28.674418604651162)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.95, 3.9321428571428574)"
16-12-2022 15:51:56.675851,"(6.5, 7.6, 7.467241379310345)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.897286821705427)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.55, 3.499726775956284)","(10.0, 14.0, 13.745989304812834)","(21.0, 29.0, 28.674418604651162)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.95, 3.9321428571428574)"
16-12-2022 15:51:57.850597,"(6.5, 7.6, 7.467241379310345)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.915873015873016)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.55, 3.487295081967213)","(10.0, 14.0, 13.731638418079097)","(21.0, 29.0, 28.674418604651162)","(41.0, 55.0, 53.35664335664336)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.95, 3.9321428571428574)"
16-12-2022 15:51:59.029612,"(6.5, 7.6, 7.467241379310345)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.91311475409836)","(20.0, 25.0, 24.80952380952381)","(3.0, 3.5, 3.486864406779661)","(10.0, 14.0, 13.721621621621622)","(21.0, 29.0, 28.674418604651162)","(41.0, 55.0, 53.45323741007194)","(101.0, 570.0, 475.88235294117646)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.67088607594937)","(3.5, 3.95, 3.898010849909584)"
16-12-2022 15:52:00.207936,"(6.5, 7.6, 7.467826086956522)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.91311475409836)","(20.0, 25.0, 24.75)","(3.0, 3.5, 3.483510638297872)","(10.0, 14.0, 13.73)","(21.0, 29.0, 28.734939759036145)","(41.0, 55.0, 53.609022556390975)","(101.0, 570.0, 480.0)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.40909090909091)","(3.5, 3.9, 3.93101788170564)"
16-12-2022 15:52:01.397574,"(6.5, 7.6, 7.461818181818182)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.928571428571429)","(20.0, 25.0, 24.73015873015873)","(3.0, 3.5, 3.4846534653465344)","(10.0, 14.0, 13.73)","(21.0, 29.0, 28.734939759036145)","(41.0, 55.0, 53.28703703703704)","(101.0, 570.0, 471.0)","(101.0, 280.0, 270.7692307692308)","(51.0, 65.0, 63.40909090909091)","(3.5, 3.95, 3.93101788170564)"
16-12-2022 15:52:02.574236,"(6.5, 7.6, 7.461818181818182)","(18.0, 22.0, 21.683870967741935)","(10.0, 12.0, 11.928571428571429)","(20.0, 25.0, 24.73015873015873)","(3.0, 3.5, 3.485909090909091)","(10.0, 14.0, 13.710714285714285)","(21.0, 29.0, 28.734939759036145)","(41.0, 55.0, 53.28703703703704)","(101.0, 570.0, 471.0)","(101.0, 280.0, 271.25)","(51.0, 65.0, 63.40909090909091)","(3.6, 3.95, 3.897563025210084)"
16-12-2022 15:52:03.738010,"(6.5, 7.6, 7.461818181818182)","(18.0, 23.0, 22.29268292682927)","(10.0, 12.0, 11.926573426573427)","(20.0, 25.0, 24.73015873015873)","(3.0, 3.5, 3.485909090909091)","(10.0, 14.0, 13.710714285714285)","(21.0, 29.0, 28.734939759036145)","(41.0, 55.0, 53.1981981981982)","(101.0, 570.0, 471.0)","(101.0, 280.0, 271.25)","(51.0, 65.0, 63.40909090909091)","(3.6, 3.9, 3.892609489051095)"
16-12-2022 15:52:04.957275,"(6.5, 7.6, 7.461818181818182)","(18.0, 23.0, 22.269461077844312)","(10.0, 12.0, 11.926573426573427)","(20.0, 25.0, 24.73015873015873)","(3.0, 3.5, 3.4644736842105264)","(10.0, 14.0, 13.721804511278195)","(21.0, 29.0, 28.734939759036145)","(41.0, 55.0, 53.10344827586207)","(101.0, 570.0, 478.3333333333333)","(101.0, 280.0, 271.25)","(51.0, 65.0, 63.40909090909091)","(3.6, 3.9, 3.892609489051095)"
16-12-2022 15:52:06.176926,"(6.5, 7.6, 7.461818181818182)","(18.0, 23.0, 22.24550898203593)","(10.0, 12.0, 11.931818181818182)","(20.0, 25.0, 24.73015873015873)","(3.0, 3.5, 3.412075848303393)","(10.0, 14.0, 13.75609756097561)","(21.0, 29.0, 28.083333333333332)","(41.0, 55.0, 53.230088495575224)","(101.0, 570.0, 478.3333333333333)","(101.0, 280.0, 271.25)","(51.0, 65.0, 63.65079365079365)","(3.5, 3.9, 3.910833333333333)"
16-12-2022 15:52:07.345198,"(6.5, 7.4, 7.348701298701299)","(18.0, 22.0, 21.701492537313435)","(10.0, 12.0, 11.85930735930736)","(20.0, 25.0, 24.67924528301887)","(3.0, 3.45, 3.4017688679245284)","(10.0, 14.0, 13.761904761904763)","(21.0, 29.0, 28.5)","(41.0, 55.0, 53.13084112149533)","(101.0, 570.0, 428.3333333333333)","(101.0, 280.0, 236.25)","(51.0, 65.0, 63.111111111111114)","(3.5, 3.95, 3.91675)"
16-12-2022 15:52:08.503052,"(6.5, 7.8, 7.648484848484848)","(18.0, 22.0, 21.815384615384616)","(10.0, 12.0, 11.86734693877551)","(20.0, 25.0, 25.011494252873565)","(3.0, 3.45, 3.3901574803149606)","(10.0, 14.0, 13.46643109540636)","(21.0, 29.0, 28.76271186440678)","(41.0, 55.0, 53.333333333333336)","(101.0, 570.0, 442.5)","(101.0, 280.0, 236.25)","(51.0, 65.0, 63.369565217391305)","(3.5, 3.95, 4.026130653266332)"
16-12-2022 15:52:09.685983,"(6.5, 7.4, 7.311111111111112)","(18.0, 23.0, 22.063492063492063)","(10.0, 11.5, 11.281818181818181)","(20.0, 26.0, 24.291666666666668)","(3.0, 3.45, 3.4149446494464946)","(10.0, 13.5, 13.848)","(21.0, 29.0, 28.4390243902439)","(41.0, 55.0, 53.425925925925924)","(101.0, 570.0, 442.5)","(101.0, 280.0, 243.63636363636363)","(51.0, 65.0, 63.97435897435897)","(3.5, 4.1, 4.035904255319148)"
16-12-2022 15:52:10.875724,"(6.5, 7.2, 7.158536585365853)","(18.0, 23.0, 22.285714285714285)","(10.0, 11.0, 10.824817518248175)","(20.0, 26.0, 25.21153846153846)","(3.0, 3.45, 3.415201465201465)","(10.0, 14.0, 13.58904109589041)","(21.0, 30.0, 28.4390243902439)","(41.0, 55.0, 53.523809523809526)","(101.0, 570.0, 432.85714285714283)","(101.0, 280.0, 255.0)","(51.0, 65.0, 64.21052631578948)","(3.5, 4.1, 4.043301435406699)"
16-12-2022 15:52:12.036241,"(6.5, 7.4, 7.162162162162162)","(18.0, 23.0, 22.322580645161292)","(10.0, 11.5, 11.19811320754717)","(20.0, 26.0, 25.224489795918366)","(3.0, 3.45, 3.3964285714285714)","(10.0, 14.0, 13.733644859813085)","(21.0, 30.0, 28.636363636363637)","(41.0, 55.0, 53.689320388349515)","(101.0, 570.0, 432.85714285714283)","(101.0, 280.0, 240.58823529411765)","(51.0, 65.0, 64.25)","(3.5, 4.1, 4.048697916666667)"
