,A Good Yarn,Pride Of Limassol,Wanaroo,Alfoil,Chosen Miss,Bella Babe,Friday At Five,Danerich Dan,Almira Gulch,Breaker Of Chains,Make An Effort,Filips Star
16-12-2022 15:44:12.864426,"(7.5, 9.0, 8.749333333333333)","(18.0, 23.0, 22.6875)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.692307692307693)","(3.3, 3.45, 3.4484848484848487)","(6.0, 9.2, 9.174999999999999)","(20.0, 25.0, 24.142857142857142)","(31.0, 44.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.38461538461539)","(3.6, 4.5, 4.427941176470588)"
16-12-2022 15:44:14.595387,"(7.5, 9.0, 8.645283018867925)","(18.0, 23.0, 22.6875)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.692307692307693)","(3.3, 3.45, 3.4482758620689657)","(6.0, 9.2, 9.174999999999999)","(20.0, 25.0, 24.75)","(31.0, 44.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.454444444444444)"
16-12-2022 15:44:16.896385,"(7.5, 9.0, 8.714285714285714)","(18.0, 23.0, 21.86111111111111)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.692307692307693)","(3.3, 3.45, 3.4482758620689657)","(6.0, 9.2, 9.174999999999999)","(20.0, 25.0, 24.46153846153846)","(31.0, 44.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.454444444444444)"
16-12-2022 15:44:18.583794,"(7.5, 9.0, 8.666666666666666)","(18.0, 22.0, 21.86111111111111)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.692307692307693)","(3.3, 3.45, 3.4482758620689657)","(6.0, 9.2, 9.145454545454545)","(20.0, 25.0, 24.46153846153846)","(31.0, 44.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.454444444444444)"
16-12-2022 15:44:20.365541,"(7.5, 8.8, 8.666666666666666)","(18.0, 22.0, 22.24)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.692307692307693)","(3.3, 3.45, 3.4482758620689657)","(6.0, 9.2, 9.145454545454545)","(20.0, 25.0, 24.46153846153846)","(31.0, 44.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.453)"
16-12-2022 15:44:22.118439,"(7.5, 8.8, 8.666666666666666)","(18.0, 23.0, 22.24)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.692307692307693)","(3.3, 3.45, 3.4464285714285716)","(6.0, 9.2, 9.145454545454545)","(20.0, 25.0, 24.46153846153846)","(31.0, 44.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.4564814814814815)"
16-12-2022 15:44:24.035362,"(7.5, 8.8, 8.666666666666666)","(18.0, 23.0, 22.24)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.692307692307693)","(3.3, 3.45, 3.4477272727272728)","(6.0, 9.2, 9.145454545454545)","(19.0, 25.0, 23.76923076923077)","(31.0, 44.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.459803921568628)"
16-12-2022 15:44:26.111805,"(7.5, 8.8, 8.666666666666666)","(18.0, 23.0, 22.24)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.692307692307693)","(3.3, 3.45, 3.4477272727272728)","(6.0, 9.2, 9.145454545454545)","(19.0, 25.0, 23.857142857142858)","(31.0, 44.0, 43.0)","(101.0, 270.0, 326.25)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.467346938775511)"
16-12-2022 15:44:27.899415,"(7.5, 8.8, 8.666666666666666)","(18.0, 23.0, 22.26923076923077)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.636363636363637)","(3.3, 3.45, 3.4734848484848486)","(6.0, 9.2, 9.145454545454545)","(19.0, 25.0, 23.58823529411765)","(31.0, 44.0, 43.0)","(101.0, 360.0, 307.5)","(101.0, 320.0, 268.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.461111111111111)"
16-12-2022 15:44:29.666108,"(7.5, 8.8, 8.64516129032258)","(18.0, 23.0, 22.26923076923077)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.636363636363637)","(3.3, 3.5, 3.4734848484848486)","(6.0, 9.2, 9.145454545454545)","(19.0, 25.0, 23.58823529411765)","(31.0, 44.0, 43.0)","(101.0, 360.0, 262.85714285714283)","(101.0, 320.0, 262.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.464077669902912)"
16-12-2022 15:44:31.470268,"(7.5, 8.8, 8.64516129032258)","(18.0, 23.0, 22.26923076923077)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.636363636363637)","(3.3, 3.5, 3.4746031746031747)","(6.0, 9.2, 9.125)","(19.0, 25.0, 23.555555555555557)","(31.0, 44.0, 43.0)","(101.0, 340.0, 250.0)","(101.0, 310.0, 256.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.5, 4.465094339622642)"
16-12-2022 15:44:33.526008,"(7.5, 8.8, 8.637837837837838)","(18.0, 23.0, 22.19148936170213)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.636363636363637)","(3.3, 3.5, 3.4767241379310345)","(6.0, 9.2, 9.123076923076923)","(19.0, 25.0, 23.555555555555557)","(31.0, 44.0, 43.0)","(101.0, 340.0, 232.0)","(101.0, 300.0, 256.0)","(41.0, 70.0, 60.833333333333336)","(3.6, 4.5, 4.465094339622642)"
16-12-2022 15:44:36.620431,"(7.5, 8.6, 8.542657342657343)","(18.0, 23.0, 22.098039215686274)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.5625)","(3.3, 3.6, 3.5635)","(6.0, 9.2, 9.08235294117647)","(19.0, 25.0, 23.555555555555557)","(31.0, 44.0, 43.63636363636363)","(101.0, 340.0, 245.71428571428572)","(101.0, 300.0, 256.0)","(41.0, 70.0, 61.111111111111114)","(3.6, 4.4, 4.352380952380953)"
16-12-2022 15:44:38.342107,"(7.5, 8.6, 8.55)","(18.0, 23.0, 22.098039215686274)","(8.0, 11.0, 10.68867924528302)","(18.0, 26.0, 25.391304347826086)","(3.3, 3.6, 3.565340909090909)","(6.0, 9.2, 9.08235294117647)","(19.0, 25.0, 23.476190476190474)","(31.0, 44.0, 43.666666666666664)","(101.0, 340.0, 233.63636363636363)","(101.0, 300.0, 256.0)","(41.0, 70.0, 61.111111111111114)","(3.6, 4.4, 4.3275)"
16-12-2022 15:44:40.085229,"(7.5, 8.6, 8.55)","(18.0, 23.0, 22.098039215686274)","(8.0, 11.0, 11.142857142857142)","(18.0, 26.0, 25.391304347826086)","(3.3, 3.6, 3.5229508196721313)","(6.0, 9.2, 9.08235294117647)","(19.0, 25.0, 23.476190476190474)","(31.0, 46.0, 43.53846153846154)","(101.0, 340.0, 237.14285714285714)","(101.0, 300.0, 256.0)","(41.0, 70.0, 60.833333333333336)","(3.6, 4.4, 4.329268292682927)"
16-12-2022 15:44:41.869782,"(7.5, 8.6, 8.53623188405797)","(19.0, 23.0, 22.098039215686274)","(8.0, 11.5, 11.016129032258064)","(18.0, 26.0, 24.625)","(3.3, 3.6, 3.517543859649123)","(6.0, 9.2, 9.08235294117647)","(20.0, 25.0, 23.476190476190474)","(31.0, 46.0, 43.53846153846154)","(101.0, 340.0, 237.14285714285714)","(101.0, 300.0, 256.0)","(41.0, 70.0, 60.833333333333336)","(3.7, 4.4, 4.325531914893617)"
16-12-2022 15:44:43.668276,"(7.5, 8.6, 8.53623188405797)","(19.0, 23.0, 22.098039215686274)","(8.0, 11.5, 11.016129032258064)","(18.0, 25.0, 24.625)","(3.3, 3.6, 3.516949152542373)","(6.0, 9.2, 9.0)","(20.0, 25.0, 23.476190476190474)","(31.0, 46.0, 43.53846153846154)","(101.0, 340.0, 237.14285714285714)","(101.0, 300.0, 256.0)","(41.0, 70.0, 60.833333333333336)","(3.7, 4.4, 4.322535211267605)"
16-12-2022 15:44:45.373780,"(7.5, 8.6, 7.65141065830721)","(19.0, 23.0, 22.254901960784313)","(8.0, 11.5, 11.094594594594595)","(18.0, 25.0, 24.625)","(3.3, 3.6, 3.559285714285714)","(6.0, 9.2, 9.0)","(20.0, 25.0, 23.555555555555557)","(31.0, 46.0, 44.22222222222222)","(101.0, 340.0, 250.0)","(101.0, 300.0, 256.0)","(41.0, 70.0, 61.25)","(3.7, 4.4, 4.3448598130841125)"
16-12-2022 15:44:47.214833,"(7.5, 8.0, 7.801413427561838)","(19.0, 23.0, 22.05)","(8.0, 11.5, 11.166666666666666)","(18.0, 25.0, 25.0625)","(3.3, 3.6, 3.6065217391304345)","(6.0, 9.2, 8.905882352941177)","(20.0, 25.0, 24.363636363636363)","(31.0, 46.0, 44.4)","(101.0, 340.0, 274.54545454545456)","(101.0, 300.0, 256.0)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.4, 4.312162162162162)"
16-12-2022 15:44:48.942630,"(7.5, 8.0, 7.733333333333333)","(19.0, 23.0, 22.047619047619047)","(8.0, 11.5, 11.166666666666666)","(18.0, 26.0, 26.866666666666667)","(3.3, 3.65, 3.6579545454545452)","(6.0, 9.2, 8.741935483870968)","(20.0, 25.0, 24.363636363636363)","(31.0, 46.0, 44.93333333333333)","(101.0, 340.0, 254.28571428571428)","(101.0, 300.0, 256.0)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.4, 4.312162162162162)"
16-12-2022 15:44:50.766435,"(7.5, 7.8, 7.719047619047619)","(19.0, 23.0, 22.047619047619047)","(8.0, 11.5, 11.166666666666666)","(18.0, 29.0, 27.625)","(3.3, 3.7, 3.6705357142857142)","(6.0, 8.8, 8.716129032258065)","(20.0, 25.0, 24.363636363636363)","(31.0, 46.0, 44.93333333333333)","(101.0, 340.0, 254.28571428571428)","(101.0, 300.0, 256.0)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.4, 4.312162162162162)"
16-12-2022 15:44:52.624635,"(7.5, 7.8, 7.719047619047619)","(19.0, 23.0, 22.047619047619047)","(8.0, 11.5, 11.166666666666666)","(18.0, 28.0, 26.75)","(3.3, 3.7, 3.6694444444444443)","(6.0, 8.8, 8.703703703703704)","(20.0, 25.0, 24.363636363636363)","(31.0, 46.0, 44.4)","(101.0, 340.0, 254.28571428571428)","(101.0, 300.0, 256.0)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.4, 4.312162162162162)"
16-12-2022 15:44:54.869731,"(7.5, 7.8, 7.719047619047619)","(19.0, 23.0, 22.047619047619047)","(8.0, 11.5, 11.15625)","(18.0, 28.0, 27.0)","(3.3, 3.7, 3.6733870967741935)","(6.0, 8.8, 8.703703703703704)","(20.0, 25.0, 24.363636363636363)","(31.0, 46.0, 44.4)","(101.0, 340.0, 254.28571428571428)","(101.0, 300.0, 256.0)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.4, 4.312162162162162)"
16-12-2022 15:44:56.946051,"(7.5, 7.8, 7.719047619047619)","(19.0, 23.0, 22.047619047619047)","(8.5, 11.5, 11.15625)","(18.0, 28.0, 27.428571428571427)","(3.3, 3.7, 3.710714285714286)","(6.0, 8.8, 8.68)","(20.0, 25.0, 24.363636363636363)","(31.0, 46.0, 44.4)","(101.0, 340.0, 254.28571428571428)","(101.0, 300.0, 256.0)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.3, 4.2973684210526315)"
16-12-2022 15:44:58.703688,"(7.5, 7.8, 7.719047619047619)","(19.0, 23.0, 22.23076923076923)","(8.5, 11.5, 11.125)","(18.0, 28.0, 27.428571428571427)","(3.3, 3.75, 3.736666666666667)","(6.0, 8.8, 8.721739130434782)","(20.0, 25.0, 24.363636363636363)","(31.0, 46.0, 44.4)","(101.0, 340.0, 280.0)","(101.0, 300.0, 241.0)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.3, 4.18)"
16-12-2022 15:45:00.488064,"(7.5, 7.8, 7.588235294117647)","(19.0, 23.0, 22.23076923076923)","(8.5, 11.5, 11.125)","(18.0, 28.0, 27.428571428571427)","(3.3, 3.75, 3.7452830188679247)","(6.0, 8.8, 8.703703703703704)","(20.0, 25.0, 24.363636363636363)","(31.0, 46.0, 44.4)","(101.0, 400.0, 290.0)","(101.0, 360.0, 270.0)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.2, 4.177227722772277)"
16-12-2022 15:45:02.227332,"(7.5, 7.6, 7.733333333333333)","(18.0, 23.0, 21.35483870967742)","(8.5, 11.5, 11.1875)","(19.0, 28.0, 26.666666666666668)","(3.3, 3.8, 3.806547619047619)","(6.0, 8.8, 8.5)","(19.0, 25.0, 23.444444444444443)","(31.0, 46.0, 44.4)","(101.0, 390.0, 287.5)","(101.0, 350.0, 270.0)","(41.0, 70.0, 65.55555555555556)","(3.6, 4.2, 4.176041666666666)"
16-12-2022 15:45:03.914684,"(7.5, 7.8, 7.624727272727273)","(18.0, 22.0, 21.875)","(8.5, 11.5, 11.058823529411764)","(19.0, 28.0, 24.03846153846154)","(3.3, 3.85, 3.9231707317073172)","(6.0, 8.6, 8.572881355932203)","(19.0, 25.0, 23.209302325581394)","(31.0, 46.0, 45.714285714285715)","(101.0, 400.0, 280.0)","(101.0, 350.0, 270.0)","(41.0, 70.0, 69.0)","(3.6, 4.2, 4.252577319587629)"
16-12-2022 15:45:05.675518,"(7.5, 8.0, 7.810526315789473)","(18.0, 22.0, 22.185185185185187)","(8.5, 11.5, 10.964285714285714)","(19.0, 25.0, 23.636363636363637)","(3.3, 4.1, 3.867241379310345)","(6.0, 8.6, 8.561904761904762)","(19.0, 24.0, 22.733333333333334)","(31.0, 46.0, 46.88)","(101.0, 400.0, 272.5)","(101.0, 350.0, 275.0)","(41.0, 70.0, 69.44444444444444)","(3.6, 4.3, 4.2555555555555555)"
16-12-2022 15:45:07.485204,"(7.5, 8.0, 7.809090909090909)","(18.0, 23.0, 22.457142857142856)","(8.5, 11.0, 10.90566037735849)","(19.0, 24.0, 23.692307692307693)","(3.3, 3.9, 3.7944444444444443)","(6.0, 8.6, 8.542857142857143)","(19.0, 23.0, 22.5531914893617)","(31.0, 48.0, 46.88)","(101.0, 400.0, 272.5)","(101.0, 350.0, 275.0)","(41.0, 75.0, 72.61904761904762)","(3.6, 4.3, 4.245454545454545)"
16-12-2022 15:45:09.150489,"(7.5, 8.0, 7.809090909090909)","(18.0, 23.0, 22.457142857142856)","(8.5, 11.0, 10.852459016393443)","(19.0, 24.0, 23.692307692307693)","(3.3, 3.85, 3.8136363636363635)","(6.0, 8.6, 8.542857142857143)","(19.0, 24.0, 22.59259259259259)","(31.0, 48.0, 46.92307692307692)","(101.0, 400.0, 304.0)","(101.0, 350.0, 275.0)","(41.0, 75.0, 72.72727272727272)","(3.6, 4.3, 4.245454545454545)"
16-12-2022 15:45:10.866328,"(7.5, 8.0, 7.811940298507462)","(18.0, 23.0, 22.457142857142856)","(8.5, 11.0, 10.852459016393443)","(19.0, 24.0, 23.692307692307693)","(3.3, 3.85, 3.7988372093023255)","(6.0, 8.6, 8.542857142857143)","(19.0, 24.0, 22.54237288135593)","(31.0, 48.0, 47.411764705882355)","(101.0, 400.0, 280.0)","(101.0, 350.0, 275.0)","(41.0, 75.0, 72.72727272727272)","(3.6, 4.3, 4.245454545454545)"
16-12-2022 15:45:12.680070,"(7.5, 8.0, 7.843939393939394)","(18.0, 23.0, 22.366666666666667)","(8.5, 11.0, 10.852459016393443)","(19.0, 24.0, 23.714285714285715)","(3.3, 3.85, 3.8120689655172413)","(6.0, 8.6, 8.542857142857143)","(19.0, 24.0, 22.941176470588236)","(31.0, 48.0, 47.714285714285715)","(101.0, 400.0, 275.0)","(101.0, 350.0, 275.0)","(41.0, 75.0, 72.72727272727272)","(3.6, 4.3, 4.244186046511628)"
16-12-2022 15:45:14.717855,"(7.5, 8.0, 7.84270462633452)","(18.0, 23.0, 22.44)","(8.5, 11.0, 10.857142857142858)","(19.0, 24.0, 23.714285714285715)","(3.3, 3.85, 3.7925)","(6.0, 8.6, 8.542857142857143)","(19.0, 23.0, 22.941176470588236)","(31.0, 48.0, 47.714285714285715)","(101.0, 380.0, 283.3333333333333)","(101.0, 350.0, 275.0)","(41.0, 75.0, 72.82608695652173)","(3.6, 4.3, 4.244954128440367)"
16-12-2022 15:45:16.502795,"(7.5, 8.0, 7.822489959839357)","(18.0, 23.0, 22.571428571428573)","(8.5, 11.0, 10.85483870967742)","(19.0, 24.0, 23.384615384615383)","(3.3, 3.8, 3.7886363636363636)","(6.0, 8.6, 8.586046511627908)","(19.0, 23.0, 23.6)","(31.0, 48.0, 47.63636363636363)","(101.0, 370.0, 283.3333333333333)","(101.0, 350.0, 230.0)","(41.0, 75.0, 72.72727272727272)","(3.6, 4.3, 4.242028985507247)"
16-12-2022 15:45:18.227537,"(7.5, 8.0, 7.822489959839357)","(18.0, 23.0, 22.484848484848484)","(8.5, 11.0, 10.85483870967742)","(19.0, 24.0, 23.384615384615383)","(3.3, 3.85, 3.8015624999999997)","(6.0, 8.8, 8.575609756097561)","(19.0, 24.0, 23.5)","(31.0, 48.0, 47.63636363636363)","(101.0, 370.0, 340.0)","(101.0, 350.0, 211.42857142857142)","(41.0, 75.0, 72.22222222222223)","(3.6, 4.3, 4.214893617021277)"
16-12-2022 15:45:19.939125,"(7.5, 8.0, 7.822489959839357)","(18.0, 23.0, 22.54054054054054)","(8.5, 11.0, 10.838461538461539)","(19.0, 24.0, 23.428571428571427)","(3.3, 3.85, 3.826530612244898)","(6.0, 8.8, 8.666666666666668)","(19.0, 24.0, 23.875)","(31.0, 48.0, 47.63636363636363)","(101.0, 440.0, 340.0)","(101.0, 340.0, 236.66666666666666)","(41.0, 75.0, 72.22222222222223)","(3.6, 4.3, 4.180120481927711)"
16-12-2022 15:45:21.644698,"(7.5, 8.0, 7.827619047619048)","(18.0, 23.0, 22.54054054054054)","(8.5, 11.0, 10.838461538461539)","(19.0, 24.0, 23.428571428571427)","(3.3, 3.85, 3.828888888888889)","(6.0, 8.8, 8.810526315789474)","(19.0, 24.0, 23.875)","(31.0, 48.0, 47.75)","(101.0, 440.0, 376.6666666666667)","(101.0, 330.0, 255.0)","(41.0, 75.0, 72.22222222222223)","(3.6, 4.2, 4.178709677419355)"
16-12-2022 15:45:23.344011,"(7.5, 8.0, 7.827488151658768)","(18.0, 23.0, 22.54054054054054)","(8.5, 11.0, 10.822033898305085)","(19.0, 24.0, 23.34285714285714)","(3.3, 3.85, 3.8273809523809526)","(6.0, 9.0, 8.810526315789474)","(19.0, 24.0, 23.5)","(31.0, 48.0, 47.888888888888886)","(101.0, 440.0, 350.0)","(101.0, 320.0, 250.0)","(41.0, 75.0, 72.22222222222223)","(3.6, 4.2, 4.177852348993289)"
16-12-2022 15:45:25.073211,"(7.5, 8.0, 7.827488151658768)","(18.0, 23.0, 22.54054054054054)","(8.5, 11.0, 10.822033898305085)","(19.0, 24.0, 23.34285714285714)","(3.3, 3.85, 3.8273809523809526)","(6.0, 9.0, 8.92)","(19.0, 24.0, 23.5)","(31.0, 48.0, 47.888888888888886)","(101.0, 440.0, 350.0)","(101.0, 310.0, 263.3333333333333)","(41.0, 75.0, 72.22222222222223)","(3.6, 4.2, 4.177852348993289)"
16-12-2022 15:45:26.811729,"(7.5, 8.0, 7.776666666666666)","(18.0, 23.0, 22.625)","(8.5, 11.0, 10.822033898305085)","(19.0, 24.0, 23.666666666666668)","(3.3, 3.85, 3.855)","(6.0, 9.0, 8.777777777777777)","(19.0, 24.0, 23.5)","(31.0, 48.0, 48.0)","(101.0, 440.0, 300.0)","(101.0, 300.0, 220.0)","(41.0, 75.0, 72.22222222222223)","(3.6, 4.2, 4.166497461928934)"
16-12-2022 15:45:28.618471,"(7.5, 7.8, 7.776666666666666)","(18.0, 23.0, 22.625)","(8.5, 11.0, 11.276119402985074)","(19.0, 24.0, 23.666666666666668)","(3.3, 3.9, 3.8402985074626863)","(6.0, 9.0, 8.882352941176471)","(19.0, 24.0, 23.818181818181817)","(31.0, 50.0, 48.0)","(101.0, 420.0, 300.0)","(101.0, 280.0, 210.0)","(41.0, 75.0, 72.22222222222223)","(3.6, 4.2, 4.127551020408163)"
16-12-2022 15:45:30.382579,"(7.5, 7.8, 7.751898734177215)","(18.0, 23.0, 22.689655172413794)","(8.5, 11.5, 11.671052631578947)","(19.0, 24.0, 23.833333333333332)","(3.3, 3.9, 3.737735849056604)","(6.0, 9.0, 8.916666666666668)","(19.0, 24.0, 23.866666666666667)","(31.0, 50.0, 47.86046511627907)","(101.0, 420.0, 300.0)","(101.0, 280.0, 217.0)","(41.0, 75.0, 73.33333333333333)","(3.6, 4.2, 4.172794117647059)"
16-12-2022 15:45:32.507488,"(7.5, 7.8, 7.747222222222222)","(18.0, 23.0, 22.606060606060606)","(8.5, 12.0, 11.693548387096774)","(19.0, 24.0, 23.875)","(3.3, 3.75, 3.737735849056604)","(6.0, 9.0, 8.947368421052632)","(19.0, 24.0, 23.866666666666667)","(31.0, 50.0, 47.86046511627907)","(101.0, 420.0, 300.0)","(101.0, 280.0, 217.0)","(41.0, 75.0, 73.33333333333333)","(3.6, 4.2, 4.173076923076923)"
16-12-2022 15:45:34.505028,"(7.5, 7.8, 7.874881516587678)","(18.0, 23.0, 22.535714285714285)","(8.5, 12.0, 11.634615384615385)","(19.0, 24.0, 23.875)","(3.3, 3.75, 3.715217391304348)","(6.0, 9.0, 8.893333333333334)","(19.0, 24.0, 23.866666666666667)","(31.0, 50.0, 47.86046511627907)","(101.0, 420.0, 316.0)","(101.0, 280.0, 217.0)","(41.0, 75.0, 73.33333333333333)","(3.6, 4.2, 4.158503401360544)"
16-12-2022 15:45:36.252622,"(7.5, 8.0, 8.148387096774194)","(18.0, 23.0, 22.535714285714285)","(8.5, 12.0, 11.634615384615385)","(19.0, 24.0, 23.875)","(3.3, 3.75, 3.6635416666666667)","(6.0, 9.0, 8.912)","(19.0, 24.0, 23.866666666666667)","(31.0, 50.0, 47.86046511627907)","(101.0, 400.0, 325.0)","(101.0, 280.0, 217.0)","(41.0, 75.0, 71.61290322580645)","(3.6, 4.2, 4.129310344827586)"
16-12-2022 15:45:37.963616,"(7.5, 8.2, 8.267605633802816)","(18.0, 23.0, 22.535714285714285)","(8.5, 12.0, 11.712121212121213)","(19.0, 24.0, 23.875)","(3.3, 3.7, 3.645909090909091)","(6.0, 9.0, 8.912)","(19.0, 24.0, 23.904761904761905)","(31.0, 50.0, 47.86046511627907)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 217.0)","(41.0, 75.0, 71.61290322580645)","(3.6, 4.2, 4.129310344827586)"
16-12-2022 15:45:39.675102,"(7.5, 8.4, 8.273846153846154)","(18.0, 23.0, 22.625)","(8.5, 12.0, 11.712121212121213)","(19.0, 24.0, 23.95)","(3.3, 3.65, 3.6139303482587066)","(6.0, 9.0, 8.912)","(19.0, 24.0, 23.97826086956522)","(31.0, 50.0, 47.86046511627907)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 217.0)","(41.0, 75.0, 71.61290322580645)","(3.6, 4.2, 4.117391304347826)"
16-12-2022 15:45:41.420591,"(7.5, 8.4, 8.273846153846154)","(18.0, 23.0, 22.833333333333332)","(8.5, 12.0, 11.712121212121213)","(19.0, 24.0, 25.75)","(3.3, 3.65, 3.5796296296296295)","(6.0, 9.0, 8.947368421052632)","(19.0, 24.0, 24.047619047619047)","(31.0, 50.0, 47.86046511627907)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 217.0)","(41.0, 75.0, 71.61290322580645)","(3.6, 4.2, 4.118543046357615)"
16-12-2022 15:45:43.090639,"(7.5, 8.4, 8.291666666666666)","(18.0, 23.0, 22.652173913043477)","(8.5, 12.0, 11.712121212121213)","(19.0, 28.0, 25.666666666666668)","(3.3, 3.6, 3.568888888888889)","(6.0, 9.0, 8.976271186440679)","(19.0, 25.0, 24.047619047619047)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 217.0)","(41.0, 75.0, 70.96153846153847)","(3.6, 4.2, 4.1179487179487175)"
16-12-2022 15:45:44.807519,"(7.5, 8.4, 8.356521739130434)","(18.0, 23.0, 22.535714285714285)","(8.5, 12.0, 11.274193548387096)","(19.0, 27.0, 25.615384615384617)","(3.3, 3.6, 3.540721649484536)","(6.0, 9.2, 9.021621621621621)","(19.0, 25.0, 24.27777777777778)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 217.0)","(41.0, 75.0, 70.96153846153847)","(3.6, 4.2, 4.148484848484848)"
16-12-2022 15:45:46.536616,"(7.5, 8.6, 8.35157894736842)","(18.0, 23.0, 22.741935483870968)","(8.5, 11.5, 11.22972972972973)","(19.0, 27.0, 25.615384615384617)","(3.3, 3.55, 3.540721649484536)","(6.0, 9.2, 9.021621621621621)","(19.0, 25.0, 24.27777777777778)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 217.0)","(41.0, 75.0, 70.96153846153847)","(3.6, 4.2, 4.148484848484848)"
16-12-2022 15:45:48.230032,"(7.5, 8.6, 8.35157894736842)","(18.0, 23.0, 23.666666666666668)","(8.5, 11.5, 11.22972972972973)","(19.0, 27.0, 25.615384615384617)","(3.3, 3.55, 3.540721649484536)","(6.0, 9.2, 9.021621621621621)","(19.0, 25.0, 24.384615384615383)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 217.0)","(41.0, 75.0, 70.96153846153847)","(3.7, 4.2, 4.148484848484848)"
16-12-2022 15:45:49.946052,"(7.0, 8.6, 8.35157894736842)","(18.0, 24.0, 23.666666666666668)","(8.5, 11.5, 11.22972972972973)","(18.0, 27.0, 25.615384615384617)","(3.3, 3.55, 3.540721649484536)","(6.0, 9.2, 9.021621621621621)","(19.0, 25.0, 24.294117647058822)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 217.0)","(41.0, 75.0, 70.96153846153847)","(3.7, 4.2, 4.148484848484848)"
16-12-2022 15:45:51.619381,"(7.0, 8.6, 8.35157894736842)","(18.0, 24.0, 23.425531914893618)","(8.5, 11.5, 11.159090909090908)","(18.0, 27.0, 25.470588235294116)","(3.3, 3.55, 3.5705128205128203)","(6.0, 9.2, 8.916666666666668)","(19.0, 25.0, 24.294117647058822)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 209.28571428571428)","(41.0, 75.0, 70.96153846153847)","(3.7, 4.2, 4.148260869565218)"
16-12-2022 15:45:53.491290,"(7.0, 8.6, 8.523333333333333)","(18.0, 24.0, 23.425531914893618)","(8.5, 11.5, 11.077464788732394)","(18.0, 27.0, 25.470588235294116)","(3.3, 3.6, 3.5885000000000002)","(6.0, 9.2, 8.947368421052632)","(19.0, 25.0, 26.35593220338983)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 209.28571428571428)","(41.0, 75.0, 70.98039215686275)","(3.7, 4.2, 4.148623853211009)"
