,Buckle Up Kenzie,Classy Lady,Cape Fernando,Quick Joey Small,Buckle Up Elise,Quest For More,Vintage Fame
270,"[datetime.datetime(2022, 11, 28, 20, 18, 40, 33710), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 40, 33710), 4.0, 8.4]","[datetime.datetime(2022, 11, 28, 20, 18, 40, 33710), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 40, 33710), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 40, 33710), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 20, 18, 40, 33710), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 40, 33710), 4.6, 8.0]"
271,"[datetime.datetime(2022, 11, 28, 20, 18, 41, 143909), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 41, 143909), 4.0, 8.4]","[datetime.datetime(2022, 11, 28, 20, 18, 41, 143909), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 41, 143909), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 18, 41, 143909), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 20, 18, 41, 143909), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 41, 143909), 4.6, 8.0]"
272,"[datetime.datetime(2022, 11, 28, 20, 18, 42, 256337), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 42, 256337), 4.0, 8.4]","[datetime.datetime(2022, 11, 28, 20, 18, 42, 256337), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 42, 256337), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 18, 42, 256337), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 20, 18, 42, 256337), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 42, 256337), 4.6, 8.0]"
273,"[datetime.datetime(2022, 11, 28, 20, 18, 43, 363619), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 43, 363619), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 43, 363619), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 43, 363619), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 18, 43, 363619), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 43, 363619), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 43, 363619), 4.6, 8.0]"
274,"[datetime.datetime(2022, 11, 28, 20, 18, 44, 482181), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 44, 482181), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 44, 482181), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 44, 482181), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 18, 44, 482181), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 44, 482181), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 44, 482181), 4.6, 8.0]"
275,"[datetime.datetime(2022, 11, 28, 20, 18, 45, 592029), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 45, 592029), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 45, 592029), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 45, 592029), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 18, 45, 592029), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 45, 592029), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 45, 592029), 4.6, 8.0]"
276,"[datetime.datetime(2022, 11, 28, 20, 18, 46, 706924), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 46, 706924), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 46, 706924), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 46, 706924), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 18, 46, 706924), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 46, 706924), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 46, 706924), 4.6, 8.0]"
277,"[datetime.datetime(2022, 11, 28, 20, 18, 47, 817629), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 47, 817629), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 47, 817629), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 47, 817629), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 47, 817629), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 47, 817629), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 47, 817629), 4.6, 8.0]"
278,"[datetime.datetime(2022, 11, 28, 20, 18, 48, 935079), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 48, 935079), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 48, 935079), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 48, 935079), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 48, 935079), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 48, 935079), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 48, 935079), 4.6, 8.0]"
279,"[datetime.datetime(2022, 11, 28, 20, 18, 50, 53047), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 50, 53047), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 50, 53047), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 50, 53047), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 50, 53047), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 50, 53047), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 50, 53047), 4.6, 8.0]"
280,"[datetime.datetime(2022, 11, 28, 20, 18, 51, 173992), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 51, 173992), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 51, 173992), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 51, 173992), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 51, 173992), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 51, 173992), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 51, 173992), 4.6, 8.0]"
281,"[datetime.datetime(2022, 11, 28, 20, 18, 52, 285590), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 52, 285590), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 52, 285590), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 52, 285590), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 52, 285590), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 52, 285590), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 52, 285590), 4.6, 8.0]"
282,"[datetime.datetime(2022, 11, 28, 20, 18, 53, 398480), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 53, 398480), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 53, 398480), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 53, 398480), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 53, 398480), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 53, 398480), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 53, 398480), 4.6, 8.0]"
283,"[datetime.datetime(2022, 11, 28, 20, 18, 54, 524256), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 54, 524256), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 54, 524256), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 54, 524256), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 54, 524256), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 54, 524256), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 54, 524256), 4.6, 8.0]"
284,"[datetime.datetime(2022, 11, 28, 20, 18, 55, 640883), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 55, 640883), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 55, 640883), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 55, 640883), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 55, 640883), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 55, 640883), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 55, 640883), 4.6, 8.0]"
285,"[datetime.datetime(2022, 11, 28, 20, 18, 56, 758321), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 56, 758321), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 56, 758321), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 56, 758321), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 56, 758321), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 56, 758321), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 56, 758321), 4.6, 8.0]"
286,"[datetime.datetime(2022, 11, 28, 20, 18, 57, 872878), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 57, 872878), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 57, 872878), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 57, 872878), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 57, 872878), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 57, 872878), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 57, 872878), 4.6, 8.0]"
287,"[datetime.datetime(2022, 11, 28, 20, 18, 58, 991827), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 18, 58, 991827), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 18, 58, 991827), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 18, 58, 991827), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 18, 58, 991827), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 18, 58, 991827), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 18, 58, 991827), 4.6, 8.0]"
288,"[datetime.datetime(2022, 11, 28, 20, 19, 0, 109430), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 0, 109430), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 0, 109430), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 0, 109430), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 0, 109430), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 0, 109430), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 0, 109430), 4.6, 8.0]"
289,"[datetime.datetime(2022, 11, 28, 20, 19, 1, 233890), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 1, 233890), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 1, 233890), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 1, 233890), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 1, 233890), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 1, 233890), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 1, 233890), 4.6, 8.0]"
290,"[datetime.datetime(2022, 11, 28, 20, 19, 2, 346144), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 2, 346144), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 2, 346144), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 2, 346144), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 2, 346144), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 2, 346144), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 2, 346144), 4.6, 8.0]"
291,"[datetime.datetime(2022, 11, 28, 20, 19, 3, 460499), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 3, 460499), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 3, 460499), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 3, 460499), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 3, 460499), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 3, 460499), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 3, 460499), 4.6, 8.0]"
292,"[datetime.datetime(2022, 11, 28, 20, 19, 4, 569361), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 4, 569361), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 4, 569361), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 4, 569361), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 4, 569361), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 4, 569361), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 4, 569361), 4.6, 8.0]"
293,"[datetime.datetime(2022, 11, 28, 20, 19, 5, 700541), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 5, 700541), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 5, 700541), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 5, 700541), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 5, 700541), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 5, 700541), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 5, 700541), 4.6, 8.0]"
294,"[datetime.datetime(2022, 11, 28, 20, 19, 6, 810846), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 6, 810846), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 6, 810846), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 6, 810846), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 6, 810846), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 6, 810846), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 6, 810846), 4.6, 8.0]"
295,"[datetime.datetime(2022, 11, 28, 20, 19, 7, 924088), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 7, 924088), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 7, 924088), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 7, 924088), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 7, 924088), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 7, 924088), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 7, 924088), 4.6, 8.0]"
296,"[datetime.datetime(2022, 11, 28, 20, 19, 9, 38359), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 9, 38359), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 9, 38359), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 9, 38359), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 9, 38359), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 9, 38359), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 9, 38359), 4.6, 8.0]"
297,"[datetime.datetime(2022, 11, 28, 20, 19, 10, 153687), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 10, 153687), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 10, 153687), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 10, 153687), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 10, 153687), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 10, 153687), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 10, 153687), 4.6, 8.0]"
298,"[datetime.datetime(2022, 11, 28, 20, 19, 11, 275253), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 11, 275253), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 11, 275253), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 11, 275253), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 11, 275253), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 11, 275253), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 11, 275253), 4.6, 8.0]"
299,"[datetime.datetime(2022, 11, 28, 20, 19, 12, 394289), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 12, 394289), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 12, 394289), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 12, 394289), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 12, 394289), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 12, 394289), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 12, 394289), 4.6, 8.0]"
300,"[datetime.datetime(2022, 11, 28, 20, 19, 13, 513563), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 13, 513563), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 13, 513563), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 13, 513563), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 13, 513563), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 13, 513563), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 13, 513563), 4.6, 8.0]"
301,"[datetime.datetime(2022, 11, 28, 20, 19, 14, 625164), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 14, 625164), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 14, 625164), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 14, 625164), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 14, 625164), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 14, 625164), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 14, 625164), 4.6, 8.0]"
302,"[datetime.datetime(2022, 11, 28, 20, 19, 15, 741475), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 15, 741475), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 15, 741475), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 15, 741475), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 15, 741475), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 15, 741475), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 15, 741475), 4.6, 8.0]"
303,"[datetime.datetime(2022, 11, 28, 20, 19, 16, 870073), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 16, 870073), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 16, 870073), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 16, 870073), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 16, 870073), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 16, 870073), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 16, 870073), 4.6, 8.0]"
304,"[datetime.datetime(2022, 11, 28, 20, 19, 17, 998526), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 17, 998526), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 17, 998526), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 17, 998526), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 17, 998526), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 17, 998526), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 17, 998526), 4.6, 8.0]"
305,"[datetime.datetime(2022, 11, 28, 20, 19, 19, 131344), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 19, 131344), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 19, 131344), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 19, 131344), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 19, 131344), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 19, 131344), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 19, 131344), 4.6, 8.0]"
306,"[datetime.datetime(2022, 11, 28, 20, 19, 20, 264074), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 20, 264074), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 20, 264074), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 20, 264074), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 20, 264074), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 20, 264074), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 20, 264074), 4.6, 8.0]"
307,"[datetime.datetime(2022, 11, 28, 20, 19, 21, 382802), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 21, 382802), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 21, 382802), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 21, 382802), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 21, 382802), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 21, 382802), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 21, 382802), 4.6, 8.0]"
308,"[datetime.datetime(2022, 11, 28, 20, 19, 22, 506236), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 22, 506236), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 22, 506236), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 22, 506236), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 22, 506236), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 22, 506236), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 22, 506236), 4.6, 8.0]"
309,"[datetime.datetime(2022, 11, 28, 20, 19, 23, 624505), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 23, 624505), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 23, 624505), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 23, 624505), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 23, 624505), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 23, 624505), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 23, 625505), 4.6, 8.0]"
310,"[datetime.datetime(2022, 11, 28, 20, 19, 24, 754149), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 24, 754149), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 24, 754149), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 24, 754149), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 24, 754149), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 24, 754149), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 24, 754149), 4.6, 8.0]"
311,"[datetime.datetime(2022, 11, 28, 20, 19, 25, 863799), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 25, 863799), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 25, 863799), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 25, 863799), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 25, 863799), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 25, 863799), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 25, 863799), 4.6, 8.0]"
312,"[datetime.datetime(2022, 11, 28, 20, 19, 26, 983130), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 26, 983130), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 26, 983130), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 26, 983130), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 26, 983130), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 26, 983130), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 26, 983130), 4.6, 8.0]"
313,"[datetime.datetime(2022, 11, 28, 20, 19, 28, 153041), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 28, 153041), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 28, 153041), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 28, 153041), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 28, 153041), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 28, 153041), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 28, 153041), 4.6, 8.0]"
314,"[datetime.datetime(2022, 11, 28, 20, 19, 29, 267045), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 29, 267045), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 29, 267045), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 29, 267045), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 29, 267045), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 29, 267045), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 29, 267045), 4.6, 8.0]"
315,"[datetime.datetime(2022, 11, 28, 20, 19, 30, 379771), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 19, 30, 379771), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 19, 30, 379771), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 19, 30, 379771), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 20, 19, 30, 379771), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 19, 30, 379771), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 19, 30, 379771), 4.6, 8.0]"
