,Frame Drive,Soulwriter,Lazy Blaze,Wonderwoman Jujon,Toro Delago Nz,Calvert Hot Shot,Im A Classy Girl,Borsellino,Rocknholme
07-12-2022 19:27:09.601207,"(4.6, 5.7, 5.3)","(18.0, 22.0, 19.0)","(81.0, 140.0, 126.25)","(3.3, 4.1, 3.8363636363636364)","(9.0, 99999, 99990)","(21.0, 34.0, 30.666666666666668)","(4.0, 6.0, 5.28)","(5.5, 6.4, 5.8545454545454545)","(8.0, 12.0, 11.142857142857142)"
07-12-2022 19:27:10.768014,"(4.4, 5.7, 5.3)","(17.0, 22.0, 19.0)","(81.0, 140.0, 126.25)","(3.3, 4.2, 3.881818181818182)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.4, 5.275)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.857142857142858)"
07-12-2022 19:27:11.923303,"(4.4, 5.7, 5.3)","(17.0, 22.0, 19.0)","(81.0, 140.0, 126.25)","(3.3, 4.2, 3.881818181818182)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.4, 5.038461538461538)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.857142857142858)"
07-12-2022 19:27:13.381845,"(4.4, 5.7, 5.3)","(17.0, 22.0, 19.0)","(81.0, 170.0, 130.625)","(3.3, 4.2, 3.8911764705882352)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.5, 5.038461538461538)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.857142857142858)"
07-12-2022 19:27:14.563972,"(4.4, 5.7, 5.3)","(17.0, 22.0, 19.0)","(81.0, 170.0, 130.625)","(3.3, 4.2, 3.8911764705882352)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.5, 5.038461538461538)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.857142857142858)"
07-12-2022 19:27:15.715731,"(4.4, 5.7, 5.3)","(17.0, 22.0, 19.0)","(81.0, 170.0, 125.0)","(3.3, 4.2, 3.8911764705882352)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.5, 5.038461538461538)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.857142857142858)"
07-12-2022 19:27:17.003745,"(4.4, 5.7, 5.3)","(17.0, 22.0, 19.0)","(81.0, 170.0, 155.6818181818182)","(3.3, 4.2, 3.8911764705882352)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.5, 5.038461538461538)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.857142857142858)"
07-12-2022 19:27:18.368603,"(4.4, 5.7, 5.45)","(17.0, 22.0, 19.0)","(81.0, 170.0, 120.0)","(3.3, 4.2, 3.8911764705882352)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.5, 5.425)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.8)"
07-12-2022 19:27:19.589858,"(4.4, 5.7, 5.45)","(17.0, 22.0, 19.0)","(81.0, 170.0, 120.0)","(3.3, 4.2, 3.8911764705882352)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.6, 5.030434782608696)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.8)"
07-12-2022 19:27:20.806399,"(4.4, 5.7, 5.45)","(17.0, 22.0, 19.0)","(81.0, 170.0, 120.0)","(3.3, 4.2, 3.8911764705882352)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.9, 5.030434782608696)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.8)"
07-12-2022 19:27:22.011216,"(4.4, 5.7, 5.45)","(17.0, 22.0, 20.0)","(81.0, 170.0, 144.0909090909091)","(3.3, 4.2, 3.901219512195122)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.6, 5.45)","(5.5, 6.4, 5.8545454545454545)","(9.0, 12.0, 10.681818181818182)"
07-12-2022 19:27:23.343120,"(4.6, 5.7, 5.45)","(17.0, 22.0, 20.333333333333332)","(81.0, 170.0, 144.0909090909091)","(3.3, 4.2, 3.901219512195122)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.5, 5.45)","(5.5, 6.4, 5.8545454545454545)","(8.0, 11.0, 10.178571428571429)"
07-12-2022 19:27:24.752612,"(4.6, 5.7, 5.45)","(17.0, 22.0, 20.333333333333332)","(81.0, 170.0, 122.5)","(3.3, 4.2, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.5, 5.725)","(5.5, 6.4, 5.8545454545454545)","(8.0, 11.0, 10.066666666666666)"
07-12-2022 19:27:26.277557,"(4.6, 5.7, 5.45)","(17.0, 22.0, 19.0)","(81.0, 170.0, 140.0)","(3.3, 4.2, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.711111111111111)","(5.5, 6.4, 5.859999999999999)","(8.0, 11.0, 10.066666666666666)"
07-12-2022 19:27:27.533227,"(4.6, 5.7, 5.45)","(17.0, 21.0, 19.2)","(81.0, 170.0, 160.0)","(3.3, 4.2, 3.8937500000000003)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.7299999999999995)","(5.5, 6.4, 5.859999999999999)","(8.0, 11.0, 10.066666666666666)"
07-12-2022 19:27:28.776731,"(4.6, 5.7, 5.45)","(17.0, 21.0, 19.2)","(81.0, 170.0, 152.0)","(3.3, 4.2, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.7299999999999995)","(5.5, 6.4, 5.859999999999999)","(8.0, 11.0, 9.941176470588236)"
07-12-2022 19:27:30.076160,"(4.6, 5.7, 5.45)","(17.0, 21.0, 19.2)","(81.0, 170.0, 140.0)","(3.3, 4.2, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.7299999999999995)","(5.5, 6.4, 5.859999999999999)","(8.0, 11.0, 9.941176470588236)"
07-12-2022 19:27:31.352646,"(4.6, 5.7, 5.45)","(17.0, 21.0, 19.2)","(81.0, 170.0, 140.0)","(3.3, 4.2, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.7299999999999995)","(5.5, 6.4, 5.859999999999999)","(8.0, 11.0, 9.941176470588236)"
07-12-2022 19:27:32.572457,"(4.6, 5.7, 5.45)","(16.0, 21.0, 20.307692307692307)","(81.0, 170.0, 140.0)","(3.3, 4.2, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.7299999999999995)","(5.5, 6.4, 5.859999999999999)","(8.5, 11.0, 9.9)"
07-12-2022 19:27:33.804432,"(4.6, 5.7, 5.45)","(16.0, 21.0, 19.666666666666668)","(81.0, 170.0, 147.77777777777777)","(3.3, 4.2, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.6)","(5.5, 6.4, 5.859999999999999)","(8.5, 11.0, 9.9)"
07-12-2022 19:27:35.081886,"(4.6, 5.7, 5.45)","(16.0, 21.0, 19.6)","(81.0, 170.0, 153.0)","(3.3, 4.2, 3.8785714285714286)","(10.0, 99999, 99990)","(21.0, 34.0, 31.0)","(4.2, 5.8, 5.7625)","(5.5, 6.4, 6.1230769230769235)","(8.5, 11.0, 10.043478260869565)"
07-12-2022 19:27:36.571889,"(4.6, 5.7, 5.488235294117647)","(16.0, 21.0, 19.6)","(81.0, 170.0, 153.0)","(3.3, 3.95, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.6)","(5.5, 6.4, 5.859999999999999)","(8.5, 11.0, 9.9)"
07-12-2022 19:27:37.916152,"(4.6, 5.7, 5.45)","(16.0, 21.0, 20.5)","(81.0, 170.0, 153.0)","(3.3, 4.2, 3.8776315789473683)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.6)","(5.5, 6.4, 5.859999999999999)","(8.5, 11.0, 9.9)"
07-12-2022 19:27:39.320586,"(4.6, 5.7, 5.45)","(16.0, 21.0, 20.5)","(81.0, 170.0, 136.0)","(3.3, 4.2, 3.885897435897436)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.6)","(5.5, 6.4, 5.859999999999999)","(8.5, 11.0, 9.9)"
07-12-2022 19:27:40.557539,"(4.6, 5.7, 5.45)","(16.0, 21.0, 20.5)","(81.0, 170.0, 154.0)","(3.3, 4.2, 3.868918918918919)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.6)","(5.5, 6.4, 5.859999999999999)","(8.5, 11.0, 9.9)"
07-12-2022 19:27:41.844063,"(4.6, 5.9, 5.3428571428571425)","(16.0, 21.0, 19.970588235294116)","(81.0, 170.0, 135.71428571428572)","(3.3, 4.2, 3.868918918918919)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 5.8, 5.292307692307692)","(5.5, 6.4, 5.938461538461539)","(8.5, 11.0, 10.022222222222222)"
07-12-2022 19:27:43.329024,"(4.6, 5.9, 5.435714285714286)","(16.0, 21.0, 19.90625)","(81.0, 170.0, 116.66666666666667)","(3.3, 4.2, 3.868918918918919)","(10.0, 99999, 99990)","(21.0, 34.0, 32.2)","(4.2, 5.8, 5.292307692307692)","(5.5, 6.4, 6.047058823529412)","(8.5, 11.0, 9.5)"
07-12-2022 19:27:44.613693,"(4.6, 5.9, 5.466666666666667)","(16.0, 21.0, 19.25)","(81.0, 170.0, 116.66666666666667)","(3.3, 4.2, 3.9941176470588236)","(10.0, 99999, 99990)","(21.0, 34.0, 32.714285714285715)","(4.2, 5.8, 5.5249999999999995)","(5.5, 6.4, 6.1692307692307695)","(8.5, 11.0, 9.39)"
07-12-2022 19:27:45.920055,"(4.6, 5.9, 5.480645161290323)","(16.0, 21.0, 19.5)","(81.0, 170.0, 110.0)","(3.3, 4.2, 3.9941176470588236)","(10.0, 99999, 99990)","(21.0, 34.0, 32.714285714285715)","(4.2, 5.8, 5.5249999999999995)","(5.5, 6.4, 6.1692307692307695)","(8.5, 9.6, 9.3375)"
07-12-2022 19:27:47.114794,"(4.6, 5.9, 5.480645161290323)","(16.0, 21.0, 19.5)","(81.0, 170.0, 129.0909090909091)","(3.3, 4.2, 3.9941176470588236)","(10.0, 99999, 99990)","(21.0, 34.0, 32.714285714285715)","(4.2, 5.8, 5.5249999999999995)","(5.5, 6.4, 6.1692307692307695)","(8.5, 9.6, 9.3375)"
07-12-2022 19:27:48.432973,"(4.6, 5.9, 5.480645161290323)","(16.0, 21.0, 19.333333333333332)","(81.0, 170.0, 129.0909090909091)","(3.3, 4.2, 3.9941176470588236)","(10.0, 99999, 99990)","(21.0, 34.0, 32.714285714285715)","(4.2, 5.8, 5.5249999999999995)","(5.5, 6.4, 6.1692307692307695)","(8.0, 9.6, 9.3375)"
07-12-2022 19:27:49.644213,"(4.6, 5.9, 5.480645161290323)","(16.0, 21.0, 18.944444444444443)","(81.0, 170.0, 129.0909090909091)","(3.3, 4.2, 4.025)","(10.0, 99999, 99990)","(21.0, 34.0, 33.30769230769231)","(4.2, 5.8, 5.568421052631579)","(5.5, 6.4, 6.105882352941177)","(8.0, 9.6, 9.39)"
07-12-2022 19:27:50.804831,"(4.6, 5.9, 5.582926829268293)","(16.0, 19.5, 18.75)","(81.0, 170.0, 110.0)","(3.3, 4.2, 4.047826086956522)","(10.0, 99999, 99990)","(21.0, 34.0, 33.30769230769231)","(4.2, 5.8, 5.568421052631579)","(5.5, 6.4, 6.105882352941177)","(8.0, 9.6, 9.39)"
07-12-2022 19:27:52.001298,"(4.6, 5.9, 5.594117647058823)","(16.0, 19.0, 20.333333333333332)","(81.0, 170.0, 123.84615384615384)","(3.3, 4.2, 4.102777777777778)","(10.0, 99999, 99990)","(21.0, 34.0, 33.30769230769231)","(4.2, 5.8, 5.527272727272727)","(5.5, 6.4, 6.047058823529412)","(8.0, 9.6, 9.39)"
07-12-2022 19:27:53.185529,"(4.6, 6.0, 5.733333333333333)","(16.0, 21.0, 20.0)","(81.0, 170.0, 123.84615384615384)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 34.0, 29.333333333333332)","(4.2, 5.8, 5.203703703703704)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:27:54.470384,"(4.6, 6.0, 5.946666666666666)","(16.0, 21.0, 19.285714285714285)","(81.0, 170.0, 116.0)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 36.0, 29.333333333333332)","(4.2, 5.3, 5.114545454545454)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:27:55.673798,"(4.6, 6.0, 5.946666666666666)","(16.0, 21.0, 19.285714285714285)","(81.0, 170.0, 116.0)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 36.0, 29.333333333333332)","(4.2, 5.3, 5.114545454545454)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:27:57.043213,"(4.6, 6.0, 5.946666666666666)","(16.0, 21.0, 19.285714285714285)","(81.0, 170.0, 116.0)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 36.0, 34.57142857142857)","(4.2, 5.3, 5.114545454545454)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:27:58.268825,"(4.6, 6.0, 5.946666666666666)","(16.0, 21.0, 19.714285714285715)","(81.0, 170.0, 118.18181818181819)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 36.0, 33.0)","(4.2, 5.3, 5.207272727272727)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:27:59.484528,"(4.6, 6.0, 5.955555555555556)","(16.0, 21.0, 19.714285714285715)","(81.0, 170.0, 129.28571428571428)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 34.0, 32.25)","(4.2, 5.3, 5.207272727272727)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:28:00.844362,"(4.6, 6.0, 5.955555555555556)","(16.0, 21.0, 19.714285714285715)","(81.0, 170.0, 129.28571428571428)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 34.0, 33.125)","(4.2, 5.3, 5.207272727272727)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:28:02.161490,"(4.6, 6.0, 5.955555555555556)","(16.0, 21.0, 19.714285714285715)","(81.0, 170.0, 120.9090909090909)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 34.0, 33.125)","(4.2, 5.3, 5.207272727272727)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:28:03.442277,"(4.6, 6.0, 5.955555555555556)","(16.0, 21.0, 19.714285714285715)","(81.0, 170.0, 120.9090909090909)","(3.3, 4.2, 4.121739130434783)","(10.0, 99999, 99990)","(21.0, 34.0, 33.125)","(4.2, 5.3, 5.207272727272727)","(5.5, 6.4, 6.246153846153846)","(8.0, 9.6, 9.32)"
07-12-2022 19:28:04.767756,"(4.6, 6.0, 5.955555555555556)","(16.0, 21.0, 21.555555555555557)","(81.0, 170.0, 138.33333333333331)","(3.3, 4.2, 4.171428571428572)","(10.0, 99999, 99990)","(21.0, 34.0, 32.0)","(4.2, 5.3, 5.1127659574468085)","(5.5, 6.4, 6.275)","(8.0, 9.6, 9.36)"
07-12-2022 19:28:06.003600,"(4.6, 6.0, 5.885714285714285)","(16.0, 22.0, 21.125)","(81.0, 170.0, 128.46153846153845)","(3.3, 4.2, 4.175)","(10.0, 99999, 99990)","(21.0, 36.0, 34.875)","(4.2, 5.3, 5.006666666666667)","(5.5, 6.4, 6.1)","(8.0, 9.6, 9.52)"
07-12-2022 19:28:07.227957,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.125)","(81.0, 170.0, 134.0)","(3.3, 4.2, 4.175)","(10.0, 99999, 99990)","(21.0, 36.0, 34.875)","(4.2, 5.3, 5.006666666666667)","(5.5, 6.4, 6.1)","(8.0, 9.6, 9.52)"
07-12-2022 19:28:08.655271,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.125)","(81.0, 170.0, 136.0)","(3.3, 4.2, 4.175)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 5.006666666666667)","(5.5, 6.4, 6.1)","(8.0, 9.6, 9.52)"
07-12-2022 19:28:09.995969,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.125)","(81.0, 170.0, 136.0)","(3.3, 4.2, 4.175)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 5.006666666666667)","(5.5, 6.4, 6.1)","(8.0, 9.6, 9.52)"
07-12-2022 19:28:11.195904,"(4.6, 6.0, 5.8)","(16.0, 23.0, 20.5)","(81.0, 170.0, 133.0769230769231)","(3.3, 4.2, 4.175)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 5.006666666666667)","(5.5, 6.4, 6.1)","(8.0, 9.6, 9.52)"
07-12-2022 19:28:12.367828,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.75)","(81.0, 170.0, 133.0769230769231)","(3.3, 4.2, 4.175)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 5.006666666666667)","(5.5, 6.4, 6.1)","(8.0, 9.6, 9.52)"
07-12-2022 19:28:13.687370,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 170.0, 133.0769230769231)","(3.3, 4.2, 4.175)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 5.006666666666667)","(5.5, 6.4, 6.1)","(8.0, 9.6, 9.52)"
07-12-2022 19:28:14.872170,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 170.0, 137.85714285714286)","(3.3, 4.2, 4.185714285714286)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 4.933333333333334)","(5.5, 6.4, 6.220000000000001)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:16.094290,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 170.0, 137.69230769230768)","(3.3, 4.4, 4.300000000000001)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 4.933333333333334)","(5.5, 6.4, 6.220000000000001)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:17.313351,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 170.0, 137.69230769230768)","(3.3, 4.4, 4.300000000000001)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 4.933333333333334)","(5.5, 6.4, 6.220000000000001)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:18.472690,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 170.0, 137.69230769230768)","(3.3, 4.4, 4.300000000000001)","(10.0, 99999, 99990)","(21.0, 36.0, 35.30769230769231)","(4.2, 5.3, 4.933333333333334)","(5.5, 6.4, 6.220000000000001)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:19.738274,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 170.0, 143.33333333333334)","(3.3, 4.4, 4.300000000000001)","(10.0, 99999, 99990)","(21.0, 36.0, 30.0)","(4.2, 5.3, 5.8100000000000005)","(5.5, 6.4, 6.220000000000001)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:21.098694,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 170.0, 130.0)","(3.3, 4.4, 4.233333333333333)","(10.0, 99999, 99990)","(21.0, 34.0, 30.0)","(4.2, 5.9, 5.433333333333333)","(5.5, 6.4, 6.580645161290322)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:22.379065,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 170.0, 134.0)","(3.3, 4.5, 4.233333333333333)","(10.0, 99999, 99990)","(21.0, 34.0, 32.92307692307692)","(4.2, 5.6, 5.928571428571429)","(5.5, 6.6, 6.228571428571429)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:23.778534,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 150.0, 131.53846153846155)","(3.3, 4.5, 4.54375)","(10.0, 99999, 99990)","(21.0, 34.0, 29.5)","(4.2, 6.0, 5.7299999999999995)","(5.5, 6.4, 6.133333333333334)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:25.124302,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 150.0, 145.0)","(3.3, 4.6, 4.233333333333333)","(10.0, 99999, 99990)","(21.0, 32.0, 28.428571428571427)","(4.2, 6.0, 5.55)","(5.5, 6.4, 6.163636363636363)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:26.340894,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.90909090909091)","(81.0, 180.0, 145.0)","(3.3, 4.6, 4.233333333333333)","(10.0, 99999, 99990)","(21.0, 32.0, 28.428571428571427)","(4.2, 6.0, 5.55)","(5.5, 6.6, 6.163636363636363)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:27.694176,"(4.6, 6.0, 5.8)","(16.0, 23.0, 20.9)","(81.0, 180.0, 125.0)","(3.3, 4.6, 4.233333333333333)","(10.0, 99999, 99990)","(21.0, 32.0, 28.428571428571427)","(4.2, 6.0, 5.699999999999999)","(5.5, 6.6, 6.133333333333334)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:28.962200,"(4.6, 6.0, 5.8)","(16.0, 23.0, 20.9)","(81.0, 180.0, 130.0)","(3.3, 4.6, 4.3538461538461535)","(10.0, 99999, 99990)","(21.0, 32.0, 28.333333333333332)","(4.2, 5.8, 5.4818181818181815)","(5.5, 6.4, 6.371428571428571)","(8.0, 9.6, 9.49090909090909)"
07-12-2022 19:28:30.253014,"(4.6, 6.0, 5.8)","(16.0, 23.0, 20.9)","(81.0, 160.0, 136.0)","(3.5, 4.6, 4.325)","(10.0, 99999, 99990)","(21.0, 29.0, 28.333333333333332)","(4.2, 5.8, 5.4818181818181815)","(5.5, 6.6, 6.371428571428571)","(8.0, 9.6, 9.5)"
07-12-2022 19:28:31.493258,"(4.6, 6.0, 5.8)","(16.0, 23.0, 20.9)","(81.0, 150.0, 123.07692307692308)","(3.5, 4.6, 4.4222222222222225)","(10.0, 99999, 99990)","(21.0, 29.0, 28.333333333333332)","(4.2, 5.8, 5.4818181818181815)","(5.5, 6.6, 6.133333333333334)","(8.0, 10.0, 9.423529411764706)"
07-12-2022 19:28:32.799411,"(4.6, 6.0, 5.8)","(16.0, 23.0, 21.0)","(81.0, 150.0, 123.07692307692308)","(3.5, 4.6, 4.4222222222222225)","(10.0, 99999, 99990)","(21.0, 29.0, 28.333333333333332)","(4.2, 5.8, 5.4818181818181815)","(5.5, 6.4, 6.228571428571429)","(8.0, 9.8, 9.48)"
07-12-2022 19:28:34.149348,"(4.6, 6.2, 5.773333333333333)","(16.0, 22.0, 17.416666666666668)","(81.0, 150.0, 115.0)","(3.5, 4.6, 4.607692307692307)","(10.0, 99999, 99990)","(21.0, 29.0, 28.333333333333332)","(4.2, 5.8, 4.883333333333334)","(5.5, 6.4, 6.32)","(8.0, 9.8, 9.4)"
07-12-2022 19:28:35.579479,"(4.6, 6.2, 5.742857142857143)","(16.0, 22.0, 17.416666666666668)","(81.0, 150.0, 116.66666666666666)","(3.5, 4.8, 4.690476190476191)","(10.0, 99999, 99990)","(21.0, 29.0, 32.714285714285715)","(4.2, 5.8, 5.616666666666667)","(5.5, 6.6, 6.114285714285715)","(8.0, 9.8, 9.4)"
07-12-2022 19:28:37.073043,"(4.6, 6.0, 5.640000000000001)","(16.0, 20.0, 19.0)","(81.0, 140.0, 116.66666666666666)","(3.5, 4.7, 4.690476190476191)","(10.0, 99999, 99990)","(21.0, 34.0, 30.4)","(4.2, 5.7, 5.616666666666667)","(5.5, 6.4, 6.114285714285715)","(8.0, 9.8, 9.309090909090909)"
07-12-2022 19:28:38.581316,"(4.6, 6.0, 5.640000000000001)","(16.0, 20.0, 18.875)","(81.0, 130.0, 106.42857142857143)","(3.5, 4.7, 4.690476190476191)","(10.0, 99999, 99990)","(21.0, 34.0, 28.6)","(4.2, 5.7, 5.575)","(5.5, 6.4, 6.778260869565218)","(8.0, 9.8, 9.309090909090909)"
07-12-2022 19:28:40.027158,"(4.6, 6.0, 5.85)","(16.0, 20.0, 20.125)","(81.0, 130.0, 104.28571428571428)","(3.5, 4.7, 4.695)","(10.0, 99999, 99990)","(21.0, 34.0, 26.8)","(4.2, 5.7, 5.6000000000000005)","(5.5, 6.8, 6.220000000000001)","(8.0, 9.8, 9.4)"
07-12-2022 19:28:41.679280,"(4.6, 6.0, 5.775)","(16.0, 21.0, 20.5625)","(81.0, 130.0, 104.28571428571428)","(3.5, 4.7, 4.780952380952381)","(10.0, 99999, 99990)","(21.0, 34.0, 28.0)","(4.2, 5.7, 5.571428571428571)","(5.5, 6.4, 6.171428571428572)","(8.0, 9.8, 9.4)"
07-12-2022 19:28:43.107143,"(4.6, 5.9, 5.775)","(16.0, 21.0, 20.5625)","(71.0, 130.0, 104.28571428571428)","(3.6, 4.8, 4.76)","(10.0, 99999, 99990)","(21.0, 32.0, 28.5)","(4.2, 5.7, 5.433333333333334)","(5.5, 6.4, 6.109090909090909)","(8.0, 9.8, 8.666666666666666)"
07-12-2022 19:28:44.675233,"(4.6, 5.9, 5.78888888888889)","(16.0, 21.0, 19.5)","(71.0, 130.0, 102.5)","(3.6, 4.8, 4.781818181818181)","(10.0, 99999, 99990)","(21.0, 32.0, 26.857142857142858)","(4.2, 5.7, 5.566666666666666)","(5.5, 6.4, 6.16)","(8.0, 9.0, 8.333333333333334)"
07-12-2022 19:28:46.163642,"(4.6, 5.9, 5.78888888888889)","(16.0, 21.0, 18.86842105263158)","(81.0, 130.0, 115.0)","(3.6, 4.8, 5.0)","(10.0, 99999, 99990)","(21.0, 32.0, 28.5)","(4.2, 5.7, 5.166666666666667)","(5.5, 6.4, 6.0)","(8.0, 8.8, 8.05)"
07-12-2022 19:28:47.614879,"(4.6, 5.9, 5.75)","(16.0, 21.0, 18.40909090909091)","(81.0, 120.0, 102.85714285714286)","(3.6, 5.1, 5.014285714285714)","(10.0, 99999, 99990)","(21.0, 32.0, 28.57142857142857)","(4.2, 5.5, 5.275)","(5.5, 6.4, 6.16)","(8.0, 8.8, 8.175)"
07-12-2022 19:28:49.076825,"(4.6, 6.0, 5.714285714285714)","(16.0, 20.0, 18.714285714285715)","(81.0, 120.0, 112.94117647058823)","(3.6, 5.1, 5.0)","(10.0, 99999, 99990)","(21.0, 32.0, 28.0)","(4.2, 5.4, 5.575)","(5.5, 6.4, 6.16)","(8.0, 8.8, 8.175)"
