,Krafty Boy,The Dancer,Tom The Curious,Mach Daddy,Smooth Overarm Nz,Pippo Nien,Dark Terror,Dukkah,Terryrama,Eagle Commander
07-12-2022 19:08:35.657974,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.2, 9.078260869565216)"
07-12-2022 19:08:37.070226,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.2, 8.757894736842104)"
07-12-2022 19:08:38.490261,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.2, 8.905882352941177)"
07-12-2022 19:08:39.961844,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.4, 8.787500000000001)"
07-12-2022 19:08:41.388479,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 8.8, 8.870588235294118)"
07-12-2022 19:08:42.720577,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.2, 8.85)"
07-12-2022 19:08:44.184810,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.2, 9.086486486486486)"
07-12-2022 19:08:45.608077,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.2, 8.266666666666666)"
07-12-2022 19:08:46.942029,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 6.714285714285714)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.2, 8.266666666666666)"
07-12-2022 19:08:48.204074,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 16.5)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.2, 9.315151515151515)"
07-12-2022 19:08:49.593173,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 27.0)","(10.0, 12.5, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 8.155555555555555)"
07-12-2022 19:08:50.788974,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 8.933333333333334)"
07-12-2022 19:08:52.033362,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 8.933333333333334)"
07-12-2022 19:08:53.362377,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 7.72)"
07-12-2022 19:08:54.662702,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 8.136842105263158)"
07-12-2022 19:08:56.026660,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 8.733333333333333)"
07-12-2022 19:08:57.288259,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 9.309677419354838)"
07-12-2022 19:08:58.476959,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 7.833333333333333)"
07-12-2022 19:08:59.596661,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.0, 7.833333333333333)"
07-12-2022 19:09:00.768917,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.0, 8.5875)"
07-12-2022 19:09:02.197078,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 8.6, 8.917241379310346)"
07-12-2022 19:09:03.562542,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 22.25)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 9.013793103448275)"
07-12-2022 19:09:04.865200,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 22.25)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 9.1)"
07-12-2022 19:09:06.212114,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 22.25)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 9.1)"
07-12-2022 19:09:07.483296,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 22.25)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 8.28)"
07-12-2022 19:09:08.709903,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 19.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.4, 8.85)"
07-12-2022 19:09:09.860160,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 19.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 8.85)"
07-12-2022 19:09:10.992891,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 25.875)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 8.85)"
07-12-2022 19:09:12.220433,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 25.875)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 8.85)"
07-12-2022 19:09:13.685009,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 12.25)"
07-12-2022 19:09:14.924018,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.5, 11.08)"
07-12-2022 19:09:16.384333,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 11.5, 10.68)"
07-12-2022 19:09:17.643545,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 30.75)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 11.0, 10.35)"
07-12-2022 19:09:18.942441,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 10.5, 12.5)"
07-12-2022 19:09:20.242614,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 10.054545454545455)"
07-12-2022 19:09:21.460892,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 10.5, 12.771428571428572)"
07-12-2022 19:09:22.614825,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 9.844444444444445)"
07-12-2022 19:09:23.792117,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 10.0, 12.771428571428572)"
07-12-2022 19:09:24.917150,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 13.44)"
07-12-2022 19:09:26.058046,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 10.125)"
07-12-2022 19:09:27.180235,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 11.0, 13.5)"
07-12-2022 19:09:28.364921,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 13.5)"
07-12-2022 19:09:29.552516,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 21.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 22.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 13.5)"
07-12-2022 19:09:30.887651,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 185.0)","(15.0, 30.0, 20.75)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 46.0, 29.5)","(15.0, 30.0, 21.5)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 13.266666666666667)"
07-12-2022 19:09:32.133785,"(51.0, 200.0, 97.33333333333334)","(61.0, 230.0, 185.0)","(15.0, 29.0, 20.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 44.0, 28.75)","(15.0, 29.0, 21.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 10.37037037037037)"
07-12-2022 19:09:33.492521,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 20.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 21.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 10.5, 13.071428571428571)"
07-12-2022 19:09:34.959429,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 24.555555555555557)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 24.142857142857142)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 10.833333333333334)"
07-12-2022 19:09:36.192563,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 24.142857142857142)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 11.0, 13.961538461538462)"
07-12-2022 19:09:37.632245,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 25.75)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 13.071428571428571)"
07-12-2022 19:09:38.976258,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 23.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 24.142857142857142)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 10.125)"
07-12-2022 19:09:40.252531,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 21.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 10.5, 12.0)"
07-12-2022 19:09:41.607558,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 21.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 12.771428571428572)"
07-12-2022 19:09:42.795693,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 24.142857142857142)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 15.0, 10.6875)"
07-12-2022 19:09:43.976205,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 25.75)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 12.0, 10.6875)"
07-12-2022 19:09:45.223090,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 25.75)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 12.0, 10.6875)"
07-12-2022 19:09:46.543295,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 21.0)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 12.0, 10.625)"
07-12-2022 19:09:47.944726,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 24.142857142857142)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 11.5, 10.177777777777779)"
07-12-2022 19:09:49.397362,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 18.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 32.83333333333333)","(15.0, 28.0, 24.142857142857142)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 11.5, 10.066666666666666)"
07-12-2022 19:09:50.734675,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 20.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 32.83333333333333)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 11.0, 10.066666666666666)"
07-12-2022 19:09:52.034623,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 20.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 34.285714285714285)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 11.0, 10.033333333333333)"
07-12-2022 19:09:53.428251,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 20.25)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 34.285714285714285)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 10.5, 9.290909090909091)"
07-12-2022 19:09:54.660760,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 17.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 10.5, 9.2)"
07-12-2022 19:09:56.083547,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 20.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 10.0, 7.746666666666666)"
07-12-2022 19:09:57.441646,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 20.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.8, 7.866666666666666)"
07-12-2022 19:09:58.761791,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 20.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 28.75)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 8.88)"
07-12-2022 19:10:00.188167,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 20.0)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 32.83333333333333)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.2, 7.693333333333333)"
07-12-2022 19:10:01.635208,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 27.058823529411764)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 40.34375)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 10.916666666666666)","(4.2, 5.9, 5.050000000000001)","(7.5, 9.0, 7.68)"
07-12-2022 19:10:02.962159,"(51.0, 190.0, 94.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 24.555555555555557)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 35.5)","(15.0, 28.0, 19.333333333333332)","(10.0, 13.0, 11.5)","(4.2, 5.9, 5.050000000000001)","(7.5, 8.8, 8.399999999999999)"
07-12-2022 19:10:04.323449,"(51.0, 190.0, 118.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 24.555555555555557)","(4.8, 7.4, 5.866666666666666)","(2.45, 99999, 99990)","(20.0, 42.0, 35.5)","(15.0, 28.0, 19.333333333333332)","(10.0, 12.5, 11.5)","(4.2, 5.9, 5.050000000000001)","(7.5, 8.6, 8.283333333333333)"
07-12-2022 19:10:05.543726,"(51.0, 190.0, 118.0)","(61.0, 220.0, 177.5)","(15.0, 28.0, 23.857142857142858)","(4.6, 7.4, 6.825)","(2.5, 99999, 99990)","(20.0, 42.0, 33.66666666666667)","(15.0, 28.0, 19.333333333333332)","(10.0, 12.5, 11.5)","(4.2, 5.9, 5.050000000000001)","(7.5, 8.4, 7.666666666666666)"
