,Charming Lass,Marben Val,Always A Show,Aussie Chevy,Subzero Ash,She Flys,Summer Lilly,Indian Wells
11-01-2023 13:11:22.671868,"(6.0, 13.5, 11.588888888888889)","(18.0, 34.0, 23.96153846153846)","(2.9, 3.45, 3.0264406779661015)","(5.5, 7.2, 6.690909090909091)","(4.6, 7.6, 6.864516129032258)","(9.0, 20.0, 16.0)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:23.803101,"(6.0, 13.5, 11.588888888888889)","(18.0, 34.0, 23.96153846153846)","(2.9, 3.45, 3.0264406779661015)","(5.5, 7.2, 6.690909090909091)","(4.6, 7.6, 6.864516129032258)","(9.0, 20.0, 16.0)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:24.915037,"(6.0, 13.5, 10.22)","(18.0, 34.0, 23.96153846153846)","(2.9, 3.45, 3.0264406779661015)","(5.5, 7.2, 6.690909090909091)","(4.6, 7.6, 6.864516129032258)","(9.0, 20.0, 16.0)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:26.010289,"(6.0, 13.5, 10.22)","(18.0, 34.0, 23.96153846153846)","(2.9, 3.4, 3.1452631578947368)","(5.5, 7.2, 6.181818181818182)","(4.6, 7.6, 6.864516129032258)","(9.0, 20.0, 17.8)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:27.232349,"(6.0, 13.5, 11.677777777777777)","(18.0, 32.0, 27.833333333333336)","(2.9, 3.4, 3.1066666666666665)","(5.5, 7.2, 6.582352941176471)","(4.6, 7.6, 6.25)","(9.0, 20.0, 18.166666666666668)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:28.299637,"(6.0, 13.5, 11.677777777777777)","(18.0, 32.0, 27.833333333333336)","(2.9, 3.4, 3.1066666666666665)","(5.5, 7.2, 6.78)","(4.6, 7.6, 6.329411764705882)","(9.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:29.468453,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.4, 3.013333333333333)","(5.5, 7.2, 6.78)","(4.6, 7.6, 6.329411764705882)","(9.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:30.572701,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.4, 3.1799999999999997)","(5.5, 7.2, 6.309090909090909)","(4.6, 7.6, 6.329411764705882)","(9.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:31.605292,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.35, 3.1550000000000002)","(5.5, 7.2, 6.309090909090909)","(4.6, 7.6, 6.133333333333333)","(9.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:32.628834,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.35, 3.1550000000000002)","(5.5, 7.2, 6.309090909090909)","(4.6, 7.4, 6.133333333333333)","(9.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:33.673590,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.35, 3.1550000000000002)","(5.5, 7.2, 6.309090909090909)","(4.6, 7.4, 6.107692307692307)","(9.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:34.768003,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.35, 3.1033333333333335)","(5.5, 7.2, 6.309090909090909)","(4.6, 7.4, 6.107692307692307)","(9.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:35.784419,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.35, 3.1033333333333335)","(5.5, 7.2, 6.309090909090909)","(4.6, 7.4, 6.0285714285714285)","(10.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:36.808023,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.3, 3.06)","(5.5, 7.2, 6.309090909090909)","(4.6, 7.4, 6.0285714285714285)","(10.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:37.885872,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.3, 3.0552941176470587)","(5.5, 7.2, 6.309090909090909)","(4.6, 7.4, 6.415384615384616)","(10.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:38.892594,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.3, 3.0078260869565216)","(5.5, 7.2, 6.372727272727273)","(4.6, 7.2, 6.458823529411765)","(10.0, 20.0, 19.3125)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:39.945312,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.196)","(5.5, 7.2, 6.372727272727273)","(4.6, 7.2, 6.091666666666667)","(10.0, 20.0, 18.77777777777778)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:41.125666,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.16)","(5.5, 7.2, 6.372727272727273)","(4.6, 7.2, 6.091666666666667)","(10.0, 20.0, 18.77777777777778)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:42.512031,"(6.0, 13.5, 12.78695652173913)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.1972727272727273)","(5.5, 7.2, 6.383333333333333)","(4.6, 7.2, 6.091666666666667)","(10.0, 20.0, 19.352941176470587)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:43.764333,"(6.0, 12.0, 11.1)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.1972727272727273)","(5.5, 7.2, 6.383333333333333)","(4.6, 7.2, 6.091666666666667)","(10.0, 20.0, 19.352941176470587)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:44.860420,"(6.0, 12.0, 11.1)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.1972727272727273)","(5.5, 7.2, 6.383333333333333)","(4.6, 7.2, 6.091666666666667)","(10.0, 20.0, 19.352941176470587)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.815789473684211)"
11-01-2023 13:11:45.944149,"(6.0, 12.0, 11.1)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.192)","(5.5, 7.2, 6.383333333333333)","(4.6, 7.2, 6.091666666666667)","(10.0, 20.0, 19.352941176470587)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.761111111111111)"
11-01-2023 13:11:47.063224,"(6.0, 13.0, 12.048)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.192)","(5.5, 7.2, 6.383333333333333)","(4.6, 7.2, 5.990909090909091)","(10.0, 20.0, 18.842105263157894)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.761111111111111)"
11-01-2023 13:11:48.096435,"(6.0, 13.0, 10.200000000000001)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.192)","(5.5, 7.2, 6.383333333333333)","(4.6, 7.2, 6.361764705882353)","(10.0, 20.0, 18.842105263157894)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.761111111111111)"
11-01-2023 13:11:49.394845,"(6.0, 13.0, 10.200000000000001)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.192)","(5.5, 7.2, 6.383333333333333)","(4.6, 7.2, 6.361764705882353)","(10.0, 20.0, 18.842105263157894)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 5.761111111111111)"
11-01-2023 13:11:50.844290,"(6.0, 13.0, 10.200000000000001)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.192)","(5.5, 7.2, 6.754545454545455)","(4.6, 7.2, 6.45)","(10.0, 20.0, 18.37037037037037)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.1)"
11-01-2023 13:11:52.104421,"(6.0, 13.0, 10.600000000000001)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.1384615384615384)","(5.5, 7.2, 6.754545454545455)","(4.6, 7.2, 6.45)","(10.0, 20.0, 18.37037037037037)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:11:53.378899,"(6.0, 13.0, 10.600000000000001)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.2177777777777776)","(5.5, 7.2, 6.754545454545455)","(4.6, 7.2, 6.45)","(10.0, 20.0, 15.625)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:11:54.484289,"(6.0, 13.0, 10.600000000000001)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.2177777777777776)","(5.5, 7.2, 6.754545454545455)","(4.6, 7.2, 6.45)","(10.0, 20.0, 15.625)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:11:55.609377,"(6.0, 13.0, 12.0625)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.2177777777777776)","(5.5, 7.2, 6.754545454545455)","(4.6, 7.2, 6.45)","(10.0, 20.0, 15.625)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:11:56.631299,"(6.0, 13.0, 12.0625)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.64)","(4.6, 7.2, 6.45)","(10.0, 20.0, 16.0)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:11:57.694896,"(6.0, 13.0, 12.558823529411764)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.661538461538462)","(4.6, 7.2, 6.45)","(10.0, 20.0, 18.18181818181818)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:11:58.838991,"(6.0, 13.0, 12.558823529411764)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.661538461538462)","(4.6, 7.0, 6.52)","(10.0, 20.0, 18.18181818181818)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:11:59.960080,"(6.0, 13.0, 12.558823529411764)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.661538461538462)","(4.6, 7.0, 6.63076923076923)","(10.0, 20.0, 19.0)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:12:01.021567,"(6.0, 13.0, 12.558823529411764)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.661538461538462)","(4.6, 7.0, 6.791304347826087)","(10.0, 20.0, 19.0)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:12:02.112289,"(6.0, 13.0, 12.375)","(18.0, 32.0, 23.346153846153847)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.271428571428571)","(4.6, 7.0, 6.083333333333334)","(10.0, 20.0, 19.0)","(21.0, 60.0, 42.400000000000006)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:12:03.210378,"(6.0, 13.0, 12.25)","(18.0, 32.0, 22.625)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.435294117647059)","(4.6, 7.0, 6.083333333333334)","(10.0, 20.0, 19.0)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:12:04.349072,"(6.0, 13.0, 12.25)","(18.0, 32.0, 22.625)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.477777777777778)","(4.6, 7.0, 6.576923076923077)","(10.0, 20.0, 19.0)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:12:05.508694,"(6.0, 13.0, 12.25)","(18.0, 32.0, 22.625)","(2.9, 3.25, 3.225833333333333)","(5.5, 7.2, 6.477777777777778)","(4.6, 7.2, 6.875)","(10.0, 20.0, 19.0)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.118918918918919)"
11-01-2023 13:12:06.579143,"(6.0, 13.0, 12.25)","(18.0, 32.0, 22.625)","(2.9, 3.25, 3.2177777777777776)","(5.5, 7.2, 6.691304347826087)","(4.6, 7.2, 7.050000000000001)","(10.0, 20.0, 19.444444444444443)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.133333333333333)"
11-01-2023 13:12:07.620424,"(6.0, 13.0, 12.6)","(18.0, 32.0, 22.625)","(2.9, 3.25, 3.2177777777777776)","(5.5, 7.2, 6.691304347826087)","(4.6, 7.2, 7.050000000000001)","(10.0, 20.0, 19.444444444444443)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.148571428571429)"
11-01-2023 13:12:08.609427,"(6.0, 13.0, 12.6)","(18.0, 32.0, 22.625)","(2.9, 3.25, 3.2177777777777776)","(5.5, 7.2, 6.8100000000000005)","(4.6, 7.2, 7.050000000000001)","(10.0, 20.0, 19.444444444444443)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.1033333333333335)"
11-01-2023 13:12:09.678880,"(6.0, 13.0, 11.933333333333334)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.229285714285714)","(5.5, 7.2, 6.257142857142857)","(4.6, 7.2, 7.074193548387097)","(10.0, 20.0, 19.130434782608695)","(21.0, 60.0, 37.421052631578945)","(5.5, 6.8, 6.202857142857143)"
11-01-2023 13:12:10.783764,"(6.0, 12.5, 11.409090909090908)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.2306666666666666)","(5.5, 7.2, 6.36)","(4.6, 7.2, 6.24)","(10.0, 20.0, 19.09090909090909)","(21.0, 60.0, 37.421052631578945)","(5.5, 6.8, 5.843478260869565)"
11-01-2023 13:12:11.918405,"(6.0, 12.5, 11.4875)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.233888888888889)","(5.5, 7.2, 6.4)","(4.6, 7.2, 6.133333333333334)","(10.0, 20.0, 19.09090909090909)","(21.0, 60.0, 37.421052631578945)","(5.5, 6.8, 6.008333333333333)"
11-01-2023 13:12:13.034658,"(6.0, 12.5, 11.4875)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.233888888888889)","(5.5, 7.2, 6.4)","(4.6, 7.2, 6.133333333333334)","(10.0, 20.0, 19.09090909090909)","(21.0, 60.0, 37.421052631578945)","(5.5, 6.8, 6.20625)"
11-01-2023 13:12:14.165722,"(6.0, 12.5, 10.64375)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.233888888888889)","(5.5, 7.2, 6.573913043478261)","(4.6, 7.2, 6.070588235294117)","(10.0, 20.0, 19.09090909090909)","(21.0, 60.0, 37.421052631578945)","(5.5, 6.8, 6.20625)"
11-01-2023 13:12:15.254113,"(6.0, 12.5, 11.8125)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.2306666666666666)","(5.5, 7.2, 6.573913043478261)","(4.6, 7.2, 6.070588235294117)","(10.0, 20.0, 19.09090909090909)","(21.0, 60.0, 37.421052631578945)","(5.5, 6.8, 6.20625)"
11-01-2023 13:12:16.313085,"(6.0, 12.5, 12.125)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.2306666666666666)","(5.5, 7.2, 6.488888888888889)","(4.6, 7.2, 6.070588235294117)","(10.0, 20.0, 19.09090909090909)","(21.0, 60.0, 37.421052631578945)","(5.5, 6.8, 6.20625)"
11-01-2023 13:12:17.379984,"(6.0, 12.5, 11.884615384615385)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.2306666666666666)","(5.5, 7.2, 6.488888888888889)","(4.6, 7.2, 6.070588235294117)","(10.0, 20.0, 19.5)","(21.0, 60.0, 37.421052631578945)","(5.5, 6.8, 6.20625)"
11-01-2023 13:12:18.422062,"(6.0, 12.5, 12.029411764705882)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.236818181818182)","(5.5, 7.2, 6.573913043478261)","(4.6, 7.2, 6.06)","(10.0, 20.0, 19.5)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.041379310344827)"
11-01-2023 13:12:19.455160,"(6.0, 12.5, 12.25)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.236818181818182)","(5.5, 7.2, 6.573913043478261)","(4.6, 7.2, 6.06)","(10.0, 20.0, 19.5)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 5.857142857142857)"
11-01-2023 13:12:20.520471,"(6.0, 12.5, 12.029411764705882)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.236818181818182)","(5.5, 7.2, 6.66)","(4.6, 7.2, 6.06)","(10.0, 20.0, 19.5)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 5.857142857142857)"
11-01-2023 13:12:21.598251,"(6.0, 12.5, 12.25)","(18.0, 32.0, 21.705882352941178)","(2.9, 3.25, 3.236818181818182)","(5.5, 7.0, 6.1692307692307695)","(4.6, 7.2, 6.06)","(10.0, 20.0, 19.5)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 5.857142857142857)"
11-01-2023 13:12:22.650908,"(6.5, 12.5, 12.142857142857142)","(18.0, 32.0, 21.705882352941178)","(2.8, 3.25, 3.2388461538461537)","(5.0, 6.8, 5.866666666666666)","(4.8, 7.2, 6.06)","(10.0, 20.0, 19.5)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 5.975)"
11-01-2023 13:12:23.763716,"(6.5, 12.5, 11.875)","(18.0, 30.0, 24.0)","(2.8, 3.25, 3.2388461538461537)","(5.0, 6.6, 6.199999999999999)","(4.8, 7.0, 6.5)","(10.0, 20.0, 19.5)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.171428571428571)"
11-01-2023 13:12:24.817242,"(6.5, 12.5, 11.875)","(18.0, 29.0, 25.2)","(2.8, 3.25, 3.2419444444444445)","(5.0, 6.4, 6.030769230769231)","(4.8, 7.0, 6.722222222222222)","(10.0, 20.0, 18.2)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.171428571428571)"
11-01-2023 13:12:25.812951,"(6.5, 12.5, 11.875)","(18.0, 29.0, 25.2)","(2.8, 3.25, 3.2419444444444445)","(5.0, 6.2, 6.066666666666666)","(4.8, 7.0, 6.722222222222222)","(10.0, 20.0, 18.2)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.171428571428571)"
11-01-2023 13:12:26.858234,"(6.5, 12.5, 11.875)","(18.0, 29.0, 20.925)","(2.8, 3.25, 3.2419444444444445)","(5.0, 6.0, 5.9314285714285715)","(4.8, 7.0, 6.8)","(10.0, 20.0, 19.25)","(21.0, 60.0, 41.14285714285714)","(5.5, 6.8, 6.171428571428571)"
11-01-2023 13:12:27.996732,"(6.5, 12.5, 11.833333333333334)","(18.0, 29.0, 20.925)","(2.8, 3.25, 3.2419444444444445)","(5.0, 6.0, 5.929411764705883)","(4.8, 7.0, 6.8)","(10.0, 20.0, 19.25)","(21.0, 60.0, 40.2)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:29.128725,"(6.5, 12.5, 12.13888888888889)","(18.0, 29.0, 24.304347826086957)","(2.8, 3.25, 3.2352380952380955)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.0, 6.717241379310345)","(10.0, 20.0, 19.0625)","(21.0, 60.0, 43.5)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:30.212232,"(6.5, 12.5, 12.13888888888889)","(18.0, 29.0, 24.428571428571427)","(2.8, 3.25, 3.1691304347826086)","(5.0, 6.0, 5.890909090909091)","(4.8, 7.2, 6.717241379310345)","(10.0, 20.0, 19.0625)","(21.0, 60.0, 43.5)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:31.301947,"(6.5, 12.5, 12.13888888888889)","(18.0, 29.0, 24.428571428571427)","(2.8, 3.2, 3.155609756097561)","(5.0, 6.0, 5.890909090909091)","(4.8, 7.2, 6.717241379310345)","(10.0, 20.0, 19.0625)","(21.0, 60.0, 43.5)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:32.403970,"(6.5, 12.5, 12.13888888888889)","(18.0, 29.0, 24.428571428571427)","(2.8, 3.2, 3.140909090909091)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.2, 6.605405405405405)","(10.0, 20.0, 19.318181818181817)","(21.0, 55.0, 43.666666666666664)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:33.497539,"(6.5, 12.5, 12.357142857142858)","(18.0, 29.0, 24.428571428571427)","(2.8, 3.2, 3.140909090909091)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.2, 6.605405405405405)","(10.0, 20.0, 19.318181818181817)","(21.0, 55.0, 41.64285714285714)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:34.542686,"(6.5, 12.5, 11.961538461538462)","(18.0, 28.0, 20.5)","(2.8, 3.2, 3.140909090909091)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.2, 6.605405405405405)","(10.0, 20.0, 19.5)","(21.0, 55.0, 33.785714285714285)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:35.518992,"(6.5, 12.5, 12.214285714285714)","(18.0, 28.0, 20.296296296296298)","(2.8, 3.2, 3.155609756097561)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.2, 6.628571428571429)","(10.0, 20.0, 19.5)","(21.0, 55.0, 33.785714285714285)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:36.555456,"(6.5, 12.5, 12.088235294117647)","(18.0, 28.0, 20.296296296296298)","(2.8, 3.2, 3.155609756097561)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.2, 6.628571428571429)","(10.0, 20.0, 19.5)","(21.0, 55.0, 34.666666666666664)","(5.5, 6.8, 6.422857142857143)"
11-01-2023 13:12:37.637668,"(6.5, 13.0, 12.5)","(18.0, 28.0, 23.666666666666668)","(2.8, 3.2, 3.155609756097561)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.2, 6.628571428571429)","(10.0, 20.0, 19.4375)","(21.0, 48.0, 41.333333333333336)","(5.5, 6.8, 6.422857142857143)"
11-01-2023 13:12:38.761701,"(6.5, 13.5, 12.9375)","(18.0, 28.0, 23.666666666666668)","(2.8, 3.2, 3.155609756097561)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.2, 6.628571428571429)","(10.0, 20.0, 21.68181818181818)","(21.0, 48.0, 38.857142857142854)","(5.5, 6.8, 6.422857142857143)"
11-01-2023 13:12:39.837872,"(6.5, 13.5, 12.576923076923077)","(18.0, 28.0, 23.666666666666668)","(2.8, 3.2, 3.1365853658536587)","(5.0, 6.0, 5.902702702702703)","(4.8, 7.2, 6.628571428571429)","(10.0, 22.0, 21.147058823529413)","(21.0, 50.0, 38.857142857142854)","(5.5, 6.8, 6.232258064516129)"
11-01-2023 13:12:40.849416,"(6.5, 13.5, 12.9375)","(18.0, 28.0, 23.161290322580644)","(2.8, 3.2, 3.0153846153846153)","(5.0, 6.2, 6.125)","(4.8, 7.2, 6.628571428571429)","(10.0, 23.0, 20.576923076923077)","(21.0, 50.0, 38.857142857142854)","(5.5, 6.8, 6.148148148148148)"
11-01-2023 13:12:41.808994,"(6.5, 13.5, 12.9375)","(18.0, 27.0, 24.333333333333332)","(2.8, 3.2, 3.111578947368421)","(5.0, 6.2, 6.125)","(4.8, 7.2, 6.628571428571429)","(10.0, 23.0, 20.982758620689655)","(21.0, 50.0, 38.857142857142854)","(5.5, 6.8, 6.148148148148148)"
11-01-2023 13:12:42.848653,"(6.5, 13.5, 11.722222222222221)","(18.0, 27.0, 23.705882352941178)","(2.8, 3.2, 3.111578947368421)","(5.0, 6.2, 6.131428571428572)","(4.8, 7.2, 6.628571428571429)","(10.0, 23.0, 20.66)","(21.0, 50.0, 28.916666666666668)","(5.5, 6.8, 6.324324324324325)"
11-01-2023 13:12:43.931854,"(6.5, 13.5, 13.0)","(18.0, 27.0, 22.227272727272727)","(2.8, 3.2, 3.111578947368421)","(5.0, 6.2, 6.033333333333333)","(4.8, 7.2, 6.628571428571429)","(10.0, 23.0, 20.66)","(21.0, 50.0, 31.25925925925926)","(5.5, 6.8, 6.3707317073170735)"
11-01-2023 13:12:45.098637,"(6.5, 13.5, 12.558823529411764)","(18.0, 27.0, 21.814814814814813)","(2.8, 3.2, 3.1353846153846154)","(5.0, 6.2, 6.033333333333333)","(4.8, 7.2, 6.628571428571429)","(10.0, 23.0, 21.142857142857142)","(21.0, 50.0, 37.07692307692308)","(5.5, 6.8, 6.408888888888889)"
11-01-2023 13:12:46.187450,"(6.5, 13.5, 12.452380952380953)","(18.0, 27.0, 21.814814814814813)","(2.8, 3.2, 3.025)","(5.0, 6.2, 6.033333333333333)","(4.8, 7.2, 6.628571428571429)","(10.0, 23.0, 21.142857142857142)","(21.0, 50.0, 37.12)","(5.5, 6.8, 6.36)"
11-01-2023 13:12:47.316545,"(6.5, 13.5, 12.125)","(18.0, 26.0, 24.81818181818182)","(2.8, 3.2, 3.025)","(5.0, 6.2, 5.9941176470588236)","(4.8, 7.2, 6.628571428571429)","(10.0, 23.0, 20.652173913043477)","(21.0, 50.0, 37.333333333333336)","(5.5, 6.8, 6.22608695652174)"
11-01-2023 13:12:48.459984,"(6.5, 13.5, 12.125)","(18.0, 26.0, 22.941176470588236)","(2.8, 3.2, 3.025)","(5.0, 6.2, 6.054545454545455)","(4.8, 7.2, 6.866666666666667)","(10.0, 23.0, 20.652173913043477)","(21.0, 50.0, 37.333333333333336)","(5.5, 6.8, 6.324324324324325)"
11-01-2023 13:12:49.426381,"(6.5, 13.0, 11.8)","(18.0, 26.0, 22.941176470588236)","(2.8, 3.2, 3.1363636363636367)","(5.0, 6.2, 6.054545454545455)","(4.8, 7.0, 6.866666666666667)","(10.0, 23.0, 20.652173913043477)","(21.0, 50.0, 41.6)","(5.5, 6.8, 6.324324324324325)"
11-01-2023 13:12:50.389091,"(6.5, 13.0, 12.025)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.2, 3.0687499999999996)","(5.0, 6.2, 6.076923076923077)","(4.8, 7.0, 6.866666666666667)","(10.0, 23.0, 20.652173913043477)","(21.0, 46.0, 28.22222222222222)","(5.5, 6.8, 6.292307692307692)"
