,Charming Lass,Marben Val,Always A Show,Aussie Chevy,Subzero Ash,She Flys,Summer Lilly,Indian Wells
11-01-2023 13:12:51.360075,"(6.5, 13.0, 11.852941176470589)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.072222222222222)","(5.0, 6.4, 6.0)","(4.8, 7.0, 6.628571428571429)","(10.0, 23.0, 20.652173913043477)","(21.0, 46.0, 28.22222222222222)","(5.5, 6.8, 6.292307692307692)"
11-01-2023 13:12:52.363967,"(6.5, 13.0, 11.852941176470589)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.1166666666666667)","(5.0, 6.4, 6.0)","(4.8, 7.0, 6.628571428571429)","(10.0, 23.0, 20.652173913043477)","(21.0, 46.0, 31.0)","(5.5, 6.8, 6.496551724137931)"
11-01-2023 13:12:53.489258,"(6.5, 13.0, 12.55)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.0)","(4.8, 6.8, 6.707692307692308)","(10.0, 23.0, 20.652173913043477)","(21.0, 42.0, 34.22222222222222)","(5.5, 6.8, 6.496551724137931)"
11-01-2023 13:12:54.648431,"(6.5, 13.0, 12.8125)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.0)","(4.8, 6.8, 6.707692307692308)","(10.0, 23.0, 20.652173913043477)","(21.0, 42.0, 37.714285714285715)","(5.5, 6.8, 6.496551724137931)"
11-01-2023 13:12:55.778633,"(6.5, 13.0, 12.8125)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.0)","(4.8, 6.8, 6.707692307692308)","(10.0, 23.0, 20.652173913043477)","(21.0, 42.0, 35.333333333333336)","(5.5, 6.8, 6.496551724137931)"
11-01-2023 13:12:56.899375,"(6.5, 13.0, 12.8125)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.0)","(4.8, 6.8, 6.707692307692308)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.25)"
11-01-2023 13:12:58.009391,"(7.0, 13.0, 12.8125)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.1166666666666667)","(5.0, 6.4, 6.0)","(4.8, 6.8, 6.4)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.25)"
11-01-2023 13:12:59.092947,"(7.0, 13.0, 12.8125)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.1166666666666667)","(5.0, 6.4, 6.228571428571429)","(4.8, 6.8, 6.094117647058823)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.581818181818182)"
11-01-2023 13:13:00.270403,"(7.0, 13.0, 12.8125)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.1166666666666667)","(5.0, 6.4, 6.266666666666667)","(4.8, 6.8, 6.094117647058823)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 32.526315789473685)","(5.5, 6.8, 6.581818181818182)"
11-01-2023 13:13:01.286566,"(7.0, 13.0, 12.8125)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.1166666666666667)","(5.0, 6.4, 6.266666666666667)","(4.8, 6.8, 6.094117647058823)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 32.526315789473685)","(5.5, 6.8, 6.581818181818182)"
11-01-2023 13:13:02.389385,"(7.0, 13.0, 12.8125)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.266666666666667)","(4.8, 6.8, 6.16)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.523076923076923)"
11-01-2023 13:13:03.511469,"(7.0, 13.5, 12.433333333333334)","(18.0, 26.0, 21.220588235294116)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.25)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.523076923076923)"
11-01-2023 13:13:04.525284,"(7.0, 13.5, 12.433333333333334)","(18.0, 25.0, 23.625)","(2.8, 3.25, 3.1166666666666667)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.25)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.463157894736843)"
11-01-2023 13:13:05.557705,"(7.0, 13.5, 12.433333333333334)","(18.0, 25.0, 21.096774193548388)","(2.8, 3.25, 3.1738095238095236)","(5.0, 6.4, 6.2)","(4.8, 6.4, 6.1000000000000005)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.463157894736843)"
11-01-2023 13:13:06.510400,"(7.0, 13.5, 12.433333333333334)","(18.0, 25.0, 20.80263157894737)","(2.8, 3.25, 3.1738095238095236)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.114285714285715)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.463157894736843)"
11-01-2023 13:13:07.488239,"(7.0, 13.5, 12.433333333333334)","(18.0, 25.0, 20.7375)","(2.8, 3.2, 3.1125000000000003)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.114285714285715)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.463157894736843)"
11-01-2023 13:13:08.489171,"(7.0, 13.0, 12.375)","(18.0, 25.0, 20.7375)","(2.8, 3.25, 3.1166666666666667)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.140000000000001)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 32.526315789473685)","(5.5, 6.8, 6.463157894736843)"
11-01-2023 13:13:09.532530,"(7.0, 13.0, 12.666666666666666)","(18.0, 25.0, 20.7375)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.140000000000001)","(11.0, 23.0, 20.652173913043477)","(21.0, 42.0, 32.526315789473685)","(5.5, 6.8, 6.463157894736843)"
11-01-2023 13:13:10.541274,"(7.0, 13.0, 12.375)","(18.0, 25.0, 20.7375)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.140000000000001)","(11.0, 23.0, 20.75)","(21.0, 42.0, 32.526315789473685)","(5.5, 6.8, 6.463157894736843)"
11-01-2023 13:13:11.511866,"(7.0, 13.0, 12.5)","(18.0, 25.0, 20.7375)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.140000000000001)","(11.0, 23.0, 20.75)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.463157894736843)"
11-01-2023 13:13:12.462309,"(7.0, 13.0, 12.714285714285714)","(18.0, 25.0, 20.7375)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.140000000000001)","(11.0, 23.0, 20.75)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:13.458446,"(7.0, 13.0, 12.25)","(18.0, 25.0, 20.49)","(2.8, 3.25, 3.125)","(5.0, 6.4, 6.15)","(4.8, 6.4, 6.140000000000001)","(11.0, 23.0, 21.3)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.48)"
11-01-2023 13:13:14.482665,"(7.0, 13.0, 12.25)","(18.0, 25.0, 20.49)","(2.8, 3.25, 3.203125)","(5.0, 6.6, 6.122727272727273)","(4.8, 6.4, 6.140000000000001)","(11.0, 22.0, 21.3)","(21.0, 42.0, 33.81818181818182)","(5.5, 6.8, 6.48)"
11-01-2023 13:13:15.597695,"(7.0, 13.0, 12.25)","(18.0, 25.0, 20.4)","(2.8, 3.25, 3.2142857142857144)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.4, 6.071428571428572)","(11.0, 22.0, 20.95)","(21.0, 42.0, 33.25)","(5.5, 6.8, 6.48)"
11-01-2023 13:13:16.766370,"(7.0, 13.0, 12.25)","(18.0, 25.0, 20.4)","(2.8, 3.25, 3.2142857142857144)","(5.0, 6.6, 6.1000000000000005)","(4.8, 6.4, 6.071428571428572)","(11.0, 22.0, 20.95)","(21.0, 42.0, 32.3448275862069)","(5.5, 6.8, 6.586666666666667)"
11-01-2023 13:13:17.796094,"(7.0, 13.0, 11.59375)","(18.0, 25.0, 20.4)","(2.8, 3.25, 3.2142857142857144)","(5.0, 6.6, 6.1000000000000005)","(4.8, 6.4, 6.071428571428572)","(11.0, 22.0, 20.95)","(21.0, 42.0, 32.3448275862069)","(5.5, 6.8, 6.586666666666667)"
11-01-2023 13:13:18.955697,"(7.0, 13.0, 12.076923076923077)","(18.0, 25.0, 20.4)","(2.8, 3.25, 3.2142857142857144)","(5.0, 6.6, 6.133333333333334)","(4.8, 6.4, 6.071428571428572)","(11.0, 22.0, 20.95)","(21.0, 42.0, 32.333333333333336)","(5.5, 6.8, 6.553846153846154)"
11-01-2023 13:13:20.113354,"(7.0, 13.0, 12.294117647058824)","(18.0, 25.0, 20.285714285714285)","(2.8, 3.25, 3.2142857142857144)","(5.0, 6.6, 6.314814814814815)","(4.8, 6.4, 6.071428571428572)","(11.0, 22.0, 20.2)","(21.0, 40.0, 34.0)","(5.5, 6.8, 6.542857142857143)"
11-01-2023 13:13:21.205961,"(7.0, 13.0, 12.333333333333334)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.1666666666666665)","(5.0, 6.6, 6.133333333333333)","(4.8, 6.4, 6.057894736842106)","(11.0, 22.0, 20.714285714285715)","(21.0, 40.0, 34.666666666666664)","(5.5, 6.8, 6.542857142857143)"
11-01-2023 13:13:22.218870,"(7.0, 13.0, 12.333333333333334)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.1666666666666665)","(5.0, 6.6, 6.133333333333333)","(4.8, 6.4, 6.057894736842106)","(11.0, 22.0, 21.25)","(21.0, 40.0, 34.666666666666664)","(5.5, 6.8, 6.48695652173913)"
11-01-2023 13:13:23.273099,"(7.0, 13.0, 12.333333333333334)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.1666666666666665)","(5.0, 6.6, 6.133333333333333)","(4.8, 6.4, 6.057894736842106)","(11.0, 22.0, 21.25)","(21.0, 40.0, 36.57142857142857)","(5.5, 6.8, 6.48695652173913)"
11-01-2023 13:13:24.721232,"(7.0, 13.0, 12.333333333333334)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.23)","(5.0, 6.6, 6.283870967741936)","(4.8, 6.4, 6.057894736842106)","(11.0, 22.0, 21.5)","(21.0, 40.0, 33.45454545454545)","(5.5, 6.8, 6.48695652173913)"
11-01-2023 13:13:25.794793,"(7.0, 13.0, 12.333333333333334)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.23)","(5.0, 6.6, 6.283870967741936)","(4.8, 6.4, 6.057894736842106)","(11.0, 22.0, 21.666666666666668)","(21.0, 40.0, 33.45454545454545)","(5.5, 6.8, 6.48695652173913)"
11-01-2023 13:13:26.885047,"(7.0, 13.0, 12.333333333333334)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.2289473684210526)","(5.0, 6.6, 6.283870967741936)","(4.8, 6.4, 6.071428571428572)","(11.0, 22.0, 21.6)","(21.0, 40.0, 32.421052631578945)","(5.5, 6.8, 6.48695652173913)"
11-01-2023 13:13:28.001676,"(7.0, 13.0, 11.941176470588236)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.283870967741936)","(4.8, 6.4, 6.071428571428572)","(11.0, 22.0, 21.166666666666668)","(21.0, 40.0, 33.142857142857146)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:29.220493,"(7.0, 12.0, 11.727272727272727)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.283870967741936)","(4.8, 6.4, 6.057894736842106)","(11.0, 22.0, 21.2)","(21.0, 40.0, 33.18518518518518)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:30.280342,"(7.0, 12.0, 11.875)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.105882352941176)","(4.8, 6.4, 6.057894736842106)","(11.0, 22.0, 24.666666666666668)","(21.0, 40.0, 33.18518518518518)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:31.354937,"(7.0, 12.0, 11.875)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.105882352941176)","(4.8, 6.4, 6.057894736842106)","(11.0, 25.0, 23.18181818181818)","(21.0, 40.0, 33.18518518518518)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:32.437455,"(7.0, 12.0, 11.8)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.283870967741936)","(4.8, 6.4, 6.057894736842106)","(11.0, 25.0, 23.0)","(21.0, 40.0, 33.23076923076923)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:33.617956,"(7.0, 12.0, 11.875)","(18.0, 25.0, 20.22641509433962)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.283870967741936)","(4.8, 6.4, 6.057894736842106)","(11.0, 25.0, 22.91304347826087)","(21.0, 40.0, 32.34782608695652)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:34.953174,"(7.0, 12.0, 11.785714285714286)","(17.0, 25.0, 20.285714285714285)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.25)","(4.8, 6.4, 6.057894736842106)","(11.0, 25.0, 23.545454545454547)","(21.0, 40.0, 32.34782608695652)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:36.061556,"(7.0, 12.0, 11.7)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.25)","(4.8, 6.4, 6.064516129032258)","(11.0, 25.0, 23.545454545454547)","(21.0, 40.0, 34.0)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:37.134434,"(7.0, 12.0, 11.7)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.25)","(4.8, 6.4, 6.064516129032258)","(11.0, 25.0, 23.545454545454547)","(21.0, 38.0, 34.4)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:38.184358,"(7.0, 12.0, 11.875)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.203333333333333)","(4.8, 6.4, 6.075)","(11.0, 25.0, 23.545454545454547)","(21.0, 38.0, 36.8)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:39.282324,"(7.0, 12.0, 11.8)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.203333333333333)","(4.8, 6.4, 6.075)","(11.0, 25.0, 23.545454545454547)","(21.0, 38.0, 36.8)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:40.528791,"(7.0, 12.0, 11.8)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.203333333333333)","(4.8, 6.4, 6.075)","(11.0, 25.0, 23.545454545454547)","(21.0, 38.0, 36.8)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:41.598707,"(7.5, 12.0, 11.875)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.203333333333333)","(4.8, 6.4, 6.075)","(12.0, 25.0, 23.545454545454547)","(21.0, 38.0, 32.96)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:42.617976,"(7.5, 12.0, 11.875)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.203333333333333)","(4.8, 6.4, 6.075)","(12.0, 25.0, 23.545454545454547)","(21.0, 38.0, 36.0)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:43.807117,"(7.5, 12.0, 11.7)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.203333333333333)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.545454545454547)","(21.0, 36.0, 32.53846153846154)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:44.989111,"(7.5, 12.0, 11.357142857142858)","(17.0, 25.0, 19.54)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.70967741935484)","(21.0, 36.0, 33.75)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:46.216867,"(7.5, 12.0, 11.4)","(17.0, 25.0, 19.54)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.70967741935484)","(21.0, 36.0, 33.75)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:47.664634,"(7.5, 12.0, 11.4)","(17.0, 25.0, 19.54)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.70967741935484)","(21.0, 36.0, 31.071428571428573)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:48.838791,"(7.5, 12.0, 11.4)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.70967741935484)","(21.0, 36.0, 31.24137931034483)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:49.928937,"(7.5, 12.0, 11.470588235294118)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.70967741935484)","(21.0, 36.0, 31.24137931034483)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:51.028734,"(7.5, 12.0, 11.538461538461538)","(17.0, 25.0, 19.19148936170213)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.075)","(12.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 6.8, 6.533333333333333)"
11-01-2023 13:13:52.156119,"(7.5, 12.0, 11.181818181818182)","(17.0, 25.0, 18.651162790697676)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 6.8, 6.581818181818182)"
11-01-2023 13:13:53.546751,"(7.5, 12.0, 11.181818181818182)","(17.0, 25.0, 18.4375)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.24137931034483)","(5.5, 6.8, 6.581818181818182)"
11-01-2023 13:13:54.808578,"(7.5, 12.0, 11.181818181818182)","(17.0, 25.0, 23.07142857142857)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.384615384615383)","(5.5, 6.8, 6.581818181818182)"
11-01-2023 13:13:56.144284,"(7.5, 12.0, 11.181818181818182)","(17.0, 24.0, 23.07142857142857)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.384615384615383)","(5.5, 6.8, 6.581818181818182)"
11-01-2023 13:13:57.294795,"(7.5, 12.0, 11.181818181818182)","(17.0, 24.0, 23.07142857142857)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.24137931034483)","(5.5, 6.8, 6.581818181818182)"
11-01-2023 13:13:58.424612,"(7.5, 12.0, 11.181818181818182)","(17.0, 24.0, 20.5)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 6.8, 6.975)"
11-01-2023 13:13:59.583731,"(7.5, 12.0, 11.181818181818182)","(17.0, 23.0, 20.5)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 7.2, 6.92)"
11-01-2023 13:14:00.725083,"(7.5, 12.0, 11.181818181818182)","(17.0, 23.0, 19.236842105263158)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.08918918918919)","(12.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 7.2, 6.828571428571428)"
11-01-2023 13:14:01.961441,"(7.5, 12.0, 11.181818181818182)","(17.0, 23.0, 18.53125)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.4, 6.125)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.071428571428573)","(5.5, 7.2, 6.828571428571428)"
11-01-2023 13:14:03.232967,"(7.5, 12.0, 11.181818181818182)","(17.0, 22.0, 19.5)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.125)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.071428571428573)","(5.5, 7.2, 6.828571428571428)"
11-01-2023 13:14:04.474097,"(7.5, 12.0, 11.181818181818182)","(17.0, 22.0, 17.875)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.125)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.071428571428573)","(5.5, 7.2, 6.852631578947368)"
11-01-2023 13:14:05.661876,"(7.5, 12.0, 11.181818181818182)","(17.0, 22.0, 16.94736842105263)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.071428571428573)","(5.5, 7.2, 6.852631578947368)"
11-01-2023 13:14:06.759559,"(7.5, 12.0, 11.181818181818182)","(17.0, 20.0, 19.789473684210527)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0)","(12.0, 25.0, 23.8)","(21.0, 36.0, 31.071428571428573)","(5.5, 7.2, 6.852631578947368)"
11-01-2023 13:14:07.914943,"(7.5, 12.0, 11.181818181818182)","(17.0, 21.0, 18.75)","(2.8, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(12.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 7.2, 6.852631578947368)"
11-01-2023 13:14:09.160526,"(7.5, 12.0, 11.181818181818182)","(16.0, 21.0, 18.75)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 7.2, 6.852631578947368)"
11-01-2023 13:14:10.339797,"(7.5, 12.0, 11.181818181818182)","(16.0, 21.0, 17.25)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 7.2, 6.852631578947368)"
11-01-2023 13:14:11.537834,"(7.5, 12.0, 11.181818181818182)","(16.0, 21.0, 17.666666666666668)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.6499999999999995)"
11-01-2023 13:14:12.754567,"(7.5, 12.0, 11.181818181818182)","(16.0, 21.0, 17.666666666666668)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.7875)"
11-01-2023 13:14:13.935358,"(7.5, 12.0, 11.181818181818182)","(16.0, 21.0, 17.666666666666668)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.7875)"
11-01-2023 13:14:15.106003,"(7.5, 12.0, 11.181818181818182)","(16.0, 21.0, 17.666666666666668)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.7875)"
11-01-2023 13:14:16.347911,"(7.5, 12.0, 11.142857142857142)","(16.0, 21.0, 17.666666666666668)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.833333333333333)"
11-01-2023 13:14:17.570196,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.928571428571427)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.237037037037037)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 7.2, 6.833333333333333)"
11-01-2023 13:14:18.826774,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.0)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.133333333333333)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 23.8)","(21.0, 36.0, 30.25)","(5.5, 7.2, 6.833333333333333)"
11-01-2023 13:14:19.981550,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.0)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.133333333333333)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.9913043478260875)"
11-01-2023 13:14:21.179003,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.0)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.9913043478260875)"
11-01-2023 13:14:22.360134,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.0)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.8)"
11-01-2023 13:14:23.468812,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.0)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.8)"
11-01-2023 13:14:24.473121,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.0)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 6.9)"
