,Big Time Brielle,Allegro Smudge,Adobe Don,Big Time Ring,Big Time May,Elite Bubble
16-12-2022 13:51:50.045148,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:51.048382,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:52.088367,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:53.128514,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:54.248647,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.04, 1.765)","(9.0, 42.0, 28.25)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:55.406751,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.04, 1.765)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:56.404924,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.04, 1.765)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:57.454575,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.04, 1.765)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:58.502147,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.02, 1.7616666666666667)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:59.693362,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.02, 1.7616666666666667)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:00.829997,"(3.1, 9.4, 7.09375)","(1.7, 2.02, 1.74875)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:01.970545,"(3.1, 9.4, 7.09375)","(1.7, 2.02, 1.74875)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:03.119580,"(3.1, 9.4, 7.09375)","(1.7, 2.02, 1.74875)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:04.238675,"(3.1, 9.4, 7.09375)","(1.7, 2.02, 1.7616666666666667)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:05.565541,"(3.1, 9.4, 7.09375)","(1.7, 2.02, 1.7583333333333333)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:06.648497,"(3.1, 9.4, 8.547727272727274)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:07.683187,"(3.1, 9.4, 6.584615384615384)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:08.815777,"(3.1, 9.4, 6.584615384615384)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:09.873865,"(3.1, 9.4, 6.584615384615384)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:10.930749,"(3.1, 9.4, 6.584615384615384)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:11.994612,"(3.1, 9.4, 6.584615384615384)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:13.029521,"(3.1, 9.4, 6.607692307692308)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:14.114320,"(3.1, 9.4, 6.607692307692308)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:15.188261,"(3.1, 9.4, 6.607692307692308)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:16.327092,"(3.1, 9.4, 8.547727272727274)","(1.7, 2.1, 1.7503846153846154)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:17.753511,"(3.1, 9.4, 8.547727272727274)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:19.729625,"(3.1, 9.4, 6.561538461538461)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:20.940130,"(3.1, 9.4, 6.561538461538461)","(1.7, 2.06, 1.8033333333333332)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:22.107413,"(3.1, 9.4, 7.1312500000000005)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:23.195618,"(3.1, 9.4, 7.1312500000000005)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:24.329623,"(3.1, 9.4, 7.1312500000000005)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:25.456482,"(3.1, 9.4, 7.15)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:26.492511,"(3.1, 9.4, 7.15)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:27.589336,"(3.1, 9.4, 7.15)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:28.701699,"(3.1, 9.4, 7.16875)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:29.819072,"(3.1, 9.4, 7.16875)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:30.986765,"(3.1, 9.4, 8.026923076923078)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:32.099813,"(3.1, 9.4, 8.026923076923078)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:33.233897,"(3.1, 9.4, 8.318181818181818)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:34.596012,"(3.1, 9.4, 8.318181818181818)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:35.894019,"(3.1, 9.4, 8.318181818181818)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:36.984282,"(3.1, 9.4, 8.318181818181818)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:37.952813,"(3.1, 9.4, 8.318181818181818)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:39.019859,"(3.1, 9.4, 8.318181818181818)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:40.094544,"(3.1, 9.4, 8.318181818181818)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:41.169515,"(3.1, 9.4, 8.318181818181818)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:42.224891,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:43.203575,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:44.250228,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:45.291216,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:46.263052,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:47.330369,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:48.473006,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:49.540701,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:50.593050,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:51.600010,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:52.890739,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:54.449114,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 25.599999999999998)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:55.468775,"(3.1, 9.4, 7.206250000000001)","(1.7, 1.99, 1.8033333333333332)","(9.0, 42.0, 36.07142857142857)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:56.556970,"(3.1, 9.4, 8.547727272727274)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 36.07142857142857)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:57.621342,"(3.1, 9.4, 6.561538461538461)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:58.695486,"(3.1, 9.4, 6.561538461538461)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:52:59.620879,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:00.746162,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 12.149999999999999)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:01.809284,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:02.796345,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:03.835455,"(3.1, 9.4, 7.66)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:04.901026,"(3.1, 9.4, 7.66)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:06.091182,"(3.1, 9.4, 7.66)","(1.7, 2.04, 1.765)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:07.732073,"(3.1, 9.4, 8.24)","(1.7, 2.04, 1.765)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:08.921192,"(3.1, 9.4, 8.24)","(1.7, 2.04, 1.765)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:10.109888,"(3.1, 9.4, 8.24)","(1.7, 2.04, 1.765)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:11.115691,"(3.1, 9.4, 8.24)","(1.7, 2.04, 1.765)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:12.154691,"(3.1, 9.4, 7.66)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 11.711111111111112)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:13.412074,"(3.1, 9.4, 7.66)","(1.7, 2.1, 1.7503846153846154)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:14.412832,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:15.537285,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:16.667609,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:17.745356,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:18.802536,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:19.993100,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:21.155837,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.82)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 12.14)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:22.329603,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.82)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:23.501019,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.7571428571428571)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:24.518462,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.74)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:25.531735,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.74)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:26.587141,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.74)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:27.547587,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.74)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:28.488377,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.74)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:29.470733,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.74)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:30.502515,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.8133333333333332)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:31.516230,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.8133333333333332)","(9.0, 42.0, 27.09090909090909)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:32.438928,"(3.1, 9.4, 7.66)","(1.7, 2.1, 1.7095238095238094)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.2)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:33.296823,"(3.1, 9.4, 7.66)","(1.7, 2.08, 1.885)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:34.278984,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7054166666666666)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:35.207316,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7054166666666666)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:36.133309,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7415384615384615)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:37.093411,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7415384615384615)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:38.039573,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7415384615384615)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:39.052276,"(3.1, 9.4, 7.66)","(1.7, 2.06, 1.7054166666666666)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:53:40.001391,"(3.1, 9.4, 7.66)","(1.7, 2.04, 1.711875)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 200.0, 166.20833333333331)"
16-12-2022 13:53:41.011784,"(3.1, 9.4, 7.66)","(1.7, 2.04, 1.711875)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 180.0, 137.6153846153846)"
16-12-2022 13:53:42.039313,"(3.1, 9.4, 7.66)","(1.7, 2.04, 1.711875)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 137.6153846153846)"
16-12-2022 13:53:42.995351,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.7059090909090908)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 137.6153846153846)"
16-12-2022 13:53:43.933279,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.7059090909090908)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 137.6153846153846)"
16-12-2022 13:53:44.791749,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.7425)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 137.6153846153846)"
16-12-2022 13:53:45.660190,"(3.1, 9.4, 7.24375)","(1.7, 2.04, 1.7425)","(9.0, 42.0, 25.700000000000003)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 102.0)"
16-12-2022 13:53:46.542994,"(3.1, 9.4, 7.66)","(1.7, 2.04, 1.7566666666666666)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 102.0)"
16-12-2022 13:53:47.419487,"(3.1, 9.4, 7.66)","(1.7, 2.02, 1.7106249999999998)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
