,Skipover,Win For Laila,Asgata,Miss Conveyor,Crimson Lille,Elegant Taste,Jo Amy,Mischief Melody,Santafe Express,Awesome Tap
12-01-2023 10:34:06.387229,"(19.0, 140.0, 68.33333333333334)","(8.5, 18.5, 12.833333333333332)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.533333333333333)","(20.0, 220.0, 139.8)","(4.0, 3.95, 3.65)","(7.0, 25.0, 19.0)","(3.2, 4.1, 3.34)","(10.0, 23.0, 18.4)","(31.0, 220.0, 90.0)"
12-01-2023 10:34:07.625519,"(19.0, 25.0, 14.733333333333334)","(8.5, 18.5, 12.833333333333332)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.533333333333333)","(20.0, 220.0, 139.8)","(4.0, 3.95, 3.65)","(7.0, 25.0, 19.0)","(3.2, 4.1, 3.3)","(10.0, 23.0, 18.4)","(31.0, 220.0, 90.0)"
12-01-2023 10:34:08.950469,"(19.0, 25.0, 14.733333333333334)","(8.5, 18.5, 12.833333333333332)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.533333333333333)","(20.0, 220.0, 139.8)","(4.0, 3.95, 3.65)","(7.0, 25.0, 19.0)","(3.2, 4.2, 3.84)","(10.0, 23.0, 18.4)","(31.0, 220.0, 90.0)"
12-01-2023 10:34:10.228887,"(19.0, 25.0, 14.733333333333334)","(8.5, 18.5, 12.833333333333332)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.533333333333333)","(20.0, 220.0, 139.8)","(4.0, 3.95, 3.65)","(7.0, 25.0, 22.5)","(3.2, 4.0, 3.3)","(10.0, 23.0, 14.0)","(31.0, 220.0, 134.0)"
12-01-2023 10:34:11.495604,"(19.0, 25.0, 14.733333333333334)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 22.5)","(3.2, 3.9, 3.669230769230769)","(10.0, 16.5, 14.0)","(31.0, 220.0, 134.0)"
12-01-2023 10:34:12.710036,"(19.0, 150.0, 94.6)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 22.5)","(3.2, 3.9, 3.669230769230769)","(10.0, 16.5, 14.0)","(31.0, 220.0, 134.0)"
12-01-2023 10:34:13.926071,"(19.0, 150.0, 94.80000000000001)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 22.5)","(3.2, 3.9, 3.669230769230769)","(10.0, 16.5, 14.0)","(31.0, 220.0, 134.0)"
12-01-2023 10:34:15.070285,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 22.5)","(3.2, 3.9, 3.669230769230769)","(10.0, 16.5, 14.0)","(31.0, 220.0, 134.0)"
12-01-2023 10:34:16.319297,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 22.5)","(3.2, 3.9, 3.669230769230769)","(10.0, 16.5, 14.0)","(31.0, 220.0, 134.0)"
12-01-2023 10:34:17.578644,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 22.5)","(3.2, 3.9, 3.75)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:18.790242,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 22.5)","(3.2, 3.85, 3.75)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:20.030438,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.75)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:21.265841,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.75)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:22.477188,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:23.667714,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:24.835084,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:26.000094,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:27.195920,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:28.417696,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:29.655293,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:30.870084,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.17142857142857)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:32.043027,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.4)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:33.332431,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:34.504442,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:35.643745,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:36.789515,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:38.075664,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:39.266953,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:40.542960,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:41.850008,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:43.063934,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:44.157076,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:45.327652,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:46.460257,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:47.591247,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:48.771315,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:50.197680,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:51.497231,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:52.714293,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:53.853403,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:55.005113,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:56.336252,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:57.576754,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:58.749431,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 13.866666666666667)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:34:59.891326,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:01.046639,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:02.208325,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:03.411069,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:04.592192,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:05.702543,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:06.922285,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:08.017701,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:09.187472,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:10.482245,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:11.689169,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:12.817519,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:14.143898,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:15.515024,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.65)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:16.765031,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.585714285714286)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.6)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:17.933613,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.63125)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.8115384615384618)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:19.161950,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.63125)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.8115384615384618)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
12-01-2023 10:35:20.342803,"(19.0, 150.0, 103.66666666666667)","(8.5, 14.5, 12.25)","(15.0, 210.0, 132.2)","(5.0, 16.0, 14.622222222222222)","(20.0, 220.0, 140.0)","(4.0, 3.95, 3.63125)","(7.0, 25.0, 21.2)","(3.2, 3.85, 3.8115384615384618)","(10.0, 16.5, 14.0)","(31.0, 220.0, 97.14285714285714)"
