,Sozins Princess,Goldstar Ange,Free For All,Sapporo Bale,Homebush Sparkle,Champagne,Mitcham Zorro,Mysterious Lady
12-01-2023 14:18:57.154463,"(10.0, 27.0, 12.085714285714285)","(3.5, 8.0, 6.429411764705883)","(6.5, 99999, 99990)","(8.0, 14.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 15.5, 12.166666666666666)"
12-01-2023 14:18:58.403725,"(10.0, 27.0, 11.533333333333333)","(3.5, 7.4, 6.429411764705883)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.0, 12.166666666666666)"
12-01-2023 14:18:59.892726,"(10.0, 27.0, 13.95)","(3.5, 7.4, 6.429411764705883)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.0, 12.972727272727273)"
12-01-2023 14:19:01.310877,"(10.0, 27.0, 13.95)","(3.5, 7.4, 6.429411764705883)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:02.687804,"(10.0, 27.0, 13.95)","(3.5, 7.4, 6.429411764705883)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:04.036346,"(10.0, 27.0, 13.95)","(3.5, 7.4, 5.54375)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:05.401186,"(10.0, 27.0, 13.95)","(3.5, 7.4, 5.6000000000000005)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 8.323529411764707)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:06.893589,"(10.0, 27.0, 13.95)","(3.5, 7.4, 5.6000000000000005)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:08.208467,"(10.0, 27.0, 13.95)","(3.5, 7.4, 6.406896551724138)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:09.551254,"(10.0, 27.0, 13.95)","(3.5, 7.4, 6.406896551724138)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:11.026992,"(10.0, 27.0, 13.95)","(3.5, 7.4, 6.406896551724138)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:12.339168,"(10.0, 27.0, 15.399999999999999)","(3.5, 7.4, 6.406896551724138)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:13.650396,"(10.0, 27.0, 15.399999999999999)","(3.5, 7.4, 6.406896551724138)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.836363636363636)","(6.5, 16.5, 12.972727272727273)"
12-01-2023 14:19:14.922032,"(10.0, 27.0, 15.399999999999999)","(3.5, 7.4, 6.406896551724138)","(6.5, 99999, 99990)","(8.0, 13.5, 10.55)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 8.125)","(6.5, 16.5, 11.622222222222222)"
12-01-2023 14:19:16.233908,"(10.0, 28.0, 11.644444444444444)","(3.5, 7.4, 6.090909090909092)","(6.5, 99999, 99990)","(8.0, 13.5, 12.32)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:17.510327,"(10.0, 28.0, 11.644444444444444)","(3.5, 7.4, 6.090909090909092)","(6.5, 99999, 99990)","(8.0, 13.5, 12.32)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:18.872537,"(10.0, 28.0, 11.644444444444444)","(3.5, 7.4, 6.325)","(6.5, 99999, 99990)","(8.0, 13.5, 12.32)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:20.202278,"(10.0, 28.0, 11.644444444444444)","(3.5, 7.0, 6.35)","(6.5, 99999, 99990)","(8.0, 13.5, 12.32)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:21.599376,"(10.0, 28.0, 11.644444444444444)","(3.5, 7.0, 5.071428571428571)","(6.5, 99999, 99990)","(8.0, 13.5, 12.32)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:23.017463,"(10.0, 28.0, 11.644444444444444)","(3.5, 5.5, 5.071428571428571)","(6.5, 99999, 99990)","(8.0, 13.5, 12.32)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:24.405277,"(10.0, 28.0, 11.644444444444444)","(3.5, 5.5, 5.071428571428571)","(6.5, 99999, 99990)","(8.0, 13.5, 12.32)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:25.719312,"(10.0, 28.0, 11.644444444444444)","(3.5, 5.5, 5.071428571428571)","(6.5, 99999, 99990)","(8.0, 13.5, 12.32)","(9.0, 17.0, 15.547368421052632)","(4.0, 6.0, 5.3)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:27.012510,"(10.0, 28.0, 11.644444444444444)","(3.5, 5.5, 5.071428571428571)","(6.5, 99999, 99990)","(8.0, 13.5, 10.65)","(9.0, 17.0, 11.6)","(4.0, 6.0, 4.633333333333334)","(6.5, 11.5, 7.074999999999999)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:28.326612,"(10.0, 28.0, 11.644444444444444)","(3.5, 5.4, 4.811764705882354)","(6.5, 99999, 99990)","(8.0, 13.5, 10.65)","(9.0, 17.0, 10.399999999999999)","(4.0, 6.0, 5.18)","(6.5, 11.5, 6.918181818181818)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:29.718616,"(10.0, 28.0, 11.644444444444444)","(3.5, 5.4, 4.811764705882354)","(6.5, 99999, 99990)","(8.0, 13.5, 10.65)","(9.0, 17.0, 10.399999999999999)","(4.0, 6.0, 5.18)","(6.5, 11.5, 6.720000000000001)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:31.011848,"(10.0, 28.0, 14.2)","(3.5, 5.4, 4.811764705882354)","(6.5, 99999, 99990)","(8.0, 13.5, 10.65)","(9.0, 17.0, 10.399999999999999)","(4.0, 6.0, 4.828571428571428)","(6.5, 10.0, 7.8500000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:32.289833,"(10.0, 27.0, 13.95)","(3.5, 5.4, 4.811764705882354)","(6.5, 99999, 99990)","(8.0, 13.5, 10.65)","(9.0, 17.0, 10.399999999999999)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.8500000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:33.669210,"(10.0, 27.0, 13.95)","(3.5, 5.4, 4.848275862068966)","(6.5, 99999, 99990)","(8.0, 13.5, 10.65)","(9.0, 17.0, 9.75)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.8500000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:35.061228,"(10.0, 27.0, 13.95)","(3.5, 5.4, 4.848275862068966)","(6.5, 99999, 99990)","(8.0, 13.5, 10.65)","(9.0, 17.5, 9.75)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.8500000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:36.367245,"(10.0, 27.0, 13.95)","(3.5, 5.4, 4.848275862068966)","(6.5, 99999, 99990)","(8.0, 13.5, 10.65)","(9.0, 17.5, 9.75)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 8.120000000000001)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:37.967606,"(10.0, 27.0, 13.95)","(3.5, 5.3, 4.75)","(6.5, 99999, 99990)","(8.0, 13.5, 9.833333333333334)","(9.0, 17.5, 9.75)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:39.402618,"(10.0, 27.0, 13.95)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 9.833333333333334)","(9.0, 17.5, 9.75)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:40.804247,"(10.0, 27.0, 13.95)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 9.833333333333334)","(9.0, 17.5, 9.75)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:42.286766,"(10.0, 27.0, 22.145454545454545)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 11.14)","(9.0, 17.5, 12.649999999999999)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:43.753171,"(10.0, 27.0, 13.649999999999999)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 10.857142857142858)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:45.223675,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:46.480008,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:47.854889,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:49.625194,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:51.132513,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:52.687105,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.2, 4.729411764705882)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:54.077237,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.2, 4.575)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:55.464414,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.1, 4.470000000000001)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:57.064044,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.0, 4.46)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:58.471168,"(10.0, 27.0, 14.100000000000001)","(3.5, 5.0, 4.4750000000000005)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:19:59.990909,"(10.0, 27.0, 14.100000000000001)","(3.5, 4.7, 4.216666666666667)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:01.391853,"(10.0, 27.0, 14.100000000000001)","(3.5, 4.5, 3.96875)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:02.747037,"(10.0, 27.0, 14.100000000000001)","(3.5, 4.5, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:04.000543,"(10.0, 27.0, 14.100000000000001)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.828571428571428)","(6.5, 9.8, 7.75)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:05.358618,"(10.0, 27.0, 14.100000000000001)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:06.759365,"(10.0, 27.0, 14.100000000000001)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:08.031735,"(10.0, 27.0, 14.100000000000001)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 13.5, 11.814285714285713)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:09.391385,"(10.0, 27.0, 14.100000000000001)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 13.5, 11.433333333333334)","(9.0, 17.5, 9.916666666666668)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:11.035119,"(10.0, 27.0, 22.30909090909091)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 14.107142857142858)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:12.404205,"(10.0, 27.0, 22.145454545454545)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 12.85)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:13.713184,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:15.102217,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:16.563327,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.985294117647059)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:17.975971,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.6374999999999997)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:19.385304,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:20.866805,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 11.622222222222222)"
12-01-2023 14:20:22.324278,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.5, 10.7)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 13.0, 10.91)"
12-01-2023 14:20:23.667694,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.0, 10.7)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 12.5, 9.85)"
12-01-2023 14:20:25.094050,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.0, 10.7)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 12.5, 9.85)"
12-01-2023 14:20:26.501624,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 11.433333333333334)","(9.0, 17.0, 10.7)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.7250000000000005)","(6.5, 12.5, 9.85)"
12-01-2023 14:20:27.990214,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 11.82)","(9.0, 17.0, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 8.16)","(6.5, 12.5, 9.936363636363637)"
12-01-2023 14:20:29.433119,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 9.3)","(9.0, 17.5, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 8.16)","(6.5, 11.5, 9.35)"
12-01-2023 14:20:30.814700,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 9.3)","(9.0, 17.5, 10.083333333333332)","(4.0, 6.0, 4.975)","(6.5, 9.8, 8.16)","(6.5, 11.5, 9.45)"
12-01-2023 14:20:32.184654,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 12.063636363636363)","(9.0, 17.5, 10.25)","(4.0, 6.0, 4.975)","(6.5, 9.8, 8.16)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:33.764901,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 9.459999999999999)","(9.0, 17.5, 10.25)","(4.0, 6.0, 4.975)","(6.5, 9.8, 8.16)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:35.176420,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 9.459999999999999)","(9.0, 17.5, 10.25)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:36.557869,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 9.459999999999999)","(9.0, 17.5, 10.25)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:37.980084,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 9.459999999999999)","(9.0, 17.5, 10.25)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:39.563117,"(10.0, 27.0, 14.25)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 10.299999999999999)","(9.0, 17.5, 10.64)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:40.909958,"(10.0, 27.0, 22.363636363636363)","(3.5, 4.6, 3.5458333333333334)","(6.5, 99999, 99990)","(8.0, 14.5, 10.299999999999999)","(9.0, 18.0, 11.100000000000001)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:42.321763,"(10.0, 27.0, 13.649999999999999)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 11.74)","(9.0, 18.0, 11.100000000000001)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:43.784679,"(10.0, 27.0, 14.625)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 13.383333333333333)","(9.0, 18.0, 13.4)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 9.677777777777777)"
12-01-2023 14:20:45.216645,"(10.0, 27.0, 14.625)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 10.433333333333334)","(9.0, 18.0, 13.4)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 8.976923076923077)"
12-01-2023 14:20:46.581653,"(10.0, 27.0, 14.625)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 10.433333333333334)","(9.0, 18.0, 13.4)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 8.976923076923077)"
12-01-2023 14:20:47.970289,"(10.0, 27.0, 14.625)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 10.433333333333334)","(9.0, 18.0, 13.4)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 8.976923076923077)"
12-01-2023 14:20:49.285977,"(10.0, 27.0, 14.625)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 10.433333333333334)","(9.0, 18.0, 13.4)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 8.976923076923077)"
12-01-2023 14:20:50.806684,"(10.0, 27.0, 13.8)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 10.433333333333334)","(9.0, 18.0, 13.4)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 8.976923076923077)"
12-01-2023 14:20:52.236612,"(10.0, 27.0, 13.8)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 10.433333333333334)","(9.0, 18.0, 14.933333333333334)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 8.976923076923077)"
12-01-2023 14:20:53.615719,"(10.0, 27.0, 13.8)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 10.433333333333334)","(9.0, 18.0, 14.933333333333334)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 8.976923076923077)"
12-01-2023 14:20:54.937933,"(10.0, 27.0, 13.8)","(3.5, 4.6, 3.8235294117647056)","(6.5, 99999, 99990)","(8.0, 14.5, 10.433333333333334)","(9.0, 18.0, 14.933333333333334)","(4.0, 6.0, 4.975)","(6.5, 9.8, 6.875)","(6.5, 11.5, 8.976923076923077)"
