,Winsome Ruby,Great Fantasy Nz,Aru And Me,Irene Rose,Make Mine Muscle,Quick Quaker,Kabayo King,Orlandos Gift,Our Spitfire Nz,Magic Owens,Super Angus,Farbio
516,"[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 7, 279518), 61.0, 210.0]"
517,"[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 8, 567219), 61.0, 210.0]"
518,"[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 9, 840535), 61.0, 210.0]"
519,"[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 11, 114248), 61.0, 210.0]"
520,"[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 12, 396988), 61.0, 210.0]"
521,"[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 13, 667296), 61.0, 210.0]"
522,"[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 14, 946064), 61.0, 210.0]"
523,"[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 16, 213141), 61.0, 210.0]"
524,"[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 17, 480569), 61.0, 210.0]"
525,"[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 18, 756203), 61.0, 210.0]"
526,"[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 20, 28184), 61.0, 210.0]"
527,"[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 21, 320289), 61.0, 210.0]"
528,"[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 22, 604106), 61.0, 210.0]"
529,"[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 23, 889426), 61.0, 210.0]"
530,"[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 25, 187006), 61.0, 210.0]"
531,"[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 26, 464228), 61.0, 210.0]"
532,"[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 27, 740121), 61.0, 210.0]"
533,"[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 29, 13678), 61.0, 210.0]"
534,"[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 30, 292892), 61.0, 210.0]"
535,"[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 31, 554430), 61.0, 210.0]"
536,"[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 32, 829858), 61.0, 210.0]"
537,"[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 34, 118127), 61.0, 210.0]"
538,"[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 35, 412365), 61.0, 210.0]"
539,"[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 36, 674171), 61.0, 210.0]"
540,"[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 37, 945789), 61.0, 210.0]"
541,"[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 39, 231862), 61.0, 210.0]"
542,"[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 15, 40, 40, 501402), 61.0, 210.0]"
