,Clares Fool,Teachers Pet,Schooby,Galvarino,Fortes In Fide,Make Mine Joe,Studleigh Will,Betting Baron,Delightful Rainbow
08-12-2022 13:39:36.285480,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 22.2)"
08-12-2022 13:39:37.692238,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 22.2)"
08-12-2022 13:39:39.129375,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 22.2)"
08-12-2022 13:39:40.554234,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:41.983210,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:43.418261,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:44.868874,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:46.326784,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:47.739089,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:49.175281,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:50.615476,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:52.058938,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:53.514272,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:55.035182,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:56.547464,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:58.035766,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:39:59.504532,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:01.053295,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:02.713011,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:04.406139,"(2.6, 4.2, 3.584)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:06.022344,"(2.6, 4.2, 3.160869565217391)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:07.579133,"(2.6, 4.1, 3.732)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:09.253970,"(2.6, 4.0, 3.732)","(5.0, 7.4, 6.44)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:10.667770,"(2.6, 4.0, 3.732)","(5.0, 7.4, 5.507692307692308)","(12.0, 18.0, 16.846153846153847)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:12.122486,"(2.6, 4.0, 3.48)","(5.0, 7.2, 6.2)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:13.548969,"(2.6, 3.95, 3.1300000000000003)","(5.0, 7.0, 6.2)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:15.045281,"(2.6, 3.9, 3.6377777777777776)","(5.0, 7.0, 5.415384615384616)","(12.0, 18.0, 17.4)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:16.470013,"(2.6, 3.9, 3.444)","(5.0, 6.8, 5.96)","(12.0, 18.0, 17.4)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:17.935329,"(2.6, 3.85, 3.1149999999999998)","(5.0, 6.6, 5.96)","(12.0, 18.0, 17.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:19.423453,"(2.6, 3.85, 3.55)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:20.942918,"(2.6, 3.8, 3.4)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:22.419586,"(2.6, 3.8, 3.64)","(5.0, 6.6, 5.96)","(12.0, 18.0, 15.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:23.880226,"(2.6, 4.2, 3.85)","(5.0, 6.6, 5.96)","(12.0, 18.0, 15.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:25.446473,"(2.6, 4.2, 3.85)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 32.65217391304348)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:26.940926,"(2.6, 4.2, 3.64)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:28.414009,"(2.6, 4.2, 3.1899999999999995)","(5.0, 6.6, 5.96)","(12.0, 18.0, 15.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:30.104982,"(2.6, 4.1, 3.0294117647058822)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.220588235294118)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:31.646279,"(2.6, 4.1, 3.0294117647058822)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:33.098016,"(2.6, 4.0, 3.52)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:35.020866,"(2.6, 4.0, 3.145)","(5.0, 6.6, 5.96)","(12.0, 18.0, 15.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:36.812068,"(2.6, 3.95, 3.625)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:38.453259,"(2.6, 3.9, 3.46)","(5.0, 6.6, 5.96)","(12.0, 18.0, 15.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:40.112751,"(2.6, 3.9, 3.46)","(5.0, 6.6, 5.96)","(12.0, 18.0, 15.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:41.609926,"(2.6, 3.85, 3.1149999999999998)","(5.0, 6.6, 5.96)","(12.0, 18.0, 16.833333333333336)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:43.149923,"(2.6, 3.85, 3.925)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.0)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:44.681167,"(2.6, 4.3, 3.228571428571428)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:46.188157,"(2.6, 4.3, 3.228571428571428)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:47.786832,"(2.6, 4.3, 3.925)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:49.458454,"(2.6, 4.3, 3.05)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:51.104292,"(2.6, 4.3, 3.2941176470588234)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 32.65217391304348)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.220588235294118)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:52.765659,"(2.6, 4.2, 3.2941176470588234)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:54.218330,"(2.6, 4.2, 3.0999999999999996)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:55.685245,"(2.6, 4.2, 3.0470588235294116)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:57.091665,"(2.6, 4.1, 3.7)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:58.507827,"(2.6, 4.0, 3.7)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:40:59.889765,"(2.6, 4.0, 3.7)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:41:01.334324,"(2.6, 4.0, 3.011764705882353)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:41:02.788582,"(2.6, 3.95, 3.145)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:41:04.241808,"(2.6, 3.9, 3.625)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:41:05.657939,"(2.6, 3.9, 3.625)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:41:07.107592,"(2.6, 4.3, 3.85)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 23.666666666666664)"
08-12-2022 13:41:08.535175,"(2.6, 4.2, 3.85)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 22.2)"
08-12-2022 13:41:09.915455,"(2.6, 4.2, 3.85)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 22.2)"
08-12-2022 13:41:11.325339,"(2.6, 4.2, 3.0470588235294116)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 22.2)"
08-12-2022 13:41:12.721241,"(2.6, 4.1, 3.233333333333333)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 22.2)"
08-12-2022 13:41:14.085204,"(2.6, 4.1, 3.233333333333333)","(5.0, 6.6, 5.96)","(12.0, 18.0, 13.666666666666666)","(8.5, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(16.0, 28.0, 22.2)"
08-12-2022 13:41:15.421305,"(2.6, 4.0, 3.011764705882353)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
08-12-2022 13:41:16.777634,"(2.6, 3.95, 3.183333333333333)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
08-12-2022 13:41:18.170360,"(2.6, 3.95, 3.183333333333333)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
08-12-2022 13:41:19.490742,"(2.6, 3.9, 3.6555555555555554)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.821428571428572)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
08-12-2022 13:41:20.851451,"(2.6, 3.9, 3.46)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
08-12-2022 13:41:22.228209,"(2.6, 4.3, 4.1125)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
08-12-2022 13:41:23.657882,"(2.6, 4.2, 3.888888888888889)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.395833333333334)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
08-12-2022 13:41:25.106612,"(2.6, 4.2, 3.8933333333333335)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 23.666666666666668)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.9, 4.564705882352941)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
08-12-2022 13:41:26.466533,"(2.6, 4.2, 3.8933333333333335)","(5.0, 6.6, 5.96)","(11.0, 18.0, 13.666666666666666)","(9.0, 12.5, 11.33)","(20.0, 34.0, 31.615384615384613)","(61.0, 130.0, 108.57142857142857)","(3.9, 4.8, 4.2875)","(7.5, 13.0, 10.733333333333333)","(17.0, 28.0, 22.2)"
