,Disagreeable Miss,Street Culture,Wheels,Kyshaka,Red Sequoia,Dont Dismiss,Lord Wonder,Aussie Sojourn,Staying Strong
07-01-2023 14:41:40.843311,"(2.6, 3.75, 3.733734939759036)","(10.0, 12.5, 12.326086956521738)","(5.0, 6.0, 5.963157894736842)","(8.0, 10.5, 9.975000000000001)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.9, 5.816666666666666)","(101.0, 170.0, 130.0)"
07-01-2023 14:41:42.121426,"(2.6, 3.75, 3.7326923076923078)","(10.0, 12.5, 12.326086956521738)","(5.0, 6.0, 5.963157894736842)","(8.0, 10.5, 9.975000000000001)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.9, 5.816666666666666)","(101.0, 170.0, 127.14285714285714)"
07-01-2023 14:41:43.428900,"(2.6, 3.75, 3.7362244897959185)","(10.0, 13.0, 12.454545454545455)","(5.0, 6.0, 5.963157894736842)","(8.0, 10.5, 10.1)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.9, 5.816666666666666)","(101.0, 170.0, 140.0)"
07-01-2023 14:41:44.687503,"(2.6, 3.75, 3.737142857142857)","(10.0, 13.0, 12.454545454545455)","(5.0, 6.0, 5.963157894736842)","(8.0, 10.5, 10.1)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.9, 5.816666666666666)","(101.0, 170.0, 140.0)"
07-01-2023 14:41:46.017053,"(2.6, 3.75, 3.6954545454545458)","(10.0, 12.5, 12.195652173913043)","(5.0, 6.0, 5.947619047619048)","(8.0, 10.5, 10.357142857142858)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.9, 5.628205128205129)","(101.0, 170.0, 152.85714285714286)"
07-01-2023 14:41:47.269099,"(2.6, 3.7, 3.6954545454545458)","(10.0, 12.5, 12.24074074074074)","(5.0, 6.0, 5.947619047619048)","(8.0, 10.5, 10.434782608695652)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.7, 5.525)","(101.0, 170.0, 140.0)"
07-01-2023 14:41:48.663057,"(2.6, 3.7, 3.6954545454545458)","(10.0, 12.5, 12.24074074074074)","(5.0, 6.0, 5.9511111111111115)","(8.0, 11.0, 10.434782608695652)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.6, 5.525)","(101.0, 170.0, 140.0)"
07-01-2023 14:41:50.121978,"(2.6, 3.7, 3.69438202247191)","(10.0, 12.5, 12.24074074074074)","(5.0, 6.0, 5.9511111111111115)","(8.0, 11.0, 10.434782608695652)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.6, 5.561290322580645)","(101.0, 170.0, 146.0)"
07-01-2023 14:41:51.493567,"(2.6, 3.7, 3.69438202247191)","(10.0, 12.5, 12.24074074074074)","(5.0, 6.0, 5.9511111111111115)","(8.0, 11.0, 10.434782608695652)","(19.0, 23.0, 22.296296296296298)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.6, 5.561290322580645)","(101.0, 170.0, 146.0)"
07-01-2023 14:41:52.867411,"(2.6, 3.7, 3.69438202247191)","(10.0, 12.5, 12.24074074074074)","(5.0, 6.0, 5.947619047619048)","(8.0, 11.0, 10.277777777777779)","(19.0, 23.0, 22.136363636363637)","(31.0, 42.0, 40.2)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.6, 5.748275862068965)","(101.0, 170.0, 146.0)"
07-01-2023 14:41:54.306385,"(2.6, 3.7, 3.69438202247191)","(10.0, 12.5, 12.24074074074074)","(5.0, 6.0, 5.947619047619048)","(8.0, 11.0, 10.25294117647059)","(19.0, 23.0, 22.136363636363637)","(31.0, 42.0, 40.11764705882353)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.8, 5.71578947368421)","(101.0, 170.0, 146.0)"
07-01-2023 14:41:55.772060,"(2.6, 3.7, 3.6936708860759495)","(10.0, 12.5, 12.398550724637682)","(5.0, 6.0, 5.947619047619048)","(8.0, 10.5, 10.25294117647059)","(19.0, 23.0, 22.136363636363637)","(31.0, 42.0, 40.11764705882353)","(6.5, 8.2, 8.13076923076923)","(6.0, 5.8, 5.681481481481481)","(101.0, 170.0, 146.0)"
07-01-2023 14:41:56.982279,"(2.6, 3.7, 3.6936708860759495)","(10.0, 12.5, 12.458333333333334)","(5.0, 6.0, 5.947619047619048)","(8.0, 10.5, 10.392307692307693)","(19.0, 23.0, 22.166666666666668)","(31.0, 42.0, 40.11764705882353)","(6.5, 8.2, 8.145454545454545)","(6.0, 5.8, 5.662857142857143)","(101.0, 170.0, 146.0)"
07-01-2023 14:41:58.223607,"(2.6, 3.75, 3.708227848101266)","(10.0, 12.5, 12.452830188679245)","(5.0, 6.0, 5.958823529411765)","(8.0, 10.5, 10.3)","(19.0, 23.0, 22.142857142857142)","(31.0, 42.0, 40.11764705882353)","(6.5, 8.2, 8.177777777777777)","(6.0, 5.8, 5.615384615384615)","(101.0, 170.0, 146.0)"
07-01-2023 14:41:59.511040,"(2.6, 3.75, 3.6965753424657533)","(10.0, 12.5, 12.452830188679245)","(5.0, 6.0, 5.965217391304348)","(8.0, 10.5, 10.372727272727273)","(19.0, 23.0, 21.944444444444443)","(31.0, 42.0, 40.11764705882353)","(6.5, 8.2, 8.177777777777777)","(6.0, 5.8, 5.432258064516129)","(101.0, 170.0, 146.0)"
07-01-2023 14:42:00.709939,"(2.7, 3.75, 3.7047945205479453)","(11.0, 13.5, 12.833333333333334)","(5.0, 6.0, 5.965217391304348)","(8.5, 10.5, 10.372727272727273)","(19.0, 22.0, 21.96)","(31.0, 42.0, 40.31578947368421)","(7.0, 8.2, 8.177777777777777)","(5.0, 5.6, 5.39375)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:01.895124,"(2.7, 3.75, 3.7047945205479453)","(11.0, 13.5, 13.384615384615385)","(5.0, 6.0, 5.965217391304348)","(8.5, 10.5, 10.3)","(19.0, 22.0, 21.96)","(31.0, 42.0, 40.31578947368421)","(7.0, 8.2, 8.177777777777777)","(5.0, 5.6, 5.325)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:03.095609,"(2.7, 3.75, 3.7092592592592593)","(11.0, 13.5, 13.384615384615385)","(5.0, 6.0, 5.946666666666666)","(8.5, 10.5, 10.285714285714286)","(19.0, 22.0, 22.25)","(31.0, 42.0, 40.46153846153846)","(7.0, 8.2, 8.31578947368421)","(5.0, 5.6, 5.455555555555556)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:04.360365,"(2.7, 3.7, 3.678846153846154)","(11.0, 13.5, 13.62962962962963)","(5.0, 6.0, 5.946666666666666)","(8.5, 10.5, 10.285714285714286)","(19.0, 23.0, 22.25)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.31578947368421)","(5.0, 5.5, 5.3315789473684205)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:05.582151,"(2.7, 3.7, 3.678846153846154)","(11.0, 14.0, 13.62962962962963)","(5.0, 6.0, 5.946666666666666)","(8.5, 10.5, 10.285714285714286)","(19.0, 23.0, 22.25)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.31578947368421)","(5.0, 5.5, 5.326086956521739)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:06.821958,"(2.7, 3.7, 3.672566371681416)","(11.0, 14.0, 13.566666666666666)","(5.0, 6.0, 5.946666666666666)","(8.5, 10.5, 10.285714285714286)","(19.0, 23.0, 22.5)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.31578947368421)","(5.0, 5.5, 5.341176470588235)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:08.027490,"(2.7, 3.75, 3.728767123287671)","(11.0, 14.0, 13.566666666666666)","(5.0, 6.0, 5.946666666666666)","(8.5, 10.5, 10.285714285714286)","(19.0, 23.0, 22.181818181818183)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.31578947368421)","(5.0, 5.5, 5.327659574468085)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:09.158271,"(2.7, 3.75, 3.716666666666667)","(11.0, 14.0, 13.53125)","(5.0, 6.0, 5.91)","(8.5, 10.5, 10.2375)","(19.0, 23.0, 22.217391304347828)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:10.318737,"(2.7, 3.75, 3.7097826086956522)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.91)","(8.5, 10.5, 10.2375)","(19.0, 23.0, 22.555555555555557)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:11.481546,"(2.7, 3.75, 3.7097826086956522)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.91)","(8.5, 10.5, 10.2375)","(19.0, 23.0, 22.555555555555557)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:12.660798,"(2.7, 3.75, 3.7097826086956522)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.91)","(8.5, 10.5, 10.2375)","(19.0, 23.0, 22.555555555555557)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:13.787524,"(2.7, 3.7, 3.684375)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.91)","(8.5, 10.5, 10.2375)","(19.0, 23.0, 22.555555555555557)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.374545454545455)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 14:42:14.915737,"(2.7, 3.7, 3.684375)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.91)","(8.5, 10.5, 10.05)","(19.0, 23.0, 22.428571428571427)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 151.25)"
07-01-2023 14:42:16.011800,"(2.7, 3.75, 3.7097826086956522)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.91)","(8.5, 10.5, 9.98421052631579)","(19.0, 23.0, 22.333333333333332)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 151.25)"
07-01-2023 14:42:17.129360,"(2.7, 3.75, 3.708888888888889)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.91)","(8.5, 10.5, 9.98421052631579)","(19.0, 23.0, 22.333333333333332)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 151.25)"
07-01-2023 14:42:18.269294,"(2.7, 3.75, 3.717391304347826)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.91)","(8.5, 10.5, 9.98421052631579)","(19.0, 23.0, 22.333333333333332)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.25)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:19.465274,"(2.7, 3.75, 3.717391304347826)","(11.0, 14.0, 13.558823529411764)","(5.0, 6.0, 5.75)","(8.5, 10.5, 9.98421052631579)","(19.0, 23.0, 22.333333333333332)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.127272727272727)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:20.600396,"(2.7, 3.75, 3.717391304347826)","(11.0, 14.0, 13.558823529411764)","(5.0, 5.8, 5.75)","(8.5, 10.5, 10.033333333333333)","(19.0, 23.0, 22.333333333333332)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.112)","(5.0, 5.5, 5.36271186440678)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:21.672699,"(2.7, 3.75, 3.717391304347826)","(11.0, 14.0, 13.558823529411764)","(5.0, 5.8, 5.7214285714285715)","(8.5, 10.5, 10.033333333333333)","(19.0, 23.0, 22.5)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.16470588235294)","(5.0, 5.5, 5.345714285714285)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:22.793150,"(2.7, 3.8, 3.7685185185185186)","(11.0, 14.0, 13.558823529411764)","(5.0, 5.7, 5.671428571428572)","(8.5, 10.5, 10.033333333333333)","(19.0, 23.0, 23.65)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.16470588235294)","(5.0, 5.5, 5.361538461538461)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:23.857305,"(2.7, 3.8, 3.7471428571428573)","(11.0, 14.0, 13.558823529411764)","(5.0, 5.7, 5.658333333333333)","(8.5, 10.5, 10.033333333333333)","(19.0, 25.0, 23.434782608695652)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.16470588235294)","(5.0, 5.5, 5.315966386554622)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:24.955436,"(2.7, 3.8, 3.757142857142857)","(11.0, 14.0, 13.558823529411764)","(5.0, 5.7, 5.65)","(8.5, 10.5, 10.033333333333333)","(19.0, 25.0, 23.434782608695652)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.189473684210526)","(5.0, 5.4, 5.31)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:26.133604,"(2.7, 3.8, 3.7613636363636362)","(11.0, 14.0, 13.615384615384615)","(5.0, 5.7, 5.65)","(8.5, 10.5, 10.131578947368421)","(19.0, 25.0, 23.434782608695652)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.270967741935484)","(5.0, 5.4, 5.31)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:27.260205,"(2.7, 3.8, 3.7818181818181817)","(11.0, 14.0, 13.681818181818182)","(5.0, 5.7, 5.65)","(8.5, 10.5, 10.131578947368421)","(19.0, 25.0, 23.434782608695652)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.270967741935484)","(5.0, 5.4, 5.31)","(101.0, 170.0, 162.5)"
07-01-2023 14:42:28.354891,"(2.7, 3.8, 3.773913043478261)","(11.0, 14.0, 13.681818181818182)","(5.0, 5.7, 5.65)","(8.5, 10.5, 10.131578947368421)","(19.0, 25.0, 23.434782608695652)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.270967741935484)","(5.0, 5.4, 5.309401709401709)","(101.0, 170.0, 164.0)"
07-01-2023 14:42:29.426367,"(2.7, 3.8, 3.773913043478261)","(11.0, 14.0, 13.681818181818182)","(5.0, 5.7, 5.65)","(8.5, 10.5, 10.088235294117647)","(19.0, 25.0, 23.434782608695652)","(31.0, 42.0, 40.666666666666664)","(7.0, 8.4, 8.251851851851852)","(5.0, 5.4, 5.309401709401709)","(101.0, 170.0, 164.0)"
07-01-2023 14:42:30.504534,"(2.7, 3.85, 3.802)","(11.0, 14.0, 13.681818181818182)","(5.0, 5.7, 5.65)","(8.5, 10.5, 10.088235294117647)","(19.0, 25.0, 23.434782608695652)","(31.0, 42.0, 41.0)","(7.0, 8.4, 8.270967741935484)","(5.0, 5.4, 5.308870967741935)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:31.589615,"(2.7, 3.85, 3.811904761904762)","(11.0, 14.0, 13.958333333333334)","(5.0, 5.6, 5.552173913043478)","(8.5, 10.5, 10.01304347826087)","(19.0, 25.0, 23.75862068965517)","(31.0, 42.0, 41.0)","(7.0, 8.4, 8.270967741935484)","(5.0, 5.4, 5.308870967741935)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:32.715324,"(2.7, 3.85, 3.8264705882352943)","(11.0, 14.0, 13.970588235294118)","(5.0, 5.6, 5.529166666666667)","(8.5, 10.5, 10.01304347826087)","(19.0, 25.0, 23.75862068965517)","(31.0, 42.0, 41.0)","(7.0, 8.4, 8.270967741935484)","(5.0, 5.4, 5.3087301587301585)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:33.916953,"(2.7, 3.85, 3.836206896551724)","(11.0, 14.0, 13.970588235294118)","(5.0, 5.5, 5.430769230769231)","(8.5, 10.5, 9.682352941176472)","(19.0, 25.0, 23.857142857142858)","(31.0, 42.0, 41.6)","(7.0, 8.4, 8.270967741935484)","(5.0, 5.4, 5.3087301587301585)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:35.129675,"(2.7, 3.85, 3.8394736842105264)","(11.0, 14.0, 13.970588235294118)","(5.0, 5.5, 5.430769230769231)","(8.5, 9.8, 9.666666666666668)","(19.0, 25.0, 24.384615384615383)","(31.0, 42.0, 41.6)","(7.0, 8.4, 8.270967741935484)","(5.0, 5.4, 5.3087301587301585)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:36.232505,"(2.7, 3.85, 3.826923076923077)","(11.0, 15.0, 14.222222222222221)","(5.0, 5.5, 5.425000000000001)","(8.5, 9.8, 9.533333333333333)","(19.0, 25.0, 24.384615384615383)","(31.0, 42.0, 41.6)","(7.0, 8.4, 8.251851851851852)","(5.0, 5.4, 5.532075471698113)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:37.315470,"(2.7, 3.85, 3.8159574468085107)","(11.0, 15.0, 14.65)","(5.0, 5.5, 5.425000000000001)","(8.5, 9.8, 9.533333333333333)","(19.0, 25.0, 24.473684210526315)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.4, 8.266666666666666)","(5.0, 5.6, 5.381818181818182)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:38.408358,"(2.7, 3.6, 3.5596774193548386)","(11.0, 15.0, 14.625)","(5.0, 5.6, 5.525)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.743589743589745)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.4, 8.37560975609756)","(5.0, 5.4, 5.438775510204081)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:39.525453,"(2.7, 3.7, 3.671794871794872)","(11.0, 16.5, 16.07894736842105)","(5.0, 5.6, 5.525)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.743589743589745)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.37560975609756)","(5.0, 5.5, 5.438775510204081)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:40.656411,"(2.7, 3.7, 3.660714285714286)","(11.0, 16.5, 15.94)","(5.0, 5.6, 5.525)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.743589743589745)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.5, 5.492452830188679)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:41.864037,"(2.7, 3.7, 3.656)","(11.0, 15.5, 15.382352941176471)","(5.0, 5.6, 5.54375)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.743589743589745)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5688524590163935)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:43.033788,"(2.7, 3.65, 3.6166666666666667)","(11.0, 15.5, 15.382352941176471)","(5.0, 5.7, 5.5875)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.574666666666666)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:44.211745,"(2.7, 3.65, 3.61)","(11.0, 15.5, 15.382352941176471)","(5.0, 5.7, 5.5875)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:45.339728,"(2.7, 3.65, 3.594444444444444)","(11.0, 15.5, 15.382352941176471)","(5.0, 5.7, 5.5875)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:46.446481,"(2.7, 3.65, 3.594444444444444)","(11.0, 15.5, 15.382352941176471)","(5.0, 5.7, 5.5875)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:47.619548,"(2.7, 3.65, 3.594444444444444)","(11.0, 15.5, 15.382352941176471)","(5.0, 5.7, 5.65625)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:48.755233,"(2.9, 3.6, 3.5833333333333335)","(11.0, 15.5, 15.382352941176471)","(5.0, 5.7, 5.65625)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 170.0, 165.0)"
07-01-2023 14:42:49.889845,"(2.9, 3.6, 3.5833333333333335)","(11.0, 15.5, 15.477777777777778)","(5.0, 5.7, 5.611111111111111)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 180.0, 165.0)"
07-01-2023 14:42:51.041702,"(2.9, 3.6, 3.573684210526316)","(11.0, 16.0, 15.914893617021276)","(5.0, 5.7, 5.611111111111111)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 180.0, 165.0)"
07-01-2023 14:42:52.212843,"(2.9, 3.55, 3.5304347826086957)","(11.0, 16.0, 15.914893617021276)","(5.0, 5.7, 5.611111111111111)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 180.0, 165.0)"
07-01-2023 14:42:53.361636,"(2.9, 3.55, 3.5304347826086957)","(11.0, 16.0, 15.914893617021276)","(5.0, 5.7, 5.611111111111111)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.367441860465116)","(5.0, 5.6, 5.5777777777777775)","(101.0, 180.0, 165.0)"
07-01-2023 14:42:54.508893,"(2.9, 3.55, 3.5304347826086957)","(11.0, 16.0, 15.93939393939394)","(5.0, 5.7, 5.611111111111111)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.8, 8.5)","(5.0, 5.6, 5.5777777777777775)","(101.0, 180.0, 165.0)"
07-01-2023 14:42:55.658714,"(2.9, 3.6, 3.565625)","(11.0, 16.0, 15.93939393939394)","(5.0, 5.7, 5.6466666666666665)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.6, 8.5)","(5.0, 5.6, 5.5777777777777775)","(101.0, 180.0, 165.0)"
07-01-2023 14:42:56.811758,"(2.9, 3.6, 3.5305555555555554)","(11.0, 16.0, 15.93939393939394)","(5.0, 5.7, 5.6466666666666665)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.6, 8.48235294117647)","(5.0, 5.6, 5.5777777777777775)","(101.0, 180.0, 165.0)"
07-01-2023 14:42:57.978531,"(2.9, 3.6, 3.5305555555555554)","(11.0, 16.0, 15.93939393939394)","(5.0, 5.7, 5.6466666666666665)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.705882352941178)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.6, 8.48235294117647)","(5.0, 5.6, 5.5777777777777775)","(101.0, 180.0, 165.0)"
07-01-2023 14:42:59.148881,"(2.9, 3.6, 3.5305555555555554)","(11.0, 16.0, 15.93939393939394)","(5.0, 5.7, 5.74)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.45945945945946)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.6, 8.48235294117647)","(5.0, 5.6, 5.526923076923077)","(101.0, 180.0, 165.0)"
07-01-2023 14:43:00.281752,"(2.9, 3.6, 3.5305555555555554)","(11.0, 16.0, 15.93939393939394)","(5.0, 5.8, 5.7)","(8.5, 9.8, 9.55)","(19.0, 25.0, 24.45945945945946)","(31.0, 42.0, 41.6551724137931)","(7.0, 8.6, 8.48235294117647)","(5.0, 5.6, 5.526923076923077)","(101.0, 180.0, 165.0)"
07-01-2023 14:43:01.399313,"(2.9, 3.6, 3.5305555555555554)","(11.0, 16.0, 15.93939393939394)","(5.0, 5.9, 5.814285714285714)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.35483870967742)","(31.0, 42.0, 41.09090909090909)","(7.0, 8.6, 8.384615384615385)","(5.0, 5.6, 5.611111111111112)","(101.0, 180.0, 165.0)"
07-01-2023 14:43:02.523625,"(2.9, 3.55, 3.5277777777777777)","(11.0, 16.0, 15.891566265060241)","(5.0, 5.8, 5.742857142857143)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.35483870967742)","(31.0, 42.0, 41.09090909090909)","(7.0, 8.8, 8.48235294117647)","(5.0, 5.7, 5.728571428571429)","(101.0, 180.0, 165.0)"
07-01-2023 14:43:03.650461,"(2.9, 3.55, 3.5091836734693875)","(11.0, 16.0, 15.891566265060241)","(5.0, 5.9, 5.766666666666667)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.35483870967742)","(31.0, 42.0, 41.09090909090909)","(7.0, 8.6, 8.48235294117647)","(5.0, 5.8, 5.716129032258064)","(101.0, 180.0, 165.0)"
07-01-2023 14:43:04.775440,"(2.9, 3.5, 3.4902777777777776)","(11.0, 15.5, 15.349056603773585)","(5.0, 5.9, 5.766666666666667)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.35483870967742)","(31.0, 42.0, 41.09090909090909)","(7.0, 8.6, 8.48235294117647)","(5.0, 5.8, 5.716129032258064)","(101.0, 180.0, 165.0)"
07-01-2023 14:43:05.950045,"(2.9, 3.5, 3.4865384615384616)","(11.0, 15.5, 15.0)","(5.0, 5.9, 5.753333333333334)","(8.5, 9.8, 9.64)","(19.0, 25.0, 24.35483870967742)","(31.0, 42.0, 41.09090909090909)","(7.0, 8.6, 8.384615384615385)","(5.0, 5.8, 5.771428571428571)","(101.0, 180.0, 165.0)"
