,Allinga Blues,Rhonda Wine,Festival Dancer,Gable,Centennial,Paramount Rose
16-12-2022 11:13:29.035349,"(5.5, 9.2, 8.488888888888889)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 9.773469387755101)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:29.907370,"(5.5, 9.2, 8.666666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 8.887096774193548)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:30.776028,"(5.5, 9.2, 8.666666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 8.887096774193548)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:31.652480,"(5.5, 9.4, 9.112)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 9.911764705882353)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:32.520012,"(5.5, 9.4, 9.112)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 8.275)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:33.405180,"(5.5, 9.4, 9.040000000000001)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 8.275)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:34.287530,"(5.5, 9.4, 9.040000000000001)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 8.275)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:35.149923,"(5.5, 9.4, 8.688888888888888)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 10.361764705882353)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:35.988080,"(5.5, 9.4, 8.688888888888888)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.8, 8.108333333333334)","(6.5, 11.5, 10.361764705882353)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:36.840694,"(5.5, 9.4, 8.688888888888888)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.829629629629629)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:37.699300,"(5.5, 9.6, 9.28695652173913)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.051063829787234)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:38.555215,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.051063829787234)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:39.370290,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.051063829787234)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:40.223053,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.051063829787234)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:41.096239,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.051063829787234)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:41.982005,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.051063829787234)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:42.860788,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:43.726037,"(5.5, 9.6, 8.685714285714285)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:44.594647,"(5.5, 9.6, 9.107692307692307)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:45.454585,"(5.5, 9.6, 9.107692307692307)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:46.371837,"(5.5, 9.6, 9.107692307692307)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:47.206039,"(5.5, 9.6, 9.09090909090909)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:48.043435,"(5.5, 9.6, 9.09090909090909)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:48.929905,"(5.5, 9.6, 9.09090909090909)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:49.786155,"(5.5, 9.6, 9.305263157894736)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:50.608806,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:51.434964,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:52.282008,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:53.178862,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:54.057538,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 10.5, 10.313207547169812)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:13:54.916761,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:55.789041,"(5.5, 9.6, 9.28)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:56.659349,"(5.5, 9.6, 9.28)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:57.567651,"(5.5, 9.6, 9.12)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:58.423967,"(5.5, 9.6, 9.12)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 4.0)"
16-12-2022 11:13:59.273883,"(5.5, 9.6, 9.155555555555555)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:14:00.111905,"(5.5, 9.6, 9.155555555555555)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8692307692307693)"
16-12-2022 11:14:00.970752,"(5.5, 9.6, 9.155555555555555)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:01.857966,"(5.5, 9.6, 9.155555555555555)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:02.696929,"(5.5, 9.6, 8.457142857142857)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:03.550985,"(5.5, 9.6, 8.444444444444445)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:04.398631,"(5.5, 9.6, 8.444444444444445)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:05.249766,"(5.5, 9.6, 8.533333333333333)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:06.127573,"(5.5, 9.6, 8.533333333333333)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:07.007643,"(5.5, 9.6, 8.533333333333333)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.8659090909090907)"
16-12-2022 11:14:07.843793,"(5.5, 9.4, 8.422222222222222)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:08.716979,"(5.5, 9.4, 9.016)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:09.625484,"(5.5, 9.4, 8.96)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:10.511138,"(5.5, 9.4, 8.511111111111111)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:11.359364,"(5.5, 9.4, 8.511111111111111)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:12.221289,"(5.5, 9.4, 8.511111111111111)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:13.124208,"(5.5, 9.4, 8.511111111111111)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:13.972472,"(5.5, 9.4, 8.955555555555556)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:14.824427,"(5.5, 9.4, 8.955555555555556)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:15.661091,"(5.5, 9.4, 8.955555555555556)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:16.499040,"(5.5, 9.4, 8.8)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:17.386501,"(5.5, 9.4, 8.8)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:18.246093,"(5.5, 9.4, 8.8)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:19.129484,"(5.5, 9.6, 9.28)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:19.972150,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:20.858531,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:21.772944,"(5.5, 9.6, 9.2)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.592857142857143)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:22.657020,"(5.5, 9.6, 8.799999999999999)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.5, 11.039285714285715)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:23.533113,"(5.5, 9.6, 8.799999999999999)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.5, 11.039285714285715)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:24.386063,"(5.5, 9.6, 8.799999999999999)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.5, 11.039285714285715)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:25.262131,"(5.5, 9.6, 9.24)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.5, 10.612698412698412)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:26.136114,"(5.5, 9.6, 9.12)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:27.007662,"(5.5, 9.6, 9.12)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:27.860958,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:28.707159,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:29.580653,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:30.468311,"(5.5, 9.6, 9.295238095238094)","(2.8, 3.55, 2.866595744680851)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 25.0, 16.6)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:31.302827,"(5.5, 9.6, 9.2)","(2.8, 3.5, 2.9475)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 20.807692307692307)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:32.146726,"(5.5, 9.6, 9.2)","(2.8, 3.5, 2.9475)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 20.807692307692307)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:33.007004,"(5.5, 9.6, 9.2)","(2.8, 3.5, 2.875135135135135)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 17.01851851851852)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:33.946718,"(5.5, 9.6, 8.977777777777778)","(2.8, 3.5, 2.875135135135135)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 16.564516129032256)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:34.829062,"(5.5, 9.6, 8.977777777777778)","(2.8, 3.5, 2.875135135135135)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 16.564516129032256)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:35.729100,"(5.5, 9.6, 8.977777777777778)","(2.8, 3.5, 2.875135135135135)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 16.564516129032256)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:36.607272,"(5.5, 9.6, 9.25)","(2.8, 3.5, 2.875135135135135)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 16.564516129032256)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:37.458146,"(5.5, 9.6, 9.09090909090909)","(2.8, 3.5, 2.875135135135135)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 16.564516129032256)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:38.377343,"(5.5, 9.6, 9.09090909090909)","(2.8, 3.5, 2.875135135135135)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 23.0, 20.0)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:39.281996,"(5.5, 9.6, 9.09090909090909)","(2.8, 3.5, 2.875135135135135)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 22.0, 20.0)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:40.121879,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.45, 2.9145)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 22.0, 20.0)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:40.966823,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.45, 2.9145)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 22.0, 20.0)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:41.813533,"(5.5, 9.6, 9.066666666666666)","(2.8, 3.45, 2.9145)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 22.0, 20.0)","(2.7, 4.6, 3.7925)"
16-12-2022 11:14:42.691393,"(5.5, 10.5, 10.325)","(2.8, 3.45, 2.86725)","(6.5, 9.6, 8.266666666666666)","(6.5, 11.0, 10.784905660377358)","(13.0, 22.0, 15.777777777777779)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:43.554847,"(5.5, 10.5, 10.2)","(2.8, 3.45, 2.86725)","(6.5, 9.6, 8.516666666666666)","(6.5, 11.0, 10.592857142857143)","(13.0, 22.0, 16.75)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:44.408578,"(5.5, 10.5, 10.2)","(2.8, 3.45, 2.86725)","(6.5, 9.6, 8.516666666666666)","(6.5, 11.0, 10.592857142857143)","(13.0, 22.0, 16.75)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:45.278046,"(5.5, 10.5, 10.2)","(2.8, 3.45, 2.86725)","(6.5, 9.6, 8.516666666666666)","(6.5, 11.0, 10.592857142857143)","(13.0, 22.0, 16.75)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:46.137944,"(5.5, 10.5, 10.2)","(2.8, 3.45, 2.86725)","(6.5, 9.6, 8.516666666666666)","(6.5, 11.0, 10.592857142857143)","(13.0, 22.0, 16.75)","(2.7, 4.6, 3.9045454545454548)"
16-12-2022 11:14:47.019712,"(5.5, 10.5, 10.2)","(2.8, 3.45, 2.86725)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.592857142857143)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.7925)"
16-12-2022 11:14:47.890865,"(5.5, 10.5, 10.2)","(2.8, 3.45, 2.86725)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.592857142857143)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
16-12-2022 11:14:48.728085,"(5.5, 11.5, 8.902702702702703)","(2.8, 3.45, 2.86725)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
16-12-2022 11:14:49.630201,"(5.5, 11.0, 9.818181818181818)","(2.8, 3.4, 2.92875)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
16-12-2022 11:14:50.526255,"(5.5, 11.0, 9.818181818181818)","(2.8, 3.4, 2.92875)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
16-12-2022 11:14:51.442417,"(5.5, 11.0, 9.818181818181818)","(2.8, 3.4, 2.92875)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
16-12-2022 11:14:52.299625,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.4, 2.871176470588235)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.835)"
16-12-2022 11:14:53.163820,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.4, 2.871176470588235)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.7925)"
16-12-2022 11:14:54.036785,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.4, 2.871176470588235)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
16-12-2022 11:14:54.882515,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.4, 2.871176470588235)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
16-12-2022 11:14:55.748241,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.35, 2.8994999999999997)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
16-12-2022 11:14:56.599358,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.35, 2.8994999999999997)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.835)"
16-12-2022 11:14:57.446139,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.35, 2.8994999999999997)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.7925)"
16-12-2022 11:14:58.310274,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.35, 2.865428571428571)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.7925)"
16-12-2022 11:14:59.162248,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.35, 2.865428571428571)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.7925)"
16-12-2022 11:14:59.997899,"(5.5, 11.0, 8.887500000000001)","(2.8, 3.35, 2.865428571428571)","(6.5, 9.6, 8.516666666666666)","(7.0, 11.0, 10.215873015873015)","(13.0, 22.0, 16.75)","(2.8, 4.6, 3.9045454545454548)"
