,Allinga Blues,Rhonda Wine,Festival Dancer,Gable,Centennial,Paramount Rose
16-12-2022 11:08:47.994505,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:48.842236,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:49.740480,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:50.686647,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:51.607189,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:52.558105,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:53.430337,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:54.309990,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:55.226405,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:56.110193,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:56.980840,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:57.830069,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:58.708873,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:59.615434,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:00.506202,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:01.405930,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:02.289642,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:03.230185,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:04.164086,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:05.038129,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:05.911059,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:06.797747,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:07.717530,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:08.611777,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:09.568487,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:10.427664,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:11.284711,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:12.169792,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:13.040800,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:13.868791,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:14.701198,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:15.566739,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:16.464649,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:17.311692,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:18.202043,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:19.091885,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:19.982791,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:20.896607,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:21.753280,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:22.646849,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:23.515848,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:24.410147,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:25.259814,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:26.121626,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:26.968193,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:27.825946,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:28.701096,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:29.561524,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:30.427248,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:31.280117,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:32.185375,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:33.069454,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:33.937520,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:34.804844,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:35.713183,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:36.599140,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:37.457117,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:38.305897,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:39.154413,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:40.029708,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:40.885896,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 16.666666666666668)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:41.751291,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:42.605411,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:43.462753,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:44.377399,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:45.245664,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:46.097215,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:46.991609,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:47.898732,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:48.786451,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:49.672555,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:50.547171,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:51.381077,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:52.243677,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:53.137798,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:53.966980,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:54.798099,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:09:55.679166,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:09:56.552285,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:09:57.417577,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:09:58.267646,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:09:59.142198,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:00.036068,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:00.934779,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:01.811877,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:02.642032,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:03.514982,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:04.392309,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:05.256319,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:06.106097,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:06.947026,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:07.800199,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:08.666948,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.7545454545454544)"
16-12-2022 11:10:09.552453,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.5777777777777775)"
16-12-2022 11:10:10.447048,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 3.1913043478260867)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1999999999999997)"
16-12-2022 11:10:11.285854,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 3.1999999999999997)"
16-12-2022 11:10:12.187768,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 2.9636363636363634)"
16-12-2022 11:10:13.112108,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 2.9636363636363634)"
16-12-2022 11:10:13.995358,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 2.9636363636363634)"
16-12-2022 11:10:14.855264,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 2.9636363636363634)"
16-12-2022 11:10:15.715734,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 2.9636363636363634)"
16-12-2022 11:10:16.616609,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 2.9636363636363634)"
16-12-2022 11:10:17.479302,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 2.9636363636363634)"
16-12-2022 11:10:18.334521,"(5.5, 10.5, 6.128571428571429)","(2.8, 3.7, 2.985)","(6.5, 12.0, 8.879999999999999)","(6.5, 12.0, 10.6)","(13.0, 26.0, 22.0)","(2.7, 4.6, 2.9636363636363634)"
