,Scarlet Bling,Limousine Cheeky,Jimmymcchowe,Crimson Rock Nz,Magic Tulhurst,Lucky Zara,American Shuffle Nz,Shannonsideal,Lara Tiara
06-01-2023 16:58:03.340350,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:04.459302,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:05.630733,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:06.820915,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:07.988333,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:09.130982,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:10.232234,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:11.349476,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:12.455935,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:13.542811,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:14.693045,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 33.125)"
06-01-2023 16:58:15.850372,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:17.009829,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:18.230823,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:19.409603,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:20.626179,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:21.863890,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:23.047325,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:24.223641,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:25.365450,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:26.543913,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 35.0)"
06-01-2023 16:58:27.680297,"(3.3, 4.4, 3.5333333333333337)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:28.847678,"(3.3, 3.75, 3.2083333333333335)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:30.013373,"(3.3, 3.75, 3.2083333333333335)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:31.181498,"(3.3, 3.75, 3.2083333333333335)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:32.322488,"(3.3, 3.75, 3.2083333333333335)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:33.462301,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:34.581161,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:35.674014,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:36.780129,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:37.857673,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.02)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:38.990168,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:40.071016,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:41.171394,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:42.275875,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:43.368874,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:44.493086,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:45.668517,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:46.832503,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:48.070100,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:49.314705,"(3.3, 4.5, 3.566666666666667)","(3.7, 6.0, 4.533333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:50.582801,"(3.3, 4.5, 3.566666666666667)","(3.7, 5.9, 4.033333333333333)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:51.853271,"(3.3, 4.5, 3.566666666666667)","(3.7, 5.8, 4.466666666666667)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:53.084862,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:54.272967,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:55.441489,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:56.581633,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:57.724535,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:58:58.932101,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 220.0, 164.64285714285714)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:00.186141,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 220.0, 183.63636363636363)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:01.349482,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 210.0, 183.63636363636363)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:02.561242,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 210.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:03.826964,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:05.074970,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:06.315059,"(3.3, 3.75, 3.18125)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:07.564874,"(3.3, 3.75, 3.3346666666666667)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:08.805352,"(3.3, 3.75, 3.3346666666666667)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:10.133619,"(3.3, 3.75, 3.3346666666666667)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:11.374419,"(3.3, 3.75, 3.3346666666666667)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:12.561023,"(3.3, 3.75, 3.3346666666666667)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:13.733574,"(3.3, 3.75, 3.3346666666666667)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:14.838024,"(3.3, 3.75, 3.3346666666666667)","(3.7, 5.8, 4.466666666666667)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:15.966769,"(3.3, 3.75, 3.3346666666666667)","(3.7, 5.7, 4.433333333333334)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:17.137356,"(3.3, 3.75, 3.0733333333333333)","(3.7, 5.7, 4.433333333333334)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:18.374505,"(3.3, 3.75, 3.0733333333333333)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:19.578207,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:20.835530,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:22.105647,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:23.343272,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:24.552936,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:25.844731,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:27.239040,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:28.521129,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 29.200000000000003)"
06-01-2023 16:59:29.707696,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 22.0)"
06-01-2023 16:59:31.047053,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 55.0, 35.2)"
06-01-2023 16:59:32.335150,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 50.0, 35.2)"
06-01-2023 16:59:33.468527,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 50.0, 35.2)"
06-01-2023 16:59:34.647876,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 50.0, 35.2)"
06-01-2023 16:59:35.961965,"(3.3, 3.7, 3.044)","(3.7, 5.6, 4.3999999999999995)","(71.0, 200.0, 175.45454545454547)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 130.0, 83.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 50.0, 35.2)"
