,Tomato Tears,Spring High Low,Howling Hoss,Zipping Loxley,Bassos Girl
04-01-2023 09:53:36.014216,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:36.790762,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:37.562602,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:38.339748,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:39.132365,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:39.950363,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:40.849158,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:41.843296,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:42.943624,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:43.751460,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:44.551593,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:45.328270,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:46.099940,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:46.878918,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:47.663596,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:48.445953,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:49.237792,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:50.016242,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:50.802373,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:51.609703,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:52.438986,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:53.238126,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:54.099302,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:54.935683,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:55.864893,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:56.818421,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:57.643219,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:58.431564,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:59.201776,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:53:59.973451,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:00.747667,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:01.546742,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:02.323704,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:03.114908,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:03.901421,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:04.681740,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:05.454227,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:06.260040,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:07.059427,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:07.874828,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:08.695581,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:09.511697,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:10.325987,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:11.105917,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:11.879467,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:12.649622,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:13.429575,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.04)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:14.200214,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1138805970149255)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:14.997159,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:15.778890,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:16.551077,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:17.345238,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:18.118266,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:18.890701,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:19.681488,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:20.478180,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:21.265853,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:22.070520,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.3, 1.8658273381294963)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:22.862118,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:23.631236,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:24.398190,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:25.171392,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:25.955045,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:26.723296,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:27.508021,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:28.300201,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:29.064512,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:29.844037,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:30.627528,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:31.408967,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:32.178662,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:32.971607,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:33.768492,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:34.547235,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:35.340473,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:36.117817,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:36.893382,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:37.658997,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:38.428483,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:39.208588,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:39.992369,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:40.761533,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:41.536079,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:42.317355,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:43.084140,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:43.853038,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:44.640329,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:45.422027,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:46.207086,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:47.002356,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:47.798637,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:48.575079,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:49.344508,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:50.113965,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:50.886174,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:51.656151,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:52.441411,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:53.239816,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:54.010359,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:54.790919,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:55.572793,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:56.341675,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:57.142622,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:57.925285,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:58.717166,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:54:59.511206,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:00.314199,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:01.095716,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:01.873121,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:02.636628,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:03.411969,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:04.192125,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:04.969406,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:05.733661,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:06.525252,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:07.298849,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:08.084311,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:08.856099,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:09.643310,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:10.424076,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:11.210674,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:12.013740,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:55:12.806337,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
