,Shakatie,Our Ruby Rose,Major Tralee,Malibu Dream,Betting Baron,Ark Nz,Tactfilly Miracle,Getaloadathisbro,Delightful Rainbow
05-01-2023 15:04:12.220883,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.333333333333336)","(3.0, 3.65, 3.4)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 7.0, 6.28)","(11.0, 17.5, 17.435185185185183)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:13.426399,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.333333333333336)","(3.0, 3.65, 3.4)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 7.0, 6.28)","(11.0, 17.5, 17.435185185185183)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:14.619851,"(3.7, 4.8, 4.56)","(13.0, 19.0, 17.142857142857142)","(3.0, 3.65, 3.4)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 7.0, 6.28)","(11.0, 17.5, 17.435185185185183)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:15.771110,"(3.7, 4.8, 4.56)","(13.0, 19.0, 17.142857142857142)","(3.0, 3.65, 3.3)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 7.0, 6.0)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:16.986087,"(3.7, 4.8, 4.56)","(13.0, 19.0, 17.142857142857142)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 7.0, 6.199999999999999)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:18.223410,"(3.7, 4.8, 4.56)","(13.0, 19.0, 17.142857142857142)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 6.199999999999999)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:19.446592,"(3.7, 4.8, 4.56)","(13.0, 19.0, 17.142857142857142)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 6.199999999999999)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:20.968165,"(3.7, 4.8, 4.56)","(13.0, 19.0, 17.142857142857142)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 6.199999999999999)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:22.417038,"(3.7, 4.8, 4.56)","(13.0, 19.0, 16.8)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 6.199999999999999)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:23.895204,"(3.7, 4.8, 4.56)","(13.0, 19.0, 16.8)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 6.199999999999999)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:25.387105,"(3.7, 4.8, 4.56)","(13.0, 19.0, 16.8)","(3.0, 3.6, 3.3)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 5.76)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:26.800853,"(3.7, 4.8, 4.56)","(13.0, 19.0, 16.8)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.8, 5.866666666666666)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:28.104125,"(3.7, 4.8, 4.56)","(13.0, 19.0, 16.8)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 5.866666666666666)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:29.343571,"(3.7, 4.8, 4.56)","(13.0, 19.0, 16.8)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 5.866666666666666)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:30.556051,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.375)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 5.866666666666666)","(11.0, 17.5, 16.0)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:31.792314,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.3)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.6, 5.866666666666666)","(11.0, 18.0, 17.22222222222222)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:33.028535,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.3333333333333335)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.4, 5.666666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:34.264918,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.3333333333333335)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.4, 5.666666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:35.518474,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.3333333333333335)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.4, 5.666666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:36.777025,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.3333333333333335)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.4, 5.666666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:38.158991,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.3333333333333335)","(21.0, 36.0, 33.0)","(13.0, 14.5, 14.166666666666666)","(71.0, 99999, 99990)","(4.4, 6.4, 5.666666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:39.557908,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.3333333333333335)","(21.0, 36.0, 33.0)","(13.0, 15.5, 13.7)","(71.0, 99999, 99990)","(4.4, 6.4, 5.666666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:40.918316,"(3.7, 4.8, 4.56)","(13.0, 19.5, 18.0)","(3.0, 3.6, 3.3666666666666667)","(21.0, 36.0, 33.0)","(13.0, 16.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.6)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:42.298603,"(3.7, 4.8, 4.6)","(13.0, 19.5, 18.0)","(3.1, 3.6, 3.3666666666666667)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.2, 5.6)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:43.815932,"(3.7, 4.8, 4.6)","(13.0, 19.5, 18.0)","(3.1, 3.6, 3.3666666666666667)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.2, 5.6)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:45.267556,"(3.7, 4.8, 4.6)","(13.0, 19.5, 18.0)","(3.1, 3.6, 3.5166666666666666)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.2, 5.533333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:46.708748,"(3.7, 4.8, 4.430769230769231)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.5166666666666666)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.0, 5.533333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:48.347372,"(3.7, 4.8, 4.355555555555555)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.45)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.0, 5.5)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:49.884579,"(3.7, 4.8, 4.355555555555555)","(13.0, 19.5, 18.0)","(3.1, 3.6, 3.45)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.5)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:51.215941,"(3.7, 4.8, 4.355555555555555)","(13.0, 19.5, 18.0)","(3.1, 3.6, 3.533333333333333)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.5)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:52.436814,"(3.7, 4.8, 4.430769230769231)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.4749999999999996)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.466666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:53.684204,"(3.7, 4.8, 4.355555555555555)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.5)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.8, 5.466666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:54.968406,"(3.7, 4.8, 4.355555555555555)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.5)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.8, 5.466666666666667)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:56.350015,"(3.7, 4.8, 4.355555555555555)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.55)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.8, 5.433333333333334)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:57.738680,"(3.7, 4.8, 4.355555555555555)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.55)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.7, 5.433333333333334)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:04:59.101273,"(3.7, 4.8, 4.355555555555555)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.55)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.7, 5.433333333333334)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:00.452165,"(3.7, 4.8, 4.466666666666667)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.4)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.7, 5.949999999999999)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:01.779967,"(3.7, 4.8, 4.4)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.4)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.6, 5.733333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:03.142473,"(3.7, 4.8, 4.363636363636363)","(13.0, 19.5, 18.0)","(3.1, 3.65, 3.2399999999999998)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.6, 5.733333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:04.521834,"(3.7, 4.8, 4.363636363636363)","(13.0, 19.5, 18.75)","(3.1, 3.6, 3.316666666666667)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.6, 5.733333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:05.843926,"(3.7, 4.8, 4.4)","(13.0, 19.5, 18.75)","(3.1, 3.55, 3.316666666666667)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.733333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:07.118089,"(3.7, 4.8, 4.4)","(13.0, 19.5, 18.75)","(3.1, 3.55, 3.3000000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.733333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:08.399440,"(3.7, 4.8, 4.4)","(13.0, 19.5, 18.75)","(3.1, 3.6, 3.3000000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.733333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:09.659143,"(3.7, 4.8, 4.4)","(13.0, 19.5, 18.75)","(3.1, 3.6, 3.3000000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.733333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:10.860634,"(3.7, 4.8, 4.4)","(13.0, 19.5, 18.125)","(3.1, 3.6, 3.3000000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.733333333333333)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:12.112508,"(3.7, 4.8, 4.4)","(13.0, 19.5, 18.125)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.8)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:13.387127,"(3.7, 4.7, 4.366666666666667)","(13.0, 19.5, 18.125)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.8)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:14.616111,"(3.7, 4.7, 4.366666666666667)","(13.0, 19.5, 18.125)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.8)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:15.902909,"(3.7, 4.7, 4.353846153846154)","(13.0, 19.5, 18.125)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.8)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:17.158152,"(3.7, 4.7, 4.353846153846154)","(13.0, 19.5, 18.125)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.8)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:18.493477,"(3.7, 4.7, 4.353846153846154)","(13.0, 19.5, 18.125)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.8)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:19.747758,"(3.7, 4.7, 4.353846153846154)","(13.0, 19.5, 18.125)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.8)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:21.050841,"(3.7, 4.7, 4.353846153846154)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 5.8)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:22.384150,"(3.7, 4.7, 4.353846153846154)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.3600000000000003)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.4, 6.15)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:23.638989,"(3.7, 4.7, 4.353846153846154)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.2625)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.8, 6.15)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:24.859405,"(3.7, 4.7, 4.353846153846154)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.2625)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 6.8, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:26.032937,"(3.7, 4.8, 4.425)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.42)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:27.134576,"(3.7, 4.8, 4.628571428571428)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.5)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:28.266851,"(3.7, 4.8, 4.628571428571428)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.5)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:29.380796,"(3.7, 4.8, 4.628571428571428)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.5)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:30.557525,"(3.7, 4.8, 4.628571428571428)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.5)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:31.828856,"(3.7, 4.8, 4.628571428571428)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.5)","(26.0, 36.0, 34.15384615384615)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:33.071262,"(3.7, 4.8, 4.628571428571428)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.5)","(26.0, 36.0, 31.6)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:34.318236,"(3.7, 4.8, 4.628571428571428)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.5)","(26.0, 36.0, 31.6)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:35.535619,"(3.7, 4.8, 4.628571428571428)","(13.0, 19.5, 16.5)","(3.1, 3.6, 3.5)","(26.0, 36.0, 31.6)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:36.768641,"(3.7, 4.8, 4.6)","(13.0, 19.5, 17.5)","(3.1, 3.5, 3.4)","(26.0, 36.0, 31.6)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 17.5625)","(6.0, 9.8, 9.64)"
05-01-2023 15:05:37.993482,"(3.7, 4.8, 4.6)","(13.0, 19.5, 17.5)","(3.1, 3.45, 3.4)","(26.0, 36.0, 31.6)","(13.0, 15.0, 14.25)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.0, 18.0)","(6.0, 9.8, 9.642857142857142)"
05-01-2023 15:05:39.226524,"(3.7, 4.8, 4.55)","(13.0, 20.0, 17.833333333333332)","(3.1, 3.4, 3.325)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.7)","(11.0, 18.5, 18.0)","(6.0, 10.0, 9.642857142857142)"
05-01-2023 15:05:40.548110,"(3.7, 4.8, 4.56)","(13.0, 23.0, 19.833333333333332)","(3.1, 3.4, 3.3125)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.633333333333334)","(11.0, 19.0, 18.5)","(6.0, 10.0, 9.428571428571429)"
05-01-2023 15:05:41.913734,"(3.7, 4.8, 4.56)","(13.0, 23.0, 19.833333333333332)","(3.1, 3.4, 3.3125)","(26.0, 36.0, 33.0)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.550000000000001)","(11.0, 19.0, 18.55)","(6.0, 10.0, 9.428571428571429)"
05-01-2023 15:05:43.200754,"(3.7, 4.8, 4.6)","(13.0, 23.0, 20.0)","(3.1, 3.4, 3.325)","(26.0, 36.0, 34.285714285714285)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.550000000000001)","(11.0, 19.0, 18.55)","(6.0, 10.0, 9.428571428571429)"
05-01-2023 15:05:44.522994,"(3.7, 4.8, 4.65)","(13.0, 22.0, 20.857142857142858)","(3.1, 3.4, 3.325)","(26.0, 36.0, 34.285714285714285)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.316666666666666)","(11.0, 19.0, 18.7)","(6.0, 10.0, 9.428571428571429)"
05-01-2023 15:05:45.987290,"(3.7, 4.8, 4.65)","(13.0, 21.0, 19.375)","(3.1, 3.4, 3.325)","(26.0, 36.0, 34.285714285714285)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.328571428571428)","(11.0, 19.0, 18.7)","(6.0, 10.0, 9.428571428571429)"
05-01-2023 15:05:47.461561,"(3.7, 4.8, 4.65)","(13.0, 21.0, 19.375)","(3.1, 3.4, 3.325)","(26.0, 36.0, 28.666666666666668)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.328571428571428)","(11.0, 19.0, 18.7)","(6.0, 10.0, 9.428571428571429)"
05-01-2023 15:05:48.761569,"(3.7, 4.8, 4.65)","(13.0, 21.0, 19.375)","(3.1, 3.4, 3.325)","(26.0, 36.0, 28.666666666666668)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.328571428571428)","(11.0, 19.0, 18.7)","(6.0, 10.0, 9.428571428571429)"
05-01-2023 15:05:50.081290,"(3.7, 4.8, 4.729411764705882)","(13.0, 21.0, 19.375)","(3.1, 3.4, 3.325)","(26.0, 36.0, 28.666666666666668)","(13.0, 15.0, 14.5)","(71.0, 99999, 99990)","(4.4, 5.9, 5.328571428571428)","(11.0, 19.0, 18.7)","(6.0, 10.0, 9.428571428571429)"
05-01-2023 15:05:51.347834,"(3.7, 4.8, 4.633333333333333)","(13.0, 21.0, 18.5)","(3.1, 3.4, 3.25)","(26.0, 36.0, 28.666666666666668)","(13.0, 15.0, 14.035714285714286)","(71.0, 99999, 99990)","(4.4, 5.9, 5.233333333333333)","(11.0, 19.0, 18.289473684210527)","(6.0, 10.0, 9.636363636363637)"
05-01-2023 15:05:52.652204,"(3.7, 4.8, 4.633333333333333)","(13.0, 21.0, 18.5)","(3.1, 3.4, 3.25)","(26.0, 36.0, 28.666666666666668)","(13.0, 16.0, 12.694444444444445)","(71.0, 99999, 99990)","(4.4, 5.9, 5.536363636363636)","(11.0, 18.5, 17.81578947368421)","(6.0, 10.0, 9.5)"
05-01-2023 15:05:53.888338,"(3.7, 4.8, 4.728571428571429)","(13.0, 21.0, 18.5)","(3.1, 3.4, 3.37)","(26.0, 36.0, 28.666666666666668)","(13.0, 16.0, 12.659090909090908)","(71.0, 99999, 99990)","(4.4, 5.9, 5.5)","(11.0, 18.0, 18.75)","(6.0, 10.0, 9.5)"
05-01-2023 15:05:55.170184,"(3.7, 4.8, 4.728571428571429)","(13.0, 21.0, 18.5)","(3.1, 3.4, 3.275)","(26.0, 36.0, 28.666666666666668)","(13.0, 16.0, 13.0)","(71.0, 99999, 99990)","(4.4, 5.9, 5.316666666666666)","(11.0, 19.0, 18.27777777777778)","(6.0, 10.0, 9.5)"
05-01-2023 15:05:56.423554,"(3.7, 4.8, 4.728571428571429)","(13.0, 21.0, 18.5)","(3.1, 3.4, 3.275)","(26.0, 36.0, 28.666666666666668)","(13.0, 15.5, 13.0)","(71.0, 99999, 99990)","(4.4, 5.9, 5.316666666666666)","(11.0, 18.5, 18.763157894736842)","(6.0, 10.0, 9.5)"
