,Fiftyshades Cresco,Outa Control,Cc Jones Nz,Trebek,Bezzaboma,Springfield Shadow,Rocking Wroxton,Lochster,Illawong Lord
148,"[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 21, 98553), 26.0, 50.0]"
149,"[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 22, 345947), 26.0, 50.0]"
150,"[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 23, 639784), 26.0, 50.0]"
151,"[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 24, 894270), 26.0, 50.0]"
152,"[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 26, 183442), 26.0, 50.0]"
153,"[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 27, 431781), 26.0, 50.0]"
154,"[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 28, 656410), 26.0, 50.0]"
155,"[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 29, 929569), 26.0, 50.0]"
156,"[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 31, 288002), 26.0, 50.0]"
157,"[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 32, 538661), 26.0, 50.0]"
158,"[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 33, 788940), 26.0, 50.0]"
159,"[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 4.0, 7.6]","[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 35, 18576), 26.0, 50.0]"
160,"[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 36, 283418), 26.0, 50.0]"
161,"[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 37, 546546), 26.0, 50.0]"
162,"[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 38, 766698), 26.0, 50.0]"
163,"[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 39, 991936), 26.0, 50.0]"
164,"[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 41, 251279), 26.0, 50.0]"
165,"[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 51.0, 140.0]","[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 42, 464551), 26.0, 50.0]"
166,"[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 51.0, 140.0]","[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 43, 692127), 26.0, 50.0]"
167,"[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 45, 44, 922400), 26.0, 50.0]"
168,"[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 45, 46, 130595), 26.0, 50.0]"
169,"[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 47, 345408), 26.0, 50.0]"
170,"[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 48, 569848), 26.0, 50.0]"
171,"[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 49, 802938), 26.0, 50.0]"
172,"[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 51, 15055), 26.0, 50.0]"
173,"[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 52, 525162), 26.0, 50.0]"
174,"[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 53, 811066), 26.0, 50.0]"
175,"[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 55, 93471), 26.0, 50.0]"
176,"[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 56, 326487), 26.0, 50.0]"
177,"[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 57, 551749), 26.0, 50.0]"
178,"[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 45, 58, 770065), 26.0, 50.0]"
179,"[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 45, 59, 991802), 26.0, 50.0]"
180,"[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 46, 1, 213384), 26.0, 50.0]"
181,"[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 46, 2, 437519), 26.0, 50.0]"
182,"[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 13.0, 23.0]","[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 46, 3, 735986), 26.0, 50.0]"
183,"[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 46, 5, 18697), 26.0, 50.0]"
