,Atomic Rose,Chaos Magic,La Danta,Boston Belle,Fort Pike,Inpending Breeze,Pepper Point
15-12-2022 11:09:33.688538,"(2.7, 3.0, 2.9657142857142857)","(2.6, 3.1, 2.99)","(18.0, 36.0, 27.75)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.375)","(10.0, 34.0, 26.666666666666664)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:34.704940,"(2.7, 3.0, 2.9657142857142857)","(2.6, 3.1, 2.99)","(18.0, 36.0, 27.75)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.375)","(10.0, 34.0, 26.666666666666664)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:35.756585,"(2.7, 3.0, 2.9657142857142857)","(2.6, 3.1, 2.99)","(18.0, 36.0, 28.8)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.375)","(10.0, 34.0, 22.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:36.686460,"(2.7, 3.0, 2.9657142857142857)","(2.6, 3.1, 3.002222222222222)","(18.0, 36.0, 30.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.375)","(10.0, 34.0, 22.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:37.669707,"(2.7, 3.0, 2.9657142857142857)","(2.6, 3.1, 3.0175)","(18.0, 38.0, 32.4)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.375)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:38.709645,"(2.7, 3.0, 2.92)","(2.6, 3.1, 3.0175)","(18.0, 38.0, 32.4)","(5.5, 7.2, 6.9)","(13.0, 22.0, 19.0)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:39.652637,"(2.7, 3.0, 2.92)","(2.6, 3.1, 2.9585714285714286)","(18.0, 38.0, 32.4)","(5.5, 7.2, 6.9)","(13.0, 22.0, 19.0)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:40.560837,"(2.7, 3.0, 2.92)","(2.6, 3.1, 2.9615384615384617)","(18.0, 36.0, 30.0)","(5.5, 7.2, 6.9)","(13.0, 21.0, 16.833333333333332)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:41.506333,"(2.7, 3.0, 2.92)","(2.6, 3.1, 2.9615384615384617)","(18.0, 36.0, 30.0)","(5.5, 7.2, 6.9)","(13.0, 21.0, 19.0)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:42.417687,"(2.7, 3.0, 2.92)","(2.6, 3.1, 2.9615384615384617)","(18.0, 38.0, 32.4)","(5.5, 7.2, 6.9)","(13.0, 22.0, 19.0)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:43.393035,"(2.7, 3.0, 2.95)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:44.378392,"(2.7, 3.0, 2.95)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:45.345394,"(2.7, 3.0, 2.95)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:46.332883,"(2.7, 3.4, 3.127272727272727)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 34.0, 29.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:47.332263,"(2.7, 3.4, 3.127272727272727)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 34.0, 23.0)","(26.0, 50.0, 42.0)"
15-12-2022 11:09:48.375904,"(2.7, 3.35, 2.8729999999999998)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 34.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:49.342927,"(2.7, 3.3, 2.8885714285714283)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:50.298126,"(2.7, 3.3, 2.8885714285714283)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:51.254773,"(2.7, 3.3, 2.8885714285714283)","(2.6, 3.1, 2.99)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:52.177194,"(2.7, 3.3, 2.8885714285714283)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:53.181020,"(2.7, 3.3, 2.8885714285714283)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:54.109256,"(2.7, 3.3, 2.8885714285714283)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:55.033566,"(2.7, 3.3, 2.8885714285714283)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:56.032575,"(2.7, 3.3, 2.8885714285714283)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:56.950089,"(2.7, 3.2, 3.1660000000000004)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:57.880572,"(2.7, 3.2, 3.16)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:58.789104,"(2.7, 3.2, 3.16)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:09:59.696845,"(2.7, 3.2, 3.16)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:00.613024,"(2.7, 3.2, 3.16)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:01.928720,"(2.7, 3.2, 3.16)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 18.666666666666668)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:02.879403,"(2.7, 3.2, 3.16)","(2.6, 3.1, 3.0)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.9)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 17.6)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:03.888405,"(2.7, 3.2, 3.0615384615384618)","(2.6, 3.1, 3.05)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 19.0, 17.5)","(26.0, 50.0, 41.0)"
15-12-2022 11:10:04.966778,"(2.7, 3.15, 2.9388888888888887)","(2.6, 3.1, 3.05)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 19.0, 17.5)","(26.0, 48.0, 41.0)"
15-12-2022 11:10:05.886597,"(2.7, 3.15, 2.9388888888888887)","(2.6, 3.1, 3.05)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 19.0, 17.5)","(26.0, 48.0, 41.0)"
15-12-2022 11:10:06.854289,"(2.7, 3.1, 3.0272727272727273)","(2.6, 3.1, 2.9166666666666665)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 25.166666666666664)","(26.0, 48.0, 42.0)"
15-12-2022 11:10:07.805208,"(2.7, 3.1, 3.0272727272727273)","(2.6, 3.05, 2.945)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 32.0, 25.166666666666664)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:08.991011,"(2.7, 3.05, 3.005)","(2.6, 3.05, 3.04125)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 19.0, 17.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:10.150467,"(2.7, 3.05, 2.995454545454545)","(2.6, 3.05, 3.04125)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 19.0, 17.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:11.154866,"(2.7, 3.05, 2.9459999999999997)","(2.6, 3.05, 3.04125)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 19.0, 17.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:12.248532,"(2.7, 3.05, 2.9459999999999997)","(2.6, 3.05, 3.04125)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 19.0, 17.5)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:13.342127,"(2.7, 3.05, 2.9459999999999997)","(2.6, 3.05, 3.04125)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 19.0, 19.9)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:14.345499,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 22.0, 19.9)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:15.293590,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 22.0, 19.9)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:16.235781,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 22.0, 19.9)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:17.233981,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.833333333333332)","(10.0, 22.0, 19.9)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:18.258364,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.25)","(10.0, 22.0, 20.0)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:19.347307,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.25)","(10.0, 28.0, 19.0)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:20.375498,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.25)","(10.0, 26.0, 19.0)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:21.380936,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.25)","(10.0, 26.0, 19.0)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:22.709788,"(2.7, 3.05, 2.93625)","(2.6, 3.05, 3.03375)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 20.25)","(10.0, 26.0, 29.5)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:23.856176,"(2.7, 2.9, 2.867659574468085)","(2.6, 2.88, 2.8649999999999998)","(18.0, 38.0, 34.0)","(5.5, 7.2, 7.0)","(13.0, 22.0, 19.5)","(10.0, 38.0, 30.833333333333332)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:24.977989,"(2.7, 2.9, 2.867659574468085)","(2.6, 2.88, 2.8657142857142857)","(18.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 21.0)","(10.0, 40.0, 37.3)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:26.026403,"(2.7, 2.9, 2.8676271186440676)","(2.6, 2.88, 2.8657142857142857)","(18.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 21.0)","(10.0, 40.0, 37.3)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:27.301841,"(2.7, 2.9, 2.8676271186440676)","(2.6, 2.88, 2.8657142857142857)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 20.0)","(10.0, 40.0, 30.833333333333332)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:28.415172,"(2.7, 2.9, 2.8676271186440676)","(2.6, 2.88, 2.8657142857142857)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 21.0)","(10.0, 40.0, 37.3)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:29.451206,"(2.7, 2.9, 2.8676271186440676)","(2.6, 2.88, 2.8657142857142857)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 21.0)","(10.0, 40.0, 26.0)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:30.524175,"(2.7, 3.05, 3.021320754716981)","(2.6, 2.88, 2.8657142857142857)","(18.0, 38.0, 34.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 21.0)","(10.0, 40.0, 26.0)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:31.831455,"(2.7, 3.05, 3.021320754716981)","(2.6, 2.88, 2.8657142857142857)","(18.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 20.0)","(10.0, 40.0, 26.0)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:32.797360,"(2.7, 3.05, 3.021320754716981)","(2.6, 2.88, 2.8657142857142857)","(18.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 20.0)","(10.0, 40.0, 26.0)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:33.828834,"(2.7, 3.05, 2.952857142857143)","(2.6, 2.88, 2.861818181818182)","(18.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 19.0)","(10.0, 42.0, 33.285714285714285)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:34.738195,"(2.7, 3.05, 2.9584615384615383)","(2.6, 2.88, 2.861818181818182)","(18.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 19.0)","(10.0, 42.0, 31.833333333333332)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:35.740469,"(2.7, 3.05, 2.9749999999999996)","(2.6, 2.88, 2.861818181818182)","(18.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 19.0)","(10.0, 42.0, 31.833333333333332)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:36.719111,"(2.7, 3.05, 2.9749999999999996)","(2.6, 2.88, 2.861818181818182)","(17.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 19.0)","(10.0, 42.0, 31.833333333333332)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:37.847303,"(2.7, 3.05, 2.9749999999999996)","(2.6, 2.88, 2.861818181818182)","(17.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 19.0)","(10.0, 42.0, 31.833333333333332)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:39.005608,"(2.7, 3.05, 3.005)","(2.6, 2.88, 2.861818181818182)","(17.0, 38.0, 30.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.142857142857142)","(10.0, 42.0, 31.833333333333332)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:40.139625,"(2.7, 3.05, 3.005)","(2.6, 2.88, 2.861818181818182)","(17.0, 38.0, 30.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.0)","(10.0, 42.0, 31.833333333333332)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:41.142963,"(2.7, 3.05, 3.005)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 30.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 20.333333333333332)","(10.0, 42.0, 28.928571428571427)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:42.353074,"(2.7, 3.05, 3.005)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 31.5)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.0)","(10.0, 42.0, 28.928571428571427)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:43.567047,"(2.7, 3.05, 3.008)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 31.5)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.0)","(10.0, 42.0, 34.3)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:44.637019,"(2.7, 3.05, 2.98875)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 31.5)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.0)","(10.0, 40.0, 34.3)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:45.733333,"(2.7, 3.05, 2.98875)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 31.5)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.0)","(10.0, 40.0, 29.166666666666668)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:46.712141,"(2.7, 3.05, 2.98875)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 31.5)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.0)","(10.0, 38.0, 29.166666666666668)","(26.0, 50.0, 42.0)"
15-12-2022 11:10:47.775527,"(2.7, 3.05, 2.98875)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.0)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:48.815705,"(2.7, 3.05, 2.98875)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 33.666666666666664)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.0)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:49.938014,"(2.7, 3.05, 2.98875)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.0)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:51.019306,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 21.0, 18.25)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:52.082723,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.25)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:53.153133,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.25)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:54.206264,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.25)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:55.265033,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.428571428571427)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:56.689856,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.428571428571427)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:58.018346,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.428571428571427)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:10:59.171868,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.428571428571427)","(10.0, 38.0, 18.5)","(26.0, 50.0, 40.4)"
15-12-2022 11:11:00.493879,"(2.7, 3.05, 2.9955555555555553)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.428571428571427)","(10.0, 38.0, 24.0)","(26.0, 50.0, 40.4)"
15-12-2022 11:11:02.364126,"(2.7, 3.05, 3.00625)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.428571428571427)","(10.0, 36.0, 24.0)","(26.0, 50.0, 40.4)"
15-12-2022 11:11:03.642334,"(2.7, 3.05, 3.00625)","(2.6, 2.88, 2.8633333333333333)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 18.0)","(10.0, 36.0, 29.166666666666668)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:05.012279,"(2.7, 3.05, 3.0027777777777778)","(2.6, 2.88, 2.855)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 19.0)","(10.0, 38.0, 30.428571428571427)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:06.388018,"(2.7, 3.05, 3.0027777777777778)","(2.6, 2.86, 2.8466666666666667)","(17.0, 38.0, 33.2)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 19.0)","(10.0, 38.0, 32.111111111111114)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:07.810708,"(2.7, 3.05, 3.0027777777777778)","(2.6, 2.86, 2.8466666666666667)","(17.0, 38.0, 33.2)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 19.0)","(10.0, 38.0, 33.18181818181819)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:09.106991,"(2.7, 3.0, 2.982222222222222)","(2.6, 2.86, 2.8466666666666667)","(17.0, 38.0, 33.2)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 19.0)","(10.0, 38.0, 33.18181818181819)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:10.422288,"(2.7, 3.0, 2.982222222222222)","(2.6, 2.86, 2.8419999999999996)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 19.0)","(10.0, 38.0, 31.375)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:11.684361,"(2.7, 3.0, 2.982222222222222)","(2.6, 2.86, 2.8419999999999996)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 19.0)","(10.0, 38.0, 31.375)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:13.025069,"(2.7, 3.0, 2.982222222222222)","(2.6, 2.86, 2.8419999999999996)","(17.0, 38.0, 32.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 19.0)","(10.0, 38.0, 31.375)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:14.391920,"(2.7, 3.0, 2.982222222222222)","(2.6, 2.86, 2.8419999999999996)","(17.0, 38.0, 38.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 18.666666666666668)","(10.0, 38.0, 30.428571428571427)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:15.797762,"(2.7, 3.0, 2.982222222222222)","(2.6, 2.86, 2.8419999999999996)","(17.0, 50.0, 38.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 18.666666666666668)","(10.0, 38.0, 30.428571428571427)","(26.0, 50.0, 42.0)"
15-12-2022 11:11:17.251307,"(2.7, 3.0, 2.982222222222222)","(2.6, 2.86, 2.8419999999999996)","(17.0, 50.0, 38.0)","(5.5, 7.2, 6.942857142857143)","(13.0, 23.0, 18.7)","(10.0, 38.0, 20.666666666666664)","(26.0, 50.0, 40.4)"
15-12-2022 11:11:18.484478,"(2.7, 3.0, 2.982222222222222)","(2.6, 2.86, 2.8419999999999996)","(17.0, 50.0, 42.5)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 19.8)","(10.0, 38.0, 27.799999999999997)","(26.0, 50.0, 40.4)"
15-12-2022 11:11:19.701221,"(2.7, 2.98, 2.976)","(2.6, 2.86, 2.8419999999999996)","(17.0, 48.0, 42.5)","(5.5, 7.2, 6.942857142857143)","(13.0, 22.0, 19.8)","(10.0, 38.0, 27.799999999999997)","(26.0, 50.0, 40.4)"
