,Bull Shark,Ruling,U Rock It,Wizard Of Odds,Awesummer,Attuck,Luckytobeinamerica
05-01-2023 13:45:17.307472,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 40.5)","(11.0, 16.0, 15.08695652173913)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 19.75)"
05-01-2023 13:45:18.363047,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 40.5)","(11.0, 16.0, 15.08695652173913)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:19.575134,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 40.5)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:20.793419,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 40.5)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:21.836588,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 42.6)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:22.897779,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 42.6)","(11.0, 16.0, 15.045454545454545)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:23.931072,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 42.6)","(11.0, 16.0, 15.045454545454545)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:25.072919,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 42.6)","(11.0, 16.0, 15.045454545454545)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:26.165815,"(3.0, 3.6, 3.535135135135135)","(2.9, 3.5, 3.448)","(21.0, 36.0, 34.875)","(21.0, 44.0, 42.6)","(11.0, 16.0, 15.045454545454545)","(3.7, 4.6, 4.276470588235294)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:27.193841,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.448)","(21.0, 36.0, 35.33333333333333)","(21.0, 44.0, 43.391304347826086)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:28.267169,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.448)","(21.0, 36.0, 35.33333333333333)","(21.0, 48.0, 41.6)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:29.388569,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.448)","(21.0, 36.0, 35.33333333333333)","(21.0, 48.0, 43.42857142857143)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:30.543097,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.448)","(21.0, 36.0, 35.33333333333333)","(21.0, 48.0, 43.42857142857143)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:31.674606,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.448)","(21.0, 36.0, 35.33333333333333)","(21.0, 48.0, 43.42857142857143)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:32.757986,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.448)","(21.0, 36.0, 35.33333333333333)","(21.0, 48.0, 43.42857142857143)","(11.0, 16.0, 14.409090909090908)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:33.861294,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.4628571428571426)","(21.0, 36.0, 35.33333333333333)","(21.0, 48.0, 43.42857142857143)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:34.897947,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.4628571428571426)","(21.0, 36.0, 35.33333333333333)","(21.0, 48.0, 43.42857142857143)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.75)"
05-01-2023 13:45:36.121832,"(3.0, 3.6, 3.5612903225806454)","(2.9, 3.5, 3.4628571428571426)","(21.0, 36.0, 35.33333333333333)","(21.0, 48.0, 43.42857142857143)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.281818181818181)","(13.0, 23.0, 17.333333333333332)"
05-01-2023 13:45:37.252416,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.4257142857142857)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:38.186674,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.469411764705882)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:39.260124,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.469411764705882)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:40.302116,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.469411764705882)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:41.373660,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.469411764705882)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:42.386582,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.469411764705882)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:43.404871,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.4783333333333335)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:44.387716,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.3875)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:45.449780,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.3875)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 38.666666666666664)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:46.388882,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.3875)","(21.0, 36.0, 35.30769230769231)","(21.0, 48.0, 46.769230769230774)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.281818181818181)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:47.358290,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.3875)","(21.0, 36.0, 35.05263157894737)","(21.0, 48.0, 46.11764705882353)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.225)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:48.400182,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.3875)","(21.0, 36.0, 35.05263157894737)","(21.0, 48.0, 46.11764705882353)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.225)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:49.409077,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.3875)","(21.0, 36.0, 35.05263157894737)","(21.0, 48.0, 46.11764705882353)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.489473684210526)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:50.344305,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.4726315789473685)","(21.0, 36.0, 35.05263157894737)","(21.0, 48.0, 46.11764705882353)","(11.0, 16.0, 15.0)","(3.7, 4.6, 4.489473684210526)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:51.466332,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.4726315789473685)","(21.0, 36.0, 35.05263157894737)","(21.0, 48.0, 46.11764705882353)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.489473684210526)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:52.471473,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.4726315789473685)","(21.0, 36.0, 35.05263157894737)","(21.0, 48.0, 46.11764705882353)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.489473684210526)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:53.421160,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.4726315789473685)","(21.0, 36.0, 35.05263157894737)","(21.0, 48.0, 44.0)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.489473684210526)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:54.603526,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.4726315789473685)","(21.0, 36.0, 35.05263157894737)","(21.0, 48.0, 42.57142857142857)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.489473684210526)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:55.677692,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.4726315789473685)","(21.0, 36.0, 35.05263157894737)","(21.0, 46.0, 42.57142857142857)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.489473684210526)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:56.671138,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.487)","(21.0, 36.0, 35.05263157894737)","(21.0, 46.0, 42.57142857142857)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.418965517241379)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:57.634110,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.474)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 47.33333333333333)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.418965517241379)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:58.606113,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.482)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 47.33333333333333)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.418965517241379)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:45:59.575629,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.482)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 42.0)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.418965517241379)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:46:00.556927,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.482)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 42.0)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:46:01.490088,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 42.0)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:46:02.514679,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 42.0)","(11.0, 16.0, 14.5)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.333333333333332)"
05-01-2023 13:46:03.555898,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 42.0)","(11.0, 16.0, 14.75)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.964285714285715)"
05-01-2023 13:46:04.648000,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 42.0)","(11.0, 16.0, 14.75)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.964285714285715)"
05-01-2023 13:46:05.675159,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.14285714285714)","(21.0, 48.0, 42.0)","(11.0, 16.0, 14.75)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.964285714285715)"
05-01-2023 13:46:06.904584,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 16.0, 14.75)","(3.7, 4.6, 4.32)","(13.0, 24.0, 22.06818181818182)"
05-01-2023 13:46:08.121236,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 16.0, 14.75)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.0)"
05-01-2023 13:46:09.224855,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 16.0, 14.75)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.0)"
05-01-2023 13:46:10.306880,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 16.0, 14.75)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.0)"
05-01-2023 13:46:11.454648,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 16.0, 14.181818181818182)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.3125)"
05-01-2023 13:46:12.511033,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 15.0, 14.0)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.3125)"
05-01-2023 13:46:13.660252,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 15.0, 14.0)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.3125)"
05-01-2023 13:46:14.696646,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 15.0, 14.0)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.3125)"
05-01-2023 13:46:15.734377,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.18181818181818)","(21.0, 48.0, 46.44444444444444)","(11.0, 15.0, 14.0)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.3125)"
05-01-2023 13:46:16.690511,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 41.0)","(11.0, 15.0, 14.0)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.25)"
05-01-2023 13:46:17.719695,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.25)","(21.0, 48.0, 47.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.25)"
05-01-2023 13:46:18.721391,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.25)","(21.0, 48.0, 47.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.25)"
05-01-2023 13:46:19.734504,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.25)","(21.0, 48.0, 47.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.25)"
05-01-2023 13:46:20.790719,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.25)","(21.0, 48.0, 47.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 20.25)"
05-01-2023 13:46:21.784433,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.25)","(21.0, 48.0, 47.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.625)"
05-01-2023 13:46:22.814764,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.25)","(21.0, 48.0, 47.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.625)"
05-01-2023 13:46:23.985738,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.25)","(21.0, 48.0, 47.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.625)"
05-01-2023 13:46:25.160915,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.25)","(21.0, 48.0, 47.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 19.625)"
05-01-2023 13:46:26.247189,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 41.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 16.916666666666668)"
05-01-2023 13:46:27.463518,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 41.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 16.916666666666668)"
05-01-2023 13:46:28.542842,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 41.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:29.588057,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 45.375)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:30.616397,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 45.375)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:31.640070,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 44.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:32.741366,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 38.5)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:33.957171,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:35.175904,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:36.187774,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 33.75)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:37.327658,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:38.484354,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:39.620284,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:40.770315,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.7, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:41.975850,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.8, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:43.185724,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.8, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:44.275362,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 38.0)","(11.0, 15.0, 14.25)","(3.8, 4.6, 4.32)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:45.308851,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 38.0)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.476712328767123)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:46.264675,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.1)","(21.0, 48.0, 41.333333333333336)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.476712328767123)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:47.307621,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.0)","(21.0, 48.0, 45.14285714285714)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.404347826086957)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:48.344240,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.0)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:49.374137,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.0)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:50.478845,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.0)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:51.618911,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.0)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 24.0, 17.625)"
05-01-2023 13:46:52.723043,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.413333333333333)","(21.0, 36.0, 35.0)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 24.0, 16.125)"
05-01-2023 13:46:53.799949,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.46)","(21.0, 36.0, 35.0)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 18.0, 15.8125)"
05-01-2023 13:46:54.855644,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.46)","(21.0, 36.0, 35.0)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 18.0, 15.8125)"
05-01-2023 13:46:55.919809,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.46)","(21.0, 36.0, 35.0)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 18.0, 16.833333333333332)"
05-01-2023 13:46:56.882151,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.46)","(21.0, 36.0, 33.75)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 18.0, 16.833333333333332)"
05-01-2023 13:46:57.844042,"(3.0, 3.6, 3.5612903225806454)","(2.8, 3.5, 3.46)","(21.0, 36.0, 35.25)","(21.0, 48.0, 38.5)","(11.0, 15.0, 13.714285714285714)","(3.8, 4.6, 4.38)","(13.0, 18.0, 17.125)"
