,Jessicas Story,Kyvalley Surfrider Nz,Bacardi Jess,Baarlinee,Sonnyboy,Midnight Avenger,Cheermeonimdancin,Aroha Koe,Meadowvalley Lover
06-01-2023 17:05:24.231757,"(14.0, 25.0, 17.875)","(21.0, 99999, 99990)","(41.0, 110.0, 79.0909090909091)","(3.2, 5.3, 4.757142857142857)","(5.0, 8.2, 6.88)","(41.0, 110.0, 90.85714285714286)","(14.0, 28.0, 22.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 14.166666666666666)"
06-01-2023 17:05:25.493262,"(14.0, 24.0, 18.333333333333332)","(21.0, 99999, 99990)","(41.0, 100.0, 85.5)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.85714285714286)","(14.0, 27.0, 22.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 14.166666666666666)"
06-01-2023 17:05:26.765360,"(14.0, 24.0, 18.333333333333332)","(21.0, 99999, 99990)","(41.0, 100.0, 85.5)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.85714285714286)","(14.0, 27.0, 22.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 14.166666666666666)"
06-01-2023 17:05:27.979428,"(14.0, 24.0, 18.333333333333332)","(21.0, 99999, 99990)","(41.0, 100.0, 85.5)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.85714285714286)","(14.0, 27.0, 22.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 14.166666666666666)"
06-01-2023 17:05:29.207170,"(14.0, 24.0, 18.333333333333332)","(21.0, 99999, 99990)","(41.0, 100.0, 85.5)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.85714285714286)","(14.0, 27.0, 18.666666666666668)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 14.166666666666666)"
06-01-2023 17:05:30.321101,"(14.0, 24.0, 18.333333333333332)","(21.0, 99999, 99990)","(41.0, 100.0, 85.5)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.85714285714286)","(14.0, 27.0, 18.666666666666668)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 14.166666666666666)"
06-01-2023 17:05:31.405874,"(14.0, 24.0, 18.333333333333332)","(21.0, 99999, 99990)","(41.0, 100.0, 85.5)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.85714285714286)","(14.0, 27.0, 18.944444444444443)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 14.166666666666666)"
06-01-2023 17:05:32.585561,"(14.0, 24.0, 18.333333333333332)","(21.0, 99999, 99990)","(41.0, 100.0, 85.5)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.85714285714286)","(14.0, 27.0, 18.944444444444443)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 14.166666666666666)"
06-01-2023 17:05:33.733403,"(14.0, 24.0, 18.333333333333332)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 27.0, 20.214285714285715)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.5, 16.5)"
06-01-2023 17:05:34.890523,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 26.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:36.114236,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:37.308031,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:38.471985,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:39.661900,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:40.823985,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:42.040601,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:43.235065,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:44.456087,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:45.647730,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:46.754442,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:47.908587,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:49.062056,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:50.188081,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:51.345515,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:52.529409,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:53.694164,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:54.869049,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.0)"
06-01-2023 17:05:56.016571,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 20.833333333333336)","(2.2, 2.46, 2.425411764705882)","(10.0, 19.0, 16.333333333333332)"
06-01-2023 17:05:57.123765,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 23.4375)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:05:58.296627,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.0)","(14.0, 25.0, 21.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:05:59.412445,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 82.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.33333333333333)","(14.0, 25.0, 21.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:00.602617,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 80.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.33333333333333)","(14.0, 25.0, 21.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:01.743243,"(14.0, 23.0, 17.375)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.33333333333333)","(14.0, 25.0, 21.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:02.878789,"(14.0, 23.0, 20.0)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.33333333333333)","(14.0, 25.0, 21.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:04.015638,"(14.0, 23.0, 20.0)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 90.33333333333333)","(14.0, 25.0, 21.0)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:05.213718,"(14.0, 23.0, 20.0)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.8)","(14.0, 25.0, 21.57142857142857)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:06.293692,"(14.0, 23.0, 20.0)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.8)","(14.0, 25.0, 21.57142857142857)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:07.414260,"(14.0, 23.0, 20.0)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.8)","(14.0, 25.0, 21.57142857142857)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:08.549847,"(14.0, 23.0, 20.0)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.8)","(14.0, 25.0, 21.57142857142857)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:09.743795,"(14.0, 23.0, 20.0)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.4)","(14.0, 25.0, 21.57142857142857)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:10.908300,"(14.0, 23.0, 20.1875)","(21.0, 99999, 99990)","(41.0, 100.0, 90.0)","(3.2, 5.2, 4.757142857142857)","(5.0, 8.0, 6.88)","(41.0, 100.0, 88.4)","(14.0, 25.0, 21.57142857142857)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.333333333333332)"
06-01-2023 17:06:12.102385,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 100.0, 83.33333333333334)","(3.2, 5.2, 4.5562499999999995)","(5.0, 8.0, 6.76)","(41.0, 100.0, 77.33333333333334)","(14.0, 25.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.5, 16.0)"
06-01-2023 17:06:13.284557,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.5562499999999995)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:14.505349,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:15.710029,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:16.878369,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:18.016792,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:19.159937,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:20.300040,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:21.421291,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:22.541796,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:23.640241,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:24.773183,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:25.888149,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:26.997411,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:28.179999,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:29.343276,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 80.42857142857143)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:30.473760,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 80.42857142857143)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:31.681766,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 80.42857142857143)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:32.867291,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 80.42857142857143)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:34.093113,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 80.42857142857143)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:35.329755,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 75.4)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:36.561296,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 75.4)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:37.796953,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 75.4)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:39.015780,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 75.4)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:40.174712,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:41.352595,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:42.462074,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:43.550693,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:44.671557,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:45.811431,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:46.963894,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:48.132490,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:49.412341,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:50.658779,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:51.942148,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:53.219272,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:54.444863,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
