,Jessicas Story,Kyvalley Surfrider Nz,Bacardi Jess,Baarlinee,Sonnyboy,Midnight Avenger,Cheermeonimdancin,Aroha Koe,Meadowvalley Lover
06-01-2023 17:10:51.704841,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.64, 2.3657142857142857)","(10.0, 18.0, 14.0)"
06-01-2023 17:10:53.019032,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.64, 2.3657142857142857)","(10.0, 18.0, 14.0)"
06-01-2023 17:10:54.275332,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.64, 2.3325)","(10.0, 18.0, 14.0)"
06-01-2023 17:10:55.567893,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3325)","(10.0, 18.0, 14.0)"
06-01-2023 17:10:56.808789,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3325)","(10.0, 18.0, 14.0)"
06-01-2023 17:10:58.028927,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3325)","(10.0, 18.0, 14.0)"
06-01-2023 17:10:59.317719,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3325)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:00.565064,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3325)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:01.853934,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3325)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:02.998700,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.33)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:04.161806,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.5162962962962965)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:05.325696,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.5162962962962965)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:06.501636,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3745454545454545)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:07.665417,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3745454545454545)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:08.824316,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3745454545454545)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:09.999477,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3745454545454545)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:11.193118,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2272727272727275)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:12.375825,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:13.559584,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:14.811300,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:16.156213,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:17.446033,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:18.756156,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:20.057757,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:21.390557,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:22.695006,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:24.030181,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:25.337365,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:26.718337,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:28.058909,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:29.399952,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:30.672091,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:32.010831,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:33.451922,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:34.818256,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(5.0, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:36.224873,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:37.687363,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:39.046237,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:40.405977,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 81.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:41.755138,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:43.135114,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:44.472876,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:45.835991,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:47.225757,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:48.560171,"(14.0, 22.0, 19.833333333333332)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2854545454545456)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:49.847290,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.2680000000000002)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:51.112362,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:52.458664,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:53.722749,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:55.031261,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 83.75)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 62.33333333333333)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:56.287544,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:57.616795,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:11:59.040381,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:00.339642,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:01.700157,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:03.083504,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:04.366939,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 75.4)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:05.568219,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:06.829447,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:08.249502,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:09.542620,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:10.813326,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:12.117247,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:13.379298,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:14.799847,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 78.66666666666666)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:16.127487,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.5)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:17.456393,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:18.880544,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:20.787798,"(14.0, 22.0, 17.666666666666668)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.11111111111111)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:22.360970,"(14.0, 22.0, 19.6)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.6)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:23.854116,"(14.0, 22.0, 19.6)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.6)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:25.380040,"(14.0, 22.0, 19.6)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.6)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:26.776333,"(14.0, 22.0, 19.6)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.6)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:28.216585,"(14.0, 22.0, 19.6)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.6)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:29.617085,"(14.0, 22.0, 19.6)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.6)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:30.970894,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.6)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
06-01-2023 17:12:32.309105,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.521428571428571)","(4.8, 8.0, 6.8)","(41.0, 95.0, 61.0)","(14.0, 24.0, 19.6)","(2.2, 2.62, 2.3492307692307692)","(10.0, 18.0, 14.0)"
