,Bourne Supremacy,Home Brew,Vendetta Reef,Bucket Of Oil,Dragon Inn,Pick Star
11-01-2023 10:34:20.697308,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:21.612275,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:22.573047,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:23.566916,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:24.611534,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:25.646335,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:26.632783,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:27.642539,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:28.587121,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:29.489533,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:30.399006,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:31.337935,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:32.331758,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:33.283854,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:34.179555,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:35.051581,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:35.959936,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:36.888232,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:37.867334,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:38.785206,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:39.643976,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:40.530025,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:41.453634,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:42.423671,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:43.496545,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:44.447183,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:45.428604,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:46.325395,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:47.217454,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:48.222345,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:49.261569,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:50.288783,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:51.267671,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:52.240556,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:53.137542,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:54.023663,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:54.950707,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:55.967019,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:56.912883,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:57.850813,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:58.734448,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:34:59.629238,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:00.646986,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:01.622527,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:02.503395,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:03.406116,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:04.298868,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:05.257524,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:06.249362,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:07.657423,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:08.608358,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:09.696451,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:10.660102,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:11.559608,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:12.449209,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:13.357165,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:14.365120,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:15.365920,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:16.438032,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:17.373107,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:18.275306,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:19.194380,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:20.133520,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:21.096854,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:22.064139,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:22.931787,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:23.817726,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:24.753722,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:25.735320,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:26.743792,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:27.753758,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:28.647627,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:29.526034,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:30.441286,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:31.385253,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:32.352143,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:33.382244,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:34.345604,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:35.241426,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:36.103798,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:36.990729,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:37.956584,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:38.937482,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:39.952718,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:40.854444,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:41.728410,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:42.651506,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:43.596721,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:44.585712,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:45.545378,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:46.529085,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:47.402429,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:48.264802,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:49.223266,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:50.153422,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:51.117532,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:52.020236,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:52.923905,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:53.811380,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:54.675601,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:55.671995,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:56.596534,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:57.509513,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:58.443233,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:35:59.346199,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:36:00.276469,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:36:01.170344,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:36:02.122289,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
11-01-2023 10:36:03.004588,"(21.0, 60.0, 34.375)","(1.95, 2.6, 2.126153846153846)","(19.0, 48.0, 31.055555555555557)","(26.0, 100.0, 51.25)","(2.7, 4.8, 3.0666666666666664)","(4.0, 6.4, 4.9)"
