,Prosecute,Pinch A Banana,Amber Jack,Clover Energy,Tranquil Lexie,Skylahs Misfit,Dusty Boots,Clover Returns
15-12-2022 13:26:26.125876,"(3.3, 4.8, 4.371428571428572)","(2.5, 2.76, 2.6999999999999997)","(4.2, 5.9, 5.45)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:27.125020,"(3.3, 4.8, 4.466666666666667)","(2.5, 2.76, 2.6999999999999997)","(4.2, 5.9, 5.4875)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:28.141504,"(3.3, 4.8, 4.466666666666667)","(2.5, 2.76, 2.6999999999999997)","(4.2, 5.9, 5.625)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:29.321991,"(3.3, 4.8, 4.466666666666667)","(2.5, 2.76, 2.6999999999999997)","(4.2, 5.9, 5.625)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:30.464836,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.76, 2.6999999999999997)","(4.2, 5.9, 5.625)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:31.629597,"(3.3, 4.8, 4.6)","(2.5, 2.76, 2.6999999999999997)","(4.2, 5.9, 5.428571428571429)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:32.695620,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.76, 2.6999999999999997)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:33.735099,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:34.747028,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:35.793711,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:36.902937,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.28)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:38.092973,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:39.195034,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.354545454545455)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:40.255280,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.354545454545455)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:41.305884,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.354545454545455)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:42.352187,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:43.427191,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:44.610057,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:45.709156,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:46.923336,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:48.056115,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:49.202384,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:50.291857,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:51.440525,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:52.614369,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.28)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:53.820012,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 34.2)"
15-12-2022 13:26:54.950686,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 65.0, 38.0)"
15-12-2022 13:26:56.056498,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:26:57.282329,"(3.3, 4.8, 4.6)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.28)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:26:58.412540,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.74, 2.6636363636363636)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:26:59.508798,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.646153846153846)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:00.724319,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.646153846153846)","(4.2, 5.4, 5.358333333333333)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:01.840717,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.646153846153846)","(4.2, 5.4, 5.358333333333333)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:02.943304,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.358333333333333)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:04.046842,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:05.109559,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:06.259570,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:07.462418,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:08.567082,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:09.667021,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.108333333333333)","(10.0, 27.0, 23.625)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:10.709100,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.108333333333333)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:11.875374,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.0181818181818185)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:13.131400,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.0181818181818185)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:14.317615,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.205555555555556)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:15.478631,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.205555555555556)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:16.576520,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:17.658750,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:18.749155,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:19.919684,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:21.152561,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:22.340345,"(3.3, 4.8, 4.6)","(2.5, 2.72, 2.6500000000000004)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:23.451731,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:24.529811,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6333333333333333)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:25.575030,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:26.790467,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.28)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:28.205319,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:29.815349,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:31.071377,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:32.167585,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:33.438777,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:34.659097,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:35.894318,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:37.462715,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:39.015092,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 32.33333333333333)"
15-12-2022 13:27:40.207259,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:41.296031,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:42.425756,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.68, 2.6444444444444444)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:43.745744,"(3.3, 4.8, 4.6)","(2.5, 2.68, 2.6363636363636367)","(4.2, 5.4, 5.28)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:45.044073,"(3.3, 4.8, 4.6)","(2.5, 2.68, 2.6363636363636367)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:46.283069,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.68, 2.6444444444444444)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:47.480827,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.68, 2.6444444444444444)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:48.494501,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.28)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:49.578901,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.28)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:50.746990,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:51.931446,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:53.110974,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:54.190315,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:55.222700,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.358333333333333)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:56.393423,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:57.584698,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:58.740063,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:27:59.756625,"(3.3, 4.8, 4.657142857142857)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.333333333333334)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:28:00.738262,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
15-12-2022 13:28:01.836771,"(3.3, 4.8, 4.6)","(2.5, 2.7, 2.6384615384615384)","(4.2, 5.4, 5.316666666666667)","(10.0, 27.0, 18.333333333333332)","(41.0, 330.0, 164.375)","(7.5, 14.5, 13.0)","(18.0, 75.0, 41.526315789473685)","(18.0, 55.0, 31.2)"
