,Typhoon Nellie,All Inn Aussie,Arrogant Garth,Greek Temptation,Give Him Time,Blue Bird Beach,Be Good Beach,Sketchy Russ
12-01-2023 16:27:00.164115,"(4.6, 7.4, 5.766666666666667)","(2.45, 4.0, 3.4194444444444443)","(9.0, 34.0, 24.5)","(10.0, 23.0, 11.444444444444445)","(8.0, 14.5, 11.933333333333334)","(61.0, 370.0, 177.3684210526316)","(4.8, 7.6, 6.633333333333333)","(7.0, 9.8, 9.50909090909091)"
12-01-2023 16:27:01.318414,"(4.6, 7.4, 5.766666666666667)","(2.45, 4.0, 3.4194444444444443)","(9.0, 34.0, 24.5)","(10.0, 23.0, 11.444444444444445)","(8.0, 14.5, 11.933333333333334)","(61.0, 370.0, 177.3684210526316)","(4.8, 7.6, 6.633333333333333)","(7.0, 9.8, 9.50909090909091)"
12-01-2023 16:27:02.482751,"(4.6, 7.4, 5.766666666666667)","(2.45, 4.0, 3.4194444444444443)","(9.0, 34.0, 19.2)","(10.0, 23.0, 11.444444444444445)","(8.0, 14.5, 11.933333333333334)","(61.0, 370.0, 177.3684210526316)","(4.8, 7.6, 6.633333333333333)","(7.0, 9.8, 9.268493150684932)"
12-01-2023 16:27:03.712799,"(4.6, 7.4, 5.766666666666667)","(2.45, 3.95, 3.2979166666666666)","(9.0, 34.0, 21.666666666666664)","(10.0, 23.0, 11.444444444444445)","(8.0, 14.5, 11.933333333333334)","(61.0, 370.0, 177.3684210526316)","(4.8, 7.6, 6.633333333333333)","(7.0, 9.4, 9.332394366197184)"
12-01-2023 16:27:04.986449,"(4.6, 7.4, 5.766666666666667)","(2.45, 3.9, 3.2979166666666666)","(9.0, 34.0, 21.666666666666664)","(10.0, 23.0, 11.444444444444445)","(8.0, 14.5, 12.333333333333334)","(61.0, 370.0, 177.3684210526316)","(4.8, 7.6, 6.633333333333333)","(7.0, 9.4, 9.332394366197184)"
12-01-2023 16:27:06.086154,"(4.6, 5.6, 5.1)","(2.45, 3.9, 3.2979166666666666)","(9.0, 34.0, 20.5)","(10.0, 23.0, 14.23076923076923)","(8.0, 14.0, 11.857142857142858)","(61.0, 370.0, 177.3684210526316)","(4.8, 7.6, 6.633333333333333)","(7.0, 9.4, 9.332394366197184)"
12-01-2023 16:27:07.434112,"(4.6, 5.6, 5.708333333333334)","(2.45, 3.9, 3.248333333333333)","(9.0, 34.0, 22.333333333333332)","(10.0, 21.0, 15.75)","(8.0, 14.0, 11.857142857142858)","(61.0, 370.0, 397.5)","(4.8, 7.6, 6.633333333333333)","(7.0, 9.4, 9.332394366197184)"
12-01-2023 16:27:08.778066,"(4.6, 7.4, 5.708333333333334)","(2.45, 3.9, 3.3333333333333335)","(9.0, 34.0, 22.333333333333332)","(10.0, 21.0, 15.75)","(8.0, 14.0, 11.857142857142858)","(61.0, 540.0, 383.5)","(4.8, 7.6, 6.633333333333333)","(7.0, 9.4, 9.332394366197184)"
12-01-2023 16:27:10.031879,"(4.6, 7.4, 5.708333333333334)","(2.45, 3.9, 3.3333333333333335)","(9.0, 34.0, 22.333333333333332)","(10.0, 21.0, 15.75)","(8.0, 14.0, 11.857142857142858)","(61.0, 520.0, 383.5)","(4.8, 7.6, 6.830769230769231)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:11.305159,"(4.6, 7.0, 6.68)","(2.45, 3.9, 3.419565217391304)","(9.0, 34.0, 22.333333333333332)","(10.0, 21.0, 15.272727272727273)","(8.0, 14.0, 11.857142857142858)","(61.0, 520.0, 322.72727272727275)","(4.8, 7.2, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:12.553976,"(4.6, 7.2, 6.8533333333333335)","(2.45, 3.9, 3.38)","(9.0, 34.0, 22.333333333333332)","(10.0, 28.0, 15.272727272727273)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.175)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:13.838765,"(4.6, 7.2, 6.8533333333333335)","(2.45, 3.85, 3.2785714285714285)","(9.0, 34.0, 22.333333333333332)","(10.0, 28.0, 15.272727272727273)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.8, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:15.058597,"(4.6, 7.2, 6.8533333333333335)","(2.45, 3.85, 3.2785714285714285)","(9.0, 34.0, 22.333333333333332)","(10.0, 28.0, 15.272727272727273)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:16.301142,"(4.6, 7.2, 6.8533333333333335)","(2.45, 3.85, 3.2785714285714285)","(9.0, 34.0, 21.25)","(10.0, 28.0, 15.272727272727273)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:17.564593,"(4.6, 7.2, 6.8533333333333335)","(2.45, 3.85, 3.2785714285714285)","(9.0, 34.0, 19.75)","(10.0, 28.0, 12.0)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:18.856404,"(4.6, 7.2, 6.8533333333333335)","(2.45, 3.85, 3.475)","(9.0, 34.0, 19.75)","(10.0, 28.0, 16.333333333333332)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:20.072317,"(4.6, 7.2, 6.8533333333333335)","(2.45, 3.85, 3.475)","(9.0, 34.0, 19.75)","(10.0, 28.0, 16.333333333333332)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:21.300666,"(4.6, 7.2, 6.8533333333333335)","(2.45, 4.0, 3.85)","(9.0, 34.0, 20.909090909090907)","(10.0, 28.0, 16.333333333333332)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:22.526486,"(4.6, 7.2, 6.8533333333333335)","(2.45, 4.0, 3.85)","(9.0, 34.0, 20.909090909090907)","(10.0, 28.0, 16.333333333333332)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:23.620989,"(4.6, 7.2, 6.8533333333333335)","(2.45, 4.0, 3.85)","(9.0, 34.0, 20.909090909090907)","(10.0, 28.0, 16.333333333333332)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:24.833889,"(4.6, 7.2, 6.8533333333333335)","(2.45, 4.0, 3.85)","(9.0, 34.0, 20.909090909090907)","(10.0, 28.0, 16.333333333333332)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:26.079941,"(4.6, 7.2, 6.8533333333333335)","(2.45, 4.0, 3.85)","(9.0, 34.0, 20.909090909090907)","(10.0, 28.0, 16.333333333333332)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:27.262308,"(4.6, 7.2, 6.8533333333333335)","(2.45, 4.0, 3.85)","(9.0, 34.0, 20.909090909090907)","(10.0, 28.0, 16.333333333333332)","(8.0, 14.0, 11.857142857142858)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:28.386331,"(4.6, 7.2, 6.8533333333333335)","(2.45, 4.0, 3.85)","(9.0, 34.0, 20.909090909090907)","(10.0, 28.0, 20.5)","(8.0, 14.0, 12.2)","(61.0, 470.0, 480.625)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:29.542278,"(4.6, 5.8, 4.851612903225806)","(2.45, 4.0, 3.9433333333333334)","(9.0, 34.0, 20.909090909090907)","(10.0, 28.0, 15.666666666666668)","(8.0, 13.0, 11.933333333333334)","(61.0, 540.0, 397.5)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:30.887399,"(4.6, 5.8, 4.819999999999999)","(2.45, 4.1, 3.53)","(9.0, 34.0, 20.909090909090907)","(10.0, 26.0, 15.666666666666668)","(8.0, 14.5, 11.933333333333334)","(61.0, 540.0, 397.5)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:32.124080,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.53)","(9.0, 34.0, 20.909090909090907)","(10.0, 26.0, 15.666666666666668)","(8.0, 14.5, 11.933333333333334)","(61.0, 540.0, 397.5)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:33.269582,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.53)","(9.0, 34.0, 20.909090909090907)","(10.0, 26.0, 15.666666666666668)","(8.0, 14.5, 11.933333333333334)","(61.0, 540.0, 360.90909090909093)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:34.537443,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.3714285714285714)","(9.0, 34.0, 20.909090909090907)","(10.0, 26.0, 15.666666666666668)","(8.0, 14.5, 13.333333333333332)","(61.0, 530.0, 463.125)","(4.8, 7.4, 6.482352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:35.923296,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.3714285714285714)","(9.0, 34.0, 20.909090909090907)","(10.0, 26.0, 15.09090909090909)","(8.0, 15.5, 13.466666666666667)","(61.0, 520.0, 254.0)","(4.8, 7.4, 5.733333333333333)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:37.214471,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.86)","(9.0, 34.0, 20.2)","(10.0, 26.0, 15.09090909090909)","(8.0, 15.5, 13.466666666666667)","(61.0, 470.0, 254.0)","(4.8, 7.4, 5.72)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:38.423224,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.86)","(9.0, 34.0, 20.2)","(10.0, 26.0, 15.09090909090909)","(8.0, 15.5, 13.466666666666667)","(61.0, 470.0, 254.0)","(4.8, 7.4, 6.050000000000001)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:39.596215,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.6)","(9.0, 34.0, 20.2)","(10.0, 26.0, 15.09090909090909)","(8.0, 15.5, 13.466666666666667)","(61.0, 470.0, 254.0)","(4.8, 7.2, 6.6)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:40.756769,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.904347826086956)","(9.0, 34.0, 20.2)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 13.466666666666667)","(61.0, 470.0, 254.0)","(4.8, 7.2, 6.050000000000001)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:41.799240,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.904347826086956)","(9.0, 34.0, 20.2)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 13.757142857142856)","(61.0, 470.0, 254.0)","(4.8, 7.2, 6.42)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:42.853543,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.542857142857143)","(9.0, 34.0, 20.2)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 13.757142857142856)","(61.0, 470.0, 254.0)","(4.8, 7.2, 6.575)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:44.008947,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.542857142857143)","(9.0, 34.0, 20.2)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 13.757142857142856)","(61.0, 470.0, 254.0)","(4.8, 7.2, 6.085714285714285)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:45.397993,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.71)","(9.0, 34.0, 21.22222222222222)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 13.757142857142856)","(61.0, 470.0, 254.0)","(4.8, 7.2, 6.050000000000001)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:46.630065,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.71)","(9.0, 34.0, 21.22222222222222)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 13.757142857142856)","(61.0, 470.0, 254.0)","(4.8, 7.2, 6.4399999999999995)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:48.077713,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.71)","(9.0, 34.0, 21.22222222222222)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 13.757142857142856)","(61.0, 470.0, 254.0)","(4.8, 7.6, 7.105)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:49.278313,"(4.6, 5.7, 4.812280701754386)","(2.45, 4.1, 3.71)","(9.0, 34.0, 24.333333333333336)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 13.2125)","(61.0, 470.0, 254.0)","(4.8, 8.4, 7.105)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:50.621811,"(4.6, 5.6, 4.811538461538461)","(2.45, 4.1, 3.71)","(9.0, 26.0, 24.333333333333336)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 12.45)","(61.0, 470.0, 254.0)","(4.8, 8.4, 7.105)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:51.957300,"(4.6, 5.6, 4.811538461538461)","(2.45, 4.1, 3.71)","(9.0, 26.0, 24.333333333333336)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 12.45)","(61.0, 470.0, 297.5)","(4.8, 8.4, 7.105)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:53.266904,"(4.6, 5.6, 4.811538461538461)","(2.45, 4.1, 3.71)","(9.0, 26.0, 24.333333333333336)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 12.45)","(61.0, 530.0, 463.125)","(4.8, 8.4, 7.105)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:54.581786,"(4.6, 5.6, 4.811538461538461)","(2.45, 4.1, 3.71)","(9.0, 26.0, 29.666666666666668)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.5, 14.114285714285714)","(61.0, 520.0, 463.125)","(4.8, 8.4, 7.222727272727273)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:55.881632,"(4.6, 5.5, 5.1499999999999995)","(2.45, 4.1, 3.71)","(9.0, 32.0, 25.0)","(10.0, 26.0, 17.733333333333334)","(8.0, 16.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 8.4, 7.222727272727273)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:57.033946,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.71)","(9.0, 32.0, 25.0)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 8.4, 7.6117647058823525)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:58.331233,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.71)","(9.0, 32.0, 24.727272727272727)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 8.0, 7.6117647058823525)","(7.0, 9.4, 8.85)"
12-01-2023 16:27:59.657210,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.71)","(9.0, 32.0, 26.875)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 8.0, 7.6117647058823525)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:00.966827,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.71)","(9.0, 29.0, 26.875)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 8.0, 5.321428571428571)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:02.257413,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.71)","(9.0, 29.0, 26.875)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 7.6, 6.4)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:03.612618,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 7.4, 6.32)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:05.012696,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 26.0, 17.733333333333334)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 7.4, 6.32)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:06.394453,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 26.0, 16.625)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 7.4, 7.040000000000001)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:07.771112,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 21.0, 16.625)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 7.4, 7.040000000000001)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:09.119611,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 21.0, 16.625)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 7.4, 7.040000000000001)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:10.358301,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 21.0, 15.399999999999999)","(8.0, 15.0, 13.4)","(61.0, 520.0, 463.125)","(4.8, 7.4, 7.040000000000001)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:11.770475,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 21.0, 12.555555555555555)","(8.0, 15.0, 11.666666666666666)","(61.0, 520.0, 463.125)","(4.8, 7.4, 7.082352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:13.156935,"(4.6, 5.5, 4.741428571428571)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 21.0, 12.555555555555555)","(8.0, 15.0, 13.2)","(61.0, 520.0, 463.125)","(4.8, 7.4, 7.082352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:14.482892,"(4.6, 5.5, 5.1866666666666665)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 21.0, 12.555555555555555)","(8.0, 15.0, 11.666666666666666)","(61.0, 520.0, 463.125)","(4.8, 7.4, 7.082352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:16.083029,"(4.6, 5.4, 5.1866666666666665)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 26.875)","(10.0, 21.0, 12.555555555555555)","(8.0, 15.0, 11.666666666666666)","(61.0, 520.0, 297.5)","(4.8, 7.4, 7.082352941176471)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:17.345592,"(4.6, 5.4, 4.725714285714285)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 22.0)","(10.0, 21.0, 12.555555555555555)","(8.0, 15.0, 11.666666666666666)","(61.0, 530.0, 463.125)","(4.8, 7.4, 6.2)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:18.799720,"(4.6, 5.5, 4.548387096774194)","(2.45, 4.1, 3.6285714285714286)","(9.0, 28.0, 19.25)","(10.0, 21.0, 14.25)","(8.0, 15.0, 11.666666666666666)","(61.0, 520.0, 463.125)","(4.8, 7.2, 6.6)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:20.051050,"(4.6, 5.5, 4.644927536231884)","(2.45, 4.1, 3.6285714285714286)","(9.0, 28.0, 19.25)","(10.0, 28.0, 14.25)","(8.0, 15.0, 11.666666666666666)","(61.0, 520.0, 463.125)","(4.8, 7.2, 5.6000000000000005)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:21.216726,"(4.6, 5.5, 4.548387096774194)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 19.625)","(10.0, 28.0, 14.25)","(8.0, 15.0, 11.666666666666666)","(61.0, 520.0, 463.125)","(4.8, 7.0, 6.12)","(7.0, 9.4, 8.85)"
12-01-2023 16:28:22.460176,"(4.6, 5.5, 4.548387096774194)","(2.45, 4.1, 3.6285714285714286)","(9.0, 29.0, 19.625)","(10.0, 28.0, 14.25)","(8.0, 15.0, 12.222222222222221)","(61.0, 520.0, 463.125)","(4.8, 7.0, 5.6000000000000005)","(7.0, 9.4, 8.4)"
12-01-2023 16:28:23.699093,"(4.6, 5.5, 4.545454545454546)","(2.45, 4.1, 3.5999999999999996)","(9.0, 29.0, 19.625)","(10.0, 28.0, 13.333333333333334)","(8.0, 15.0, 11.25)","(61.0, 520.0, 254.0)","(4.8, 7.0, 6.275)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:24.845198,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.5999999999999996)","(9.0, 29.0, 19.625)","(10.0, 28.0, 13.333333333333334)","(8.0, 15.0, 10.846153846153847)","(61.0, 470.0, 254.0)","(4.8, 6.8, 5.88125)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:25.948047,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.5999999999999996)","(9.0, 29.0, 22.636363636363637)","(10.0, 28.0, 16.666666666666668)","(8.0, 15.0, 11.823529411764707)","(61.0, 470.0, 254.0)","(4.8, 6.8, 5.88125)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:27.188469,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 27.0, 16.666666666666668)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.026315789473684)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:28.377697,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 27.0, 16.666666666666668)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.026315789473684)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:29.459056,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.026315789473684)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:30.607356,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:31.754255,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:32.867315,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:34.026890,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:35.211123,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:36.469987,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.333333333333336)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:37.692758,"(4.6, 5.5, 4.586956521739131)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.535714285714285)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 254.0)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:38.774976,"(4.6, 5.3, 5.052941176470588)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 24.535714285714285)","(10.0, 26.0, 12.95)","(8.0, 15.0, 12.3)","(61.0, 470.0, 463.125)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:39.924235,"(4.6, 5.3, 5.052941176470588)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 25.875)","(10.0, 26.0, 13.75)","(8.0, 15.0, 12.3)","(61.0, 520.0, 383.5)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:41.081761,"(4.6, 5.3, 5.09)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 25.875)","(10.0, 25.0, 15.666666666666668)","(8.0, 15.0, 12.3)","(61.0, 520.0, 383.5)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:42.150158,"(4.6, 5.3, 5.09)","(2.45, 4.1, 3.7562499999999996)","(9.0, 29.0, 25.875)","(10.0, 24.0, 14.375)","(8.0, 15.0, 12.3)","(61.0, 520.0, 383.5)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.821052631578947)"
12-01-2023 16:28:43.313519,"(4.6, 5.3, 5.09)","(2.45, 4.1, 3.690909090909091)","(9.0, 29.0, 26.115384615384613)","(10.0, 23.0, 14.375)","(8.0, 15.0, 12.3)","(61.0, 520.0, 383.5)","(4.8, 6.8, 6.38)","(7.0, 9.4, 8.84705882352941)"
