,Gabbys Ideal,Motu Amethyst Nz,Judge Jujon,Voodoo Fella,Sharp Shooter,Rock Supreme,Jet Force,Miss Mia,Miss Fernandez
15-12-2022 15:38:10.072938,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.921428571428571)"
15-12-2022 15:38:11.115911,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.921428571428571)"
15-12-2022 15:38:12.158077,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 27.5)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.921428571428571)"
15-12-2022 15:38:13.298878,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 18.5, 12.136363636363637)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 27.5)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.921428571428571)"
15-12-2022 15:38:14.540885,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 18.0, 13.666666666666666)","(8.5, 11.5, 11.0)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.99090909090909)"
15-12-2022 15:38:15.665866,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 11.0)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.99090909090909)"
15-12-2022 15:38:16.720157,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 11.0)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 9.2, 7.25)","(6.5, 8.6, 7.16)","(3.5, 5.1, 5.05)"
15-12-2022 15:38:17.780868,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 11.0)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 8.8, 7.15)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.733333333333333)"
15-12-2022 15:38:18.853863,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 11.0)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.733333333333333)"
15-12-2022 15:38:19.879714,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 11.0)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.733333333333333)"
15-12-2022 15:38:20.971381,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 11.0)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.933333333333333)"
15-12-2022 15:38:22.030000,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 10.95)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.933333333333333)"
15-12-2022 15:38:23.310793,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 10.95)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 27.5)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.933333333333333)"
15-12-2022 15:38:24.388506,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.5, 10.95)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.933333333333333)"
15-12-2022 15:38:25.453559,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 13.5)","(8.5, 11.0, 9.842857142857143)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.933333333333333)"
15-12-2022 15:38:26.490133,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.333333333333332)","(8.5, 10.5, 10.146153846153846)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 5.1, 4.5285714285714285)"
15-12-2022 15:38:27.471539,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.333333333333332)","(8.5, 10.5, 10.146153846153846)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 4.7, 4.5285714285714285)"
15-12-2022 15:38:28.483603,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.333333333333332)","(8.5, 10.5, 10.146153846153846)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 4.7, 4.5285714285714285)"
15-12-2022 15:38:29.526262,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.333333333333332)","(8.5, 10.5, 10.146153846153846)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 4.7, 4.5285714285714285)"
15-12-2022 15:38:30.554481,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 17.5, 15.333333333333332)","(8.5, 10.5, 10.146153846153846)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 4.7, 4.5285714285714285)"
15-12-2022 15:38:31.650037,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 17.5, 15.333333333333332)","(8.5, 10.5, 10.146153846153846)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 4.7, 4.5285714285714285)"
15-12-2022 15:38:33.090794,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.16)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:34.197198,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 6.666666666666667)","(6.5, 8.6, 6.733333333333333)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:35.252401,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 6.733333333333333)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:36.472263,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 6.733333333333333)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:37.582748,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 23.0)","(5.5, 8.6, 7.15)","(6.5, 8.6, 7.199999999999999)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:38.680510,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.956521739130434)","(5.5, 8.6, 6.666666666666667)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:39.918095,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.0)","(5.5, 8.6, 6.666666666666667)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:40.966668,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.166666666666664)","(5.5, 8.6, 6.375)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:42.027146,"(3.8, 5.2, 4.366666666666667)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.166666666666664)","(5.5, 8.4, 6.949999999999999)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:43.050109,"(3.8, 5.2, 4.366666666666667)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.166666666666664)","(5.5, 8.2, 6.85)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:44.190340,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.42857142857143)","(5.5, 8.0, 6.85)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:45.318480,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.42857142857143)","(5.5, 8.0, 6.85)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.472727272727273)"
15-12-2022 15:38:46.420795,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.142857142857142)","(5.5, 8.0, 6.225)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.709090909090909)"
15-12-2022 15:38:47.523252,"(3.8, 5.2, 4.8875)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.925)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.142857142857142)","(5.5, 7.8, 6.225)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.709090909090909)"
15-12-2022 15:38:48.685177,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 17.5, 14.0)","(8.5, 11.0, 8.725)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.142857142857142)","(5.5, 7.6, 6.65)","(6.5, 8.4, 7.300000000000001)","(3.5, 4.8, 4.697058823529412)"
15-12-2022 15:38:49.759078,"(3.8, 5.0, 4.5)","(8.0, 99999, 99990)","(11.0, 17.5, 16.333333333333336)","(8.5, 11.0, 9.032432432432431)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.142857142857142)","(5.5, 7.6, 6.65)","(6.5, 8.2, 7.199999999999999)","(3.5, 4.8, 4.697058823529412)"
15-12-2022 15:38:51.099444,"(3.8, 5.0, 4.570454545454545)","(8.0, 99999, 99990)","(11.0, 17.5, 16.227272727272727)","(8.5, 11.0, 8.746666666666666)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.142857142857142)","(5.5, 7.6, 6.84)","(6.5, 8.0, 7.08)","(3.5, 4.8, 4.697058823529412)"
15-12-2022 15:38:52.260519,"(3.8, 5.1, 4.8125)","(8.0, 99999, 99990)","(11.0, 17.5, 16.227272727272727)","(8.5, 11.0, 8.746666666666666)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.142857142857142)","(5.5, 7.6, 6.84)","(6.5, 8.4, 6.688888888888889)","(3.5, 4.8, 4.697058823529412)"
15-12-2022 15:38:53.383109,"(3.8, 4.9, 4.764285714285714)","(8.0, 99999, 99990)","(11.0, 17.5, 16.227272727272727)","(8.5, 11.0, 8.746666666666666)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.5)","(5.5, 7.6, 6.2)","(6.5, 8.4, 7.116666666666667)","(3.5, 4.8, 4.697058823529412)"
15-12-2022 15:38:54.872554,"(3.8, 5.1, 4.366666666666666)","(8.0, 99999, 99990)","(11.0, 17.5, 13.166666666666666)","(8.5, 10.0, 9.68)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.5)","(5.5, 7.4, 6.333333333333333)","(6.0, 8.4, 7.2153846153846155)","(3.5, 4.8, 4.697058823529412)"
15-12-2022 15:38:56.187409,"(3.8, 4.9, 4.366666666666666)","(8.0, 99999, 99990)","(11.0, 17.5, 14.25)","(8.5, 10.0, 9.68)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.5)","(5.5, 7.4, 7.199999999999999)","(6.0, 8.4, 7.6000000000000005)","(3.5, 4.8, 4.697058823529412)"
15-12-2022 15:38:57.396176,"(3.8, 4.9, 4.6625000000000005)","(8.0, 99999, 99990)","(11.0, 17.5, 14.25)","(8.5, 10.0, 9.45)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.42857142857143)","(5.5, 8.6, 7.914285714285715)","(6.0, 8.4, 7.6000000000000005)","(3.5, 4.8, 4.679310344827586)"
15-12-2022 15:38:58.812255,"(3.8, 5.1, 4.588888888888889)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.8)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 8.8, 7.4222222222222225)","(6.0, 8.4, 7.116666666666667)","(3.5, 4.8, 4.679310344827586)"
15-12-2022 15:39:00.109483,"(3.8, 5.1, 4.66)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.8)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 8.8, 7.466666666666667)","(6.0, 8.4, 7.333333333333333)","(3.5, 4.8, 4.679310344827586)"
15-12-2022 15:39:01.365451,"(3.8, 5.1, 4.66)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.8)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 8.8, 8.028571428571428)","(6.0, 8.0, 7.333333333333333)","(3.5, 4.8, 4.679310344827586)"
15-12-2022 15:39:02.626592,"(3.8, 5.1, 4.66)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.8)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 8.4, 7.6)","(6.0, 8.0, 7.333333333333333)","(3.5, 4.8, 4.652631578947369)"
15-12-2022 15:39:03.859681,"(3.8, 5.1, 4.66)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.8)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 8.2, 7.6)","(6.0, 8.0, 7.333333333333333)","(3.5, 4.8, 4.652631578947369)"
15-12-2022 15:39:05.114081,"(3.8, 5.1, 4.66)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.5, 9.040000000000001)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 8.2, 7.6)","(6.0, 8.0, 7.6000000000000005)","(3.5, 4.8, 4.652631578947369)"
15-12-2022 15:39:06.295637,"(3.8, 5.0, 4.34375)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 10.0, 9.520000000000001)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 8.2, 7.685714285714286)","(6.0, 8.4, 7.6000000000000005)","(3.5, 4.8, 4.652631578947369)"
15-12-2022 15:39:07.469496,"(3.8, 5.0, 4.6)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 9.8, 9.520000000000001)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 8.0, 7.685714285714286)","(6.0, 8.4, 7.6000000000000005)","(3.5, 4.8, 4.652631578947369)"
15-12-2022 15:39:08.728911,"(3.8, 5.0, 4.666666666666667)","(8.0, 99999, 99990)","(11.0, 17.5, 15.785714285714285)","(8.5, 9.8, 9.520000000000001)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 29.333333333333332)","(5.5, 7.8, 7.3)","(6.0, 8.4, 7.771428571428572)","(3.5, 4.8, 4.652631578947369)"
15-12-2022 15:39:10.020844,"(3.8, 5.0, 4.3)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.520000000000001)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.0)","(5.5, 9.2, 8.7625)","(6.0, 8.4, 7.807692307692308)","(3.5, 4.8, 4.488888888888889)"
15-12-2022 15:39:11.301098,"(3.8, 5.0, 4.3)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.520000000000001)","(31.0, 70.0, 51.333333333333336)","(19.0, 32.0, 30.0)","(5.5, 9.2, 8.7625)","(6.0, 8.4, 7.843478260869565)","(3.5, 4.8, 4.488888888888889)"
15-12-2022 15:39:12.508268,"(3.8, 5.0, 4.733333333333333)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 10.12)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.5)","(5.5, 7.4, 7.0)","(6.0, 8.0, 7.6)","(3.5, 4.8, 4.488888888888889)"
15-12-2022 15:39:13.798921,"(3.8, 4.9, 4.681818181818182)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 10.5, 10.12)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.5)","(5.5, 7.4, 6.933333333333334)","(6.0, 8.0, 7.68)","(3.5, 4.8, 4.488888888888889)"
15-12-2022 15:39:15.100954,"(3.8, 4.7, 4.536363636363636)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 10.5, 10.12)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.5)","(5.5, 7.4, 6.933333333333334)","(6.0, 8.0, 7.68)","(3.5, 4.8, 4.727586206896552)"
15-12-2022 15:39:16.302330,"(3.8, 4.7, 4.536363636363636)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 10.5, 10.12)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.5)","(5.5, 7.4, 8.0)","(6.0, 8.0, 8.114285714285714)","(3.5, 4.8, 4.7)"
15-12-2022 15:39:17.568030,"(3.8, 4.7, 4.442857142857143)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.666666666666668)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.5)","(5.5, 9.0, 8.3)","(6.0, 8.4, 8.457142857142857)","(3.5, 4.8, 4.7)"
15-12-2022 15:39:18.851051,"(3.8, 4.7, 4.442857142857143)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.666666666666668)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 33.0)","(5.5, 8.6, 7.4)","(6.0, 8.8, 8.05)","(3.5, 4.8, 4.7)"
15-12-2022 15:39:20.113878,"(3.8, 4.7, 4.442857142857143)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.666666666666668)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 33.0)","(5.5, 8.8, 7.6000000000000005)","(6.0, 8.6, 8.05)","(3.5, 4.8, 4.7)"
15-12-2022 15:39:21.268724,"(3.8, 4.7, 4.533333333333333)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.666666666666668)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 33.0)","(5.5, 8.4, 7.6000000000000005)","(6.0, 8.6, 8.05)","(3.5, 4.8, 4.7)"
15-12-2022 15:39:22.493351,"(3.8, 4.7, 4.533333333333333)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.666666666666668)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 33.0)","(5.5, 8.4, 7.1)","(6.0, 8.6, 8.05)","(3.5, 4.8, 4.7)"
15-12-2022 15:39:23.706412,"(3.8, 4.7, 4.533333333333333)","(8.0, 99999, 99990)","(11.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.133333333333333)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.2, 7.466666666666666)","(6.0, 8.6, 8.05)","(3.5, 4.8, 4.619999999999999)"
15-12-2022 15:39:24.882874,"(3.8, 4.7, 4.4)","(8.0, 99999, 99990)","(11.0, 17.5, 14.25)","(8.5, 9.8, 9.16470588235294)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.2, 6.866666666666666)","(6.0, 8.6, 8.11111111111111)","(3.5, 4.8, 4.619999999999999)"
15-12-2022 15:39:26.194261,"(3.8, 4.6, 4.3999999999999995)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.8, 9.16470588235294)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.2, 6.866666666666666)","(6.0, 8.6, 8.028571428571428)","(3.5, 4.8, 4.619999999999999)"
15-12-2022 15:39:27.466735,"(3.8, 4.6, 4.3999999999999995)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.8, 9.16470588235294)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.2, 6.866666666666666)","(6.0, 8.6, 8.028571428571428)","(3.5, 4.8, 4.619999999999999)"
15-12-2022 15:39:28.716881,"(3.8, 4.6, 4.3999999999999995)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.8, 9.16470588235294)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.2, 7.3)","(6.0, 8.6, 8.085714285714285)","(3.5, 4.8, 4.71)"
15-12-2022 15:39:29.971908,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.2)","(8.5, 9.6, 9.17142857142857)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.2, 7.5)","(6.0, 8.6, 8.633333333333333)","(3.5, 4.8, 4.71)"
15-12-2022 15:39:31.282940,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.17142857142857)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.8, 7.066666666666667)","(6.0, 9.0, 8.666666666666666)","(3.5, 4.8, 4.619999999999999)"
15-12-2022 15:39:32.587523,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.163636363636364)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.8, 7.066666666666667)","(6.0, 9.0, 8.25)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:33.722763,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.163636363636364)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.8, 7.066666666666667)","(6.0, 9.0, 8.25)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:34.916968,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.163636363636364)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.8, 8.280000000000001)","(6.0, 9.0, 8.175)","(3.6, 4.8, 4.78125)"
15-12-2022 15:39:36.177161,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.163636363636364)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.8, 8.333333333333332)","(6.0, 9.0, 8.175)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:37.333892,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.8, 9.157142857142858)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.6, 8.333333333333332)","(6.0, 9.0, 8.175)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:38.571737,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 8.94814814814815)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.4, 7.5)","(6.0, 9.0, 8.755555555555556)","(3.6, 4.8, 4.699999999999999)"
15-12-2022 15:39:39.785593,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.2)","(8.5, 9.4, 8.911111111111111)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 8.4, 8.675)","(6.0, 9.0, 8.75)","(3.6, 4.8, 4.699999999999999)"
