,Mine To Hold,Royal Crusader,Respect For All,Charitable Visit,Auts Revolution,Uncle Jerome,Raise A Speights,The Iron Bank
12-01-2023 12:15:57.234258,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(20.0, 38.0, 37.11904761904762)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.704761904761904)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.556)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:15:58.304549,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(20.0, 38.0, 37.11904761904762)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.56)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.556)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:15:59.363265,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(21.0, 38.0, 37.11904761904762)","(15.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.676923076923077)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.556)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:00.465354,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(21.0, 38.0, 37.11904761904762)","(15.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.676923076923077)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.556)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:01.577090,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(21.0, 38.0, 37.11904761904762)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.676923076923077)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.556)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:02.694424,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(21.0, 38.0, 37.11904761904762)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.676923076923077)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.556)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:03.793791,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(21.0, 38.0, 37.11904761904762)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.7542857142857144)","(31.0, 150.0, 91.0)","(3.8, 4.7, 4.556)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:04.845131,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(21.0, 38.0, 37.11904761904762)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.7542857142857144)","(31.0, 140.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:05.892876,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:06.970492,"(10.0, 14.0, 13.522727272727273)","(2.1, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:08.022296,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:09.032817,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:10.094839,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:11.092872,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 24.5)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:12.088124,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 24.25)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:13.104885,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:14.149496,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 36.57692307692308)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.566666666666666)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:15.248649,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 37.19565217391305)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.5875)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:16.353436,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 37.19565217391305)","(15.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.5875)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:17.417008,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.32625)","(21.0, 38.0, 33.5)","(15.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.699999999999999)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.54)","(41.0, 180.0, 135.33333333333331)"
12-01-2023 12:16:18.524289,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.42, 2.3428571428571425)","(21.0, 38.0, 32.333333333333336)","(15.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.56)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.624324324324324)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:19.608812,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 32.333333333333336)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.624324324324324)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:20.701772,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 33.75)","(15.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.56)","(31.0, 150.0, 140.0)","(3.8, 4.7, 4.624324324324324)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:21.793820,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 33.75)","(15.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.56)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.624324324324324)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:22.885061,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 33.75)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 150.0, 91.0)","(3.8, 4.7, 4.624324324324324)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:23.986492,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 33.75)","(15.0, 30.0, 24.25)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.624324324324324)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:25.112181,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 33.75)","(15.0, 30.0, 27.125)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:26.196187,"(10.0, 14.0, 13.522727272727273)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 152.8)"
12-01-2023 12:16:27.305393,"(10.0, 14.0, 13.382352941176471)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:28.419398,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:29.500055,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:30.536472,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:31.572508,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:32.605378,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(16.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 140.0, 91.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:33.613843,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(16.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 140.0, 78.0)","(3.8, 4.7, 4.5793103448275865)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:34.608465,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 35.16666666666667)","(16.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.56)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:35.608123,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 36.785714285714285)","(16.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.328571428571428)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 145.5)"
12-01-2023 12:16:36.645492,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 36.785714285714285)","(16.0, 30.0, 24.25)","(4.4, 5.8, 5.328571428571428)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:37.641373,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 36.785714285714285)","(16.0, 30.0, 24.25)","(4.4, 5.8, 5.328571428571428)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:38.674809,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 36.785714285714285)","(16.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.328571428571428)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:39.744777,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 36.785714285714285)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.305882352941176)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:40.786007,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 34.8)","(16.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.305882352941176)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:41.951051,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 34.8)","(15.0, 30.0, 22.666666666666668)","(4.4, 5.8, 5.266666666666667)","(31.0, 150.0, 139.52380952380952)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:43.081751,"(10.0, 14.0, 13.125)","(2.05, 2.4, 2.3428571428571425)","(21.0, 38.0, 34.8)","(15.0, 30.0, 22.333333333333332)","(4.4, 5.8, 5.266666666666667)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:44.187682,"(10.0, 14.0, 13.75)","(2.05, 2.4, 2.382608695652174)","(21.0, 38.0, 34.8)","(15.0, 30.0, 22.0)","(4.4, 5.8, 5.266666666666667)","(31.0, 150.0, 139.52380952380952)","(3.8, 4.7, 4.588461538461538)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:45.308024,"(10.0, 14.0, 13.75)","(2.05, 2.4, 2.382608695652174)","(21.0, 38.0, 36.4)","(15.0, 30.0, 24.25)","(4.4, 5.8, 5.278260869565218)","(31.0, 150.0, 78.0)","(3.8, 4.7, 4.577966101694916)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:46.348361,"(10.0, 17.5, 13.69047619047619)","(2.05, 2.4, 2.382608695652174)","(21.0, 38.0, 36.4)","(15.0, 30.0, 24.25)","(4.4, 5.8, 5.278260869565218)","(31.0, 150.0, 130.90909090909093)","(3.8, 4.7, 4.577966101694916)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:47.471343,"(10.0, 17.0, 15.772727272727273)","(2.05, 2.4, 2.382608695652174)","(21.0, 38.0, 36.4)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 130.90909090909093)","(3.8, 4.7, 4.577966101694916)","(41.0, 180.0, 113.0)"
12-01-2023 12:16:48.568528,"(10.0, 17.0, 14.9)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.4)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 130.90909090909093)","(3.8, 4.7, 4.577966101694916)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:49.649555,"(10.0, 17.0, 14.9)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.4)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 130.90909090909093)","(3.8, 4.7, 4.577966101694916)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:50.728827,"(10.0, 17.0, 14.9)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.4)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 130.90909090909093)","(3.8, 4.7, 4.577966101694916)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:51.800752,"(10.0, 17.0, 14.9)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.4)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 130.90909090909093)","(3.6, 4.7, 4.577966101694916)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:52.951631,"(10.0, 17.0, 15.342105263157894)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.4)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 130.90909090909093)","(3.6, 4.7, 4.577966101694916)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:54.072598,"(10.0, 17.0, 15.342105263157894)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.4)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 130.90909090909093)","(3.6, 4.7, 4.577966101694916)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:55.150150,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.2)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:56.204792,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.2)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:57.215840,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.2)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:58.261062,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.2)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:16:59.268368,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.2)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:00.361772,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.2)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:01.407625,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.2)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:02.425422,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.0)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:03.435051,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.0)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:04.461146,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 37.0)","(15.0, 30.0, 23.142857142857142)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.75)","(3.6, 4.7, 4.582142857142857)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:05.603647,"(10.0, 17.0, 14.954545454545455)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.93333333333334)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 113.0)"
12-01-2023 12:17:06.652959,"(10.0, 17.0, 13.666666666666666)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.93333333333334)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 113.0)"
12-01-2023 12:17:07.744178,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.93333333333334)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.278260869565218)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 113.0)"
12-01-2023 12:17:08.753575,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.93333333333334)","(15.0, 30.0, 20.8)","(4.4, 5.8, 5.414285714285715)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 113.0)"
12-01-2023 12:17:09.786054,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.414285714285715)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 145.5)"
12-01-2023 12:17:10.804192,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.414285714285715)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 145.5)"
12-01-2023 12:17:11.854880,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.414285714285715)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 145.5)"
12-01-2023 12:17:12.920115,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.414285714285715)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 145.5)"
12-01-2023 12:17:13.969840,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.414285714285715)","(31.0, 140.0, 133.33333333333334)","(3.6, 4.7, 4.555)","(41.0, 180.0, 145.5)"
12-01-2023 12:17:15.043709,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.3)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 111.0)"
12-01-2023 12:17:16.170286,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.333333333333336)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.325)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:17.250844,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.325)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:18.319202,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.4)","(4.4, 5.7, 5.325)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:19.364692,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.4)","(4.4, 5.7, 5.325)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:20.377947,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.4)","(4.4, 5.7, 5.325)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:21.352778,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.325)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:22.341304,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 22.0)","(4.4, 5.7, 5.288235294117647)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 112.0)"
12-01-2023 12:17:23.340935,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 22.0)","(4.4, 5.7, 5.205882352941177)","(31.0, 140.0, 115.0)","(3.6, 4.7, 4.564705882352941)","(41.0, 180.0, 134.66666666666669)"
12-01-2023 12:17:24.383449,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 35.5)","(15.0, 30.0, 22.0)","(4.4, 5.7, 5.205882352941177)","(31.0, 140.0, 128.88888888888889)","(3.6, 4.7, 4.552380952380952)","(41.0, 180.0, 134.66666666666669)"
12-01-2023 12:17:25.457266,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.63636363636363)","(15.0, 30.0, 25.636363636363637)","(4.4, 5.7, 5.205882352941177)","(31.0, 140.0, 128.88888888888889)","(3.6, 4.7, 4.561111111111111)","(41.0, 180.0, 134.66666666666669)"
12-01-2023 12:17:26.517793,"(10.0, 16.5, 15.928571428571429)","(2.05, 2.42, 2.3575)","(21.0, 38.0, 36.63636363636363)","(15.0, 30.0, 20.8)","(4.4, 5.7, 5.205882352941177)","(31.0, 140.0, 128.88888888888889)","(3.6, 4.6, 4.561111111111111)","(41.0, 180.0, 134.66666666666669)"
