,Wonderwomen,Miss Langtry,Starsongari,Kenyan Wonder,Lianne,Shez Betty,Sassy Maneuver,Sunny Green
07-01-2023 12:01:18.528532,"(2.25, 2.58, 2.5700000000000003)","(8.0, 9.8, 9.7)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:19.680917,"(2.25, 2.58, 2.5700000000000003)","(8.0, 9.8, 9.7)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:20.701110,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.569014084507042)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:21.756698,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.569014084507042)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:22.831707,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.569014084507042)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:23.899212,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.569014084507042)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:25.032740,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.569014084507042)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:26.146877,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.569014084507042)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:27.168721,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.569014084507042)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:28.270714,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.57910447761194)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:29.320677,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.57910447761194)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.618181818181818)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:30.370684,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.57910447761194)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.0, 7.76)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:31.554708,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.57910447761194)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:32.740552,"(2.25, 2.58, 2.5700000000000003)","(8.0, 10.0, 9.57910447761194)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:33.874695,"(2.25, 2.58, 2.5791666666666666)","(8.0, 10.0, 9.593548387096774)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:35.058282,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:36.157335,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:37.200206,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:38.341275,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 23.333333333333332)","(31.0, 65.0, 46.85714285714286)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:39.402716,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:40.587806,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:41.771992,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.7, 3.577049180327869)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:42.831727,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:44.031641,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:45.155331,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:46.395590,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:47.583836,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:48.812133,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:50.077148,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:51.268601,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 23.333333333333332)","(31.0, 55.0, 45.5)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:52.460430,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 28.0, 25.625)","(31.0, 55.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:53.704559,"(2.25, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:54.862484,"(2.3, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:56.105009,"(2.3, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 42.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:57.327303,"(2.3, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 46.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:58.526435,"(2.3, 2.58, 2.579148936170213)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.6)","(6.0, 8.2, 7.8181818181818175)","(15.0, 29.0, 25.625)","(31.0, 65.0, 46.54545454545455)","(21.0, 70.0, 46.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:01:59.748057,"(2.3, 2.86, 2.8536363636363635)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.5804347826086955)","(6.0, 8.2, 7.76)","(15.0, 29.0, 25.625)","(31.0, 65.0, 43.733333333333334)","(21.0, 70.0, 46.0)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:00.863396,"(2.3, 2.86, 2.8166666666666664)","(8.0, 10.0, 9.606896551724137)","(3.1, 3.65, 3.5653846153846156)","(6.0, 8.2, 7.75)","(15.0, 29.0, 23.0)","(31.0, 65.0, 55.2)","(21.0, 70.0, 49.42857142857143)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:02.075441,"(2.3, 2.86, 2.8274999999999997)","(8.0, 10.0, 9.613559322033899)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 29.0, 23.0)","(31.0, 60.0, 52.0)","(21.0, 70.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:03.315441,"(2.3, 2.86, 2.8274999999999997)","(8.0, 10.0, 9.613559322033899)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 29.0, 23.0)","(31.0, 60.0, 52.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:04.486713,"(2.3, 2.88, 2.8449999999999998)","(8.0, 10.0, 9.254545454545454)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 29.0, 23.0)","(31.0, 60.0, 52.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:05.791506,"(2.3, 2.88, 2.74)","(8.0, 10.0, 9.254545454545454)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 29.0, 21.875)","(31.0, 60.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:07.060227,"(2.3, 2.88, 2.6866666666666665)","(8.0, 10.0, 9.254545454545454)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:08.219068,"(2.3, 2.86, 2.6866666666666665)","(8.0, 10.0, 9.254545454545454)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:09.400683,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.217647058823529)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:10.552573,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:11.689644,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:12.922618,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:14.141849,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:15.414168,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:16.723154,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.8)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:17.998669,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.8)","(15.0, 28.0, 21.875)","(31.0, 50.0, 44.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:19.251853,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.8)","(15.0, 28.0, 21.875)","(31.0, 50.0, 46.666666666666664)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:20.506519,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.8)","(15.0, 28.0, 21.875)","(31.0, 60.0, 46.666666666666664)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:21.664010,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 9.23013698630137)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.77777777777778)","(31.0, 60.0, 46.666666666666664)","(21.0, 65.0, 57.25)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:22.903252,"(2.3, 2.86, 2.6472727272727274)","(8.0, 9.4, 12.818181818181818)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.77777777777778)","(31.0, 60.0, 40.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:24.118386,"(2.3, 2.86, 2.6472727272727274)","(8.0, 13.0, 12.818181818181818)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.142857142857142)","(31.0, 60.0, 38.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:25.312897,"(2.3, 2.86, 2.6472727272727274)","(8.0, 13.0, 11.48)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.142857142857142)","(31.0, 60.0, 38.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:26.568596,"(2.3, 2.86, 2.6472727272727274)","(8.0, 13.0, 11.48)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.142857142857142)","(31.0, 60.0, 38.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:27.835729,"(2.3, 2.86, 2.6472727272727274)","(8.0, 13.0, 11.48)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.142857142857142)","(31.0, 60.0, 38.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:29.086237,"(2.3, 2.86, 2.6472727272727274)","(8.0, 12.5, 11.899999999999999)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.142857142857142)","(31.0, 60.0, 38.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:30.399600,"(2.3, 2.86, 2.6472727272727274)","(8.0, 12.5, 11.675)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.142857142857142)","(31.0, 60.0, 38.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:31.654079,"(2.3, 2.86, 2.6472727272727274)","(8.0, 12.5, 10.399999999999999)","(3.1, 3.65, 3.5741379310344827)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.142857142857142)","(31.0, 60.0, 38.0)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:32.810139,"(2.3, 2.86, 2.6472727272727274)","(8.0, 12.0, 10.399999999999999)","(3.1, 3.65, 3.48375)","(6.0, 8.2, 7.75)","(15.0, 28.0, 21.4)","(31.0, 60.0, 39.5)","(21.0, 65.0, 57.25)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:33.907110,"(2.3, 2.86, 2.6472727272727274)","(8.0, 11.5, 9.751999999999999)","(3.1, 3.6, 3.48375)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.0)","(31.0, 50.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:35.047694,"(2.3, 2.86, 2.6472727272727274)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.6, 3.485526315789474)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.0)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:36.282006,"(2.3, 2.86, 2.6472727272727274)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.6, 3.51875)","(6.0, 8.2, 7.8)","(15.0, 27.0, 21.272727272727273)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:37.514136,"(2.3, 2.86, 2.6472727272727274)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.55, 3.46)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.4)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:38.615089,"(2.3, 2.86, 2.6742857142857144)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.55, 3.46)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.0)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:39.738375,"(2.3, 2.86, 2.6742857142857144)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.55, 3.46)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.0)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:40.821083,"(2.3, 2.86, 2.6742857142857144)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.55, 3.46)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.272727272727273)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:42.053872,"(2.3, 2.86, 2.652)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.55, 3.464285714285714)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.4)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:43.614603,"(2.3, 2.86, 2.652)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.55, 3.5)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.076923076923077)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:45.106652,"(2.3, 2.86, 2.652)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.55, 3.4749999999999996)","(6.0, 8.2, 7.75)","(15.0, 27.0, 21.076923076923077)","(31.0, 42.0, 37.2)","(21.0, 65.0, 61.14285714285714)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:46.574779,"(2.3, 2.86, 2.652)","(8.0, 11.5, 9.675862068965516)","(3.1, 3.55, 3.4749999999999996)","(6.0, 8.2, 7.8)","(15.0, 27.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 65.0, 48.15384615384615)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:47.819429,"(2.3, 2.86, 2.652)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.55, 3.5124999999999997)","(6.0, 8.2, 7.8)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 60.0, 48.15384615384615)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:49.140228,"(2.3, 2.86, 2.652)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.55, 3.5124999999999997)","(6.0, 8.2, 7.8)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 60.0, 48.15384615384615)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:50.467204,"(2.3, 2.84, 2.648)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.55, 3.5124999999999997)","(6.0, 8.2, 7.8)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 60.0, 48.15384615384615)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:51.854931,"(2.3, 2.84, 2.648)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.55, 3.5124999999999997)","(6.0, 8.2, 7.8)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 60.0, 48.15384615384615)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:53.345753,"(2.3, 2.84, 2.648)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.55, 3.5124999999999997)","(6.0, 8.2, 7.8)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 60.0, 48.15384615384615)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:54.657580,"(2.3, 2.84, 2.648)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.55, 3.5124999999999997)","(6.0, 8.2, 7.8)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 60.0, 48.15384615384615)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:56.065273,"(2.3, 2.84, 2.69)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.55, 3.613157894736842)","(6.0, 8.2, 7.8)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 60.0, 48.15384615384615)","(31.0, 220.0, 135.0)"
07-01-2023 12:02:57.317601,"(2.3, 2.78, 2.69)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.7, 3.6052631578947367)","(6.0, 8.2, 7.75)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 60.0, 52.57142857142857)","(31.0, 220.0, 163.33333333333331)"
07-01-2023 12:02:58.592737,"(2.3, 2.78, 2.7649999999999997)","(8.0, 11.0, 9.572413793103447)","(3.1, 3.7, 3.6052631578947367)","(6.0, 8.2, 7.75)","(15.0, 26.0, 20.857142857142858)","(31.0, 42.0, 37.2)","(21.0, 55.0, 52.57142857142857)","(31.0, 220.0, 163.33333333333331)"
