,Orlandos Gift,Kyvalley Surfergirl,Irene Rose,Our Spitfire Nz,Great Fantasy Nz,Winsome Ruby,Meet Michaelangelo,Lovelorn,My Bad Habits,Farbio,Scenic Sky,Super Angus
07-01-2023 18:53:16.079564,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.7)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 103.33333333333334)","(18.0, 38.0, 34.5)","(5.0, 7.8, 6.885714285714285)"
07-01-2023 18:53:17.493765,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.7)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 103.33333333333334)","(18.0, 38.0, 34.5)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:18.851523,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.866666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 103.33333333333334)","(18.0, 38.0, 34.5)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:20.216149,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.866666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 103.33333333333334)","(18.0, 38.0, 34.5)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:21.584639,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.866666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 103.33333333333334)","(18.0, 38.0, 34.5)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:23.007086,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.866666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 34.5)","(5.0, 7.6, 7.1)"
07-01-2023 18:53:24.430024,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.866666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 34.5)","(5.0, 7.6, 7.1)"
07-01-2023 18:53:25.842290,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.866666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 34.5)","(5.0, 7.6, 7.1)"
07-01-2023 18:53:27.196518,"(11.0, 20.0, 17.0)","(9.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(81.0, 190.0, 120.0)","(5.0, 6.4, 5.866666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 34.285714285714285)","(5.0, 7.6, 7.1)"
07-01-2023 18:53:28.581851,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 120.0)","(5.0, 6.4, 5.866666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 36.0, 34.285714285714285)","(5.0, 7.6, 7.1)"
07-01-2023 18:53:29.954292,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 120.0)","(5.0, 6.4, 5.7)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 40.0, 29.333333333333332)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:31.323848,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 120.0)","(5.0, 6.4, 5.7)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:32.715243,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 120.0)","(5.0, 6.4, 5.7)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:34.156602,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 120.0)","(5.0, 6.4, 5.7)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:35.620798,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 120.0)","(5.0, 6.4, 5.7)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:37.036924,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 120.0)","(5.0, 6.4, 6.11764705882353)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.6, 6.885714285714285)"
07-01-2023 18:53:38.442179,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 48.0)","(91.0, 190.0, 120.0)","(5.0, 6.4, 6.033333333333333)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.6, 7.0)"
07-01-2023 18:53:39.866222,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.333333333333334)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 47.27272727272727)","(91.0, 190.0, 120.0)","(5.0, 6.4, 5.955555555555556)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.4, 7.0)"
07-01-2023 18:53:41.313563,"(11.0, 20.0, 17.0)","(10.0, 11.0, 10.75)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 47.27272727272727)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.955555555555556)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.4, 7.0)"
07-01-2023 18:53:42.692096,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.7)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 47.27272727272727)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.816666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.4, 7.0)"
07-01-2023 18:53:44.152772,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.4375)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 49.0)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.816666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.4, 7.0)"
07-01-2023 18:53:45.602144,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.4375)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.816666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.4, 7.0)"
07-01-2023 18:53:47.089746,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.4375)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.816666666666667)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.4, 7.0)"
07-01-2023 18:53:48.599415,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.4375)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.2, 6.9)"
07-01-2023 18:53:50.101363,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.4375)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 49.0)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.52)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.2, 6.9)"
07-01-2023 18:53:51.650912,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.4375)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.857142857142854)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.52)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.2, 6.9)"
07-01-2023 18:53:53.240834,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.4375)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.857142857142854)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.52)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.2, 6.9)"
07-01-2023 18:53:54.725230,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.333333333333336)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.52)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.2, 6.800000000000001)"
07-01-2023 18:53:56.136062,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.333333333333336)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 5.52)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.2, 6.800000000000001)"
07-01-2023 18:53:57.744435,"(11.0, 20.0, 17.0)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 48.57142857142857)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.4, 6.033333333333333)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.2, 6.828571428571428)"
07-01-2023 18:53:59.221383,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 48.57142857142857)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.800000000000001)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.0, 6.828571428571428)"
07-01-2023 18:54:01.035186,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 48.57142857142857)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.0, 6.828571428571428)"
07-01-2023 18:54:02.663550,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 48.57142857142857)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.0, 6.828571428571428)"
07-01-2023 18:54:04.284717,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 48.57142857142857)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 7.0, 6.828571428571428)"
07-01-2023 18:54:05.799071,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 51.333333333333336)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 8.4, 7.4)"
07-01-2023 18:54:07.318897,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.333333333333336)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 8.4, 7.4)"
07-01-2023 18:54:08.779054,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.333333333333336)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 8.4, 7.114285714285715)"
07-01-2023 18:54:10.278436,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.333333333333336)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 8.4, 7.685714285714285)"
07-01-2023 18:54:11.770978,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.333333333333336)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 29.333333333333332)","(5.0, 8.2, 7.3)"
07-01-2023 18:54:13.264417,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 44.57142857142857)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 157.5)","(18.0, 38.0, 28.0)","(5.0, 8.2, 7.542857142857143)"
07-01-2023 18:54:14.789585,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 67.6)","(91.0, 190.0, 156.66666666666669)","(5.0, 6.2, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 170.0, 148.0)","(18.0, 38.0, 28.0)","(5.0, 8.0, 7.2)"
07-01-2023 18:54:16.258173,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 75.0, 50.0)","(91.0, 190.0, 154.0)","(5.0, 6.2, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 162.22222222222223)","(18.0, 38.0, 28.0)","(5.0, 8.0, 7.2)"
07-01-2023 18:54:17.734515,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 54.54545454545455)","(91.0, 190.0, 154.0)","(5.0, 6.2, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 162.22222222222223)","(18.0, 38.0, 28.0)","(5.0, 8.0, 7.2)"
07-01-2023 18:54:19.199669,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 55.5)","(91.0, 190.0, 154.0)","(5.0, 6.2, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 162.22222222222223)","(18.0, 38.0, 28.0)","(5.0, 8.0, 7.2)"
07-01-2023 18:54:20.694487,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 60.0, 51.75)","(91.0, 190.0, 154.0)","(5.0, 6.2, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 162.22222222222223)","(18.0, 38.0, 28.0)","(5.0, 8.0, 7.2)"
07-01-2023 18:54:22.256275,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.75)","(91.0, 190.0, 154.0)","(5.0, 6.2, 5.6000000000000005)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 162.22222222222223)","(18.0, 38.0, 28.0)","(5.0, 8.0, 7.4)"
07-01-2023 18:54:23.794342,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.75)","(91.0, 190.0, 154.0)","(5.0, 6.2, 5.981818181818182)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 162.22222222222223)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.4)"
07-01-2023 18:54:25.329535,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 47.666666666666664)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.981818181818182)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 162.22222222222223)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:26.880200,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 47.666666666666664)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.85)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 196.0)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:28.300867,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 47.666666666666664)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.75)","(5.5, 10.5, 9.866666666666667)","(101.0, 220.0, 188.0)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:29.720569,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 47.666666666666664)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.75)","(5.5, 10.5, 9.866666666666667)","(101.0, 210.0, 172.0)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:31.231303,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 55.0, 51.0)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.75)","(5.5, 10.5, 9.866666666666667)","(101.0, 190.0, 160.0)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:32.724002,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.75)","(5.5, 10.5, 9.866666666666667)","(101.0, 190.0, 172.22222222222223)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:34.196488,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.75)","(5.5, 10.5, 9.866666666666667)","(101.0, 190.0, 164.44444444444446)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:35.665617,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.75)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 164.44444444444446)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:37.148315,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 164.44444444444446)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:38.638343,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 160.0)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 164.44444444444446)","(18.0, 38.0, 28.0)","(5.0, 7.8, 7.1)"
07-01-2023 18:54:40.100828,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 167.14285714285714)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 164.44444444444446)","(18.0, 38.0, 28.0)","(5.0, 7.8, 6.942857142857142)"
07-01-2023 18:54:41.565496,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 167.14285714285714)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 164.44444444444446)","(18.0, 38.0, 28.0)","(5.0, 7.8, 6.942857142857142)"
07-01-2023 18:54:43.021168,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 167.14285714285714)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 164.44444444444446)","(18.0, 38.0, 28.0)","(5.0, 7.8, 6.966666666666667)"
07-01-2023 18:54:44.507911,"(11.0, 20.0, 18.333333333333332)","(10.0, 11.5, 10.75)","(4.4, 6.0, 5.3076923076923075)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 65.0, 51.0)","(91.0, 190.0, 167.14285714285714)","(5.0, 6.2, 5.675)","(5.5, 10.5, 9.866666666666667)","(101.0, 180.0, 164.44444444444446)","(18.0, 38.0, 28.0)","(5.0, 7.8, 6.966666666666667)"
