,Big Time Raider,Waiting Game,Hes Iconic,Big Time Foxy,Go Royce,Allegro Ticker
14-12-2022 11:56:47.079090,"(1.22, 1.35, 1.334318181818182)","(31.0, 330.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:48.069452,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:49.082128,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:50.065466,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:50.983060,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:51.879081,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:52.916439,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:53.978420,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:54.990015,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:55.970725,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:56.925193,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:57.798469,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:58.717575,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:56:59.665861,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 22.5)"
14-12-2022 11:57:00.588121,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 29.285714285714285)"
14-12-2022 11:57:01.522979,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:02.444815,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.0)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:03.334152,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.8)","(8.5, 32.0, 29.285714285714285)"
14-12-2022 11:57:04.232390,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 9.040000000000001)","(8.5, 32.0, 29.285714285714285)"
14-12-2022 11:57:05.296884,"(1.22, 1.34, 1.334318181818182)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.4)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:06.309588,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.692307692307693)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:07.287050,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.692307692307693)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:08.262668,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.692307692307693)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:09.228457,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.692307692307693)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:10.104636,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.692307692307693)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:11.043500,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.692307692307693)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:12.057607,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.692307692307693)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:13.023693,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.692307692307693)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:13.955457,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.753846153846155)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:14.899310,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:15.775725,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:16.682181,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 30.272727272727273)"
14-12-2022 11:57:17.731360,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 27.25)"
14-12-2022 11:57:18.689684,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 27.25)"
14-12-2022 11:57:19.660548,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 27.25)"
14-12-2022 11:57:20.657120,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 27.25)"
14-12-2022 11:57:21.583049,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.666666666666664)"
14-12-2022 11:57:22.440151,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:23.441763,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:24.435460,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:25.369342,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:26.344638,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:27.263545,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:28.172964,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:29.111835,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:30.058667,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:30.935304,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:31.894548,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:32.904304,"(1.22, 1.33, 1.3231914893617023)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:33.823285,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:34.765542,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:35.785170,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:36.729487,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:37.686068,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:38.615054,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:39.534201,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.666666666666667)","(8.5, 32.0, 25.833333333333336)"
14-12-2022 11:57:40.472552,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 7.9714285714285715)","(8.5, 32.0, 20.5)"
14-12-2022 11:57:41.472506,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 25.0)"
14-12-2022 11:57:42.444389,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 25.0)"
14-12-2022 11:57:43.352178,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 25.0)"
14-12-2022 11:57:44.236053,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 25.0)"
14-12-2022 11:57:45.144720,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 44.125)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 19.333333333333332)"
14-12-2022 11:57:46.070155,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 25.0)"
14-12-2022 11:57:47.119867,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 130.0, 43.75)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 25.0)"
14-12-2022 11:57:48.236028,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 25.0)"
14-12-2022 11:57:49.171894,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:50.135549,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 19.0)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.636363636363637)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:51.065706,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 290.7)","(11.0, 25.0, 19.0)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:51.959039,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 290.7)","(11.0, 25.0, 19.0)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:53.007567,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 290.7)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:53.913545,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 290.7)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:54.777567,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 290.7)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:55.766844,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:56.704783,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:57.678951,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:58.578967,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:57:59.547477,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.75)","(6.5, 9.8, 8.2)","(8.5, 28.0, 20.5)"
14-12-2022 11:58:00.548597,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:01.449254,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:02.395438,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 25.0, 22.2)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:03.324062,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:04.297393,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:05.316917,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:06.246312,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:07.126570,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:08.094922,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:08.984248,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:09.899419,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:10.838639,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:11.846471,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 50.5)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:12.776452,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 76.375)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:13.700742,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 76.375)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:14.686291,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 71.3)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:15.599472,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 71.3)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:16.552010,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 25.22222222222222)","(15.0, 85.0, 71.3)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:17.507932,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 25.22222222222222)","(15.0, 85.0, 71.3)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:18.405213,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 71.3)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:19.353542,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 71.2)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:20.258954,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 71.2)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 19.333333333333332)"
14-12-2022 11:58:21.147226,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 23.8)","(15.0, 85.0, 71.2)","(6.5, 9.8, 8.636363636363637)","(8.5, 32.0, 26.142857142857142)"
14-12-2022 11:58:22.092505,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 21.666666666666664)","(15.0, 85.0, 76.3125)","(6.5, 9.8, 8.666666666666668)","(8.5, 32.0, 27.9)"
14-12-2022 11:58:23.011329,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 16.0)","(15.0, 85.0, 76.3125)","(6.5, 9.8, 8.950000000000001)","(8.5, 32.0, 27.9)"
14-12-2022 11:58:23.937013,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 16.0)","(15.0, 85.0, 76.3125)","(6.5, 9.8, 8.950000000000001)","(8.5, 32.0, 27.9)"
14-12-2022 11:58:24.895454,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 16.0)","(15.0, 85.0, 76.3125)","(6.5, 9.8, 8.950000000000001)","(8.5, 32.0, 27.9)"
14-12-2022 11:58:25.868455,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 16.0)","(15.0, 85.0, 76.3125)","(6.5, 9.8, 8.950000000000001)","(8.5, 32.0, 27.9)"
14-12-2022 11:58:26.847703,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 16.0)","(15.0, 85.0, 76.3125)","(6.5, 9.8, 8.950000000000001)","(8.5, 32.0, 27.9)"
14-12-2022 11:58:27.756327,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 16.0)","(15.0, 85.0, 76.3125)","(6.5, 9.8, 8.950000000000001)","(8.5, 32.0, 27.9)"
14-12-2022 11:58:28.764952,"(1.22, 1.32, 1.3165909090909091)","(31.0, 320.0, 271.1666666666667)","(11.0, 27.0, 16.0)","(15.0, 85.0, 76.3125)","(6.5, 9.8, 8.950000000000001)","(8.5, 32.0, 27.9)"
