,Senorita Brooke,Purrfect Moon,Cinnamon Face,Miz Cali,How Bout Me,Aspen Wonder,Cranky Sheila,Trickskis Gold,Biogenic Babe
15-12-2022 14:21:19.496142,"(13.0, 20.0, 18.571428571428573)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 30.0, 26.5)","(5.0, 6.8, 6.769230769230769)","(41.0, 380.0, 151.25)","(41.0, 420.0, 235.0)","(18.0, 36.0, 29.333333333333332)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:20.758222,"(13.0, 20.0, 18.571428571428573)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 30.0, 27.42857142857143)","(5.0, 6.8, 6.588235294117647)","(41.0, 380.0, 151.25)","(41.0, 420.0, 235.0)","(18.0, 36.0, 29.333333333333332)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:21.989504,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 30.0, 25.0)","(5.0, 6.8, 6.4)","(41.0, 380.0, 151.25)","(41.0, 420.0, 235.0)","(18.0, 36.0, 29.333333333333332)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:23.222486,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 34.0, 29.2)","(5.0, 6.6, 6.4)","(41.0, 380.0, 151.25)","(41.0, 420.0, 235.0)","(18.0, 36.0, 32.333333333333336)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:24.445832,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 32.0, 28.0)","(5.0, 6.6, 6.4)","(41.0, 380.0, 151.25)","(41.0, 420.0, 296.66666666666663)","(18.0, 36.0, 32.333333333333336)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:25.652350,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 32.0, 26.0)","(5.0, 6.6, 6.4)","(41.0, 380.0, 151.25)","(41.0, 420.0, 296.66666666666663)","(18.0, 36.0, 29.333333333333332)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:26.898164,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 30.0, 24.555555555555557)","(5.0, 6.6, 6.4)","(41.0, 380.0, 151.25)","(41.0, 420.0, 296.66666666666663)","(18.0, 36.0, 29.333333333333332)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:28.125973,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 30.0, 24.555555555555557)","(5.0, 6.6, 6.6)","(41.0, 380.0, 151.25)","(41.0, 420.0, 296.66666666666663)","(18.0, 36.0, 29.333333333333332)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:29.349135,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.0, 5.636363636363637)","(16.0, 30.0, 24.555555555555557)","(5.0, 6.8, 6.7384615384615385)","(41.0, 380.0, 151.25)","(41.0, 420.0, 296.66666666666663)","(18.0, 36.0, 29.333333333333332)","(2.35, 2.62, 2.5763636363636366)"
15-12-2022 14:21:30.659294,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.4, 6.114285714285715)","(16.0, 30.0, 25.6)","(5.0, 6.6, 6.4)","(41.0, 380.0, 194.0)","(41.0, 420.0, 296.0)","(18.0, 36.0, 32.333333333333336)","(2.35, 2.62, 2.572)"
15-12-2022 14:21:31.973348,"(13.0, 20.0, 19.166666666666668)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.4, 6.014285714285714)","(16.0, 28.0, 26.0)","(5.0, 6.6, 6.4)","(41.0, 380.0, 176.66666666666669)","(41.0, 420.0, 104.28571428571428)","(18.0, 36.0, 32.333333333333336)","(2.35, 2.62, 2.572)"
15-12-2022 14:21:33.250828,"(13.0, 20.0, 19.444444444444443)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.4, 6.014285714285714)","(16.0, 28.0, 26.0)","(5.0, 6.6, 6.4)","(41.0, 380.0, 290.0)","(41.0, 430.0, 143.5)","(18.0, 36.0, 33.55555555555556)","(2.35, 2.62, 2.508)"
15-12-2022 14:21:34.520638,"(13.0, 20.0, 19.444444444444443)","(6.0, 7.8, 7.685714285714286)","(5.0, 6.4, 6.014285714285714)","(16.0, 28.0, 24.5)","(5.0, 6.6, 6.591304347826087)","(41.0, 380.0, 290.0)","(41.0, 430.0, 143.5)","(18.0, 36.0, 32.0)","(2.35, 2.62, 2.508)"
15-12-2022 14:21:35.850969,"(13.0, 20.0, 19.444444444444443)","(5.5, 7.8, 7.685714285714286)","(5.0, 6.4, 6.1)","(15.0, 27.0, 25.333333333333332)","(5.0, 6.8, 6.591304347826087)","(41.0, 380.0, 290.0)","(41.0, 430.0, 143.5)","(18.0, 34.0, 32.0)","(2.25, 2.62, 2.508)"
15-12-2022 14:21:37.167641,"(13.0, 20.0, 19.444444444444443)","(5.5, 7.8, 7.685714285714286)","(5.0, 6.4, 6.1)","(15.0, 27.0, 25.0)","(5.0, 6.8, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 143.5)","(18.0, 34.0, 32.0)","(2.25, 2.62, 2.498666666666667)"
15-12-2022 14:21:38.456707,"(13.0, 21.0, 18.0)","(5.5, 7.8, 7.685714285714286)","(5.0, 6.4, 6.014285714285714)","(15.0, 27.0, 25.363636363636363)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 124.4)","(18.0, 34.0, 30.833333333333336)","(2.25, 2.62, 2.498666666666667)"
15-12-2022 14:21:39.772760,"(13.0, 20.0, 19.444444444444443)","(5.5, 7.8, 7.685714285714286)","(5.0, 6.4, 6.014285714285714)","(15.0, 29.0, 25.363636363636363)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 124.4)","(18.0, 32.0, 30.833333333333336)","(2.25, 2.62, 2.498666666666667)"
15-12-2022 14:21:41.020469,"(13.0, 20.0, 19.444444444444443)","(5.5, 7.8, 7.685714285714286)","(5.0, 6.4, 6.207142857142857)","(15.0, 29.0, 25.363636363636363)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 124.4)","(18.0, 32.0, 30.833333333333336)","(2.25, 2.62, 2.498666666666667)"
15-12-2022 14:21:42.281744,"(13.0, 20.0, 19.444444444444443)","(5.5, 7.8, 7.685714285714286)","(5.0, 6.4, 6.207142857142857)","(16.0, 29.0, 25.363636363636363)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 124.4)","(18.0, 32.0, 30.833333333333336)","(2.25, 2.62, 2.545714285714286)"
15-12-2022 14:21:43.532749,"(13.0, 19.5, 18.6)","(5.5, 7.8, 7.533333333333333)","(5.0, 6.4, 6.057142857142857)","(16.0, 29.0, 25.363636363636363)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 124.4)","(18.0, 32.0, 30.4)","(2.25, 2.6, 2.597297297297297)"
15-12-2022 14:21:44.772365,"(13.0, 19.5, 17.7)","(5.5, 7.8, 7.533333333333333)","(5.0, 6.4, 6.057142857142857)","(16.0, 29.0, 35.57142857142857)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 387.6470588235294)","(18.0, 34.0, 30.25)","(2.25, 2.6, 2.5847058823529414)"
15-12-2022 14:21:46.082492,"(13.0, 19.5, 17.7)","(5.5, 7.8, 7.533333333333333)","(5.0, 6.4, 6.057142857142857)","(16.0, 38.0, 33.75)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 396.25)","(18.0, 32.0, 30.25)","(2.25, 2.62, 2.5847058823529414)"
15-12-2022 14:21:47.410249,"(13.0, 19.5, 17.7)","(5.5, 7.8, 7.533333333333333)","(5.0, 6.4, 6.2)","(16.0, 38.0, 33.75)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 275.0)","(41.0, 430.0, 410.5882352941177)","(18.0, 32.0, 30.25)","(2.25, 2.62, 2.5893023255813956)"
15-12-2022 14:21:48.744110,"(13.0, 19.5, 17.7)","(5.5, 8.2, 7.444444444444445)","(5.0, 6.4, 6.0625)","(16.0, 38.0, 33.75)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 360.88235294117646)","(41.0, 460.0, 433.52941176470586)","(18.0, 32.0, 30.25)","(2.25, 2.62, 2.6129411764705885)"
15-12-2022 14:21:50.082529,"(13.0, 19.5, 17.7)","(5.5, 8.0, 7.5200000000000005)","(5.0, 6.4, 6.0625)","(16.0, 38.0, 30.0)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 222.5)","(41.0, 490.0, 433.52941176470586)","(18.0, 32.0, 30.25)","(2.25, 2.62, 2.6129411764705885)"
15-12-2022 14:21:51.416562,"(13.0, 19.5, 17.7)","(5.5, 8.0, 7.5200000000000005)","(5.0, 6.4, 5.92)","(16.0, 36.0, 30.0)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 222.5)","(61.0, 490.0, 633.125)","(18.0, 32.0, 30.25)","(2.25, 2.62, 2.6129411764705885)"
15-12-2022 14:21:52.754870,"(13.0, 19.5, 17.7)","(5.5, 8.0, 7.5200000000000005)","(5.0, 6.4, 5.92)","(16.0, 36.0, 30.0)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 222.5)","(61.0, 710.0, 633.125)","(18.0, 32.0, 30.25)","(2.25, 2.62, 2.5864864864864865)"
15-12-2022 14:21:54.039245,"(13.0, 19.5, 17.7)","(5.5, 8.0, 7.666666666666667)","(5.0, 6.4, 5.92)","(16.0, 36.0, 27.375)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 361.42857142857144)","(61.0, 710.0, 297.5)","(18.0, 32.0, 30.25)","(2.25, 2.6, 2.5864864864864865)"
15-12-2022 14:21:55.300982,"(13.0, 19.5, 17.7)","(5.5, 8.0, 7.666666666666667)","(5.0, 6.4, 5.92)","(16.0, 38.0, 30.0)","(5.0, 7.0, 6.615584415584415)","(41.0, 380.0, 351.47058823529414)","(61.0, 710.0, 297.5)","(18.0, 32.0, 28.0)","(2.25, 2.6, 2.5864864864864865)"
15-12-2022 14:21:56.563078,"(13.0, 19.5, 17.7)","(5.5, 8.0, 7.8)","(5.0, 6.4, 6.2)","(16.0, 36.0, 25.5)","(5.0, 7.0, 6.615584415584415)","(41.0, 370.0, 215.0)","(61.0, 710.0, 297.5)","(18.0, 30.0, 26.5)","(2.25, 2.6, 2.5864864864864865)"
15-12-2022 14:21:57.897481,"(13.0, 19.5, 17.7)","(5.5, 7.8, 7.5)","(5.0, 6.4, 6.2)","(16.0, 36.0, 25.875)","(5.0, 7.0, 6.615584415584415)","(41.0, 370.0, 217.5)","(61.0, 710.0, 198.5)","(18.0, 30.0, 27.25)","(2.25, 2.6, 2.5864864864864865)"
15-12-2022 14:21:59.245839,"(13.0, 19.5, 17.7)","(5.5, 7.8, 7.428571428571429)","(5.0, 6.4, 6.13)","(16.0, 34.0, 25.875)","(5.0, 7.0, 6.615584415584415)","(41.0, 370.0, 212.5)","(61.0, 650.0, 198.5)","(18.0, 29.0, 26.8)","(2.25, 2.6, 2.5864864864864865)"
15-12-2022 14:22:00.662178,"(13.0, 19.5, 17.7)","(5.5, 8.0, 7.615384615384615)","(5.0, 6.4, 6.13)","(16.0, 34.0, 25.875)","(5.0, 7.0, 6.615584415584415)","(41.0, 360.0, 212.5)","(41.0, 650.0, 391.14285714285717)","(18.0, 30.0, 26.8)","(2.25, 2.6, 2.5864864864864865)"
15-12-2022 14:22:02.154395,"(13.0, 19.5, 17.7)","(5.5, 8.0, 7.3090909090909095)","(5.0, 6.4, 5.91764705882353)","(16.0, 34.0, 27.6)","(5.0, 7.0, 6.614285714285714)","(41.0, 360.0, 212.5)","(41.0, 650.0, 288.8)","(18.0, 30.0, 26.857142857142858)","(2.25, 2.6, 2.5727272727272728)"
15-12-2022 14:22:03.683453,"(13.0, 19.5, 18.6)","(5.5, 7.8, 7.275)","(5.0, 6.2, 5.95)","(16.0, 32.0, 27.0)","(5.0, 7.0, 6.614285714285714)","(41.0, 360.0, 149.28571428571428)","(41.0, 650.0, 425.0)","(18.0, 30.0, 26.857142857142858)","(2.25, 2.6, 2.5784615384615384)"
15-12-2022 14:22:05.191464,"(13.0, 19.5, 18.6)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.95)","(16.0, 32.0, 27.0)","(5.0, 7.0, 6.614285714285714)","(41.0, 360.0, 207.5)","(41.0, 650.0, 200.0)","(18.0, 30.0, 26.333333333333332)","(2.25, 2.58, 2.5784615384615384)"
15-12-2022 14:22:06.663472,"(13.0, 19.5, 18.6)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.95)","(16.0, 32.0, 27.0)","(5.0, 7.0, 6.614285714285714)","(41.0, 350.0, 207.5)","(41.0, 650.0, 288.8)","(18.0, 30.0, 27.0)","(2.25, 2.58, 2.5552941176470587)"
15-12-2022 14:22:08.053425,"(13.0, 19.5, 17.75)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.95)","(16.0, 32.0, 26.8)","(5.0, 7.0, 6.407317073170732)","(41.0, 350.0, 294.44444444444446)","(41.0, 650.0, 399.27272727272725)","(17.0, 30.0, 27.0)","(2.25, 2.58, 2.5275)"
15-12-2022 14:22:09.528113,"(13.0, 21.0, 19.666666666666668)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.807142857142857)","(16.0, 30.0, 26.4)","(5.0, 7.0, 6.407317073170732)","(41.0, 350.0, 294.44444444444446)","(41.0, 600.0, 413.40000000000003)","(17.0, 30.0, 27.0)","(2.25, 2.58, 2.5275)"
15-12-2022 14:22:10.940906,"(13.0, 21.0, 19.666666666666668)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.875862068965517)","(16.0, 30.0, 26.4)","(5.0, 7.0, 6.407317073170732)","(41.0, 350.0, 323.33333333333337)","(41.0, 570.0, 413.40000000000003)","(17.0, 30.0, 27.0)","(2.25, 2.58, 2.5275)"
15-12-2022 14:22:12.341883,"(13.0, 21.0, 19.666666666666668)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.8)","(16.0, 30.0, 26.4)","(5.0, 7.0, 6.453932584269663)","(41.0, 350.0, 330.0)","(41.0, 570.0, 309.0)","(17.0, 30.0, 27.0)","(2.25, 2.58, 2.5275)"
15-12-2022 14:22:13.892169,"(13.0, 21.0, 19.666666666666668)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.8)","(16.0, 30.0, 26.4)","(5.0, 7.0, 6.453932584269663)","(41.0, 350.0, 330.0)","(41.0, 570.0, 309.0)","(17.0, 30.0, 26.333333333333332)","(2.25, 2.58, 2.5275)"
15-12-2022 14:22:15.476351,"(13.0, 21.0, 19.25)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.8)","(16.0, 30.0, 26.0)","(5.0, 7.0, 6.453932584269663)","(41.0, 350.0, 207.5)","(41.0, 570.0, 165.55555555555554)","(17.0, 30.0, 26.333333333333332)","(2.25, 2.58, 2.5275)"
15-12-2022 14:22:16.800811,"(13.0, 21.0, 20.2)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.8)","(16.0, 30.0, 23.6)","(5.0, 7.0, 6.452173913043478)","(51.0, 350.0, 207.5)","(41.0, 570.0, 165.55555555555554)","(17.0, 30.0, 26.333333333333332)","(2.25, 2.58, 2.5275)"
15-12-2022 14:22:18.106933,"(13.0, 21.0, 20.2)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.8)","(16.0, 30.0, 23.6)","(5.0, 7.0, 6.452173913043478)","(51.0, 350.0, 236.0)","(41.0, 570.0, 115.0)","(17.0, 30.0, 21.0)","(2.25, 2.58, 2.5275)"
15-12-2022 14:22:19.399351,"(13.0, 21.0, 20.2)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.843478260869565)","(16.0, 30.0, 24.666666666666668)","(5.0, 7.0, 6.452173913043478)","(51.0, 350.0, 236.0)","(41.0, 570.0, 115.0)","(17.0, 30.0, 21.0)","(2.25, 2.58, 2.5216)"
15-12-2022 14:22:20.607047,"(13.0, 21.0, 20.2)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.843478260869565)","(16.0, 30.0, 24.0)","(5.0, 7.0, 6.452173913043478)","(51.0, 350.0, 236.0)","(41.0, 570.0, 115.0)","(17.0, 30.0, 21.0)","(2.25, 2.56, 2.5212903225806453)"
15-12-2022 14:22:21.847754,"(13.0, 21.0, 19.5)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.843478260869565)","(16.0, 29.0, 24.0)","(5.0, 7.0, 6.452173913043478)","(51.0, 350.0, 236.0)","(41.0, 570.0, 115.0)","(17.0, 30.0, 26.77777777777778)","(2.25, 2.56, 2.5212903225806453)"
15-12-2022 14:22:23.064897,"(13.0, 21.0, 19.5)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.843478260869565)","(16.0, 29.0, 24.0)","(5.0, 7.0, 6.452173913043478)","(51.0, 350.0, 236.0)","(41.0, 570.0, 115.0)","(17.0, 30.0, 26.77777777777778)","(2.25, 2.56, 2.5212903225806453)"
15-12-2022 14:22:24.295192,"(13.0, 21.0, 18.5)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.843478260869565)","(16.0, 29.0, 24.0)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 236.0)","(41.0, 570.0, 115.0)","(17.0, 30.0, 23.0)","(2.25, 2.56, 2.5212903225806453)"
15-12-2022 14:22:25.483540,"(13.0, 21.0, 18.25)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.843478260869565)","(16.0, 28.0, 24.25)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 248.21428571428572)","(41.0, 570.0, 115.0)","(17.0, 30.0, 23.0)","(2.25, 2.56, 2.5212903225806453)"
15-12-2022 14:22:26.748285,"(13.0, 21.0, 18.5)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.843478260869565)","(16.0, 28.0, 25.0)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 175.0)","(41.0, 570.0, 115.0)","(16.0, 30.0, 23.0)","(2.25, 2.56, 2.5212903225806453)"
15-12-2022 14:22:28.040075,"(13.0, 21.0, 18.5)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.843478260869565)","(16.0, 28.0, 23.636363636363637)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 115.0)","(16.0, 30.0, 23.0)","(2.25, 2.56, 2.5212903225806453)"
15-12-2022 14:22:29.248126,"(13.0, 21.0, 18.75)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.866666666666666)","(16.0, 28.0, 21.77777777777778)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 115.0)","(16.0, 30.0, 23.0)","(2.25, 2.56, 2.521904761904762)"
15-12-2022 14:22:30.446260,"(13.0, 21.0, 18.75)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.866666666666666)","(16.0, 28.0, 23.2)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 115.0)","(16.0, 30.0, 23.0)","(2.25, 2.56, 2.521904761904762)"
15-12-2022 14:22:31.682889,"(13.0, 21.0, 18.75)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.866666666666666)","(16.0, 28.0, 21.7)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 115.0)","(16.0, 30.0, 23.0)","(2.25, 2.56, 2.540327868852459)"
15-12-2022 14:22:32.870196,"(13.0, 21.0, 18.75)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.866666666666666)","(16.0, 28.0, 22.0)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 115.0)","(16.0, 30.0, 23.0)","(2.25, 2.56, 2.5403174603174605)"
15-12-2022 14:22:34.068022,"(13.0, 21.0, 18.75)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.866666666666666)","(16.0, 27.0, 22.714285714285715)","(5.0, 7.0, 6.453932584269663)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 115.0)","(16.0, 30.0, 23.0)","(2.25, 2.56, 2.5403174603174605)"
15-12-2022 14:22:35.302396,"(13.0, 21.0, 18.75)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.9)","(16.0, 27.0, 23.875)","(5.0, 7.0, 6.488421052631579)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 115.0)","(16.0, 30.0, 25.333333333333336)","(2.25, 2.56, 2.5403174603174605)"
15-12-2022 14:22:36.566979,"(13.0, 21.0, 17.25)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.9)","(16.0, 27.0, 23.875)","(5.0, 7.0, 6.488421052631579)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 115.0)","(16.0, 30.0, 23.25)","(2.25, 2.56, 2.5403174603174605)"
15-12-2022 14:22:37.826738,"(13.0, 21.0, 17.25)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.85)","(16.0, 27.0, 23.428571428571427)","(5.0, 7.0, 6.541509433962265)","(51.0, 350.0, 194.44444444444446)","(41.0, 570.0, 290.0)","(16.0, 30.0, 24.4)","(2.25, 2.56, 2.526315789473684)"
15-12-2022 14:22:39.099303,"(13.0, 20.0, 18.5)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.85)","(16.0, 27.0, 22.0)","(5.5, 7.0, 6.541509433962265)","(41.0, 350.0, 194.44444444444446)","(41.0, 570.0, 266.6666666666667)","(16.0, 30.0, 20.666666666666668)","(2.25, 2.56, 2.5384615384615383)"
15-12-2022 14:22:40.286760,"(13.0, 20.0, 19.11111111111111)","(5.5, 7.8, 7.275)","(5.0, 6.0, 5.85)","(16.0, 27.0, 27.5)","(5.5, 7.0, 6.514)","(41.0, 350.0, 153.57142857142856)","(41.0, 570.0, 169.44444444444446)","(16.0, 30.0, 20.666666666666668)","(2.25, 2.54, 2.5371428571428574)"
15-12-2022 14:22:41.521609,"(13.0, 20.0, 18.857142857142858)","(5.5, 7.8, 7.206666666666667)","(5.0, 6.0, 5.85)","(16.0, 34.0, 22.375)","(5.5, 7.0, 6.52258064516129)","(41.0, 350.0, 153.57142857142856)","(41.0, 570.0, 302.5)","(16.0, 30.0, 20.666666666666668)","(2.25, 2.54, 2.488235294117647)"
15-12-2022 14:22:42.696012,"(13.0, 19.5, 18.0)","(5.5, 7.4, 7.206666666666667)","(5.0, 6.2, 5.85)","(16.0, 32.0, 22.375)","(5.5, 7.0, 6.52258064516129)","(41.0, 350.0, 212.5)","(41.0, 550.0, 249.0)","(16.0, 30.0, 20.333333333333332)","(2.25, 2.5, 2.4941176470588236)"
15-12-2022 14:22:43.854556,"(13.0, 19.5, 18.0)","(5.5, 7.4, 7.206666666666667)","(5.0, 6.2, 5.85)","(16.0, 32.0, 22.375)","(5.5, 7.0, 6.551515151515152)","(41.0, 340.0, 207.5)","(41.0, 540.0, 162.77777777777777)","(16.0, 29.0, 20.333333333333332)","(2.25, 2.5, 2.4963636363636366)"
15-12-2022 14:22:45.019169,"(13.0, 19.5, 18.0)","(5.5, 7.4, 7.206666666666667)","(5.0, 6.2, 5.85)","(16.0, 32.0, 24.857142857142858)","(5.5, 7.0, 6.551515151515152)","(41.0, 340.0, 207.5)","(41.0, 540.0, 162.77777777777777)","(16.0, 29.0, 20.333333333333332)","(2.25, 2.5, 2.4963636363636366)"
15-12-2022 14:22:46.171769,"(13.0, 19.5, 18.0)","(5.5, 7.4, 7.339130434782609)","(5.0, 6.2, 5.966666666666667)","(16.0, 32.0, 24.5)","(5.5, 7.0, 6.615584415584415)","(41.0, 340.0, 207.5)","(41.0, 540.0, 162.77777777777777)","(16.0, 29.0, 26.11111111111111)","(2.25, 2.5, 2.499111111111111)"
15-12-2022 14:22:47.333053,"(13.0, 19.5, 18.3)","(5.5, 7.4, 7.339130434782609)","(5.0, 6.2, 5.966666666666667)","(16.0, 30.0, 25.0)","(5.5, 7.0, 6.651764705882353)","(41.0, 340.0, 150.71428571428572)","(41.0, 540.0, 233.0)","(16.0, 29.0, 22.25)","(2.25, 2.5, 2.4825641025641025)"
15-12-2022 14:22:48.467927,"(13.0, 19.0, 17.75)","(5.5, 7.4, 7.339130434782609)","(5.0, 6.2, 5.966666666666667)","(16.0, 30.0, 25.0)","(5.5, 7.0, 6.651764705882353)","(41.0, 340.0, 150.71428571428572)","(41.0, 500.0, 153.88888888888889)","(16.0, 28.0, 22.25)","(2.25, 2.5, 2.478095238095238)"
15-12-2022 14:22:49.590174,"(13.0, 19.0, 18.318181818181817)","(5.5, 7.4, 7.344736842105264)","(5.0, 6.2, 6.04)","(16.0, 30.0, 25.0)","(5.5, 7.0, 6.651764705882353)","(41.0, 340.0, 150.71428571428572)","(41.0, 500.0, 153.88888888888889)","(16.0, 28.0, 22.25)","(2.25, 2.5, 2.478095238095238)"
15-12-2022 14:22:50.737028,"(13.0, 19.0, 18.5)","(5.5, 7.4, 7.354929577464789)","(5.0, 6.2, 6.04)","(16.0, 30.0, 25.0)","(5.5, 7.0, 6.651764705882353)","(41.0, 340.0, 150.71428571428572)","(41.0, 500.0, 188.5)","(16.0, 28.0, 22.25)","(2.25, 2.5, 2.4794871794871796)"
15-12-2022 14:22:51.854065,"(13.0, 19.0, 18.5)","(5.5, 7.6, 7.5728813559322035)","(5.0, 6.2, 6.04)","(16.0, 30.0, 25.0)","(5.5, 7.0, 6.651764705882353)","(41.0, 340.0, 238.07692307692307)","(41.0, 500.0, 188.5)","(16.0, 28.0, 20.3)","(2.25, 2.48, 2.4794117647058824)"
15-12-2022 14:22:52.900898,"(13.0, 19.0, 18.5)","(5.5, 7.6, 7.562790697674418)","(5.0, 6.2, 6.105882352941177)","(16.0, 30.0, 24.166666666666668)","(5.5, 7.0, 6.651764705882353)","(41.0, 340.0, 238.07692307692307)","(41.0, 500.0, 163.75)","(16.0, 26.0, 20.3)","(2.25, 2.48, 2.4794117647058824)"
15-12-2022 14:22:54.020245,"(13.0, 19.0, 18.5)","(5.5, 7.6, 7.562790697674418)","(5.0, 6.2, 6.1125)","(16.0, 30.0, 24.166666666666668)","(5.5, 7.0, 6.5058823529411764)","(41.0, 340.0, 238.07692307692307)","(41.0, 200.0, 163.75)","(16.0, 26.0, 20.75)","(2.25, 2.48, 2.4794117647058824)"
15-12-2022 14:22:55.136089,"(13.0, 19.0, 17.8)","(5.5, 7.6, 7.562790697674418)","(5.0, 6.2, 6.1125)","(16.0, 30.0, 24.166666666666668)","(5.5, 7.0, 6.5058823529411764)","(41.0, 340.0, 238.07692307692307)","(41.0, 200.0, 163.75)","(16.0, 25.0, 20.75)","(2.25, 2.5, 2.4794117647058824)"
