,Coastal Run,Tothemoonandback,Raging Lady,Sweet Honor,Hollywood Mistress,Mischievous Effort,Janero Rose,Seven Sisters,Palace Star,Speedy Gigi,Dazzling Mist,Lovely Linda
12-01-2023 08:25:49.743668,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:25:51.072564,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:25:52.495822,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:25:53.870694,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:25:55.215577,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:25:56.469654,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:25:57.667911,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:25:58.932623,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:00.157069,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:01.437383,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:02.730274,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:03.936890,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:05.220332,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:06.518859,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:07.789302,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:09.095270,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:10.435788,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:11.700069,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:13.025658,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:14.409465,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:15.757097,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:17.099666,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:18.501080,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:19.940468,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:21.339064,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:22.701479,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:24.047024,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:25.403036,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:26.827352,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:28.466882,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:30.108612,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:31.825908,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:33.247121,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:34.715648,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:36.215547,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:37.668645,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:39.373250,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:40.834069,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:42.253936,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:43.676515,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:45.066741,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:46.489926,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:47.890280,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:49.203865,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:50.573449,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:51.902302,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:53.356334,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:54.811680,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:56.272299,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:57.953146,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:26:59.701617,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:01.141251,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:02.569019,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:04.000209,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:05.431247,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:06.850560,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:08.273067,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:09.638948,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:11.051015,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:12.465728,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:13.870801,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:15.235224,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:16.638051,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:17.964434,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:19.329265,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:20.685984,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:22.009684,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:23.431401,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:24.852742,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:26.215295,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:27.589978,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:29.004907,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:30.381628,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
12-01-2023 08:27:31.699108,"(11.0, 99999, 99990)","(31.0, 99999, 99990)","(31.0, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 99999, 99990)","(4.4, 99999, 99990)","(18.0, 99999, 99990)"
