,Buckle Up Eli,Black Danger,Nitro Harvey,Ticket To Tokyo,Buckle Up Adalyn,Hot Danger,Boys All Class
10-01-2023 13:32:55.192013,"(2.7, 7.0, 6.555555555555555)","(2.3, 2.64, 2.54)","(2.3, 2.54, 2.45)","(71.0, 530.0, 295.0)","(41.0, 170.0, 88.66666666666666)","(31.0, 75.0, 45.23529411764706)","(71.0, 490.0, 448.0)"
10-01-2023 13:32:56.131882,"(2.7, 7.0, 6.555555555555555)","(2.3, 2.64, 2.54)","(2.3, 2.54, 2.45)","(71.0, 530.0, 295.0)","(41.0, 170.0, 88.66666666666666)","(31.0, 75.0, 64.14285714285714)","(71.0, 490.0, 448.0)"
10-01-2023 13:32:57.140992,"(2.7, 7.0, 6.9)","(2.3, 2.66, 2.5433333333333334)","(2.3, 2.54, 2.45)","(71.0, 530.0, 436.0)","(41.0, 170.0, 88.66666666666666)","(31.0, 70.0, 64.14285714285714)","(71.0, 490.0, 448.0)"
10-01-2023 13:32:58.121833,"(2.7, 6.8, 6.4625)","(2.3, 2.66, 2.5433333333333334)","(2.3, 2.54, 2.493333333333333)","(71.0, 530.0, 436.0)","(41.0, 170.0, 88.66666666666666)","(31.0, 70.0, 64.14285714285714)","(71.0, 490.0, 448.0)"
10-01-2023 13:32:59.229751,"(2.7, 6.8, 6.56)","(2.3, 2.66, 2.5433333333333334)","(2.3, 2.56, 2.4842105263157896)","(71.0, 530.0, 436.0)","(41.0, 170.0, 92.36363636363637)","(31.0, 70.0, 64.14285714285714)","(71.0, 490.0, 448.0)"
10-01-2023 13:33:00.267748,"(2.7, 6.8, 6.56)","(2.3, 2.66, 2.5433333333333334)","(2.3, 2.56, 2.4842105263157896)","(71.0, 530.0, 436.0)","(41.0, 170.0, 88.66666666666666)","(31.0, 70.0, 64.14285714285714)","(71.0, 490.0, 282.5)"
10-01-2023 13:33:01.227706,"(2.7, 6.8, 6.56)","(2.3, 2.66, 2.5433333333333334)","(2.3, 2.56, 2.4842105263157896)","(71.0, 530.0, 436.0)","(41.0, 170.0, 88.66666666666666)","(31.0, 70.0, 64.14285714285714)","(71.0, 490.0, 282.5)"
10-01-2023 13:33:02.629454,"(2.7, 6.8, 6.56)","(2.3, 2.66, 2.5433333333333334)","(2.3, 2.56, 2.4842105263157896)","(71.0, 530.0, 436.0)","(41.0, 170.0, 88.66666666666666)","(31.0, 70.0, 64.14285714285714)","(71.0, 490.0, 282.5)"
10-01-2023 13:33:03.741174,"(2.7, 6.8, 6.56)","(2.3, 2.66, 2.52875)","(2.3, 2.56, 2.49)","(71.0, 530.0, 410.0)","(41.0, 170.0, 88.8)","(31.0, 70.0, 62.42857142857143)","(71.0, 490.0, 277.5)"
10-01-2023 13:33:04.800928,"(2.7, 7.6, 6.861538461538461)","(2.3, 2.72, 2.5325)","(2.3, 2.56, 2.49)","(71.0, 480.0, 396.0)","(41.0, 150.0, 85.0909090909091)","(31.0, 65.0, 57.78571428571429)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:06.334755,"(2.7, 7.6, 6.4148148148148145)","(2.3, 2.72, 2.53125)","(2.3, 2.56, 2.49)","(71.0, 480.0, 397.0)","(41.0, 150.0, 109.33333333333334)","(31.0, 60.0, 48.19047619047619)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:07.567170,"(2.8, 7.6, 6.4148148148148145)","(2.3, 2.7, 2.530588235294118)","(2.3, 2.56, 2.49)","(71.0, 480.0, 421.42857142857144)","(41.0, 140.0, 84.8)","(31.0, 60.0, 48.5)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:08.929537,"(2.8, 7.6, 6.384)","(2.3, 2.7, 2.530588235294118)","(2.3, 2.56, 2.49)","(71.0, 480.0, 277.5)","(41.0, 140.0, 85.27272727272728)","(31.0, 50.0, 47.900000000000006)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:10.109569,"(2.8, 7.6, 7.037037037037037)","(2.3, 2.7, 2.530588235294118)","(2.3, 2.56, 2.49)","(71.0, 480.0, 435.0)","(41.0, 130.0, 88.0)","(31.0, 50.0, 44.3)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:11.204125,"(2.8, 7.6, 6.966666666666667)","(2.3, 2.68, 2.546666666666667)","(2.3, 2.56, 2.49)","(71.0, 480.0, 435.0)","(41.0, 120.0, 88.0)","(31.0, 46.0, 44.3)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:12.257869,"(2.8, 7.6, 6.966666666666667)","(2.3, 2.68, 2.536)","(2.3, 2.56, 2.49)","(71.0, 480.0, 435.0)","(41.0, 120.0, 78.0)","(31.0, 46.0, 41.27272727272727)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:13.244837,"(2.8, 7.6, 6.966666666666667)","(2.3, 2.68, 2.5345454545454547)","(2.3, 2.56, 2.49)","(71.0, 480.0, 435.0)","(41.0, 120.0, 78.0)","(31.0, 44.0, 40.7)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:14.193583,"(2.8, 7.6, 6.966666666666667)","(2.3, 2.68, 2.5345454545454547)","(2.3, 2.56, 2.49)","(71.0, 480.0, 435.0)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.7)","(71.0, 480.0, 277.5)"
10-01-2023 13:33:15.228237,"(2.8, 7.6, 6.46)","(2.3, 2.68, 2.5345454545454547)","(2.3, 2.56, 2.49)","(71.0, 480.0, 435.0)","(41.0, 120.0, 74.18181818181819)","(31.0, 42.0, 40.7)","(71.0, 480.0, 399.0)"
10-01-2023 13:33:16.250584,"(2.8, 7.6, 7.125)","(2.3, 2.68, 2.5345454545454547)","(2.3, 2.56, 2.49)","(71.0, 480.0, 435.0)","(41.0, 120.0, 74.18181818181819)","(31.0, 42.0, 40.7)","(71.0, 480.0, 399.0)"
10-01-2023 13:33:17.366807,"(2.8, 7.6, 7.125)","(2.3, 2.68, 2.5345454545454547)","(2.3, 2.56, 2.49)","(71.0, 480.0, 435.0)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.7)","(71.0, 480.0, 399.0)"
10-01-2023 13:33:18.395486,"(2.8, 7.6, 7.125)","(2.3, 2.68, 2.530666666666667)","(2.3, 2.56, 2.49)","(71.0, 480.0, 323.0)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 480.0, 399.0)"
10-01-2023 13:33:19.450234,"(2.8, 7.6, 7.125)","(2.3, 2.66, 2.52875)","(2.3, 2.56, 2.5075)","(71.0, 540.0, 323.0)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 480.0, 399.0)"
10-01-2023 13:33:20.483781,"(2.8, 7.6, 7.125)","(2.3, 2.66, 2.528235294117647)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 426.1111111111111)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 480.0, 399.0)"
10-01-2023 13:33:21.595694,"(2.8, 7.6, 7.125)","(2.3, 2.66, 2.528235294117647)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 426.1111111111111)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 480.0, 391.0)"
10-01-2023 13:33:22.686111,"(2.8, 7.6, 6.2700000000000005)","(2.3, 2.66, 2.528235294117647)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 420.625)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:23.780564,"(2.8, 7.6, 6.614814814814815)","(2.3, 2.66, 2.528235294117647)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 420.625)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:24.726838,"(2.8, 7.6, 6.713333333333333)","(2.3, 2.66, 2.528235294117647)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 426.1111111111111)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:25.687473,"(2.8, 7.6, 6.713333333333333)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 414.2857142857143)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:26.665338,"(2.8, 7.6, 6.713333333333333)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 414.2857142857143)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:27.721150,"(2.8, 7.6, 6.713333333333333)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 414.2857142857143)","(41.0, 120.0, 78.0)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:28.747462,"(2.8, 7.6, 7.081818181818182)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 414.2857142857143)","(41.0, 110.0, 85.14285714285714)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:29.765317,"(2.8, 7.6, 7.081818181818182)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 414.2857142857143)","(41.0, 100.0, 85.14285714285714)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:30.810893,"(2.8, 7.6, 7.081818181818182)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 414.2857142857143)","(41.0, 100.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:31.877147,"(2.8, 7.6, 7.081818181818182)","(2.3, 2.66, 2.5327272727272727)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 414.2857142857143)","(41.0, 95.0, 66.8)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:32.924185,"(2.8, 7.6, 7.081818181818182)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 470.0, 431.42857142857144)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 470.0, 407.0)"
10-01-2023 13:33:33.945665,"(2.8, 7.6, 7.081818181818182)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 490.0, 431.42857142857144)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 490.0, 407.0)"
10-01-2023 13:33:34.981592,"(2.8, 7.6, 6.808333333333333)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 422.8571428571429)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 490.0, 407.0)"
10-01-2023 13:33:36.008649,"(2.8, 7.6, 6.8962962962962955)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 422.8571428571429)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 490.0, 407.0)"
10-01-2023 13:33:37.058985,"(2.8, 7.6, 6.8962962962962955)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 422.8571428571429)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 490.0, 407.0)"
10-01-2023 13:33:38.132495,"(2.8, 7.4, 6.92)","(2.3, 2.62, 2.5366666666666666)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 413.33333333333337)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 490.0, 407.0)"
10-01-2023 13:33:39.133473,"(2.8, 7.4, 6.92)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 413.33333333333337)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 490.0, 407.0)"
10-01-2023 13:33:40.131216,"(2.8, 7.4, 6.92)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 320.0)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 490.0, 391.0)"
10-01-2023 13:33:41.073785,"(2.8, 7.4, 6.92)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 490.0, 255.71428571428572)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:42.004289,"(2.8, 7.4, 7.08)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 348.3333333333333)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:43.010091,"(2.8, 7.4, 7.1)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 348.3333333333333)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 470.0, 391.0)"
10-01-2023 13:33:44.086193,"(2.8, 7.4, 6.907692307692308)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 348.3333333333333)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 470.0, 383.0)"
10-01-2023 13:33:45.201456,"(2.8, 7.4, 6.907692307692308)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 348.3333333333333)","(41.0, 95.0, 69.36363636363636)","(31.0, 42.0, 40.375)","(71.0, 460.0, 383.0)"
10-01-2023 13:33:46.347593,"(2.8, 7.4, 6.907692307692308)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 480.0, 335.0)","(41.0, 95.0, 74.25)","(31.0, 42.0, 40.375)","(71.0, 460.0, 383.0)"
10-01-2023 13:33:47.441598,"(2.8, 7.4, 6.907692307692308)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 383.0)"
10-01-2023 13:33:48.606596,"(2.8, 7.2, 6.975)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 383.0)"
10-01-2023 13:33:49.698978,"(2.8, 7.2, 7.036363636363636)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.5096)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 383.0)"
10-01-2023 13:33:50.833214,"(2.8, 7.2, 6.975)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.4917241379310346)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 383.0)"
10-01-2023 13:33:51.912634,"(2.8, 7.2, 6.975)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.4917241379310346)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 383.0)"
10-01-2023 13:33:52.998371,"(2.8, 7.2, 7.05)","(2.3, 2.66, 2.5327272727272727)","(2.3, 2.54, 2.3725)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 383.0)"
10-01-2023 13:33:54.053979,"(2.8, 7.2, 7.05)","(2.3, 2.66, 2.52875)","(2.3, 2.56, 2.3725)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 267.5)"
10-01-2023 13:33:55.133182,"(2.8, 7.2, 7.05)","(2.3, 2.66, 2.52875)","(2.3, 2.56, 2.3725)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 267.5)"
10-01-2023 13:33:56.210439,"(2.8, 7.2, 7.090909090909091)","(2.3, 2.64, 2.532)","(2.3, 2.56, 2.3725)","(71.0, 460.0, 335.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 267.5)"
10-01-2023 13:33:57.272430,"(2.8, 7.2, 7.090909090909091)","(2.3, 2.64, 2.532)","(2.3, 2.56, 2.3725)","(71.0, 460.0, 385.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 460.0, 282.5)"
10-01-2023 13:33:58.343680,"(2.8, 7.2, 7.090909090909091)","(2.3, 2.64, 2.532)","(2.3, 2.56, 2.4353846153846153)","(71.0, 460.0, 398.3333333333333)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 490.0, 282.5)"
10-01-2023 13:33:59.364181,"(2.8, 7.2, 7.0)","(2.3, 2.64, 2.532)","(2.3, 2.56, 2.433333333333333)","(71.0, 460.0, 386.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 490.0, 282.5)"
10-01-2023 13:34:00.475710,"(2.8, 7.2, 7.0)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 460.0, 386.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 490.0, 282.5)"
10-01-2023 13:34:01.489041,"(2.8, 7.2, 7.0)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 460.0, 386.0)","(41.0, 90.0, 73.84615384615384)","(31.0, 42.0, 40.375)","(71.0, 490.0, 282.5)"
10-01-2023 13:34:02.542174,"(2.8, 7.2, 7.0)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 90.0, 72.66666666666667)","(31.0, 42.0, 40.375)","(71.0, 490.0, 282.5)"
10-01-2023 13:34:03.508664,"(2.8, 7.2, 7.0)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 85.0, 72.66666666666667)","(31.0, 42.0, 40.375)","(71.0, 490.0, 282.5)"
10-01-2023 13:34:04.511138,"(2.8, 7.2, 7.0)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 85.0, 72.66666666666667)","(31.0, 42.0, 40.375)","(71.0, 490.0, 267.5)"
10-01-2023 13:34:05.440968,"(2.8, 7.2, 7.090909090909091)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 85.0, 72.66666666666667)","(31.0, 42.0, 40.375)","(71.0, 460.0, 267.5)"
10-01-2023 13:34:06.445573,"(2.8, 7.2, 7.090909090909091)","(2.3, 2.62, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 85.0, 72.66666666666667)","(31.0, 42.0, 40.375)","(71.0, 460.0, 267.5)"
10-01-2023 13:34:07.505836,"(2.8, 7.2, 7.090909090909091)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 85.0, 72.66666666666667)","(31.0, 42.0, 40.375)","(71.0, 460.0, 267.5)"
10-01-2023 13:34:08.542982,"(2.8, 7.2, 6.9)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 85.0, 72.66666666666667)","(31.0, 42.0, 40.375)","(71.0, 460.0, 267.5)"
10-01-2023 13:34:09.584547,"(2.8, 7.2, 6.9)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 460.0, 262.5)"
10-01-2023 13:34:10.548926,"(2.8, 7.2, 6.913043478260869)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 394.0)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 262.5)"
10-01-2023 13:34:11.550962,"(2.8, 7.2, 6.9375)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.44)","(71.0, 480.0, 386.0)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:12.479957,"(2.8, 7.2, 6.9375)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.44)","(71.0, 460.0, 386.0)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:13.484314,"(2.8, 7.2, 6.9375)","(2.3, 2.62, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 272.5)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:14.478789,"(2.8, 7.2, 6.9375)","(2.3, 2.54, 2.5233333333333334)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 331.66666666666663)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:15.469002,"(2.8, 7.2, 6.9375)","(2.3, 2.54, 2.5233333333333334)","(2.3, 2.56, 2.4727272727272727)","(71.0, 450.0, 331.66666666666663)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:16.455003,"(2.8, 7.2, 6.9375)","(2.3, 2.54, 2.5233333333333334)","(2.3, 2.56, 2.4727272727272727)","(71.0, 450.0, 331.66666666666663)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:17.494255,"(2.8, 7.2, 6.911111111111111)","(2.3, 2.54, 2.5233333333333334)","(2.3, 2.56, 2.4727272727272727)","(71.0, 450.0, 331.66666666666663)","(41.0, 85.0, 55.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:18.590262,"(2.8, 7.2, 6.966666666666667)","(2.3, 2.54, 2.5233333333333334)","(2.3, 2.56, 2.4727272727272727)","(71.0, 450.0, 331.66666666666663)","(41.0, 85.0, 56.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:19.684955,"(2.8, 7.2, 6.966666666666667)","(2.3, 2.54, 2.5233333333333334)","(2.3, 2.56, 2.4727272727272727)","(71.0, 450.0, 331.66666666666663)","(41.0, 80.0, 56.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:20.770302,"(2.8, 7.2, 7.0)","(2.3, 2.54, 2.5233333333333334)","(2.3, 2.56, 2.4727272727272727)","(71.0, 450.0, 331.66666666666663)","(41.0, 80.0, 56.0)","(31.0, 42.0, 40.375)","(71.0, 450.0, 438.75)"
10-01-2023 13:34:21.863813,"(2.8, 7.2, 7.0)","(2.3, 2.62, 2.526666666666667)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 331.66666666666663)","(41.0, 80.0, 56.0)","(31.0, 42.0, 40.375)","(71.0, 490.0, 438.75)"
10-01-2023 13:34:22.935680,"(2.8, 7.2, 7.0)","(2.3, 2.62, 2.526666666666667)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 331.66666666666663)","(41.0, 80.0, 56.0)","(31.0, 42.0, 40.375)","(71.0, 490.0, 438.75)"
10-01-2023 13:34:24.026521,"(2.8, 7.2, 7.0)","(2.3, 2.62, 2.526666666666667)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 331.66666666666663)","(41.0, 80.0, 56.0)","(31.0, 42.0, 40.375)","(71.0, 490.0, 438.75)"
10-01-2023 13:34:25.140170,"(2.8, 7.2, 6.942857142857143)","(2.3, 2.62, 2.526666666666667)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 272.5)","(41.0, 80.0, 56.0)","(26.0, 42.0, 40.375)","(71.0, 490.0, 438.75)"
10-01-2023 13:34:26.243240,"(2.8, 7.6, 6.92)","(2.3, 2.62, 2.526666666666667)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 331.66666666666663)","(41.0, 80.0, 56.0)","(26.0, 42.0, 40.375)","(71.0, 490.0, 403.75)"
10-01-2023 13:34:27.319237,"(2.8, 7.6, 6.92)","(2.3, 2.62, 2.526666666666667)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 345.0)","(41.0, 80.0, 56.0)","(26.0, 42.0, 40.375)","(71.0, 450.0, 403.75)"
10-01-2023 13:34:28.329768,"(2.8, 7.6, 6.8962962962962955)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 345.0)","(41.0, 80.0, 56.0)","(26.0, 42.0, 40.375)","(71.0, 450.0, 395.0)"
10-01-2023 13:34:29.274611,"(2.8, 7.6, 6.8962962962962955)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 470.0, 285.0)","(41.0, 80.0, 56.0)","(26.0, 42.0, 40.375)","(71.0, 440.0, 395.0)"
10-01-2023 13:34:30.240031,"(2.8, 7.6, 7.295238095238095)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.429655172413793)","(71.0, 470.0, 285.0)","(41.0, 80.0, 56.0)","(26.0, 42.0, 40.375)","(71.0, 440.0, 395.0)"
10-01-2023 13:34:31.255807,"(2.8, 7.6, 7.295238095238095)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.429655172413793)","(71.0, 470.0, 285.0)","(41.0, 80.0, 56.0)","(26.0, 42.0, 40.375)","(71.0, 440.0, 395.0)"
10-01-2023 13:34:32.330360,"(2.8, 7.6, 7.295238095238095)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.429655172413793)","(71.0, 470.0, 285.0)","(41.0, 80.0, 57.5)","(26.0, 42.0, 40.375)","(71.0, 440.0, 395.0)"
10-01-2023 13:34:33.442753,"(2.8, 7.6, 7.295238095238095)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.429655172413793)","(71.0, 470.0, 285.0)","(41.0, 80.0, 57.5)","(26.0, 42.0, 40.375)","(71.0, 440.0, 395.0)"
10-01-2023 13:34:34.530966,"(2.8, 7.6, 7.295238095238095)","(2.3, 2.58, 2.5300000000000002)","(2.3, 2.56, 2.429655172413793)","(71.0, 470.0, 275.0)","(41.0, 80.0, 57.5)","(26.0, 42.0, 40.375)","(71.0, 440.0, 395.0)"
10-01-2023 13:34:35.583945,"(2.8, 7.6, 7.295238095238095)","(2.3, 2.62, 2.5300000000000002)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 275.0)","(41.0, 80.0, 57.5)","(26.0, 42.0, 40.375)","(71.0, 440.0, 395.0)"
10-01-2023 13:34:36.598999,"(2.8, 7.6, 7.088)","(2.3, 2.62, 2.5276923076923077)","(2.3, 2.56, 2.433333333333333)","(71.0, 450.0, 275.0)","(41.0, 80.0, 57.5)","(26.0, 42.0, 40.375)","(71.0, 440.0, 395.0)"
