,Festival Dancer,Saigon,Frumos,Orbital Express,Charity Spirit,Oh Golly Gosh
07-01-2023 13:33:43.595780,"(3.8, 4.6, 4.5231664726426075)","(6.0, 7.0, 6.974496644295302)","(2.2, 2.48, 2.473183856502242)","(17.0, 22.0, 20.4)","(8.0, 9.6, 9.415384615384616)","(13.0, 15.0, 14.902912621359222)"
07-01-2023 13:33:44.690658,"(3.8, 4.6, 4.5231664726426075)","(6.0, 7.0, 6.974496644295302)","(2.2, 2.48, 2.473183856502242)","(17.0, 22.0, 21.8)","(8.0, 9.6, 9.415384615384616)","(13.0, 15.0, 14.902912621359222)"
07-01-2023 13:33:46.077405,"(3.8, 4.6, 4.5231664726426075)","(6.0, 7.0, 6.974496644295302)","(2.2, 2.48, 2.475510204081633)","(17.0, 22.0, 21.848484848484848)","(8.0, 9.6, 9.415384615384616)","(13.0, 15.0, 14.902912621359222)"
07-01-2023 13:33:47.363641,"(3.8, 4.6, 4.5231664726426075)","(6.0, 7.0, 6.974496644295302)","(2.2, 2.48, 2.478702702702703)","(17.0, 22.0, 21.866666666666667)","(8.0, 9.6, 9.415384615384616)","(13.0, 15.0, 14.902912621359222)"
07-01-2023 13:33:48.389439,"(3.8, 4.6, 4.524657534246575)","(6.0, 7.0, 6.974496644295302)","(2.2, 2.48, 2.478702702702703)","(17.0, 22.0, 21.807692307692307)","(8.0, 9.6, 9.415384615384616)","(13.0, 15.0, 14.907407407407407)"
07-01-2023 13:33:49.437230,"(3.8, 4.6, 4.524657534246575)","(6.0, 7.0, 6.974496644295302)","(2.2, 2.48, 2.4789565217391303)","(17.0, 22.0, 21.791666666666668)","(8.0, 9.6, 9.45)","(13.0, 15.0, 14.891304347826086)"
07-01-2023 13:33:50.718945,"(3.8, 4.6, 4.519285714285714)","(6.0, 7.2, 7.0)","(2.2, 2.48, 2.4788)","(17.0, 22.0, 21.807692307692307)","(8.0, 9.6, 9.45)","(13.0, 15.0, 14.891304347826086)"
07-01-2023 13:33:51.910338,"(3.8, 4.6, 4.52057761732852)","(6.0, 7.0, 6.953135313531353)","(2.2, 2.48, 2.4788)","(17.0, 22.0, 21.807692307692307)","(8.0, 9.6, 9.399999999999999)","(13.0, 15.0, 14.717391304347826)"
07-01-2023 13:33:53.056913,"(3.8, 4.6, 4.504347826086956)","(6.0, 7.0, 6.953135313531353)","(2.2, 2.48, 2.4803236245954694)","(17.0, 22.0, 21.791666666666668)","(8.0, 9.6, 9.472727272727273)","(13.0, 15.0, 14.675)"
07-01-2023 13:33:54.262538,"(3.8, 4.6, 4.507784431137725)","(6.0, 7.0, 6.931444759206799)","(2.2, 2.5, 2.4803236245954694)","(17.0, 22.0, 21.479166666666668)","(8.0, 9.6, 9.96140350877193)","(13.0, 15.0, 14.658536585365853)"
07-01-2023 13:33:55.429054,"(3.8, 4.5, 4.499178082191781)","(6.0, 7.0, 6.925308641975309)","(2.2, 2.5, 2.480347222222222)","(17.0, 22.0, 20.658536585365855)","(8.0, 10.0, 9.935294117647059)","(13.0, 15.0, 14.409090909090908)"
07-01-2023 13:33:56.495291,"(3.8, 4.5, 4.480803571428572)","(6.0, 7.0, 6.915087719298246)","(2.2, 2.5, 2.4943849206349205)","(17.0, 22.0, 20.71794871794872)","(8.0, 10.0, 9.935294117647059)","(13.0, 15.0, 14.338028169014084)"
07-01-2023 13:33:57.641333,"(3.8, 4.5, 4.48404255319149)","(6.0, 7.0, 6.915087719298246)","(2.2, 2.5, 2.4942126789366053)","(17.0, 22.0, 20.71794871794872)","(8.0, 10.0, 9.935294117647059)","(13.0, 15.0, 14.338028169014084)"
07-01-2023 13:33:58.748569,"(3.8, 4.5, 4.48404255319149)","(6.0, 7.0, 6.946808510638298)","(2.2, 2.5, 2.494122533748702)","(17.0, 22.0, 20.71794871794872)","(8.0, 10.0, 9.935294117647059)","(13.0, 15.0, 14.338028169014084)"
07-01-2023 13:33:59.850512,"(3.8, 4.5, 4.48404255319149)","(6.0, 7.0, 6.946808510638298)","(2.2, 2.5, 2.4939978791092257)","(17.0, 22.0, 20.71794871794872)","(8.0, 10.0, 9.935294117647059)","(13.0, 15.0, 14.318840579710145)"
07-01-2023 13:34:00.980328,"(3.8, 4.5, 4.473255813953489)","(6.0, 7.0, 6.945848375451264)","(2.2, 2.5, 2.492453333333333)","(17.0, 20.0, 19.952380952380953)","(8.0, 10.0, 9.935294117647059)","(13.0, 15.0, 14.318840579710145)"
07-01-2023 13:34:01.925020,"(3.8, 4.5, 4.4808864265927975)","(6.0, 7.0, 6.945848375451264)","(2.2, 2.5, 2.4923513513513513)","(17.0, 20.0, 19.952380952380953)","(8.0, 10.0, 9.935294117647059)","(13.0, 15.0, 14.318840579710145)"
07-01-2023 13:34:02.926116,"(3.8, 4.5, 4.4808864265927975)","(6.0, 7.0, 6.945848375451264)","(2.2, 2.5, 2.4961739130434784)","(17.0, 20.0, 19.952380952380953)","(8.0, 10.0, 9.935294117647059)","(13.0, 15.0, 14.216666666666667)"
07-01-2023 13:34:04.033265,"(3.8, 4.5, 4.487164179104478)","(6.0, 7.0, 6.945848375451264)","(2.2, 2.5, 2.4963993453355156)","(17.0, 20.0, 19.952380952380953)","(8.0, 10.0, 9.790000000000001)","(13.0, 15.0, 14.433333333333334)"
07-01-2023 13:34:05.180583,"(3.8, 4.5, 4.487887323943662)","(6.0, 7.0, 6.943262411347518)","(2.2, 2.52, 2.5006236080178175)","(17.0, 20.0, 19.857142857142858)","(8.0, 9.8, 9.726984126984128)","(13.0, 14.5, 14.313725490196079)"
07-01-2023 13:34:06.275736,"(3.8, 4.6, 4.493939393939394)","(6.0, 7.0, 6.946428571428571)","(2.2, 2.52, 2.5006666666666666)","(17.0, 20.0, 19.857142857142858)","(8.0, 9.8, 9.726984126984128)","(13.0, 14.5, 14.21875)"
07-01-2023 13:34:07.473932,"(3.8, 4.5, 4.48995983935743)","(6.0, 7.0, 6.938047138047138)","(2.2, 2.52, 2.5034285714285716)","(17.0, 20.0, 19.857142857142858)","(8.0, 9.8, 9.726984126984128)","(13.0, 14.5, 14.21875)"
07-01-2023 13:34:08.598002,"(3.8, 4.5, 4.48995983935743)","(6.0, 7.0, 6.938047138047138)","(2.2, 2.52, 2.5034285714285716)","(17.0, 20.0, 19.857142857142858)","(8.0, 9.8, 9.726984126984128)","(13.0, 14.5, 14.428571428571429)"
07-01-2023 13:34:09.592080,"(3.8, 4.6, 4.439234449760765)","(6.0, 7.0, 6.946428571428571)","(2.2, 2.5, 2.4971014492753625)","(17.0, 20.0, 19.857142857142858)","(8.0, 9.8, 9.726984126984128)","(13.0, 14.5, 14.428571428571429)"
07-01-2023 13:34:10.632819,"(3.8, 4.5, 4.46890756302521)","(6.0, 7.0, 6.946428571428571)","(2.2, 2.5, 2.4971014492753625)","(17.0, 20.0, 19.857142857142858)","(8.0, 9.8, 9.537142857142857)","(13.0, 14.5, 14.35820895522388)"
07-01-2023 13:34:11.742856,"(3.8, 4.4, 4.387024221453287)","(6.0, 7.0, 6.955882352941177)","(2.2, 2.5, 2.4971014492753625)","(17.0, 20.0, 19.857142857142858)","(8.0, 9.8, 9.537142857142857)","(13.0, 14.5, 14.35820895522388)"
07-01-2023 13:34:12.802377,"(3.8, 4.4, 4.394455066921607)","(6.0, 7.0, 6.955882352941177)","(2.2, 2.5, 2.4931034482758623)","(17.0, 20.0, 19.857142857142858)","(8.0, 9.8, 9.537142857142857)","(13.0, 14.5, 14.35820895522388)"
07-01-2023 13:34:13.845462,"(3.8, 4.4, 4.391042047531993)","(6.0, 7.0, 6.955882352941177)","(2.2, 2.5, 2.501747572815534)","(17.0, 20.0, 19.833333333333332)","(8.0, 9.8, 9.575609756097561)","(13.0, 14.5, 14.346774193548388)"
07-01-2023 13:34:15.011243,"(3.8, 4.4, 4.396324951644101)","(6.0, 7.0, 6.955882352941177)","(2.2, 2.52, 2.494473684210526)","(17.0, 20.0, 19.833333333333332)","(8.0, 9.8, 9.575609756097561)","(13.0, 14.5, 14.44006309148265)"
07-01-2023 13:34:16.029813,"(3.8, 4.5, 4.448404255319149)","(6.0, 7.0, 6.955882352941177)","(2.2, 2.5, 2.494473684210526)","(17.0, 20.0, 19.833333333333332)","(8.0, 9.8, 9.575609756097561)","(13.0, 14.5, 14.44006309148265)"
07-01-2023 13:34:17.076592,"(3.8, 4.5, 4.448404255319149)","(6.0, 7.0, 6.955882352941177)","(2.2, 2.52, 2.488783783783784)","(17.0, 20.0, 19.833333333333332)","(8.0, 9.8, 9.575609756097561)","(13.0, 14.5, 14.44006309148265)"
07-01-2023 13:34:18.116487,"(3.8, 4.5, 4.448404255319149)","(6.0, 7.0, 6.955882352941177)","(2.2, 2.52, 2.490276679841897)","(17.0, 20.0, 19.869565217391305)","(8.0, 9.8, 9.575609756097561)","(13.0, 14.5, 14.44006309148265)"
07-01-2023 13:34:19.177181,"(3.8, 4.5, 4.448404255319149)","(6.0, 7.0, 6.955882352941177)","(2.2, 2.52, 2.490276679841897)","(17.0, 20.0, 19.869565217391305)","(8.0, 9.8, 9.575609756097561)","(13.0, 14.5, 14.44006309148265)"
07-01-2023 13:34:20.190167,"(3.8, 4.4, 4.385470085470086)","(6.0, 7.0, 6.953623188405797)","(2.2, 2.52, 2.504787234042553)","(17.0, 19.5, 19.38888888888889)","(8.0, 9.8, 9.641379310344828)","(13.0, 14.5, 14.148148148148149)"
07-01-2023 13:34:21.235888,"(3.8, 4.4, 4.385470085470086)","(6.0, 7.0, 6.952941176470588)","(2.2, 2.52, 2.49712)","(17.0, 19.5, 19.40909090909091)","(8.0, 9.8, 9.641379310344828)","(12.0, 14.5, 14.4)"
07-01-2023 13:34:22.272385,"(3.8, 4.4, 4.393470149253732)","(6.0, 7.0, 6.952941176470588)","(2.2, 2.52, 2.49712)","(17.0, 19.5, 19.40909090909091)","(8.0, 9.8, 9.653968253968255)","(12.0, 15.0, 14.771929824561404)"
07-01-2023 13:34:23.372982,"(3.8, 4.4, 4.302777777777778)","(6.0, 7.0, 6.952941176470588)","(2.2, 2.52, 2.511089108910891)","(17.0, 19.5, 19.423076923076923)","(8.0, 9.8, 9.673972602739727)","(12.0, 15.0, 14.771929824561404)"
07-01-2023 13:34:24.415333,"(3.8, 4.4, 4.384967320261438)","(6.0, 7.0, 6.952941176470588)","(2.2, 2.52, 2.4947417840375588)","(17.0, 19.5, 19.423076923076923)","(8.0, 9.8, 9.75294117647059)","(12.0, 15.0, 14.771929824561404)"
07-01-2023 13:34:25.483650,"(3.8, 4.4, 4.367982456140351)","(6.0, 7.0, 6.952941176470588)","(2.2, 2.54, 2.502201405152225)","(17.0, 19.5, 19.423076923076923)","(8.0, 9.8, 9.9)","(12.0, 15.0, 13.917168674698795)"
07-01-2023 13:34:26.585414,"(3.8, 4.4, 4.370916334661355)","(6.0, 7.0, 6.952941176470588)","(2.2, 2.54, 2.5055128205128203)","(17.0, 19.5, 19.423076923076923)","(8.0, 10.0, 9.901818181818182)","(12.0, 14.0, 14.580645161290322)"
07-01-2023 13:34:27.749004,"(3.8, 4.4, 4.368534482758621)","(6.0, 7.0, 6.952941176470588)","(2.2, 2.54, 2.503285714285714)","(17.0, 19.5, 19.423076923076923)","(8.0, 10.5, 9.886153846153848)","(12.0, 15.0, 14.580645161290322)"
07-01-2023 13:34:28.839248,"(3.8, 4.4, 4.365106382978723)","(6.0, 7.0, 6.95166163141994)","(2.2, 2.54, 2.501936842105263)","(17.0, 19.5, 19.423076923076923)","(8.0, 10.5, 9.886153846153848)","(12.0, 15.0, 14.580645161290322)"
07-01-2023 13:34:29.925974,"(3.8, 4.4, 4.340845070422535)","(6.0, 7.0, 6.95166163141994)","(2.2, 2.54, 2.5031020408163265)","(17.0, 19.5, 19.423076923076923)","(8.0, 10.5, 10.152439024390244)","(12.0, 15.0, 14.580645161290322)"
07-01-2023 13:34:31.047000,"(3.8, 4.4, 4.297256857855362)","(6.0, 7.0, 6.95166163141994)","(2.2, 2.54, 2.5031020408163265)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.344444444444445)","(12.0, 15.0, 15.375)"
07-01-2023 13:34:32.386899,"(3.8, 4.4, 4.293989071038252)","(6.0, 7.0, 6.95166163141994)","(2.2, 2.54, 2.4993403298350825)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.367924528301886)","(12.0, 15.5, 15.375)"
07-01-2023 13:34:33.413506,"(3.8, 4.4, 4.298429319371728)","(6.0, 7.0, 6.95166163141994)","(2.2, 2.54, 2.4993403298350825)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.367924528301886)","(12.0, 15.5, 15.363636363636363)"
07-01-2023 13:34:34.703974,"(3.8, 4.4, 4.303960396039605)","(6.0, 7.0, 6.95166163141994)","(2.2, 2.52, 2.491648351648352)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.337209302325581)","(12.0, 15.5, 15.363636363636363)"
07-01-2023 13:34:35.761208,"(3.8, 4.4, 4.303960396039605)","(6.0, 7.0, 6.95166163141994)","(2.2, 2.52, 2.4907913669064747)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.337209302325581)","(12.0, 15.5, 15.363636363636363)"
07-01-2023 13:34:36.767297,"(3.8, 4.4, 4.329197080291971)","(6.0, 7.0, 6.940740740740741)","(2.2, 2.5, 2.4907913669064747)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.453125)"
07-01-2023 13:34:37.904715,"(3.8, 4.4, 4.329197080291971)","(6.0, 7.0, 6.929203539823009)","(2.2, 2.5, 2.4953846153846153)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.453125)"
07-01-2023 13:34:39.027478,"(3.8, 4.4, 4.310628019323671)","(6.0, 7.0, 6.929203539823009)","(2.2, 2.52, 2.5145525291828794)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.453125)"
07-01-2023 13:34:40.004717,"(3.8, 4.4, 4.301069518716577)","(6.0, 7.0, 6.929203539823009)","(2.2, 2.52, 2.5145525291828794)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.453125)"
07-01-2023 13:34:41.025662,"(3.8, 4.4, 4.31991341991342)","(6.0, 7.0, 6.9464435146443515)","(2.2, 2.5, 2.494006309148265)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.453125)"
07-01-2023 13:34:42.101564,"(3.8, 4.4, 4.324598930481283)","(6.0, 7.0, 6.9464435146443515)","(2.2, 2.52, 2.4981990521327013)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.455882352941176)"
07-01-2023 13:34:43.150002,"(3.8, 4.3, 4.275986842105263)","(6.0, 7.0, 6.9464435146443515)","(2.2, 2.5, 2.49737556561086)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.455882352941176)"
07-01-2023 13:34:44.223240,"(3.8, 4.3, 4.244843049327354)","(6.0, 7.0, 6.949407114624506)","(2.2, 2.5, 2.49635593220339)","(17.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.455882352941176)"
07-01-2023 13:34:45.375531,"(3.8, 4.3, 4.254275092936803)","(6.0, 7.0, 6.949407114624506)","(2.2, 2.5, 2.5135652173913043)","(16.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.455882352941176)"
07-01-2023 13:34:46.576983,"(3.8, 4.4, 4.31021897810219)","(6.0, 7.0, 6.9862068965517246)","(2.2, 2.52, 2.510334346504559)","(16.0, 19.5, 19.375)","(8.0, 10.5, 10.305555555555555)","(12.0, 15.5, 15.455882352941176)"
07-01-2023 13:34:47.617636,"(3.8, 4.4, 4.318552036199096)","(6.0, 7.0, 6.985185185185185)","(2.2, 2.54, 2.510334346504559)","(16.0, 19.5, 19.136363636363637)","(8.0, 10.5, 10.107142857142858)","(12.0, 15.5, 15.347222222222221)"
07-01-2023 13:34:48.657536,"(3.8, 4.4, 4.320704845814978)","(6.0, 7.0, 6.963218390804598)","(2.2, 2.52, 2.512686567164179)","(16.0, 19.5, 18.944444444444443)","(8.0, 10.5, 9.860000000000001)","(12.0, 15.5, 14.976744186046512)"
07-01-2023 13:34:49.659097,"(3.8, 4.4, 4.3102409638554215)","(6.0, 7.2, 7.0058823529411764)","(2.2, 2.52, 2.510793650793651)","(16.0, 19.0, 18.944444444444443)","(8.0, 10.0, 9.860000000000001)","(12.0, 15.0, 14.976744186046512)"
07-01-2023 13:34:50.688707,"(3.8, 4.4, 4.3102409638554215)","(6.0, 7.2, 7.0058823529411764)","(2.2, 2.52, 2.510793650793651)","(16.0, 19.0, 18.944444444444443)","(8.0, 10.0, 9.860000000000001)","(12.0, 15.0, 14.976744186046512)"
07-01-2023 13:34:51.863059,"(3.8, 4.4, 4.316845878136201)","(6.0, 7.2, 6.94108527131783)","(2.2, 2.52, 2.521708333333333)","(16.0, 19.5, 19.166666666666668)","(8.0, 10.0, 9.934375)","(12.0, 15.5, 15.433333333333334)"
07-01-2023 13:34:52.861940,"(3.8, 4.4, 4.316666666666666)","(6.0, 7.2, 6.918367346938775)","(2.2, 2.54, 2.5231153846153846)","(16.0, 19.5, 19.166666666666668)","(8.0, 10.0, 9.934375)","(12.0, 15.5, 15.433333333333334)"
07-01-2023 13:34:53.982698,"(3.8, 4.4, 4.316666666666666)","(6.0, 7.2, 6.918367346938775)","(2.2, 2.54, 2.529391304347826)","(16.0, 19.5, 19.1)","(8.0, 10.0, 9.940983606557378)","(12.0, 15.5, 15.433333333333334)"
07-01-2023 13:34:55.084199,"(3.8, 4.4, 4.315441176470588)","(6.0, 7.2, 6.918367346938775)","(2.2, 2.54, 2.529391304347826)","(16.0, 19.5, 19.1)","(8.0, 10.0, 9.940983606557378)","(12.0, 15.5, 15.433333333333334)"
07-01-2023 13:34:56.041191,"(3.8, 4.4, 4.315441176470588)","(6.0, 7.2, 6.918367346938775)","(2.2, 2.54, 2.529251101321586)","(16.0, 19.5, 19.1)","(8.0, 10.0, 9.878260869565217)","(12.0, 15.5, 15.166666666666666)"
07-01-2023 13:34:57.004675,"(3.8, 4.4, 4.314814814814815)","(6.0, 7.2, 6.912554112554113)","(2.2, 2.54, 2.527920792079208)","(16.0, 19.5, 19.46551724137931)","(8.0, 10.0, 9.8125)","(12.0, 15.5, 15.166666666666666)"
07-01-2023 13:34:57.987676,"(3.8, 4.4, 4.314814814814815)","(6.0, 7.2, 6.912554112554113)","(2.2, 2.54, 2.530094637223975)","(16.0, 19.5, 18.988505747126435)","(8.0, 10.0, 9.592)","(12.0, 15.5, 14.538461538461538)"
07-01-2023 13:34:58.970813,"(3.8, 4.5, 4.4188073394495415)","(6.0, 7.0, 6.952941176470588)","(2.2, 2.54, 2.5297859327217127)","(16.0, 19.0, 18.988505747126435)","(8.0, 9.6, 9.592)","(12.0, 15.0, 14.538461538461538)"
07-01-2023 13:35:00.015910,"(3.8, 4.5, 4.429032258064517)","(6.0, 7.0, 6.939344262295082)","(2.2, 2.52, 2.5092351274787537)","(16.0, 19.5, 19.46590909090909)","(8.0, 10.0, 9.797590361445783)","(12.0, 15.5, 14.75)"
07-01-2023 13:35:00.936280,"(3.8, 4.5, 4.443225806451613)","(6.0, 7.0, 6.939344262295082)","(2.2, 2.52, 2.5123484848484847)","(16.0, 19.5, 19.4765625)","(8.0, 10.0, 9.797590361445783)","(12.0, 15.5, 14.75)"
07-01-2023 13:35:01.921563,"(3.8, 4.5, 4.443225806451613)","(6.0, 7.0, 6.939344262295082)","(2.2, 2.52, 2.5125868725868727)","(16.0, 19.5, 19.425)","(8.0, 10.0, 9.726732673267326)","(12.0, 15.5, 14.7)"
07-01-2023 13:35:02.951898,"(3.8, 4.5, 4.454871794871795)","(6.0, 7.0, 6.956976744186046)","(2.2, 2.52, 2.5148858447488585)","(16.0, 19.5, 19.35)","(8.0, 10.0, 9.708411214953271)","(12.0, 15.5, 15.401639344262295)"
07-01-2023 13:35:03.887553,"(3.8, 4.5, 4.454871794871795)","(6.0, 7.0, 6.956976744186046)","(2.2, 2.52, 2.5148858447488585)","(16.0, 19.5, 19.35)","(8.0, 10.0, 9.524293785310736)","(12.0, 15.5, 14.686746987951807)"
07-01-2023 13:35:04.939026,"(3.8, 4.5, 4.477377892030848)","(6.0, 7.0, 6.963225806451613)","(2.2, 2.52, 2.526709265175719)","(16.0, 19.5, 19.35)","(8.0, 9.8, 9.510982658959538)","(12.0, 15.0, 14.447368421052632)"
07-01-2023 13:35:05.983745,"(3.8, 4.5, 4.479403794037941)","(6.0, 7.0, 6.965662650602409)","(2.2, 2.54, 2.526709265175719)","(16.0, 19.5, 19.35)","(8.0, 9.8, 9.510982658959538)","(12.0, 14.5, 14.442307692307692)"
07-01-2023 13:35:06.909810,"(3.8, 4.5, 4.4791891891891895)","(6.0, 7.0, 6.965662650602409)","(2.2, 2.54, 2.520377358490566)","(16.0, 19.5, 19.35)","(8.0, 9.8, 9.510982658959538)","(12.0, 14.5, 14.442307692307692)"
07-01-2023 13:35:07.962708,"(3.8, 4.5, 4.46830835117773)","(6.0, 7.0, 6.966666666666667)","(2.2, 2.54, 2.537260726072607)","(16.0, 19.5, 19.35)","(8.0, 9.8, 9.510982658959538)","(12.0, 14.5, 14.442307692307692)"
07-01-2023 13:35:08.974441,"(3.8, 4.5, 4.46830835117773)","(6.0, 7.0, 6.966666666666667)","(2.2, 2.54, 2.5373482428115017)","(16.0, 19.5, 19.35)","(8.0, 9.8, 9.510982658959538)","(12.0, 14.5, 14.442307692307692)"
07-01-2023 13:35:09.918511,"(3.8, 4.5, 4.471262135922331)","(6.0, 7.0, 6.966666666666667)","(2.2, 2.54, 2.535699481865285)","(16.0, 19.5, 19.35)","(8.0, 9.8, 9.510982658959538)","(12.0, 14.5, 14.442307692307692)"
07-01-2023 13:35:10.836760,"(3.8, 4.5, 4.472817460317461)","(6.0, 7.0, 6.97065868263473)","(2.2, 2.54, 2.530188679245283)","(16.0, 19.5, 19.35)","(8.0, 9.8, 9.533333333333333)","(12.0, 14.5, 14.365079365079366)"
07-01-2023 13:35:11.818017,"(3.8, 4.5, 4.487123745819398)","(6.0, 7.0, 6.9571014492753624)","(2.2, 2.54, 2.525887445887446)","(16.0, 20.0, 19.66)","(8.0, 9.6, 9.472093023255814)","(12.0, 14.5, 14.314814814814815)"
07-01-2023 13:35:12.877255,"(3.8, 4.5, 4.499416342412451)","(6.0, 7.0, 6.968690095846645)","(2.2, 2.56, 2.52)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.314814814814815)"
07-01-2023 13:35:13.911622,"(3.8, 4.5, 4.499782135076253)","(6.0, 7.0, 6.968078175895766)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:14.880060,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:15.944330,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:16.935020,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:17.834665,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:18.781451,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:19.892596,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:20.901628,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:22.055951,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.495652173913044)","(12.0, 14.5, 14.460698689956331)"
07-01-2023 13:35:23.083524,"(3.8, 4.5, 4.494628099173553)","(6.0, 7.0, 6.972777777777778)","(2.2, 2.52, 2.5166292134831463)","(16.0, 21.0, 20.27659574468085)","(8.0, 9.8, 9.4)","(12.0, 14.5, 14.05)"
07-01-2023 13:35:24.172299,"(3.8, 4.6, 4.543243243243243)","(6.0, 7.2, 7.053229974160207)","(2.2, 2.56, 2.4917381489841985)","(16.0, 20.0, 18.75)","(8.0, 9.4, 9.33968253968254)","(12.0, 14.5, 14.05)"
07-01-2023 13:35:25.300708,"(3.8, 4.6, 4.532569974554708)","(6.0, 7.2, 7.034285714285715)","(2.2, 2.56, 2.4843804034582133)","(16.0, 19.0, 19.615384615384617)","(8.0, 9.4, 9.33968253968254)","(12.0, 14.5, 14.05)"
07-01-2023 13:35:26.214183,"(3.8, 4.6, 4.547937131630648)","(6.0, 7.2, 7.04)","(2.2, 2.56, 2.4843804034582133)","(16.0, 21.0, 19.615384615384617)","(8.0, 9.4, 9.33968253968254)","(12.0, 14.5, 14.05)"
07-01-2023 13:35:27.118539,"(3.8, 4.6, 4.547937131630648)","(6.0, 7.2, 7.04)","(2.2, 2.56, 2.4843804034582133)","(16.0, 21.0, 19.615384615384617)","(8.0, 9.4, 9.33968253968254)","(12.0, 14.5, 14.05)"
07-01-2023 13:35:28.353322,"(3.8, 4.6, 4.542391304347826)","(6.0, 7.2, 6.794845360824742)","(2.2, 2.54, 2.528490566037736)","(16.0, 21.0, 17.785714285714285)","(8.0, 9.4, 9.33968253968254)","(12.0, 14.5, 14.295454545454545)"
07-01-2023 13:35:29.370662,"(3.8, 4.6, 4.542391304347826)","(6.0, 6.8, 6.794897959183674)","(2.2, 2.48, 2.479797639123103)","(16.0, 21.0, 20.11111111111111)","(8.0, 9.4, 9.336263736263737)","(12.0, 14.5, 14.813559322033898)"
07-01-2023 13:35:30.338858,"(3.8, 4.6, 4.5574638844301765)","(6.0, 6.8, 6.796732026143791)","(2.2, 2.48, 2.479797639123103)","(16.0, 21.0, 20.428571428571427)","(8.0, 9.4, 9.33932584269663)","(12.0, 15.0, 14.82258064516129)"
07-01-2023 13:35:31.339248,"(3.8, 4.6, 4.5574638844301765)","(6.0, 6.8, 6.797191011235955)","(2.2, 2.48, 2.5194604316546765)","(16.0, 21.0, 19.58823529411765)","(8.0, 9.4, 9.306896551724138)","(12.0, 15.0, 14.807017543859649)"
