,Scotch Queen,Instant Gold,Free At Night,Showtime Joe,Drop Anchor,Sunshine Girl,Princess Waters,Hidden Radar
07-12-2022 19:43:45.673349,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.9, 4.376470588235295)","(2.9, 4.5, 4.2555555555555555)","(3.0, 4.9, 4.550000000000001)","(20.0, 46.0, 43.09090909090909)","(101.0, 730.0, 435.0)","(6.5, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:46.971213,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.8, 4.376470588235295)","(2.9, 4.5, 4.2555555555555555)","(3.0, 4.9, 4.550000000000001)","(20.0, 46.0, 43.09090909090909)","(101.0, 730.0, 435.0)","(6.5, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:48.423908,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.8, 4.266666666666667)","(2.9, 4.5, 4.275)","(3.0, 4.9, 4.550000000000001)","(20.0, 46.0, 43.09090909090909)","(101.0, 730.0, 435.0)","(6.5, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:49.779501,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.8, 4.278947368421052)","(2.9, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 43.09090909090909)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:51.204062,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.8, 4.296153846153846)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 43.09090909090909)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:52.678288,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.7, 4.296153846153846)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 43.09090909090909)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:54.150753,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.7, 4.251020408163265)","(2.9, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 43.2)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:55.501936,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.7, 4.317647058823529)","(2.9, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 44.13333333333333)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:56.795781,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.7, 4.314285714285714)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 44.0)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:58.067673,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.6, 4.314285714285714)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:43:59.367029,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.6, 4.3068965517241375)","(2.9, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:44:00.746234,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.6, 4.217647058823529)","(2.9, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:44:02.081739,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.6, 4.217647058823529)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 17.75)"
07-12-2022 19:44:03.456175,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.6, 4.34)","(2.9, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 14.708333333333334)"
07-12-2022 19:44:04.737578,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.34)","(2.9, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 14.708333333333334)"
07-12-2022 19:44:05.962993,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.277777777777778)","(2.9, 4.4, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 14.708333333333334)"
07-12-2022 19:44:07.191889,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.277777777777778)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 14.708333333333334)"
07-12-2022 19:44:08.492970,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.277777777777778)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 13.474358974358974)"
07-12-2022 19:44:09.806386,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 13.474358974358974)"
07-12-2022 19:44:11.107197,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 13.474358974358974)"
07-12-2022 19:44:12.386528,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 13.474358974358974)"
07-12-2022 19:44:13.635588,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 10.208333333333334)","(10.0, 18.5, 13.474358974358974)"
07-12-2022 19:44:14.884325,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.5, 9.2)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:16.149697,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.316666666666667)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 10.0, 9.566666666666666)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:17.483128,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.8, 9.383333333333333)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:18.888348,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 9.383333333333333)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:20.221260,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 9.383333333333333)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:21.629025,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 9.383333333333333)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:22.984002,"(15.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(2.9, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 9.383333333333333)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:24.318842,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 9.383333333333333)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:25.778313,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.2043478260869565)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 9.383333333333333)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:27.226847,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.5, 4.283333333333333)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 8.3)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:28.819366,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 8.3)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:30.261217,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:31.746162,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:33.182558,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:34.708193,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:36.304105,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:37.835548,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:39.163086,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:40.502463,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:41.860965,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:43.257804,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:44.631705,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 12.56060606060606)"
07-12-2022 19:44:45.959057,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.5, 14.75)"
07-12-2022 19:44:47.286970,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 18.0, 13.807692307692308)"
07-12-2022 19:44:48.672561,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 17.5, 12.53448275862069)"
07-12-2022 19:44:50.014157,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 17.5, 12.5)"
07-12-2022 19:44:51.370160,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.283333333333333)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 17.5, 13.615384615384615)"
07-12-2022 19:44:52.726035,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.325)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 17.0, 13.772727272727273)"
07-12-2022 19:44:54.043657,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.325)","(3.0, 4.4, 4.233333333333333)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 13.0625)"
07-12-2022 19:44:55.303241,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 13.0625)"
07-12-2022 19:44:56.586819,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 13.772727272727273)"
07-12-2022 19:44:57.944796,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:44:59.344040,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:00.759591,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:02.102669,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.888888888888886)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:03.493005,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 43.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:04.753283,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 43.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:06.101645,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 43.77777777777778)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:07.411952,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 43.77777777777778)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:08.715534,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 41.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:10.110825,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:11.394577,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:12.697811,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:13.957241,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.4, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:15.271259,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 645.7142857142858)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:16.621312,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 645.7142857142858)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:18.005120,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.1571428571428575)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:19.338610,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:20.561272,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 680.8333333333333)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:21.715186,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 680.8333333333333)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:22.960815,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 645.7142857142858)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:24.358077,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:25.753932,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.275)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:27.144760,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 645.7142857142858)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 12.392857142857142)"
07-12-2022 19:45:28.480469,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 645.7142857142858)","(6.0, 9.6, 7.841176470588235)","(10.0, 16.5, 14.833333333333332)"
07-12-2022 19:45:29.856936,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 435.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 15.5, 14.833333333333332)"
07-12-2022 19:45:31.220748,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.4, 4.325)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 633.3333333333334)","(6.0, 9.6, 7.841176470588235)","(10.0, 15.5, 14.833333333333332)"
07-12-2022 19:45:32.571873,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.4, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 647.1428571428571)","(6.0, 9.6, 7.841176470588235)","(10.0, 15.5, 14.833333333333332)"
07-12-2022 19:45:33.911309,"(16.0, 25.0, 20.285714285714285)","(4.0, 4.4, 4.32)","(3.0, 4.5, 4.2555555555555555)","(3.1, 4.9, 4.550000000000001)","(21.0, 46.0, 42.0)","(101.0, 730.0, 440.0)","(6.0, 9.6, 7.841176470588235)","(10.0, 15.5, 14.833333333333332)"
