,Itsallaboutjack,Imperial Snapper,Blowup,Heavenly Belle,Ruby Baby Nz,Glenn Ford Nz,Silver Lady Nz,Spirit King,Smooth Rolling
06-01-2023 17:11:38.999194,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.4, 6.4714285714285715)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.4, 6.685714285714286)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:40.359976,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.4, 6.4714285714285715)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.4, 6.685714285714286)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:41.680032,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.4, 6.4714285714285715)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.4, 6.685714285714286)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:43.043535,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.4, 6.666666666666667)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.4, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:44.365671,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.2, 6.485714285714286)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:45.691967,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.0, 6.485714285714286)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:47.065717,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.0, 6.485714285714286)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:48.357963,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.0, 6.485714285714286)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:49.561222,"(6.0, 7.6, 7.199999999999999)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.0, 6.485714285714286)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:50.688128,"(6.0, 7.8, 7.35)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:51.833047,"(6.0, 7.8, 7.35)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:52.941528,"(6.0, 7.8, 7.35)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.33)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:54.093671,"(6.0, 7.8, 7.35)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:55.318328,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:56.520172,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:57.934998,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:11:59.318566,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:00.703780,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:02.089640,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.800000000000001)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:03.543301,"(6.0, 7.4, 7.25)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.314285714285714)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.377777777777777)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:05.001561,"(6.0, 7.6, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 6.6, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:06.368299,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:07.713722,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:08.989283,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:10.235006,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:11.512387,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:12.711806,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:13.918384,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:15.200045,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:16.419585,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:17.686171,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:19.173722,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:21.033850,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:22.607921,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:24.134460,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:25.577125,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:26.943440,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:28.345617,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:29.734560,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:31.099207,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:32.450304,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:33.780932,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:35.212971,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:36.566660,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:37.936180,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 11.0)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:39.365633,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:40.713214,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:42.045074,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:43.276623,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.640000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:44.592457,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:46.014246,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:47.383240,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:48.785632,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:50.179187,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:51.563696,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:52.972980,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:54.430156,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:55.973495,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:57.534094,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:12:59.038155,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:00.750046,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:02.389574,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:03.800485,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:05.199437,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:06.581819,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:08.463116,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:10.124972,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:11.724970,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 130.72727272727275)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:13.328622,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.836363636363637)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:14.832499,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.2, 6.666666666666667)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:16.266076,"(6.0, 7.2, 6.800000000000001)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:17.677620,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:19.115142,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:20.496330,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:21.916559,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:23.352819,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:24.761922,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:26.093761,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:27.477765,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 129.8)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:28.784909,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 119.6)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
06-01-2023 17:13:30.060327,"(6.0, 7.4, 7.1000000000000005)","(41.0, 140.0, 119.6)","(5.5, 11.5, 10.6)","(5.0, 7.0, 6.550000000000001)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.0, 6.761904761904762)","(20.0, 48.0, 24.8)"
