,Giulia,Sokudo,Petunia,Smart Star Prince,Silver Galaxy,Teranga,My Oddette,Sumnamilla,Rose Of Duporth
14-12-2022 14:04:31.935216,"(4.8, 5.9, 5.860655737704918)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.785714285714286)","(15.0, 21.0, 20.181818181818183)","(17.0, 21.0, 20.727272727272727)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:33.190531,"(4.8, 5.9, 5.8578947368421055)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.785714285714286)","(15.0, 21.0, 20.1)","(17.0, 21.0, 20.727272727272727)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:34.387765,"(4.8, 5.9, 5.8578947368421055)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.785714285714286)","(15.0, 21.0, 20.1)","(17.0, 21.0, 20.4)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:35.582199,"(4.8, 5.9, 5.8578947368421055)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.785714285714286)","(15.0, 21.0, 20.1)","(17.0, 21.0, 20.4)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:36.713344,"(4.8, 5.9, 5.8578947368421055)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.785714285714286)","(15.0, 21.0, 20.1)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:37.852391,"(4.8, 5.9, 5.86)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.785714285714286)","(15.0, 21.0, 20.1)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:38.978384,"(4.8, 5.9, 5.86)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.7)","(15.0, 21.0, 20.423076923076923)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:40.183447,"(4.8, 5.9, 5.848275862068966)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.766666666666667)","(15.0, 21.0, 20.423076923076923)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:41.381435,"(4.8, 5.9, 5.825)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.805882352941177)","(15.0, 21.0, 20.423076923076923)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:42.538076,"(4.8, 5.9, 5.825)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.084615384615385)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.805882352941177)","(15.0, 21.0, 20.375)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.2)"
14-12-2022 14:04:43.750347,"(4.8, 5.9, 5.825)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.125)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.805882352941177)","(15.0, 21.0, 20.375)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.1866666666666665)"
14-12-2022 14:04:45.141491,"(4.8, 5.9, 5.825)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.1347826086956525)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.805882352941177)","(15.0, 21.0, 20.375)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.1866666666666665)"
14-12-2022 14:04:46.458941,"(4.8, 5.9, 5.804)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.805882352941177)","(15.0, 21.0, 20.375)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:47.707049,"(4.8, 5.8, 5.563157894736842)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.7214285714285715)","(5.0, 5.9, 5.876923076923077)","(15.0, 21.0, 20.375)","(17.0, 21.0, 20.0)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:49.297494,"(4.8, 5.8, 5.546153846153846)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.7214285714285715)","(5.0, 6.2, 5.825)","(15.0, 21.0, 20.375)","(17.0, 21.0, 20.571428571428573)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:50.682603,"(4.8, 5.8, 5.675)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.0)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.790909090909091)","(15.0, 21.0, 20.375)","(17.0, 21.0, 19.8125)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:52.001175,"(4.8, 5.8, 5.675)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.0)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.790909090909091)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:53.224183,"(4.8, 5.8, 5.675)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.0)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.790909090909091)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:54.482146,"(4.8, 5.8, 5.675)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.0)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.790909090909091)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:55.940843,"(4.8, 5.8, 5.692857142857143)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.0)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.790909090909091)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:57.094996,"(4.8, 5.8, 5.692857142857143)","(101.0, 380.0, 350.0)","(31.0, 65.0, 60.0)","(5.0, 6.2, 6.025)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.75)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.140000000000001)"
14-12-2022 14:04:58.237597,"(4.8, 5.8, 5.716)","(101.0, 380.0, 350.0)","(31.0, 65.0, 60.0)","(5.0, 6.2, 6.087096774193548)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.75)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.2375)"
14-12-2022 14:04:59.380550,"(4.8, 5.8, 5.738235294117647)","(101.0, 380.0, 350.0)","(31.0, 65.0, 60.0)","(5.0, 6.2, 6.087096774193548)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.75)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.2375)"
14-12-2022 14:05:00.553929,"(4.8, 5.8, 5.6899999999999995)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.85714285714286)","(5.0, 6.2, 6.087096774193548)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.8538461538461535)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.2375)"
14-12-2022 14:05:01.707678,"(4.8, 5.8, 5.66764705882353)","(101.0, 380.0, 350.0)","(31.0, 65.0, 62.85714285714286)","(5.0, 6.2, 6.087096774193548)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.8538461538461535)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.4, 5.097435897435897)"
14-12-2022 14:05:03.025444,"(4.8, 6.0, 5.627272727272727)","(101.0, 380.0, 326.6666666666667)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.102777777777778)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.9)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.2, 5.097435897435897)"
14-12-2022 14:05:04.276765,"(4.8, 6.0, 5.625)","(101.0, 380.0, 326.6666666666667)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.102777777777778)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.9)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.2, 5.097435897435897)"
14-12-2022 14:05:05.477527,"(4.8, 6.0, 5.871428571428571)","(101.0, 380.0, 326.6666666666667)","(31.0, 65.0, 62.16666666666667)","(5.0, 6.2, 6.102777777777778)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.878571428571428)","(15.0, 21.0, 20.375)","(17.0, 20.0, 19.625)","(4.6, 5.2, 5.051851851851852)"
14-12-2022 14:05:06.646074,"(4.8, 6.0, 5.919047619047619)","(101.0, 380.0, 326.6666666666667)","(31.0, 65.0, 58.09090909090909)","(5.0, 6.2, 6.102777777777778)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.878571428571428)","(15.0, 21.0, 19.38095238095238)","(17.0, 20.0, 19.91176470588235)","(4.6, 5.2, 5.051851851851852)"
14-12-2022 14:05:07.812018,"(4.8, 5.9, 5.8625)","(101.0, 380.0, 326.6666666666667)","(31.0, 65.0, 56.888888888888886)","(5.0, 6.2, 6.102777777777778)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.878571428571428)","(15.0, 21.0, 19.333333333333332)","(17.0, 20.0, 19.91176470588235)","(4.6, 5.2, 5.051851851851852)"
14-12-2022 14:05:08.882536,"(4.8, 5.9, 5.8625)","(101.0, 380.0, 326.6666666666667)","(31.0, 60.0, 56.888888888888886)","(5.0, 6.2, 6.102777777777778)","(4.8, 6.0, 5.715789473684211)","(5.0, 6.2, 5.878571428571428)","(15.0, 21.0, 19.333333333333332)","(17.0, 20.0, 19.91176470588235)","(4.6, 5.2, 5.051851851851852)"
14-12-2022 14:05:09.985546,"(4.8, 5.9, 5.8625)","(101.0, 380.0, 326.6666666666667)","(31.0, 60.0, 54.16666666666667)","(5.0, 6.0, 5.9399999999999995)","(4.8, 6.0, 5.616666666666667)","(5.0, 6.2, 5.84)","(15.0, 21.0, 19.333333333333332)","(17.0, 20.0, 21.305555555555557)","(4.6, 5.2, 5.026086956521739)"
14-12-2022 14:05:11.134478,"(4.8, 5.9, 5.84)","(101.0, 380.0, 326.6666666666667)","(31.0, 48.0, 47.4)","(5.0, 6.0, 5.9399999999999995)","(4.8, 6.0, 5.6000000000000005)","(5.0, 6.2, 5.821052631578947)","(15.0, 21.0, 19.333333333333332)","(17.0, 22.0, 21.1)","(4.6, 5.2, 5.026086956521739)"
14-12-2022 14:05:12.331539,"(4.8, 5.9, 5.84)","(101.0, 380.0, 326.6666666666667)","(31.0, 48.0, 47.4)","(5.0, 6.0, 5.9399999999999995)","(4.8, 6.0, 5.466666666666667)","(5.0, 6.2, 5.825)","(15.0, 21.0, 19.333333333333332)","(17.0, 22.0, 21.1)","(4.6, 5.2, 5.026086956521739)"
14-12-2022 14:05:13.513881,"(4.8, 5.9, 5.84)","(101.0, 380.0, 333.3333333333333)","(31.0, 48.0, 54.4)","(5.0, 6.0, 5.925000000000001)","(4.8, 5.6, 5.466666666666667)","(5.0, 6.2, 5.963157894736843)","(15.0, 21.0, 19.333333333333332)","(17.0, 22.0, 20.875)","(4.6, 5.2, 4.960606060606061)"
14-12-2022 14:05:14.793093,"(4.8, 5.9, 5.8464285714285715)","(101.0, 380.0, 333.3333333333333)","(31.0, 60.0, 51.25)","(5.0, 6.0, 5.925000000000001)","(4.8, 5.6, 5.511111111111111)","(5.0, 6.2, 6.123404255319149)","(15.0, 21.0, 19.333333333333332)","(17.0, 22.0, 23.428571428571427)","(4.6, 5.0, 4.958064516129032)"
14-12-2022 14:05:15.846600,"(4.8, 5.9, 5.8464285714285715)","(101.0, 400.0, 382.0)","(31.0, 60.0, 51.25)","(5.0, 6.0, 5.925000000000001)","(4.8, 5.6, 5.511111111111111)","(5.0, 6.2, 6.123404255319149)","(15.0, 21.0, 19.333333333333332)","(17.0, 24.0, 23.428571428571427)","(4.6, 5.0, 4.958064516129032)"
14-12-2022 14:05:16.910614,"(4.8, 5.8, 5.703030303030303)","(101.0, 400.0, 360.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.566666666666667)","(5.0, 6.2, 5.91875)","(15.0, 21.0, 19.333333333333332)","(17.0, 24.0, 23.2)","(4.6, 5.0, 4.955932203389831)"
14-12-2022 14:05:18.050314,"(4.8, 5.8, 5.703030303030303)","(101.0, 400.0, 360.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.5125)","(5.0, 6.2, 5.91875)","(15.0, 21.0, 19.4)","(17.0, 25.0, 23.529411764705884)","(4.6, 5.0, 4.952727272727273)"
14-12-2022 14:05:19.153779,"(4.8, 5.8, 5.703030303030303)","(101.0, 400.0, 360.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.5125)","(5.0, 6.2, 5.91875)","(15.0, 21.0, 19.857142857142858)","(17.0, 25.0, 22.285714285714285)","(4.6, 5.0, 4.952727272727273)"
14-12-2022 14:05:20.292886,"(4.8, 5.8, 5.703030303030303)","(101.0, 400.0, 360.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.518518518518518)","(5.0, 6.2, 5.991666666666667)","(15.0, 21.0, 19.857142857142858)","(17.0, 24.0, 24.8)","(4.6, 5.0, 4.952727272727273)"
14-12-2022 14:05:21.389321,"(4.8, 5.8, 5.703030303030303)","(101.0, 400.0, 386.6666666666667)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.521739130434782)","(5.0, 6.2, 5.991666666666667)","(15.0, 21.0, 19.857142857142858)","(17.0, 26.0, 25.0)","(4.6, 5.0, 4.952727272727273)"
14-12-2022 14:05:22.525329,"(4.8, 5.8, 5.689655172413793)","(101.0, 400.0, 330.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.521739130434782)","(5.0, 6.2, 6.04375)","(15.0, 21.0, 19.857142857142858)","(17.0, 26.0, 25.0)","(4.6, 5.0, 4.952727272727273)"
14-12-2022 14:05:23.667122,"(4.8, 5.8, 5.703030303030303)","(101.0, 400.0, 335.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.521739130434782)","(5.0, 6.2, 6.04375)","(15.0, 21.0, 19.857142857142858)","(17.0, 26.0, 25.0)","(4.6, 5.0, 4.952727272727273)"
14-12-2022 14:05:24.773491,"(4.8, 5.8, 5.703030303030303)","(101.0, 400.0, 335.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.521739130434782)","(5.0, 6.2, 6.04375)","(15.0, 21.0, 20.058823529411764)","(17.0, 26.0, 25.0)","(4.6, 5.0, 4.952727272727273)"
14-12-2022 14:05:25.925015,"(4.8, 5.8, 5.689655172413793)","(101.0, 380.0, 320.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.521739130434782)","(5.0, 6.2, 6.04375)","(15.0, 21.0, 20.058823529411764)","(17.0, 26.0, 25.0)","(4.6, 5.0, 4.952727272727273)"
14-12-2022 14:05:27.005024,"(4.8, 5.8, 5.773333333333333)","(101.0, 370.0, 320.0)","(31.0, 60.0, 50.0)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.521739130434782)","(5.0, 6.2, 5.9750000000000005)","(15.0, 21.0, 21.23913043478261)","(17.0, 26.0, 25.0)","(4.6, 5.0, 4.865517241379311)"
14-12-2022 14:05:28.132837,"(4.8, 5.8, 5.773333333333333)","(101.0, 360.0, 300.0)","(31.0, 60.0, 54.16666666666667)","(5.0, 6.0, 5.925000000000001)","(4.8, 6.0, 5.500995024875622)","(5.0, 6.2, 5.9750000000000005)","(15.0, 22.0, 21.23913043478261)","(17.0, 26.0, 24.92857142857143)","(4.6, 5.0, 4.8374999999999995)"
14-12-2022 14:05:29.237092,"(4.8, 5.8, 5.7846153846153845)","(101.0, 350.0, 316.6666666666667)","(31.0, 60.0, 54.16666666666667)","(5.0, 6.0, 5.925000000000001)","(4.8, 5.7, 5.500995024875622)","(5.0, 6.2, 5.9750000000000005)","(15.0, 22.0, 21.541666666666668)","(17.0, 26.0, 24.92857142857143)","(4.6, 5.0, 4.8374999999999995)"
14-12-2022 14:05:30.313345,"(4.8, 5.8, 5.7846153846153845)","(101.0, 350.0, 266.6666666666667)","(31.0, 60.0, 54.61538461538461)","(5.0, 6.0, 5.925000000000001)","(4.8, 5.7, 5.500995024875622)","(5.0, 6.2, 5.9750000000000005)","(15.0, 22.0, 21.607142857142858)","(17.0, 26.0, 23.8)","(4.6, 5.0, 4.8374999999999995)"
14-12-2022 14:05:31.354919,"(4.8, 5.8, 5.733333333333333)","(101.0, 340.0, 280.0)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.0, 5.925000000000001)","(4.8, 5.7, 5.500995024875622)","(5.0, 6.2, 5.9750000000000005)","(15.0, 22.0, 21.7)","(17.0, 25.0, 24.4)","(4.6, 5.0, 4.8374999999999995)"
14-12-2022 14:05:32.394103,"(4.8, 5.8, 5.733333333333333)","(101.0, 330.0, 290.0)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.0, 5.925000000000001)","(4.8, 5.7, 5.500995024875622)","(5.0, 6.2, 5.9750000000000005)","(15.0, 22.0, 21.7)","(17.0, 25.0, 24.77777777777778)","(4.6, 5.0, 4.8830188679245285)"
14-12-2022 14:05:33.495487,"(4.8, 5.8, 5.714285714285714)","(101.0, 330.0, 263.3333333333333)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 5.931451612903226)","(4.8, 5.6, 5.527586206896552)","(5.0, 6.2, 5.9750000000000005)","(15.0, 22.0, 21.7)","(17.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.8830188679245285)"
14-12-2022 14:05:34.591990,"(4.8, 5.9, 5.836842105263158)","(101.0, 320.0, 273.3333333333333)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 5.952702702702703)","(4.8, 5.6, 5.527586206896552)","(5.0, 6.2, 5.825)","(15.0, 22.0, 21.77777777777778)","(17.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.916216216216217)"
14-12-2022 14:05:35.701718,"(4.8, 5.9, 5.836842105263158)","(101.0, 310.0, 280.0)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.025714285714286)","(4.8, 5.6, 5.527586206896552)","(5.0, 6.2, 5.825)","(15.0, 22.0, 21.77777777777778)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.916216216216217)"
14-12-2022 14:05:36.794786,"(4.8, 5.9, 5.836842105263158)","(101.0, 310.0, 260.0)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.025714285714286)","(4.8, 5.6, 5.521311475409836)","(5.0, 6.2, 5.825)","(15.0, 22.0, 21.77777777777778)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.916216216216217)"
14-12-2022 14:05:37.891117,"(4.8, 5.9, 5.836842105263158)","(101.0, 300.0, 260.0)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.025714285714286)","(4.8, 5.6, 5.521311475409836)","(5.0, 6.2, 5.825)","(15.0, 22.0, 21.77777777777778)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.916216216216217)"
14-12-2022 14:05:38.980925,"(4.8, 5.9, 5.836842105263158)","(101.0, 290.0, 266.6666666666667)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.025714285714286)","(4.8, 5.6, 5.521311475409836)","(5.0, 6.2, 5.825)","(15.0, 22.0, 23.153846153846153)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.916216216216217)"
14-12-2022 14:05:40.090978,"(4.8, 5.9, 5.836842105263158)","(101.0, 290.0, 223.33333333333334)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.0225)","(4.8, 5.6, 5.521311475409836)","(5.0, 6.2, 5.91875)","(15.0, 25.0, 23.5)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.915)"
14-12-2022 14:05:41.188560,"(4.8, 5.8, 5.7625)","(101.0, 290.0, 232.85714285714286)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.0225)","(4.8, 5.6, 5.521311475409836)","(5.0, 6.2, 5.91875)","(15.0, 24.0, 23.5)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.915)"
14-12-2022 14:05:42.397876,"(4.8, 5.8, 5.7625)","(101.0, 290.0, 231.66666666666666)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 5.946428571428572)","(4.8, 5.6, 5.521311475409836)","(5.0, 6.2, 5.91875)","(15.0, 25.0, 24.08695652173913)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.8830188679245285)"
14-12-2022 14:05:43.547468,"(4.8, 5.8, 5.7625)","(101.0, 290.0, 231.66666666666666)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 5.946428571428572)","(4.8, 5.6, 5.521311475409836)","(5.0, 6.2, 5.91875)","(15.0, 25.0, 24.08695652173913)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.8830188679245285)"
14-12-2022 14:05:44.716021,"(4.8, 5.8, 5.7625)","(101.0, 290.0, 231.66666666666666)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 5.946428571428572)","(4.8, 5.5, 5.4787234042553195)","(5.0, 6.2, 5.91875)","(15.0, 25.0, 24.08695652173913)","(16.0, 25.0, 24.81818181818182)","(4.6, 5.0, 4.877272727272728)"
14-12-2022 14:05:45.873090,"(4.8, 5.8, 5.7625)","(101.0, 270.0, 240.0)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.053846153846154)","(4.8, 5.5, 5.490243902439024)","(5.0, 6.2, 5.91875)","(15.0, 25.0, 24.08695652173913)","(16.0, 25.0, 24.81818181818182)","(4.6, 4.9, 4.877272727272728)"
14-12-2022 14:05:47.153777,"(4.8, 5.8, 5.77)","(101.0, 260.0, 222.5)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.094736842105263)","(4.8, 5.5, 5.492592592592593)","(5.0, 6.2, 5.84)","(15.0, 25.0, 23.333333333333332)","(16.0, 25.0, 26.857142857142858)","(4.6, 4.9, 4.877272727272728)"
14-12-2022 14:05:48.457033,"(4.8, 5.8, 5.77)","(101.0, 260.0, 222.5)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.072)","(4.8, 5.5, 5.407692307692308)","(5.0, 6.2, 5.84)","(15.0, 25.0, 23.333333333333332)","(16.0, 28.0, 27.272727272727273)","(4.6, 4.9, 4.877272727272728)"
14-12-2022 14:05:49.906595,"(4.8, 5.9, 5.7823529411764705)","(101.0, 260.0, 222.5)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.072)","(4.8, 5.5, 5.407692307692308)","(5.0, 6.2, 5.84)","(15.0, 25.0, 23.333333333333332)","(16.0, 28.0, 27.272727272727273)","(4.6, 4.9, 4.877272727272728)"
14-12-2022 14:05:51.019768,"(4.8, 5.9, 5.7823529411764705)","(101.0, 260.0, 222.5)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.072)","(4.8, 5.5, 5.35)","(5.0, 6.2, 5.84)","(15.0, 25.0, 24.272727272727273)","(16.0, 28.0, 27.272727272727273)","(4.6, 4.9, 4.877272727272728)"
14-12-2022 14:05:52.154052,"(4.8, 5.9, 5.807692307692308)","(101.0, 260.0, 222.5)","(31.0, 55.0, 51.142857142857146)","(5.0, 6.2, 6.072)","(4.8, 5.4, 5.35)","(5.0, 6.2, 5.84)","(15.0, 25.0, 24.384615384615383)","(16.0, 28.0, 27.272727272727273)","(4.6, 4.9, 4.8314814814814815)"
14-12-2022 14:05:53.252064,"(4.8, 5.9, 5.833333333333333)","(101.0, 260.0, 222.5)","(31.0, 55.0, 49.0)","(5.0, 6.2, 6.072)","(4.8, 5.4, 5.35)","(5.0, 6.2, 5.84)","(15.0, 25.0, 24.384615384615383)","(16.0, 28.0, 27.272727272727273)","(4.6, 5.0, 4.841975308641975)"
14-12-2022 14:05:54.337586,"(4.8, 5.9, 5.833333333333333)","(101.0, 260.0, 222.5)","(31.0, 55.0, 49.0)","(5.0, 6.2, 6.072)","(4.8, 5.4, 5.35)","(5.0, 6.2, 5.84)","(15.0, 25.0, 23.209302325581394)","(16.0, 28.0, 27.7)","(4.6, 5.0, 4.841975308641975)"
14-12-2022 14:05:55.471902,"(4.8, 5.9, 5.7823529411764705)","(101.0, 260.0, 222.5)","(31.0, 55.0, 49.0)","(5.0, 6.2, 6.072)","(4.8, 5.4, 5.35)","(5.0, 6.2, 5.84)","(15.0, 26.0, 23.48148148148148)","(16.0, 28.0, 27.7)","(4.6, 5.0, 4.841975308641975)"
14-12-2022 14:05:56.611575,"(4.8, 5.9, 5.807692307692308)","(101.0, 260.0, 222.5)","(31.0, 55.0, 49.0)","(5.0, 6.2, 6.04)","(4.8, 5.4, 5.35)","(5.0, 6.2, 5.84)","(15.0, 26.0, 23.48148148148148)","(16.0, 28.0, 27.7)","(4.6, 5.0, 4.841975308641975)"
14-12-2022 14:05:57.754499,"(4.8, 5.9, 5.807692307692308)","(101.0, 390.0, 300.0)","(31.0, 55.0, 47.6)","(5.0, 6.2, 6.076923076923077)","(4.8, 5.4, 5.35)","(5.0, 6.2, 5.84)","(15.0, 26.0, 23.48148148148148)","(16.0, 28.0, 26.714285714285715)","(4.6, 5.0, 4.841975308641975)"
14-12-2022 14:05:58.900056,"(4.8, 5.9, 5.807692307692308)","(101.0, 390.0, 305.0)","(31.0, 50.0, 47.6)","(5.0, 6.2, 6.076923076923077)","(4.8, 5.4, 5.35)","(5.0, 6.2, 5.84)","(15.0, 26.0, 23.48148148148148)","(16.0, 27.0, 26.714285714285715)","(4.6, 5.0, 4.841975308641975)"
