,Blonde Pop,Go Bailee Go,Carter Obrien,Obsessive Dreams,Shes All Style,Slick Soldier,Zipping Bryce,Helping Hands
11-01-2023 13:30:48.027826,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 7.233333333333333)","(14.0, 50.0, 37.0)"
11-01-2023 13:30:49.101348,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 7.233333333333333)","(14.0, 50.0, 41.14285714285714)"
11-01-2023 13:30:50.201441,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 7.233333333333333)","(14.0, 48.0, 41.14285714285714)"
11-01-2023 13:30:51.340887,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 331.1764705882353)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.694117647058824)","(14.0, 48.0, 41.14285714285714)"
11-01-2023 13:30:52.466402,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 48.0, 41.14285714285714)"
11-01-2023 13:30:53.570052,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 48.0, 41.14285714285714)"
11-01-2023 13:30:54.691130,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 48.0, 34.83333333333333)"
11-01-2023 13:30:55.758621,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:30:56.845229,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:30:57.866326,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.0)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:30:58.991982,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.24)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:00.077020,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.327272727272727)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:01.079421,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.327272727272727)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:02.236849,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.327272727272727)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.866666666666667)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:03.411050,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:04.566508,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.818181818181817)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:05.650706,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 21.75)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:06.796268,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 21.75)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.2, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:07.939712,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:09.136371,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:10.286302,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:11.375906,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:12.883517,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:14.209017,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:15.454274,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:16.704913,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:17.941838,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:19.240626,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:20.488533,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:21.700387,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:22.807183,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:23.911492,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:25.118176,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:26.343438,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:27.523311,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:28.589427,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:29.676842,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:30.799215,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:31.825819,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:32.893463,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:34.006030,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:35.130984,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:36.261539,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:37.382968,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:38.548521,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:39.675572,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:40.709585,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 331.1764705882353)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:41.844175,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:43.020842,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.548148148148148)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:44.163279,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3619047619047615)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:45.298436,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3619047619047615)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:46.411702,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3619047619047615)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:47.640391,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3619047619047615)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 20.357142857142858)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:48.795780,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3619047619047615)","(3.3, 4.0, 3.708823529411765)","(12.0, 25.0, 19.2)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:49.826076,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.3619047619047615)","(3.3, 4.0, 3.708823529411765)","(12.0, 24.0, 20.307692307692307)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:50.863245,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:52.042082,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:53.261438,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 21.0)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:54.548942,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 21.0)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:55.709260,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 21.0)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:56.896591,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 21.0)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:57.985817,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 21.0)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:31:59.250772,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 21.0)","(101.0, 580.0, 331.1764705882353)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:00.455482,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:01.564495,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:02.611676,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:03.674599,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:04.774893,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:05.890532,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:07.418801,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.708823529411765)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:08.673102,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.65)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:09.861770,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.191666666666666)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:11.066539,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.7)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:12.234322,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.7)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:13.419542,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.4)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:14.718212,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.75)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:15.869246,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.75)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:17.009793,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 331.1764705882353)","(4.4, 8.4, 7.358333333333334)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:18.133449,"(5.5, 8.8, 7.0)","(4.6, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.800000000000001)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:19.278759,"(5.5, 8.8, 7.0)","(4.8, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.800000000000001)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:20.354660,"(5.5, 8.8, 7.0)","(4.8, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.800000000000001)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:21.440582,"(5.5, 8.8, 7.0)","(4.8, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.800000000000001)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:22.572426,"(5.5, 8.8, 7.0)","(4.8, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.800000000000001)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
11-01-2023 13:32:23.727498,"(5.5, 8.8, 7.0)","(4.8, 7.2, 6.482608695652174)","(3.3, 4.0, 3.8153846153846156)","(12.0, 23.0, 19.615384615384613)","(101.0, 580.0, 345.0)","(4.4, 8.4, 7.800000000000001)","(4.0, 7.4, 6.511111111111111)","(14.0, 50.0, 34.83333333333333)"
