,Chips In,Guru Bart,Bank Heist,Velocity Kayla,Zip Stream,Erskin Boy,Tokyo Chief,Ring Me
11-01-2023 20:21:59.863443,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:01.149269,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:02.499049,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:03.818601,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:05.795169,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:07.065230,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:08.368042,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:09.595305,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:10.785028,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:11.944050,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:13.098917,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:14.408100,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:15.640076,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:16.899428,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:18.202390,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:19.579613,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.25)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 568.5714285714286)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:20.894662,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 8.56)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 650.0, 654.2857142857142)","(81.0, 470.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:22.172282,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 750.0, 654.2857142857142)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:23.430299,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 750.0, 654.2857142857142)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:24.612060,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 750.0, 654.2857142857142)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:25.760064,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 750.0, 654.2857142857142)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:26.930360,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 750.0, 654.2857142857142)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:28.063919,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 750.0, 654.2857142857142)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:29.382116,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 750.0, 654.2857142857142)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:30.710220,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 18.75)","(4.8, 7.8, 6.6)","(91.0, 750.0, 654.2857142857142)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:32.014677,"(3.8, 6.4, 5.822222222222223)","(12.0, 26.0, 14.75)","(4.0, 9.4, 7.35)","(11.0, 25.0, 21.75)","(4.8, 7.8, 7.225)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:33.339196,"(3.8, 6.4, 5.800000000000001)","(12.0, 15.5, 12.833333333333334)","(4.0, 9.4, 7.35)","(11.0, 25.0, 22.833333333333332)","(4.8, 7.8, 7.225)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:34.526779,"(3.8, 6.4, 5.800000000000001)","(12.0, 26.0, 14.0)","(4.0, 9.4, 7.35)","(11.0, 25.0, 17.0)","(4.8, 7.8, 6.65)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:35.718350,"(3.8, 6.2, 5.091666666666667)","(12.0, 26.0, 14.0)","(4.0, 9.4, 7.35)","(11.0, 25.0, 17.0)","(4.8, 7.8, 6.65)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:37.075228,"(3.8, 6.0, 5.657142857142857)","(12.0, 26.0, 14.0)","(4.0, 9.4, 7.35)","(11.0, 25.0, 13.38888888888889)","(4.8, 7.8, 6.65)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:38.295792,"(3.8, 6.2, 5.657142857142857)","(12.0, 26.0, 14.0)","(4.0, 9.4, 7.35)","(11.0, 16.5, 13.38888888888889)","(4.8, 7.8, 6.65)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:39.470074,"(3.8, 6.2, 5.657142857142857)","(12.0, 26.0, 14.0)","(4.0, 9.4, 7.35)","(11.0, 16.5, 13.38888888888889)","(4.8, 7.8, 6.65)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:40.710765,"(3.8, 6.2, 5.657142857142857)","(12.0, 26.0, 14.0)","(4.0, 9.4, 7.35)","(11.0, 16.5, 13.38888888888889)","(4.8, 7.8, 6.65)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:41.900360,"(3.8, 6.2, 5.657142857142857)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.620000000000001)","(11.0, 16.5, 13.38888888888889)","(4.8, 7.8, 6.65)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:43.116875,"(3.8, 6.2, 5.657142857142857)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.620000000000001)","(11.0, 16.5, 20.5)","(4.8, 7.8, 6.65)","(91.0, 750.0, 422.5)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:44.336857,"(3.8, 6.2, 5.657142857142857)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.8)","(11.0, 25.0, 22.3)","(4.8, 7.8, 6.65)","(91.0, 750.0, 372.5)","(81.0, 560.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:22:45.649208,"(3.8, 6.2, 5.0)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.8)","(11.0, 25.0, 19.8)","(4.8, 7.8, 6.054545454545455)","(91.0, 650.0, 372.5)","(81.0, 470.0, 402.5)","(2.4, 3.35, 2.7875)"
11-01-2023 20:22:46.869674,"(3.8, 6.2, 5.0)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.133333333333333)","(11.0, 25.0, 20.0)","(4.8, 7.8, 5.55)","(91.0, 650.0, 372.5)","(81.0, 470.0, 402.5)","(2.4, 3.3, 2.585)"
11-01-2023 20:22:48.097716,"(3.8, 6.2, 5.666666666666667)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.66)","(11.0, 25.0, 20.0)","(4.8, 7.8, 5.55)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.25, 2.585)"
11-01-2023 20:22:49.287987,"(3.8, 6.2, 5.666666666666667)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.66)","(11.0, 25.0, 20.0)","(4.8, 7.8, 5.55)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.25, 2.585)"
11-01-2023 20:22:50.760238,"(3.8, 6.2, 5.666666666666667)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.66)","(11.0, 25.0, 20.0)","(4.8, 7.8, 5.55)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.25, 2.585)"
11-01-2023 20:22:52.181113,"(3.8, 6.2, 5.666666666666667)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.8, 5.55)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.25, 2.585)"
11-01-2023 20:22:53.912550,"(3.8, 6.2, 5.666666666666667)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.8, 5.55)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.25, 2.585)"
11-01-2023 20:22:55.243342,"(3.8, 6.2, 5.666666666666667)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.8, 5.55)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.25, 2.585)"
11-01-2023 20:22:56.610084,"(3.8, 6.2, 5.666666666666667)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.8, 6.925000000000001)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.25, 2.585)"
11-01-2023 20:22:57.964760,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.4, 6.333333333333333)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.25, 2.7885714285714287)"
11-01-2023 20:22:59.294450,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 8.0, 7.225)","(91.0, 650.0, 370.0)","(81.0, 470.0, 402.5)","(2.4, 3.2, 2.7457142857142856)"
11-01-2023 20:23:00.582812,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.8, 6.32)","(91.0, 650.0, 620.0)","(81.0, 470.0, 477.5)","(2.4, 3.1, 2.7885714285714287)"
11-01-2023 20:23:01.739304,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.4, 5.490909090909091)","(91.0, 750.0, 620.0)","(81.0, 560.0, 477.5)","(2.4, 3.2, 3.0620000000000003)"
11-01-2023 20:23:02.873951,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.6, 5.490909090909091)","(91.0, 750.0, 620.0)","(81.0, 560.0, 477.5)","(2.4, 3.45, 3.0620000000000003)"
11-01-2023 20:23:04.228931,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.6, 5.490909090909091)","(91.0, 750.0, 620.0)","(81.0, 560.0, 477.5)","(2.4, 3.45, 2.6525)"
11-01-2023 20:23:05.515910,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.2)","(11.0, 25.0, 20.0)","(4.8, 7.6, 5.490909090909091)","(91.0, 750.0, 620.0)","(81.0, 560.0, 477.5)","(2.4, 3.4, 3.002)"
11-01-2023 20:23:06.795696,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 20.0)","(4.8, 7.6, 5.533333333333333)","(91.0, 750.0, 620.0)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:23:08.103077,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 14.0)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 20.0)","(4.8, 7.2, 5.533333333333333)","(91.0, 750.0, 620.0)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:23:09.360083,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.2, 5.533333333333333)","(91.0, 750.0, 620.0)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:23:10.691782,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 15.625)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.2, 5.533333333333333)","(91.0, 750.0, 540.0)","(81.0, 560.0, 477.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:23:11.935357,"(3.8, 6.2, 5.685714285714286)","(12.0, 25.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.2, 5.685714285714286)","(91.0, 650.0, 540.0)","(81.0, 560.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:23:13.196548,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.0, 5.685714285714286)","(91.0, 650.0, 540.0)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.002)"
11-01-2023 20:23:14.495792,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.0, 5.685714285714286)","(91.0, 650.0, 540.0)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.018)"
11-01-2023 20:23:15.783776,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.0, 5.685714285714286)","(91.0, 650.0, 594.5)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.265)"
11-01-2023 20:23:17.047219,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.0, 5.685714285714286)","(91.0, 650.0, 594.5)","(81.0, 470.0, 402.5)","(2.4, 3.35, 3.265)"
11-01-2023 20:23:18.334148,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.0, 5.685714285714286)","(91.0, 650.0, 594.5)","(81.0, 470.0, 402.5)","(2.4, 3.35, 2.6142857142857143)"
11-01-2023 20:23:19.645854,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.0, 5.685714285714286)","(91.0, 650.0, 594.5)","(81.0, 470.0, 402.5)","(2.4, 3.3, 2.5933333333333333)"
11-01-2023 20:23:20.970475,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.644444444444446)","(11.0, 25.0, 17.0)","(4.8, 7.0, 5.4)","(91.0, 650.0, 594.5)","(81.0, 470.0, 402.5)","(2.4, 3.2, 2.58)"
11-01-2023 20:23:22.294099,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 8.333333333333334)","(11.0, 25.0, 17.0)","(4.8, 6.8, 6.1)","(91.0, 650.0, 594.5)","(81.0, 470.0, 402.5)","(2.4, 3.1, 2.775)"
11-01-2023 20:23:23.554760,"(3.8, 6.2, 5.685714285714286)","(12.0, 26.0, 13.85)","(4.0, 9.4, 7.144444444444445)","(11.0, 25.0, 17.0)","(4.8, 7.4, 6.36)","(91.0, 650.0, 594.5)","(81.0, 470.0, 402.5)","(2.4, 3.05, 2.82)"
11-01-2023 20:23:24.865319,"(3.8, 6.2, 5.0)","(12.0, 26.0, 13.85)","(4.0, 9.6, 7.144444444444445)","(11.0, 25.0, 17.0)","(4.8, 7.4, 5.6)","(91.0, 650.0, 594.5)","(71.0, 470.0, 402.5)","(2.4, 2.94, 2.6252631578947367)"
11-01-2023 20:23:26.303837,"(3.8, 6.0, 5.0)","(12.0, 26.0, 13.85)","(4.0, 9.6, 7.144444444444445)","(11.0, 25.0, 17.0)","(4.8, 7.2, 5.533333333333333)","(91.0, 650.0, 385.0)","(71.0, 470.0, 402.5)","(2.4, 2.92, 2.614736842105263)"
11-01-2023 20:23:27.695539,"(3.8, 6.0, 5.0)","(12.0, 26.0, 13.85)","(4.0, 9.6, 7.144444444444445)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 650.0, 435.0)","(71.0, 470.0, 272.5)","(2.4, 2.88, 2.734285714285714)"
11-01-2023 20:23:29.108190,"(3.8, 6.0, 4.644444444444445)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.619047619047619)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 750.0, 435.0)","(71.0, 470.0, 322.5)","(2.4, 2.82, 2.7057142857142855)"
11-01-2023 20:23:30.658764,"(3.8, 5.8, 4.875)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.709090909090909)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 750.0, 671.25)","(71.0, 570.0, 317.5)","(2.4, 2.78, 2.6771428571428575)"
11-01-2023 20:23:32.095753,"(3.8, 5.7, 4.71111111111111)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.709090909090909)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 750.0, 583.75)","(71.0, 560.0, 322.5)","(2.4, 2.74, 2.6485714285714286)"
11-01-2023 20:23:33.748360,"(3.8, 5.6, 4.71111111111111)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.684210526315789)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 650.0, 583.75)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:35.213389,"(3.8, 5.6, 4.71111111111111)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.684210526315789)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:36.575043,"(3.8, 5.6, 4.71111111111111)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.684210526315789)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:38.030155,"(3.8, 5.6, 4.779999999999999)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.684210526315789)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:39.427891,"(3.8, 5.5, 4.779999999999999)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.684210526315789)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:40.955209,"(3.8, 5.5, 4.779999999999999)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.684210526315789)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 6.371428571428572)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:42.367728,"(3.8, 5.5, 4.779999999999999)","(12.0, 26.0, 14.3)","(4.0, 9.6, 7.684210526315789)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.0, 6.6571428571428575)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:43.766057,"(3.8, 5.5, 4.779999999999999)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.4, 5.981818181818182)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:45.307582,"(3.8, 5.5, 4.779999999999999)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.4, 6.514285714285714)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:46.759144,"(3.8, 5.5, 4.779999999999999)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.8769230769230765)","(91.0, 650.0, 546.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:48.123290,"(3.8, 5.5, 5.0)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.6, 5.338461538461538)","(91.0, 650.0, 626.0)","(71.0, 470.0, 272.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:49.455277,"(3.8, 5.8, 4.733333333333333)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.6, 5.338461538461538)","(91.0, 750.0, 626.0)","(71.0, 470.0, 317.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:50.832652,"(3.8, 5.6, 4.71111111111111)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.6, 5.054545454545455)","(91.0, 750.0, 626.0)","(71.0, 560.0, 317.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:52.136352,"(3.8, 5.6, 4.71111111111111)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.6, 5.890909090909091)","(91.0, 750.0, 626.0)","(71.0, 560.0, 317.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:53.461105,"(3.8, 5.4, 4.688888888888888)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 5.890909090909091)","(91.0, 750.0, 440.0)","(71.0, 560.0, 317.5)","(2.4, 2.68, 2.608888888888889)"
11-01-2023 20:23:54.718489,"(3.8, 5.4, 4.688888888888888)","(12.0, 26.0, 14.3)","(4.0, 9.6, 6.628571428571429)","(11.0, 25.0, 17.333333333333332)","(4.8, 7.2, 6.171428571428572)","(91.0, 750.0, 440.0)","(71.0, 560.0, 317.5)","(2.4, 2.68, 2.608888888888889)"
