,Chips In,Guru Bart,Bank Heist,Velocity Kayla,Zip Stream,Erskin Boy,Tokyo Chief,Ring Me
11-01-2023 20:27:12.674343,"(3.8, 5.8, 5.607142857142857)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.0, 11.371428571428572)","(11.0, 17.5, 15.25)","(4.8, 6.0, 5.91)","(91.0, 750.0, 480.0)","(71.0, 230.0, 168.33333333333334)","(2.4, 2.48, 2.55)"
11-01-2023 20:27:13.944330,"(3.8, 5.8, 5.607142857142857)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.0, 11.371428571428572)","(11.0, 17.5, 15.25)","(4.8, 6.0, 5.91)","(91.0, 750.0, 480.0)","(71.0, 210.0, 147.5)","(2.4, 2.56, 2.55)"
11-01-2023 20:27:15.225793,"(3.8, 5.8, 5.607142857142857)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.0, 10.838461538461539)","(11.0, 17.5, 15.25)","(4.8, 6.0, 5.91)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.56, 2.49)"
11-01-2023 20:27:16.660957,"(3.8, 5.8, 5.607142857142857)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.5, 10.838461538461539)","(11.0, 17.5, 15.25)","(4.8, 6.0, 5.921739130434783)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.56, 2.492424242424242)"
11-01-2023 20:27:17.958659,"(3.8, 5.8, 5.542857142857143)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.5, 11.15)","(11.0, 17.5, 15.25)","(4.8, 6.0, 5.9714285714285715)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.5, 2.4916666666666667)"
11-01-2023 20:27:19.177255,"(3.8, 5.8, 5.581818181818182)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.5, 11.15)","(11.0, 17.5, 15.25)","(4.8, 6.0, 5.9625)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.5, 2.4916666666666667)"
11-01-2023 20:27:20.597987,"(3.8, 5.8, 5.695652173913043)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.5, 10.838461538461539)","(11.0, 17.5, 15.25)","(4.8, 6.0, 6.02)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.5, 2.4916666666666667)"
11-01-2023 20:27:21.696569,"(3.8, 5.8, 5.695652173913043)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.5, 10.838461538461539)","(11.0, 17.5, 15.25)","(4.8, 6.2, 5.923076923076923)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.5, 2.4916666666666667)"
11-01-2023 20:27:23.110433,"(3.8, 5.8, 5.695652173913043)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.5, 10.838461538461539)","(11.0, 17.5, 15.25)","(4.8, 6.2, 5.872727272727273)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.5, 2.541935483870968)"
11-01-2023 20:27:24.373929,"(3.8, 5.8, 5.666666666666667)","(12.0, 17.0, 14.666666666666666)","(4.0, 12.5, 10.838461538461539)","(11.0, 17.5, 15.25)","(4.8, 6.2, 5.872727272727273)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.56, 2.503728813559322)"
11-01-2023 20:27:25.650298,"(3.9, 5.8, 5.695652173913043)","(12.0, 17.0, 14.666666666666666)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.872727272727273)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.52, 2.503728813559322)"
11-01-2023 20:27:26.890164,"(3.9, 5.8, 5.695652173913043)","(12.0, 17.0, 14.666666666666666)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.52, 2.503448275862069)"
11-01-2023 20:27:28.094804,"(3.9, 5.8, 5.695652173913043)","(12.0, 17.0, 14.666666666666666)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 210.0, 153.1818181818182)","(2.4, 2.52, 2.503448275862069)"
11-01-2023 20:27:29.306378,"(3.9, 5.8, 5.695652173913043)","(12.0, 17.0, 14.666666666666666)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 210.0, 175.0)","(2.4, 2.52, 2.503448275862069)"
11-01-2023 20:27:30.382477,"(3.9, 5.8, 5.695652173913043)","(12.0, 17.0, 14.666666666666666)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 190.0, 175.0)","(2.4, 2.52, 2.453333333333333)"
11-01-2023 20:27:31.521962,"(3.9, 5.8, 5.769230769230769)","(12.0, 17.0, 14.454545454545455)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 190.0, 157.85714285714286)","(2.4, 2.48, 2.453333333333333)"
11-01-2023 20:27:32.784768,"(3.9, 5.8, 5.769230769230769)","(12.0, 17.0, 14.454545454545455)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 170.0, 157.85714285714286)","(2.4, 2.48, 2.453333333333333)"
11-01-2023 20:27:34.056317,"(3.9, 5.8, 5.769230769230769)","(12.0, 17.0, 14.666666666666666)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.927272727272728)","(91.0, 750.0, 480.0)","(71.0, 170.0, 127.5)","(2.4, 2.48, 2.4552941176470586)"
11-01-2023 20:27:35.366619,"(3.9, 5.8, 5.769230769230769)","(12.0, 17.0, 14.666666666666666)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.927272727272728)","(91.0, 750.0, 480.0)","(71.0, 170.0, 127.5)","(2.4, 2.48, 2.4552941176470586)"
11-01-2023 20:27:36.649877,"(3.9, 5.8, 5.783333333333333)","(12.0, 17.0, 14.454545454545455)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.927272727272728)","(91.0, 750.0, 480.0)","(71.0, 170.0, 122.5)","(2.4, 2.48, 2.4552941176470586)"
11-01-2023 20:27:37.942875,"(3.9, 5.8, 5.783333333333333)","(12.0, 17.0, 14.454545454545455)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.927272727272728)","(91.0, 750.0, 480.0)","(71.0, 160.0, 117.5)","(2.4, 2.48, 2.433333333333333)"
11-01-2023 20:27:39.203555,"(3.9, 5.8, 5.783333333333333)","(12.0, 17.0, 14.454545454545455)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.927272727272728)","(91.0, 750.0, 480.0)","(71.0, 150.0, 117.5)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:27:40.478532,"(3.9, 5.8, 5.783333333333333)","(12.0, 17.0, 14.454545454545455)","(4.2, 12.5, 10.838461538461539)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.952941176470588)","(91.0, 750.0, 480.0)","(71.0, 150.0, 117.5)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:27:41.789873,"(3.9, 5.8, 5.783333333333333)","(12.0, 17.0, 14.666666666666666)","(4.2, 12.5, 10.2375)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.829411764705882)","(91.0, 750.0, 480.0)","(71.0, 150.0, 101.25)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:27:43.071977,"(3.9, 5.8, 5.725)","(12.0, 17.0, 14.666666666666666)","(4.2, 10.5, 10.15)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:27:44.327209,"(3.9, 5.9, 5.833333333333333)","(12.0, 16.5, 15.136363636363637)","(4.2, 10.5, 10.15)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.44, 2.4466666666666668)"
11-01-2023 20:27:45.544645,"(3.9, 5.9, 5.833333333333333)","(12.0, 16.5, 15.136363636363637)","(4.2, 10.5, 10.15)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.0)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.46, 2.468888888888889)"
11-01-2023 20:27:46.686272,"(3.9, 5.9, 5.833333333333333)","(12.0, 16.5, 14.5)","(4.2, 10.5, 10.15)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.952941176470588)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.54, 2.468888888888889)"
11-01-2023 20:27:47.771999,"(3.9, 5.9, 5.833333333333333)","(12.0, 16.5, 14.5)","(4.2, 10.5, 10.15)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.54, 2.4628571428571426)"
11-01-2023 20:27:48.882509,"(3.9, 5.9, 5.833333333333333)","(12.0, 16.5, 14.5)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.54, 2.466153846153846)"
11-01-2023 20:27:49.985315,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.5, 14.5)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.54, 2.4466666666666668)"
11-01-2023 20:27:51.022200,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.5, 14.5)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.46, 2.4466666666666668)"
11-01-2023 20:27:52.130706,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.5, 14.5)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.46, 2.4466666666666668)"
11-01-2023 20:27:53.329064,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.5, 14.5)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.46, 2.4466666666666668)"
11-01-2023 20:27:54.450963,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.5, 14.5)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 94.28571428571429)","(2.4, 2.46, 2.4466666666666668)"
11-01-2023 20:27:55.592692,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 91.5)","(2.4, 2.46, 2.4466666666666668)"
11-01-2023 20:27:56.718398,"(3.9, 5.9, 5.633333333333334)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.46, 2.473333333333333)"
11-01-2023 20:27:57.814688,"(3.9, 5.9, 5.728571428571429)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:27:58.891285,"(3.9, 5.9, 5.728571428571429)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:00.049514,"(3.9, 5.9, 5.728571428571429)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.9818181818181815)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:01.098364,"(3.9, 5.9, 5.804)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:02.277790,"(3.9, 5.9, 5.804)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:03.422816,"(3.9, 5.9, 5.804)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:04.598034,"(3.9, 5.9, 5.804)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:05.789261,"(3.9, 5.9, 5.804)","(12.0, 16.5, 14.0)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:06.989639,"(3.9, 5.9, 5.804)","(12.0, 16.5, 14.625)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.4699999999999998)"
11-01-2023 20:28:08.173098,"(3.9, 5.9, 5.804)","(12.0, 16.0, 14.863636363636363)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.54, 2.4563636363636365)"
11-01-2023 20:28:09.390867,"(3.9, 5.9, 5.78)","(12.0, 16.0, 14.076923076923077)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.54, 2.4587096774193546)"
11-01-2023 20:28:10.601334,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.0, 14.076923076923077)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.54, 2.4587096774193546)"
11-01-2023 20:28:11.819091,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.0, 14.076923076923077)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.54, 2.4587096774193546)"
11-01-2023 20:28:12.978622,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.0, 14.076923076923077)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.54, 2.4524324324324325)"
11-01-2023 20:28:14.056331,"(3.9, 5.9, 5.790909090909091)","(12.0, 16.0, 13.840909090909092)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.54, 2.473333333333333)"
11-01-2023 20:28:15.124644,"(3.9, 5.9, 5.790909090909091)","(12.0, 15.5, 14.25)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:16.106255,"(3.9, 5.9, 5.804)","(12.0, 15.5, 14.25)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:17.215099,"(3.9, 5.9, 5.804)","(12.0, 15.5, 13.357142857142858)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:18.324788,"(3.9, 5.9, 5.804)","(12.0, 15.5, 13.357142857142858)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:19.463608,"(3.9, 5.9, 5.804)","(12.0, 15.5, 13.357142857142858)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.473333333333333)"
11-01-2023 20:28:20.642586,"(3.9, 5.9, 5.804)","(12.0, 15.5, 13.357142857142858)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.5, 2.5109090909090908)"
11-01-2023 20:28:21.820373,"(3.9, 5.9, 5.804)","(12.0, 15.5, 13.192307692307692)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.952941176470588)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.52, 2.433333333333333)"
11-01-2023 20:28:22.963836,"(3.9, 5.9, 5.78)","(12.0, 15.5, 13.192307692307692)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:24.071090,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 13.25)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:25.172844,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 13.25)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:26.239544,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 13.25)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:27.364607,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 13.25)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.036363636363637)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:28.476095,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 13.25)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.952941176470588)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.46)"
11-01-2023 20:28:29.617343,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 13.166666666666666)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.95)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.48, 2.46)"
11-01-2023 20:28:30.762779,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 13.166666666666666)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.95)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.48, 2.46)"
11-01-2023 20:28:31.952184,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 13.166666666666666)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.95)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.48, 2.46)"
11-01-2023 20:28:33.162891,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 14.051724137931034)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.95)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.48, 2.46)"
11-01-2023 20:28:34.558001,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 14.051724137931034)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.95)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.48, 2.46)"
11-01-2023 20:28:35.875962,"(3.9, 5.9, 5.736363636363636)","(12.0, 15.5, 14.051724137931034)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.175000000000001)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.48, 2.433333333333333)"
11-01-2023 20:28:37.202194,"(4.0, 5.9, 5.736363636363636)","(12.0, 15.5, 14.051724137931034)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.4, 6.1461538461538465)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:38.654239,"(4.0, 5.9, 5.790909090909091)","(12.0, 15.5, 14.051724137931034)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.166666666666667)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:40.199993,"(4.0, 5.9, 5.790909090909091)","(12.0, 15.5, 14.051724137931034)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.166666666666667)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:41.359362,"(4.0, 5.9, 5.790909090909091)","(12.0, 15.5, 14.051724137931034)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.033333333333333)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:42.434877,"(4.0, 6.2, 6.116666666666667)","(12.0, 15.5, 14.051724137931034)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.076470588235294)","(91.0, 750.0, 480.0)","(71.0, 150.0, 105.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:43.609270,"(4.0, 6.2, 5.95)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.05)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:44.721086,"(4.0, 6.2, 6.0)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.05)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:45.923770,"(4.0, 6.2, 6.0)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.066666666666666)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:47.087635,"(4.0, 6.2, 6.015789473684211)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.05)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:48.223409,"(4.0, 6.2, 6.040909090909091)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 6.05)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.44, 2.433333333333333)"
11-01-2023 20:28:49.399418,"(4.0, 6.2, 6.015789473684211)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.75)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.44, 2.4466666666666668)"
11-01-2023 20:28:50.679359,"(4.0, 6.2, 6.050000000000001)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.975)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.46, 2.4466666666666668)"
11-01-2023 20:28:51.714571,"(4.0, 6.2, 6.050000000000001)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.975)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.46, 2.4466666666666668)"
11-01-2023 20:28:52.784378,"(4.0, 6.2, 6.050000000000001)","(12.0, 15.5, 13.884615384615385)","(4.2, 10.5, 9.975000000000001)","(12.0, 17.5, 15.25)","(4.8, 6.2, 5.975)","(91.0, 750.0, 480.0)","(71.0, 150.0, 115.0)","(2.4, 2.46, 2.4466666666666668)"
