,Poppy Bluey,Tralee Revenge,Johns Call,Telford,Willina Girl,Mulberry Man
04-01-2023 14:31:29.412151,"(5.0, 15.5, 9.910526315789474)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:30.432107,"(5.0, 15.5, 9.910526315789474)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:31.331866,"(5.0, 15.5, 9.910526315789474)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:32.212193,"(5.0, 15.5, 9.910526315789474)","(1.55, 1.65, 1.598235294117647)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:33.118559,"(5.0, 15.5, 9.910526315789474)","(1.55, 1.65, 1.598235294117647)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:34.040117,"(5.0, 15.5, 9.910526315789474)","(1.55, 1.65, 1.598235294117647)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:34.919393,"(5.0, 15.5, 10.1)","(1.55, 1.65, 1.6358974358974359)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:35.864116,"(5.0, 15.5, 10.532)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:36.895147,"(5.0, 15.5, 10.532)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 93.05882352941177)","(15.0, 38.0, 25.076923076923077)"
04-01-2023 14:31:37.914145,"(5.0, 15.5, 10.532)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 230.0, 189.33333333333334)","(15.0, 38.0, 27.625)"
04-01-2023 14:31:38.845259,"(5.0, 15.5, 10.532)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:39.799693,"(5.0, 15.5, 10.532)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:40.699379,"(5.0, 15.5, 10.532)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:41.684197,"(5.0, 15.5, 10.532)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:42.670963,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:43.675887,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:44.667819,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:45.595125,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:46.542445,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:47.514518,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:48.562480,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:49.586345,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:50.489251,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:51.407506,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:52.293597,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:53.254235,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:54.242946,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:55.272156,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:56.230041,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:57.214048,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:58.145170,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:31:59.186817,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:00.183629,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:01.186485,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 93.05882352941177)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:02.166469,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 230.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:03.063350,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:03.917650,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:04.875612,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:05.788057,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:06.716644,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:07.631972,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 93.05882352941177)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:08.488283,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 230.0, 93.05882352941177)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:09.483668,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:10.459311,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:11.464937,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.914285714285714)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:12.470960,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6363636363636362)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.24)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:13.478739,"(5.0, 15.5, 10.6125)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.8, 6.3809523809523805)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:14.451933,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.55)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:15.384716,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.55)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:16.302618,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 4.981481481481482)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:17.213644,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.8, 4.765384615384615)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:18.097776,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.6, 5.715789473684211)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:18.982817,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.622222222222223)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:19.856205,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.816666666666666)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:20.770909,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.7)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:21.771163,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.7)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:22.705979,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.7)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:23.649746,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.7)","(41.0, 220.0, 84.5)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:24.551280,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.408333333333333)","(41.0, 230.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:25.509959,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.408333333333333)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:26.464781,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.408333333333333)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:27.458808,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.408333333333333)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:28.507310,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.408333333333333)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:29.518862,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:30.395902,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:31.304994,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:32.207612,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:33.100922,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:33.998730,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:34.873382,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:35.987444,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 230.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:36.971283,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:37.918692,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:38.923116,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:39.851304,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:40.732765,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:41.663898,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:42.622787,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:43.597322,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:44.541279,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:45.494259,"(5.0, 15.5, 11.455172413793104)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:46.431683,"(5.0, 15.5, 11.155555555555555)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:47.366667,"(5.0, 15.5, 11.155555555555555)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:48.281015,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:49.145738,"(5.0, 15.5, 9.505263157894738)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:50.014636,"(5.0, 15.5, 9.505263157894738)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:50.950909,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:51.976012,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 84.5)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:53.258248,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 230.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:54.286811,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:55.246660,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:56.240445,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:57.177803,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:58.149095,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 189.33333333333334)","(15.0, 34.0, 27.625)"
04-01-2023 14:32:59.166666,"(5.0, 15.5, 9.505263157894738)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 220.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:00.169082,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:01.146221,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:02.057541,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:03.080275,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:03.987375,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:04.850255,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:05.743420,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:06.844381,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
04-01-2023 14:33:07.794300,"(5.0, 15.5, 9.927777777777777)","(1.55, 1.65, 1.6473214285714284)","(11.0, 24.0, 16.666666666666668)","(4.0, 6.4, 5.738888888888889)","(41.0, 170.0, 147.66666666666666)","(15.0, 34.0, 27.625)"
