,Surprisingly Sweet,Dust Bunny,Lets Go Mo,Cosmological,Lilbitoglory,Mrs Bell,Ostellas Rose,Golden Phase,All That Magic
15-12-2022 11:07:02.827123,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(18.0, 29.0, 25.625)","(15.0, 20.0, 19.894736842105264)","(9.0, 15.5, 14.9)","(3.8, 5.8, 5.45)",,"(14.0, 48.0, 30.115384615384613)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:03.880754,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(18.0, 28.0, 24.5)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.61111111111111)","(3.8, 5.7, 5.45)",,"(14.0, 48.0, 43.230769230769226)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:04.950810,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(18.0, 28.0, 24.5)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.61111111111111)","(3.8, 5.7, 5.45)",,"(14.0, 48.0, 31.208333333333336)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:06.057517,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(18.0, 28.0, 26.444444444444443)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.357142857142858)","(3.8, 5.7, 5.62)",,"(14.0, 48.0, 29.681818181818183)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:07.146692,"(11.0, 19.0, 17.5)","(10.0, 20.0, 19.1875)","(18.0, 28.0, 26.444444444444443)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.357142857142858)","(3.8, 5.7, 5.45)",,"(14.0, 48.0, 26.789473684210527)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:08.268498,"(11.0, 19.0, 17.5)","(10.0, 20.0, 19.1875)","(18.0, 28.0, 26.444444444444443)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.357142857142858)","(3.8, 5.7, 5.45)",,"(14.0, 48.0, 26.789473684210527)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:09.419975,"(11.0, 19.0, 17.5)","(10.0, 20.0, 19.1875)","(18.0, 28.0, 26.444444444444443)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.357142857142858)","(3.8, 5.7, 5.45)",,"(14.0, 48.0, 26.789473684210527)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:10.531091,"(11.0, 19.0, 17.5)","(10.0, 20.0, 19.1875)","(18.0, 28.0, 26.444444444444443)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.357142857142858)","(3.8, 5.7, 5.45)",,"(14.0, 48.0, 26.789473684210527)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:11.669803,"(11.0, 19.0, 17.5)","(10.0, 20.0, 17.636363636363637)","(18.0, 28.0, 25.666666666666664)","(15.0, 20.0, 19.894736842105264)","(9.0, 15.5, 14.357142857142858)","(3.8, 5.7, 5.45)",,"(14.0, 48.0, 31.62)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:12.792386,"(11.0, 19.0, 16.333333333333332)","(10.0, 20.0, 17.636363636363637)","(18.0, 27.0, 25.666666666666664)","(15.0, 20.0, 19.894736842105264)","(9.0, 15.5, 14.0)","(3.8, 5.7, 5.45)",,"(14.0, 48.0, 31.62)","(1.95, 2.18, 2.1534883720930234)"
15-12-2022 11:07:13.924417,"(11.0, 19.0, 16.333333333333332)","(10.0, 20.0, 16.75)","(18.0, 27.0, 26.0)","(15.0, 20.0, 19.894736842105264)","(9.0, 14.5, 14.0)","(3.8, 5.7, 5.682978723404256)",,"(14.0, 48.0, 43.5)","(1.95, 2.18, 2.164166666666667)"
15-12-2022 11:07:15.054443,"(11.0, 19.0, 16.333333333333332)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(15.0, 20.0, 19.5)","(9.0, 14.5, 14.0)","(3.8, 5.7, 5.682978723404256)",,"(14.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.164166666666667)"
15-12-2022 11:07:16.201527,"(11.0, 19.0, 16.333333333333332)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.5)","(9.0, 14.5, 14.0)","(3.8, 5.7, 5.682978723404256)",,"(14.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.164166666666667)"
15-12-2022 11:07:17.333203,"(11.0, 19.0, 16.333333333333332)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.5)","(9.0, 14.5, 14.0)","(3.8, 5.7, 5.682978723404256)",,"(14.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.164166666666667)"
15-12-2022 11:07:18.428138,"(11.0, 19.0, 16.25)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.5)","(9.0, 14.5, 14.0)","(3.8, 5.7, 5.682978723404256)",,"(14.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.164166666666667)"
15-12-2022 11:07:19.480613,"(11.0, 19.0, 16.25)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.5)","(9.0, 14.5, 14.0)","(3.8, 5.7, 5.682978723404256)",,"(14.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.1578947368421053)"
15-12-2022 11:07:20.595218,"(11.0, 19.0, 16.25)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.5)","(9.0, 14.5, 14.0)","(3.8, 5.7, 5.682978723404256)",,"(14.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.1578947368421053)"
15-12-2022 11:07:21.684954,"(11.0, 19.0, 16.25)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.5)","(9.0, 14.5, 13.3)","(3.8, 5.7, 5.682978723404256)",,"(13.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.1592592592592594)"
15-12-2022 11:07:22.752652,"(11.0, 19.0, 16.25)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.5)","(9.0, 13.5, 13.2)","(3.8, 5.7, 5.682978723404256)",,"(13.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.1592592592592594)"
15-12-2022 11:07:23.794103,"(11.0, 19.0, 16.25)","(10.0, 20.0, 16.75)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.894736842105264)","(9.0, 13.5, 12.666666666666666)","(3.8, 5.7, 5.682978723404256)",,"(13.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.1592592592592594)"
15-12-2022 11:07:24.866868,"(11.0, 19.0, 16.25)","(10.0, 20.0, 15.8)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.894736842105264)","(9.0, 13.5, 11.666666666666666)","(3.8, 5.7, 5.682978723404256)",,"(13.0, 48.0, 32.934782608695656)","(1.95, 2.18, 2.1592592592592594)"
15-12-2022 11:07:26.091640,"(11.0, 19.0, 16.25)","(10.0, 20.0, 15.8)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.77777777777778)","(9.0, 12.0, 11.666666666666666)","(3.8, 5.7, 5.682978723404256)",,"(13.0, 48.0, 40.0)","(1.95, 2.18, 2.1672727272727275)"
15-12-2022 11:07:27.297473,"(11.0, 14.5, 11.1)","(10.0, 20.0, 15.8)","(18.0, 27.0, 25.666666666666664)","(13.0, 20.0, 19.5)","(9.0, 12.0, 11.266666666666667)","(3.8, 5.7, 5.6625000000000005)",,"(13.0, 48.0, 40.0)","(1.95, 2.18, 2.21741935483871)"
15-12-2022 11:07:28.478116,"(11.0, 12.0, 11.7)","(10.0, 20.0, 15.8)","(16.0, 27.0, 25.75)","(13.0, 20.0, 19.5)","(9.0, 12.0, 8.785714285714286)","(3.8, 5.7, 5.894117647058824)",,"(13.0, 48.0, 40.66666666666667)","(1.95, 2.22, 2.2232558139534886)"
15-12-2022 11:07:29.877950,"(11.0, 12.0, 11.607142857142858)","(10.0, 20.0, 19.379310344827587)","(16.0, 27.0, 26.166666666666668)","(13.0, 20.0, 19.5)","(9.0, 12.0, 11.145454545454545)","(3.8, 6.0, 5.9511627906976745)",,"(13.0, 48.0, 40.66666666666667)","(1.95, 2.24, 2.1952380952380954)"
15-12-2022 11:07:31.162031,"(11.0, 12.0, 11.8)","(10.0, 20.0, 19.379310344827587)","(16.0, 27.0, 26.166666666666668)","(13.0, 20.0, 19.5)","(9.0, 11.5, 11.377142857142857)","(3.8, 6.0, 5.932258064516129)",,"(13.0, 48.0, 31.666666666666668)","(1.95, 2.22, 2.1845454545454546)"
15-12-2022 11:07:32.624763,"(11.0, 12.0, 11.8)","(10.0, 20.0, 19.0)","(16.0, 27.0, 26.166666666666668)","(13.0, 20.0, 19.5)","(9.0, 11.5, 10.875)","(3.8, 6.0, 5.8875)",,"(13.0, 48.0, 31.666666666666668)","(1.95, 2.22, 2.1994736842105267)"
15-12-2022 11:07:34.055704,"(11.0, 12.0, 11.8)","(10.0, 21.0, 19.0)","(16.0, 27.0, 26.5)","(13.0, 20.0, 19.5)","(9.0, 11.5, 10.875)","(3.8, 6.0, 5.7)",,"(13.0, 48.0, 31.666666666666668)","(1.95, 2.22, 2.1994736842105267)"
15-12-2022 11:07:35.235453,"(10.0, 12.0, 11.8)","(10.0, 21.0, 19.0)","(16.0, 27.0, 26.5)","(13.0, 20.0, 19.5)","(9.0, 11.5, 10.5)","(3.8, 6.0, 5.7)",,"(13.0, 48.0, 30.23076923076923)","(1.95, 2.22, 2.1994736842105267)"
15-12-2022 11:07:36.417034,"(10.0, 12.0, 11.8)","(10.0, 21.0, 19.0)","(16.0, 27.0, 26.5)","(13.0, 20.0, 19.5)","(9.0, 11.5, 9.75)","(3.8, 6.0, 5.7)",,"(13.0, 48.0, 30.23076923076923)","(1.95, 2.22, 2.1994736842105267)"
15-12-2022 11:07:37.578418,"(10.0, 12.0, 11.8)","(10.0, 21.0, 19.0)","(16.0, 27.0, 26.5)","(13.0, 20.0, 19.5)","(8.0, 11.5, 9.666666666666666)","(3.9, 6.0, 5.572727272727273)",,"(15.0, 48.0, 30.23076923076923)","(1.95, 2.22, 2.205818181818182)"
15-12-2022 11:07:38.702308,"(10.0, 12.0, 11.8)","(10.0, 21.0, 19.0)","(16.0, 27.0, 26.5)","(13.0, 20.0, 19.5)","(8.0, 11.0, 9.545454545454545)","(3.9, 5.9, 5.572727272727273)",,"(15.0, 48.0, 30.23076923076923)","(1.95, 2.22, 2.207317073170732)"
15-12-2022 11:07:39.782486,"(10.0, 12.0, 11.8)","(10.0, 21.0, 19.0)","(16.0, 27.0, 26.5)","(13.0, 20.0, 19.5)","(8.0, 11.0, 9.545454545454545)","(3.9, 5.9, 5.572727272727273)",,"(15.0, 48.0, 30.23076923076923)","(1.95, 2.22, 2.09125)"
15-12-2022 11:07:40.873586,"(10.0, 14.0, 12.75)","(10.0, 21.0, 20.333333333333332)","(16.0, 27.0, 26.5)","(13.0, 22.0, 20.0)","(8.0, 11.0, 9.545454545454545)","(3.9, 5.9, 5.2)",,"(15.0, 48.0, 30.23076923076923)","(1.95, 2.16, 2.018181818181818)"
15-12-2022 11:07:41.953957,"(10.0, 14.0, 12.75)","(10.0, 21.0, 20.454545454545453)","(16.0, 27.0, 26.5)","(13.0, 22.0, 21.333333333333332)","(8.0, 11.0, 9.45)","(3.9, 5.9, 5.130769230769231)",,"(15.0, 48.0, 30.23076923076923)","(1.95, 2.16, 2.048695652173913)"
15-12-2022 11:07:43.031976,"(10.0, 13.0, 12.0625)","(10.0, 21.0, 20.214285714285715)","(16.0, 28.0, 27.166666666666668)","(13.0, 22.0, 21.416666666666668)","(8.0, 9.6, 9.45)","(3.9, 5.9, 5.130769230769231)",,"(15.0, 48.0, 30.5)","(1.95, 2.14, 2.0386206896551724)"
15-12-2022 11:07:44.130530,"(10.0, 13.0, 12.0625)","(10.0, 21.0, 20.214285714285715)","(16.0, 28.0, 26.4)","(13.0, 22.0, 21.416666666666668)","(8.0, 9.6, 9.45)","(3.9, 5.9, 5.130769230769231)",,"(15.0, 48.0, 42.333333333333336)","(1.95, 2.14, 2.0046666666666666)"
15-12-2022 11:07:45.206413,"(10.0, 13.0, 12.0625)","(10.0, 21.0, 20.214285714285715)","(16.0, 28.0, 26.4)","(13.0, 22.0, 21.416666666666668)","(8.0, 9.6, 9.45)","(3.9, 5.9, 5.316666666666666)",,"(15.0, 50.0, 37.22222222222222)","(1.95, 2.14, 2.042307692307692)"
15-12-2022 11:07:46.247868,"(10.0, 12.5, 12.1)","(10.0, 21.0, 20.214285714285715)","(16.0, 29.0, 27.0)","(13.0, 22.0, 21.416666666666668)","(8.0, 9.6, 9.45)","(3.9, 5.9, 5.3)",,"(15.0, 50.0, 37.22222222222222)","(1.95, 2.1, 2.0444444444444443)"
15-12-2022 11:07:47.315137,"(10.0, 13.0, 12.0625)","(11.0, 21.0, 20.214285714285715)","(17.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.5, 9.6, 9.5)","(3.7, 5.8, 5.3)",,"(15.0, 50.0, 37.22222222222222)","(1.9, 2.1, 2.0425)"
15-12-2022 11:07:48.315064,"(10.0, 13.0, 12.0625)","(11.0, 21.0, 20.214285714285715)","(17.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.5, 9.6, 9.5)","(3.7, 5.8, 5.3)",,"(15.0, 50.0, 37.22222222222222)","(1.9, 2.1, 2.0425)"
15-12-2022 11:07:49.409771,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(17.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.5, 9.6, 9.5)","(3.7, 5.8, 5.3)",,"(15.0, 50.0, 37.22222222222222)","(1.9, 2.1, 2.0425)"
15-12-2022 11:07:50.458162,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(17.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.5, 10.5, 9.362499999999999)","(3.7, 5.8, 5.383333333333333)",,"(15.0, 50.0, 37.22222222222222)","(1.9, 2.1, 2.0425)"
15-12-2022 11:07:51.494374,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(17.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.5, 10.5, 9.362499999999999)","(3.7, 5.8, 5.383333333333333)",,"(15.0, 50.0, 37.22222222222222)","(1.9, 2.1, 2.0425)"
15-12-2022 11:07:52.635223,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(17.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.5, 10.5, 9.362499999999999)","(3.7, 5.8, 5.35)",,"(15.0, 50.0, 37.22222222222222)","(1.9, 2.1, 2.0425)"
15-12-2022 11:07:53.789796,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(17.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.5, 10.5, 9.166666666666666)","(3.7, 5.8, 5.62)",,"(15.0, 50.0, 34.285714285714285)","(1.9, 2.1, 2.0616666666666665)"
15-12-2022 11:07:54.971859,"(10.0, 12.5, 12.318181818181818)","(11.0, 21.0, 20.214285714285715)","(17.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.5, 10.5, 8.98)","(3.7, 5.8, 5.466666666666667)",,"(15.0, 50.0, 30.75)","(1.9, 2.1, 2.0303225806451612)"
15-12-2022 11:07:56.159888,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(16.0, 29.0, 27.0)","(14.0, 23.0, 21.3125)","(8.0, 10.5, 9.14)","(3.8, 5.8, 5.485714285714286)",,"(15.0, 50.0, 30.75)","(1.9, 2.04, 2.0303225806451612)"
15-12-2022 11:07:57.293141,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.3125)","(16.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.0, 10.5, 9.166666666666666)","(3.8, 5.7, 5.5)",,"(15.0, 50.0, 30.75)","(1.9, 2.04, 2.0797714285714286)"
15-12-2022 11:07:58.421434,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(16.0, 29.0, 27.0)","(14.0, 23.0, 22.25)","(8.0, 10.5, 9.166666666666666)","(3.8, 5.7, 5.5)",,"(15.0, 50.0, 30.75)","(1.9, 2.08, 2.0841025641025643)"
15-12-2022 11:07:59.565036,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(16.0, 29.0, 27.0)","(14.0, 23.0, 21.666666666666668)","(8.0, 10.5, 9.185714285714285)","(3.8, 5.7, 5.4375)",,"(15.0, 50.0, 30.75)","(1.9, 2.1, 2.0841025641025643)"
15-12-2022 11:08:00.707429,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(19.0, 29.0, 27.8)","(14.0, 23.0, 21.666666666666668)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.7, 5.4375)",,"(15.0, 50.0, 30.75)","(1.9, 2.1, 2.094315789473684)"
15-12-2022 11:08:01.857164,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(19.0, 29.0, 27.8)","(14.0, 23.0, 21.666666666666668)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.7, 5.426086956521739)",,"(15.0, 50.0, 30.75)","(1.9, 2.1, 2.094315789473684)"
15-12-2022 11:08:02.936858,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(19.0, 29.0, 27.8)","(14.0, 23.0, 22.5)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.7, 5.426086956521739)",,"(15.0, 50.0, 30.75)","(1.9, 2.1, 2.094315789473684)"
15-12-2022 11:08:04.020926,"(10.0, 13.0, 12.464285714285714)","(11.0, 21.0, 20.214285714285715)","(19.0, 29.0, 26.5)","(14.0, 23.0, 21.8)","(7.5, 10.5, 9.623809523809523)","(3.9, 5.7, 5.426086956521739)",,"(15.0, 50.0, 30.75)","(1.9, 2.1, 2.0934939759036144)"
15-12-2022 11:08:05.062514,"(10.0, 13.0, 12.09090909090909)","(11.0, 21.0, 20.214285714285715)","(19.0, 29.0, 27.0)","(14.0, 23.0, 20.5)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.7, 5.209090909090909)",,"(15.0, 70.0, 42.0)","(1.9, 2.1, 2.0992)"
15-12-2022 11:08:06.122495,"(10.0, 13.0, 12.5)","(11.0, 21.0, 20.214285714285715)","(19.0, 30.0, 27.0)","(14.0, 23.0, 19.8125)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.7, 5.592857142857143)",,"(20.0, 50.0, 30.315789473684212)","(1.9, 2.1, 2.0985714285714288)"
15-12-2022 11:08:07.203648,"(10.0, 11.5, 11.3125)","(11.0, 21.0, 20.214285714285715)","(19.0, 30.0, 27.0)","(14.0, 23.0, 18.75)","(7.5, 10.5, 9.35)","(3.9, 5.7, 5.4)",,"(20.0, 50.0, 30.315789473684212)","(1.9, 2.1, 2.0985714285714288)"
15-12-2022 11:08:08.328215,"(10.0, 11.5, 11.32)","(11.0, 21.0, 20.214285714285715)","(19.0, 30.0, 27.0)","(14.0, 23.0, 18.363636363636363)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.4)",,"(20.0, 50.0, 30.315789473684212)","(1.9, 2.1, 2.1564285714285716)"
15-12-2022 11:08:09.403551,"(10.0, 11.5, 11.2)","(11.0, 21.0, 20.214285714285715)","(19.0, 30.0, 27.0)","(14.0, 23.0, 18.363636363636363)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.388888888888889)",,"(20.0, 50.0, 30.315789473684212)","(1.9, 2.16, 2.1573333333333333)"
15-12-2022 11:08:10.484797,"(10.0, 11.5, 11.2)","(11.0, 21.0, 20.214285714285715)","(19.0, 30.0, 27.0)","(14.0, 23.0, 18.363636363636363)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.388888888888889)",,"(20.0, 50.0, 30.315789473684212)","(1.9, 2.16, 2.1573333333333333)"
15-12-2022 11:08:11.565785,"(10.0, 11.5, 11.2)","(11.0, 21.0, 20.214285714285715)","(19.0, 30.0, 27.0)","(14.0, 23.0, 18.363636363636363)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.388888888888889)",,"(20.0, 50.0, 30.315789473684212)","(1.9, 2.16, 2.1573333333333333)"
15-12-2022 11:08:12.683526,"(10.0, 11.5, 11.2)","(11.0, 21.0, 20.214285714285715)","(19.0, 30.0, 33.5)","(14.0, 23.0, 18.09090909090909)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.388888888888889)",,"(20.0, 50.0, 30.315789473684212)","(1.9, 2.16, 2.156)"
15-12-2022 11:08:13.858080,"(10.0, 13.0, 11.333333333333334)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 33.5)","(14.0, 23.0, 19.647058823529413)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.442857142857143)",,"(20.0, 50.0, 30.315789473684212)","(1.9, 2.16, 2.1575)"
15-12-2022 11:08:15.118090,"(10.0, 13.0, 12.318181818181818)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 23.0, 16.765625)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.442857142857143)",,"(20.0, 50.0, 32.4)","(1.9, 2.16, 2.154)"
15-12-2022 11:08:16.239310,"(10.0, 12.5, 12.272727272727273)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 23.0, 19.57142857142857)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.442857142857143)",,"(20.0, 50.0, 32.4)","(1.9, 2.16, 2.154)"
15-12-2022 11:08:17.337397,"(10.0, 12.5, 12.045454545454545)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 22.0, 19.57142857142857)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.442857142857143)",,"(20.0, 50.0, 32.4)","(1.9, 2.16, 2.1900000000000004)"
15-12-2022 11:08:18.503940,"(10.0, 13.0, 11.44)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 22.0, 19.57142857142857)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.442857142857143)",,"(20.0, 50.0, 32.4)","(1.9, 2.2, 2.13)"
15-12-2022 11:08:19.651466,"(10.0, 12.5, 11.944444444444445)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 21.0, 19.22222222222222)","(7.5, 10.5, 9.185714285714285)","(3.9, 5.5, 5.442857142857143)",,"(20.0, 50.0, 32.4)","(1.9, 2.22, 2.13)"
15-12-2022 11:08:20.778991,"(10.0, 12.5, 12.045454545454545)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 21.0, 17.0)","(7.5, 10.5, 10.193333333333333)","(3.9, 5.7, 5.625)",,"(20.0, 50.0, 32.4)","(1.9, 2.18, 2.076)"
15-12-2022 11:08:21.978859,"(9.0, 12.5, 12.045454545454545)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 21.0, 17.0)","(7.5, 10.5, 10.193333333333333)","(3.9, 5.7, 5.625)",,"(20.0, 50.0, 32.4)","(1.9, 2.18, 2.090909090909091)"
15-12-2022 11:08:23.126839,"(9.0, 12.5, 12.045454545454545)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 21.0, 16.5)","(7.5, 10.5, 9.623809523809523)","(3.9, 5.7, 5.640740740740741)",,"(20.0, 50.0, 32.4)","(1.9, 2.18, 2.0778947368421052)"
15-12-2022 11:08:24.247458,"(9.0, 12.5, 12.083333333333334)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 28.77777777777778)","(14.0, 20.0, 16.5)","(7.5, 10.5, 9.655999999999999)","(3.9, 5.9, 5.666666666666667)",,"(20.0, 50.0, 42.0)","(1.9, 2.16, 2.0778947368421052)"
15-12-2022 11:08:25.319878,"(9.0, 12.5, 12.083333333333334)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 33.5)","(14.0, 20.0, 16.5)","(7.5, 11.0, 9.655999999999999)","(3.9, 5.9, 5.666666666666667)",,"(20.0, 70.0, 32.0)","(1.9, 2.16, 2.08)"
15-12-2022 11:08:26.391126,"(9.0, 12.5, 11.785714285714286)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 26.789473684210527)","(14.0, 20.0, 16.5)","(7.5, 11.0, 10.3)","(3.9, 5.9, 5.772727272727273)",,"(20.0, 50.0, 32.0)","(1.9, 2.14, 2.0683870967741935)"
15-12-2022 11:08:27.464007,"(9.0, 12.5, 11.772727272727273)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 26.789473684210527)","(14.0, 20.0, 16.5)","(7.5, 10.5, 10.355172413793104)","(3.9, 5.9, 5.772727272727273)",,"(20.0, 50.0, 32.0)","(1.9, 2.12, 2.06)"
15-12-2022 11:08:28.775116,"(9.0, 12.5, 11.266666666666667)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 26.789473684210527)","(13.0, 20.0, 16.5)","(7.5, 10.5, 10.190909090909091)","(3.9, 5.9, 5.772727272727273)",,"(20.0, 50.0, 32.0)","(1.9, 2.08, 2.0464)"
15-12-2022 11:08:29.945742,"(9.0, 13.0, 11.266666666666667)","(11.0, 21.0, 20.214285714285715)","(19.0, 42.0, 26.789473684210527)","(13.0, 20.0, 16.25)","(7.5, 10.5, 9.083333333333334)","(3.9, 5.9, 6.308333333333334)",,"(20.0, 50.0, 32.0)","(1.9, 2.08, 2.0275)"
15-12-2022 11:08:31.059329,"(9.0, 13.0, 11.761904761904763)","(11.0, 21.0, 20.454545454545453)","(19.0, 42.0, 36.17142857142857)","(13.0, 19.5, 16.25)","(7.5, 10.5, 9.083333333333334)","(3.9, 6.4, 6.515789473684211)",,"(20.0, 50.0, 32.0)","(1.9, 2.08, 2.028125)"
15-12-2022 11:08:32.317151,"(9.0, 13.0, 11.761904761904763)","(12.0, 21.0, 20.541666666666664)","(20.0, 42.0, 36.17142857142857)","(13.0, 19.5, 16.25)","(8.0, 10.5, 9.65)","(3.9, 7.4, 6.933333333333334)",,"(21.0, 50.0, 32.0)","(1.9, 2.06, 2.023076923076923)"
15-12-2022 11:08:33.517358,"(9.0, 13.0, 11.761904761904763)","(12.0, 21.0, 20.541666666666664)","(20.0, 42.0, 36.17142857142857)","(13.0, 19.5, 16.25)","(8.0, 10.5, 9.65)","(3.9, 7.2, 7.1)",,"(21.0, 50.0, 32.0)","(1.9, 2.06, 2.0070588235294116)"
15-12-2022 11:08:34.649997,"(9.0, 13.0, 12.142857142857142)","(12.0, 21.0, 20.541666666666664)","(20.0, 42.0, 40.8)","(13.0, 19.5, 16.25)","(8.0, 10.5, 9.14)","(3.9, 7.8, 7.1)",,"(21.0, 50.0, 30.315789473684212)","(1.9, 2.04, 2.0075)"
15-12-2022 11:08:35.809488,"(9.0, 13.0, 12.142857142857142)","(12.0, 21.0, 20.541666666666664)","(20.0, 42.0, 40.8)","(13.0, 19.5, 16.25)","(8.0, 10.5, 9.14)","(3.9, 7.8, 7.1)",,"(21.0, 50.0, 30.315789473684212)","(1.9, 2.04, 1.9657142857142857)"
