,Caramel Toffee,Aglot,Premium Star,Runaway Kiss,Borgov,Freddy Barbarossa,Simply Beans,Harlow Queen,Redavni,Springs Gift,Minokawa,Bogan Princess,Dominant Rose,Sheez Bean Talkin,Mersey Girl
07-01-2023 16:22:44.462915,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 20.0, 19.666666666666668)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.0, 17.63157894736842)","(21.0, 32.0, 31.23076923076923)","(3.7, 4.2, 4.166167023554604)","(20.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.70967741935484)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.457)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.89795918367347)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:46.169337,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 20.0, 19.804347826086957)","(19.0, 26.0, 25.151515151515152)","(15.0, 18.0, 17.473684210526315)","(21.0, 32.0, 31.23076923076923)","(3.7, 4.2, 4.1851239669421485)","(20.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.70967741935484)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.46, 2.4804032258064517)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.89795918367347)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:47.734500,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 20.0, 19.804347826086957)","(19.0, 26.0, 25.151515151515152)","(15.0, 18.0, 17.473684210526315)","(21.0, 32.0, 31.23076923076923)","(3.7, 4.2, 4.184916201117319)","(21.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.70967741935484)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.5, 2.4784)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.89795918367347)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:49.423371,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 20.0, 20.009174311926607)","(19.0, 26.0, 25.151515151515152)","(15.0, 18.0, 17.473684210526315)","(21.0, 32.0, 31.166666666666668)","(3.7, 4.2, 4.1967741935483875)","(21.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.70967741935484)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.5, 2.459459459459459)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.89795918367347)","(51.0, 90.0, 87.14285714285714)","(101.0, 330.0, 305.0)"
07-01-2023 16:22:50.978927,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 21.0, 19.55217391304348)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.0, 17.473684210526315)","(21.0, 32.0, 31.166666666666668)","(3.7, 4.2, 4.167447306791569)","(21.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.70967741935484)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.48, 2.4543243243243245)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 37.38461538461539)","(51.0, 90.0, 87.14285714285714)","(101.0, 330.0, 305.0)"
07-01-2023 16:22:52.697254,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.672413793103445)","(15.0, 21.0, 19.600840336134453)","(19.0, 26.0, 25.176470588235293)","(15.0, 18.0, 17.5)","(21.0, 32.0, 30.933333333333334)","(3.7, 4.3, 4.185884691848906)","(21.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.70967741935484)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.48, 2.4543243243243245)","(31.0, 44.0, 40.285714285714285)","(31.0, 38.0, 37.03448275862069)","(51.0, 90.0, 87.14285714285714)","(101.0, 330.0, 305.0)"
07-01-2023 16:22:54.423585,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.672413793103445)","(15.0, 21.0, 19.243243243243242)","(19.0, 26.0, 25.176470588235293)","(15.0, 18.0, 17.5)","(21.0, 32.0, 31.466666666666665)","(3.7, 4.3, 4.184229390681003)","(21.0, 29.0, 28.333333333333332)","(21.0, 32.0, 30.823529411764707)","(41.0, 60.0, 58.92156862745098)","(2.15, 2.48, 2.4588888888888887)","(31.0, 44.0, 40.53333333333333)","(31.0, 38.0, 36.2)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:56.010282,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.672413793103445)","(15.0, 20.0, 19.243243243243242)","(19.0, 26.0, 25.176470588235293)","(15.0, 18.0, 17.5)","(21.0, 32.0, 31.466666666666665)","(3.7, 4.3, 4.184229390681003)","(21.0, 29.0, 28.333333333333332)","(21.0, 32.0, 30.823529411764707)","(41.0, 60.0, 58.92156862745098)","(2.15, 2.48, 2.4588888888888887)","(31.0, 44.0, 40.53333333333333)","(31.0, 38.0, 36.2)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:57.673406,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.672413793103445)","(15.0, 20.0, 19.243243243243242)","(19.0, 26.0, 25.176470588235293)","(15.0, 18.0, 17.5)","(21.0, 32.0, 30.733333333333334)","(3.7, 4.3, 4.207964601769912)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.48, 2.466470588235294)","(31.0, 44.0, 41.5)","(31.0, 38.0, 36.54545454545455)","(51.0, 90.0, 88.33333333333333)","(101.0, 340.0, 305.0)"
07-01-2023 16:22:59.315599,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.96875)","(15.0, 19.0, 18.655172413793103)","(19.0, 25.0, 24.358974358974358)","(15.0, 18.0, 17.813953488372093)","(21.0, 34.0, 32.31111111111111)","(3.7, 4.3, 4.207964601769912)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.48, 2.466470588235294)","(31.0, 44.0, 41.5)","(31.0, 38.0, 36.54545454545455)","(51.0, 90.0, 88.33333333333333)","(101.0, 330.0, 305.0)"
07-01-2023 16:23:00.903946,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.96875)","(15.0, 19.0, 18.655172413793103)","(20.0, 25.0, 24.358974358974358)","(15.0, 18.0, 17.813953488372093)","(21.0, 34.0, 32.31111111111111)","(3.7, 4.3, 4.207964601769912)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.48, 2.4570886075949367)","(31.0, 44.0, 41.62162162162162)","(31.0, 38.0, 36.54545454545455)","(51.0, 90.0, 88.66666666666667)","(101.0, 330.0, 305.0)"
07-01-2023 16:23:02.473525,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.96875)","(15.0, 19.0, 18.761904761904763)","(20.0, 25.0, 24.358974358974358)","(15.0, 18.0, 17.813953488372093)","(21.0, 34.0, 32.146341463414636)","(3.7, 4.3, 4.2308252427184465)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.46, 2.4570886075949367)","(31.0, 44.0, 41.5)","(31.0, 38.0, 36.54545454545455)","(51.0, 90.0, 88.33333333333333)","(101.0, 330.0, 300.0)"
07-01-2023 16:23:04.082118,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.96875)","(15.0, 19.0, 18.77777777777778)","(20.0, 25.0, 24.5)","(15.0, 18.0, 17.813953488372093)","(21.0, 34.0, 32.146341463414636)","(3.7, 4.3, 4.227789934354486)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.46, 2.4570886075949367)","(31.0, 44.0, 41.5)","(31.0, 38.0, 36.75)","(51.0, 90.0, 88.33333333333333)","(101.0, 320.0, 294.0)"
07-01-2023 16:23:05.717750,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.96875)","(15.0, 19.0, 18.77777777777778)","(20.0, 25.0, 24.047619047619047)","(15.0, 18.0, 17.813953488372093)","(21.0, 34.0, 32.095238095238095)","(3.7, 4.3, 4.22364990689013)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.46, 2.4646575342465753)","(31.0, 44.0, 41.62162162162162)","(31.0, 38.0, 36.54545454545455)","(51.0, 90.0, 88.33333333333333)","(101.0, 350.0, 294.0)"
07-01-2023 16:23:07.418411,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.96875)","(15.0, 19.0, 18.77777777777778)","(20.0, 25.0, 24.047619047619047)","(15.0, 18.0, 17.813953488372093)","(21.0, 34.0, 32.095238095238095)","(3.7, 4.3, 4.228571428571429)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.48, 2.456875)","(31.0, 44.0, 41.224489795918366)","(31.0, 38.0, 36.54545454545455)","(51.0, 90.0, 88.33333333333333)","(101.0, 350.0, 294.0)"
07-01-2023 16:23:09.023778,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.96875)","(15.0, 19.0, 18.77777777777778)","(19.0, 25.0, 24.047619047619047)","(15.0, 18.0, 17.365384615384617)","(21.0, 34.0, 32.095238095238095)","(3.7, 4.3, 4.228771929824561)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.46, 2.456875)","(31.0, 44.0, 41.30434782608695)","(31.0, 38.0, 36.75)","(51.0, 90.0, 88.33333333333333)","(101.0, 350.0, 294.0)"
07-01-2023 16:23:10.717981,"(101.0, 290.0, 267.5)","(51.0, 60.0, 57.96875)","(15.0, 19.0, 18.77777777777778)","(19.0, 25.0, 24.047619047619047)","(15.0, 18.0, 17.043478260869566)","(21.0, 34.0, 32.095238095238095)","(3.7, 4.3, 4.228771929824561)","(21.0, 29.0, 28.84)","(21.0, 32.0, 31.166666666666668)","(41.0, 60.0, 59.10714285714286)","(2.15, 2.46, 2.4282666666666666)","(31.0, 44.0, 41.30434782608695)","(31.0, 38.0, 36.75)","(51.0, 90.0, 91.875)","(101.0, 350.0, 294.0)"
07-01-2023 16:23:12.339094,"(101.0, 290.0, 267.5)","(51.0, 60.0, 58.220338983050844)","(15.0, 19.0, 18.75)","(19.0, 25.0, 24.047619047619047)","(15.0, 18.0, 16.560606060606062)","(21.0, 34.0, 31.571428571428573)","(3.7, 4.3, 4.240588235294117)","(21.0, 29.0, 28.96)","(21.0, 32.0, 31.55)","(41.0, 60.0, 59.18181818181818)","(2.15, 2.44, 2.4285714285714284)","(31.0, 44.0, 41.416666666666664)","(31.0, 38.0, 38.0)","(51.0, 95.0, 92.33333333333333)","(101.0, 350.0, 310.0)"
07-01-2023 16:23:13.954851,"(101.0, 290.0, 267.5)","(51.0, 60.0, 58.275862068965516)","(15.0, 19.0, 18.863636363636363)","(19.0, 25.0, 24.047619047619047)","(15.0, 17.0, 16.61842105263158)","(21.0, 32.0, 31.76)","(3.7, 4.3, 4.217782426778243)","(21.0, 29.0, 29.23076923076923)","(21.0, 32.0, 31.63157894736842)","(41.0, 60.0, 59.25925925925926)","(2.15, 2.44, 2.4292753623188403)","(31.0, 44.0, 41.52)","(31.0, 40.0, 38.2)","(51.0, 95.0, 92.5)","(101.0, 350.0, 317.5)"
07-01-2023 16:23:15.576857,"(101.0, 290.0, 275.0)","(51.0, 60.0, 58.38709677419355)","(15.0, 19.5, 19.075757575757574)","(20.0, 25.0, 24.058823529411764)","(15.0, 17.0, 16.814102564102566)","(21.0, 32.0, 31.833333333333332)","(3.7, 4.3, 4.227217741935484)","(21.0, 30.0, 29.38888888888889)","(21.0, 32.0, 31.68888888888889)","(41.0, 60.0, 59.310344827586206)","(2.15, 2.44, 2.4309122807017545)","(31.0, 44.0, 41.74545454545454)","(31.0, 40.0, 38.5)","(51.0, 95.0, 93.18181818181819)","(101.0, 330.0, 320.0)"
07-01-2023 16:23:17.210565,"(101.0, 290.0, 275.0)","(51.0, 60.0, 58.38709677419355)","(15.0, 19.5, 19.075757575757574)","(20.0, 25.0, 24.058823529411764)","(15.0, 17.0, 16.814102564102566)","(21.0, 32.0, 31.833333333333332)","(3.7, 4.3, 4.221691973969631)","(21.0, 30.0, 29.38888888888889)","(21.0, 32.0, 31.68888888888889)","(41.0, 60.0, 59.310344827586206)","(2.15, 2.44, 2.4309122807017545)","(31.0, 44.0, 41.74545454545454)","(31.0, 40.0, 36.857142857142854)","(51.0, 95.0, 93.18181818181819)","(101.0, 330.0, 320.0)"
07-01-2023 16:23:18.783139,"(101.0, 310.0, 280.0)","(51.0, 60.0, 58.333333333333336)","(15.0, 19.5, 19.048387096774192)","(20.0, 25.0, 24.157894736842106)","(15.0, 17.0, 16.80921052631579)","(21.0, 32.0, 31.490909090909092)","(3.7, 4.3, 4.2213507625272335)","(21.0, 30.0, 29.3125)","(21.0, 32.0, 31.695652173913043)","(41.0, 60.0, 59.285714285714285)","(2.15, 2.44, 2.4308480565371022)","(31.0, 44.0, 41.660377358490564)","(31.0, 38.0, 36.857142857142854)","(51.0, 95.0, 93.0)","(101.0, 350.0, 366.6666666666667)"
07-01-2023 16:23:20.429854,"(101.0, 320.0, 296.0)","(51.0, 60.0, 58.389830508474574)","(15.0, 19.5, 18.7)","(20.0, 25.0, 22.692307692307693)","(15.0, 17.0, 16.833333333333332)","(21.0, 32.0, 31.59259259259259)","(3.7, 4.3, 4.314893617021276)","(21.0, 30.0, 29.42105263157895)","(21.0, 32.0, 31.813953488372093)","(41.0, 60.0, 59.36363636363636)","(2.15, 2.44, 2.431498127340824)","(31.0, 44.0, 41.74545454545454)","(31.0, 38.0, 37.2)","(51.0, 95.0, 92.77777777777777)","(101.0, 410.0, 328.75)"
07-01-2023 16:23:22.017513,"(101.0, 320.0, 296.0)","(51.0, 60.0, 58.225806451612904)","(16.0, 19.0, 18.3)","(20.0, 25.0, 22.545454545454547)","(15.0, 17.0, 16.82089552238806)","(21.0, 32.0, 31.352941176470587)","(3.7, 4.4, 4.36271186440678)","(21.0, 30.0, 29.42105263157895)","(21.0, 32.0, 31.659574468085108)","(41.0, 60.0, 58.63636363636364)","(2.15, 2.44, 2.428377358490566)","(31.0, 44.0, 41.74545454545454)","(31.0, 38.0, 35.55555555555556)","(51.0, 95.0, 92.77777777777777)","(101.0, 410.0, 328.75)"
07-01-2023 16:23:23.738419,"(101.0, 320.0, 296.0)","(51.0, 60.0, 56.92660550458716)","(16.0, 18.5, 17.5)","(20.0, 24.0, 23.53846153846154)","(15.0, 17.0, 16.882978723404257)","(21.0, 32.0, 31.214285714285715)","(3.7, 4.4, 4.369655172413793)","(21.0, 30.0, 29.5)","(21.0, 32.0, 31.58490566037736)","(41.0, 60.0, 58.6764705882353)","(2.15, 2.44, 2.4303749999999997)","(31.0, 44.0, 41.898305084745765)","(31.0, 36.0, 35.77777777777778)","(51.0, 95.0, 92.77777777777777)","(101.0, 410.0, 316.6666666666667)"
07-01-2023 16:23:25.271263,"(101.0, 320.0, 296.0)","(51.0, 60.0, 56.92660550458716)","(16.0, 18.5, 17.5)","(20.0, 24.0, 23.53846153846154)","(15.0, 17.0, 16.882978723404257)","(21.0, 32.0, 31.88888888888889)","(3.7, 4.4, 6.503225806451613)","(21.0, 30.0, 24.333333333333336)","(21.0, 32.0, 38.0)","(41.0, 60.0, 78.0)","(2.15, 2.44, 4.792)","(31.0, 44.0, 58.66666666666667)","(31.0, 36.0, 54.66666666666667)","(51.0, 95.0, 232.85714285714286)","(101.0, 390.0, 9504.05)"
07-01-2023 16:23:26.967813,"(101.0, 99999, 9504.05)","(51.0, 75.0, 56.5)","(16.0, 26.0, 15.5)","(20.0, 36.0, 26.0)","(15.0, 28.0, 18.666666666666668)","(21.0, 60.0, 47.0)","(3.7, 6.6, 6.503225806451613)","(21.0, 42.0, 24.333333333333336)","(21.0, 55.0, 38.0)","(41.0, 170.0, 76.0)","(2.15, 5.0, 3.7142857142857144)","(31.0, 120.0, 54.0)","(31.0, 110.0, 37.5)","(51.0, 250.0, 214.76190476190476)","(101.0, 99999, 926.5)"
07-01-2023 16:23:28.943524,"(101.0, 970.0, 914.7368421052631)","(51.0, 75.0, 50.333333333333336)","(16.0, 26.0, 15.5)","(20.0, 36.0, 26.0)","(15.0, 27.0, 20.5)","(21.0, 48.0, 42.4)","(3.7, 6.6, 3.938709677419355)","(21.0, 42.0, 35.714285714285715)","(21.0, 48.0, 34.5)","(41.0, 120.0, 76.0)","(2.15, 4.0, 3.515151515151515)","(31.0, 80.0, 54.0)","(31.0, 40.0, 29.166666666666668)","(51.0, 230.0, 214.76190476190476)","(101.0, 970.0, 798.0)"
07-01-2023 16:23:30.728080,"(101.0, 960.0, 9478.0)","(51.0, 75.0, 40.0)","(16.0, 26.0, 17.25)","(20.0, 36.0, 22.666666666666668)","(15.0, 27.0, 10.078947368421053)","(21.0, 48.0, 41.33333333333333)","(3.7, 3.95, 5.775)","(21.0, 42.0, 34.285714285714285)","(21.0, 48.0, 41.77777777777778)","(41.0, 120.0, 61.33333333333333)","(2.15, 4.0, 3.16)","(31.0, 80.0, 74.28571428571428)","(31.0, 40.0, 29.166666666666668)","(51.0, 230.0, 212.5)","(101.0, 970.0, 778.8888888888889)"
07-01-2023 16:23:32.574976,"(101.0, 99999, 724.2857142857143)","(51.0, 70.0, 40.0)","(16.0, 24.0, 17.25)","(20.0, 36.0, 20.5)","(15.0, 10.5, 21.375)","(21.0, 44.0, 41.33333333333333)","(3.7, 6.0, 5.485714285714286)","(21.0, 40.0, 34.285714285714285)","(21.0, 48.0, 38.2)","(41.0, 120.0, 49.66666666666667)","(2.15, 3.9, 2.712727272727273)","(31.0, 80.0, 66.25)","(31.0, 40.0, 29.166666666666668)","(51.0, 220.0, 212.10526315789474)","(101.0, 99999, 8762.875)"
07-01-2023 16:23:34.341134,"(101.0, 970.0, 798.0)","(51.0, 70.0, 52.5)","(16.0, 24.0, 18.6)","(20.0, 34.0, 20.666666666666668)","(15.0, 25.0, 13.125)","(21.0, 44.0, 41.33333333333333)","(3.7, 5.8, 5.211538461538462)","(21.0, 40.0, 34.285714285714285)","(21.0, 46.0, 38.666666666666664)","(41.0, 95.0, 49.66666666666667)","(2.15, 2.88, 2.8695495495495495)","(31.0, 75.0, 43.666666666666664)","(31.0, 40.0, 29.166666666666668)","(51.0, 220.0, 169.0)","(101.0, 940.0, 836.25)"
07-01-2023 16:23:36.100965,"(101.0, 970.0, 9449.611111111111)","(51.0, 75.0, 45.0)","(16.0, 24.0, 18.6)","(20.0, 30.0, 35.714285714285715)","(15.0, 14.0, 13.125)","(21.0, 44.0, 41.33333333333333)","(3.7, 5.8, 3.2567839195979897)","(21.0, 40.0, 34.285714285714285)","(21.0, 44.0, 38.666666666666664)","(41.0, 95.0, 58.5)","(2.15, 2.88, 2.7618181818181817)","(31.0, 75.0, 42.0)","(31.0, 40.0, 29.166666666666668)","(51.0, 180.0, 164.28571428571428)","(101.0, 930.0, 827.5)"
