,Rockin Charmer,Miss Daphne,Iamnopet,Rakareplay Nz,Rockinthecity,Officially Shady,Miyagi Boy
14-12-2022 13:37:56.858234,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:57.863115,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:58.966641,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:00.145678,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:01.599253,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:02.941225,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:04.233263,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:05.438278,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:06.557064,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.64)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:07.601072,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.64)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:08.617107,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.64)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:09.710829,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.64)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:10.916462,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.64)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:12.161803,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.64)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:13.362351,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.64)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:14.540540,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.5, 5.3428571428571425)","(20.0, 32.0, 27.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:15.774280,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.5, 5.45)","(20.0, 32.0, 27.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:16.871811,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.45)","(20.0, 32.0, 27.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:17.872529,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.45)","(20.0, 32.0, 27.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:18.840736,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.45)","(20.0, 32.0, 27.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:19.986410,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.45)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:21.129982,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.45)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:22.397899,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.45)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:23.686555,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.5285714285714285)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:24.921013,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.7, 5.614285714285714)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:26.085070,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.566666666666666)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:27.239518,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.566666666666666)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:28.259265,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.566666666666666)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:29.249278,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.566666666666666)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:30.342432,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.614285714285714)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:31.474172,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.614285714285714)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:32.615023,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.614285714285714)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:33.899939,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 68.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.8, 5.3999999999999995)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:35.117189,"(31.0, 50.0, 42.0)","(31.0, 75.0, 68.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.257142857142857)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:36.203663,"(31.0, 90.0, 62.0)","(31.0, 75.0, 68.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.257142857142857)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:37.227165,"(31.0, 70.0, 52.0)","(31.0, 75.0, 68.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.257142857142857)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:38.353178,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.257142857142857)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:39.571864,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.257142857142857)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:40.824871,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.257142857142857)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:42.026259,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:43.229599,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:44.404706,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:45.572839,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:46.845715,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:47.971309,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:49.037754,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:50.074398,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:51.113723,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:52.164640,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:53.238981,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:54.328586,"(31.0, 70.0, 52.0)","(31.0, 70.0, 60.0)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:55.690708,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:56.876353,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:58.006426,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:38:59.115469,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:00.212558,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:01.141815,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:02.175263,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:03.379844,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:04.580223,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:05.867506,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:07.237653,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:08.386160,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:09.702110,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:11.166179,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:12.238976,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:13.522716,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:14.733563,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:16.042629,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:17.285084,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:18.453047,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:19.628893,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:20.622646,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:21.736496,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:22.706756,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:23.688120,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:24.673199,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:25.639301,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:26.700580,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:27.792689,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:28.886299,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:30.083002,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:31.271253,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:32.468879,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:33.490417,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:34.555756,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:35.516840,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:36.490717,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:37.441753,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:38.478790,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:39.448846,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:40.401808,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:41.529272,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:42.621368,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
