,Lonely Gemma,Ryders Ambition,Lets Go Yoyo,Chanelle,Clarks A Lark,Homebush Sparkle,Rowdys Monster,Goldstar Vargas
16-12-2022 10:56:28.872045,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:29.996198,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:31.063849,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:32.190703,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:33.277148,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:34.314269,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:35.377637,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:36.433144,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:37.556333,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.457142857142857)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:38.647565,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.4, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:39.729672,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:40.801800,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:41.788235,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:42.763594,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:43.784547,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:44.796063,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:45.852710,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:46.879663,"(7.0, 13.0, 10.933333333333334)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.966666666666667)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:47.899451,"(7.0, 13.0, 12.2)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 15.0, 11.7)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.5)"
16-12-2022 10:56:48.907042,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.5, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.400000000000002)"
16-12-2022 10:56:49.926663,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:50.960685,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:52.003367,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:53.046602,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:54.069106,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:55.105856,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:56.123597,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:57.225980,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:58.288924,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:56:59.384925,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.0)"
16-12-2022 10:57:00.476159,"(7.0, 13.0, 12.36)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 3.2, 2.410909090909091)","(9.0, 38.0, 33.0)"
16-12-2022 10:57:01.568152,"(7.0, 13.5, 12.81)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 33.0)"
16-12-2022 10:57:02.618333,"(7.0, 13.5, 12.81)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 33.0)"
16-12-2022 10:57:03.658291,"(7.0, 13.5, 12.81)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 32.2)"
16-12-2022 10:57:04.682627,"(7.0, 13.5, 12.81)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 23.4)"
16-12-2022 10:57:05.729149,"(7.0, 13.5, 12.81)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 23.4)"
16-12-2022 10:57:06.734330,"(7.0, 13.5, 12.81)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.125)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 23.4)"
16-12-2022 10:57:07.776777,"(7.0, 13.5, 12.81)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 23.4)"
16-12-2022 10:57:08.821851,"(7.0, 13.5, 12.81)","(16.0, 75.0, 60.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 23.4)"
16-12-2022 10:57:09.811440,"(7.0, 13.5, 12.81)","(16.0, 75.0, 45.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 14.0)"
16-12-2022 10:57:10.861090,"(7.0, 13.5, 12.81)","(16.0, 75.0, 45.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 14.0)"
16-12-2022 10:57:11.915586,"(7.0, 13.5, 12.81)","(16.0, 75.0, 45.0)","(21.0, 220.0, 120.0)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 14.0)"
16-12-2022 10:57:12.973448,"(7.0, 13.5, 12.81)","(16.0, 75.0, 45.0)","(21.0, 210.0, 91.25)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 14.0)"
16-12-2022 10:57:14.055126,"(7.0, 13.5, 12.81)","(16.0, 75.0, 45.0)","(21.0, 210.0, 91.25)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 14.0)"
16-12-2022 10:57:15.064037,"(7.0, 13.5, 12.81)","(16.0, 75.0, 45.0)","(21.0, 210.0, 91.25)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 14.0)"
16-12-2022 10:57:16.049647,"(7.0, 13.5, 12.81)","(16.0, 75.0, 45.0)","(21.0, 210.0, 91.25)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.0)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 38.0, 12.184615384615384)"
16-12-2022 10:57:17.045675,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 5.333333333333333)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:18.010532,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 5.333333333333333)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.433333333333332)"
16-12-2022 10:57:19.077065,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 13.066666666666666)","(5.0, 8.0, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:20.146888,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 13.066666666666666)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:21.227616,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:22.281520,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:23.269079,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:24.219954,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:25.252806,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:26.261571,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:27.301370,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:28.367310,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.184615384615384)"
16-12-2022 10:57:29.461337,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 30.0)"
16-12-2022 10:57:30.500287,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.36923076923077)"
16-12-2022 10:57:31.574020,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.328181818181818)","(9.0, 48.0, 12.36923076923077)"
16-12-2022 10:57:32.619345,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.3)","(6.5, 17.0, 13.3)","(1.95, 2.86, 2.5636363636363635)","(9.0, 48.0, 12.36923076923077)"
16-12-2022 10:57:33.687027,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 7.652380952380952)","(6.5, 17.0, 13.3)","(1.95, 2.84, 2.5636363636363635)","(9.0, 48.0, 12.36923076923077)"
16-12-2022 10:57:34.818572,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 7.659090909090909)","(6.5, 17.0, 13.3)","(1.95, 2.84, 2.5636363636363635)","(9.0, 48.0, 12.36923076923077)"
16-12-2022 10:57:35.912213,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 7.659090909090909)","(6.5, 17.0, 13.3)","(1.95, 2.84, 2.5636363636363635)","(9.0, 48.0, 12.36923076923077)"
16-12-2022 10:57:37.014327,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 7.663636363636363)","(6.5, 17.0, 13.3)","(1.95, 2.84, 2.5636363636363635)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:38.020853,"(7.0, 13.5, 12.81)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.8)","(6.5, 17.0, 13.3)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:39.068606,"(7.0, 13.5, 12.383333333333333)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.3)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:40.069179,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.3)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:41.099549,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 16.29375)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:42.149667,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:43.256700,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:44.337295,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:45.387765,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:46.419236,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 210.0, 103.88888888888889)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:47.426256,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 200.0, 99.44444444444444)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.225000000000001)"
16-12-2022 10:57:48.484073,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 25.133333333333336)"
16-12-2022 10:57:49.592305,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 25.133333333333336)"
16-12-2022 10:57:50.675442,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.399999999999999)"
16-12-2022 10:57:51.779756,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.399999999999999)"
16-12-2022 10:57:52.868655,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.399999999999999)"
16-12-2022 10:57:53.942027,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.333333333333332)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.399999999999999)"
16-12-2022 10:57:54.951749,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.266666666666666)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.399999999999999)"
16-12-2022 10:57:55.945760,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 16.29375)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.399999999999999)"
16-12-2022 10:57:56.978294,"(7.0, 13.5, 11.333333333333332)","(16.0, 110.0, 62.5)","(21.0, 190.0, 95.0)","(10.0, 20.0, 16.97142857142857)","(5.0, 7.8, 6.866666666666666)","(6.5, 17.0, 13.4)","(1.95, 2.84, 2.294736842105263)","(9.0, 48.0, 14.399999999999999)"
