,Saganaki Kid,Trenzalore,Dewana Burger,Trending Zari,Dirt Farmer,Darnum Diva,Osprey Athena
04-01-2023 13:36:49.698793,"(19.0, 48.0, 43.65217391304348)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(20.0, 48.0, 31.1)","(1.85, 2.1, 2.05)"
04-01-2023 13:36:50.889879,"(19.0, 48.0, 43.65217391304348)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(20.0, 48.0, 31.1)","(1.85, 2.1, 2.05)"
04-01-2023 13:36:52.012758,"(19.0, 48.0, 43.65217391304348)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(20.0, 48.0, 31.1)","(1.85, 2.1, 2.05)"
04-01-2023 13:36:53.157388,"(19.0, 48.0, 43.65217391304348)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.771428571428571)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(20.0, 48.0, 32.111111111111114)","(1.85, 2.1, 2.028)"
04-01-2023 13:36:54.235040,"(19.0, 48.0, 45.14285714285714)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.771428571428571)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 32.111111111111114)","(1.85, 2.04, 2.028)"
04-01-2023 13:36:55.248923,"(19.0, 48.0, 45.14285714285714)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 32.111111111111114)","(1.85, 2.04, 2.028)"
04-01-2023 13:36:56.322624,"(19.0, 48.0, 45.14285714285714)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 32.111111111111114)","(1.85, 2.04, 2.028)"
04-01-2023 13:36:57.300441,"(19.0, 48.0, 45.14285714285714)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 32.111111111111114)","(1.85, 2.04, 2.028)"
04-01-2023 13:36:58.329422,"(19.0, 48.0, 45.14285714285714)","(51.0, 280.0, 236.0)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 32.111111111111114)","(1.85, 2.04, 2.028)"
04-01-2023 13:36:59.501520,"(19.0, 48.0, 45.14285714285714)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 32.111111111111114)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:00.648379,"(19.0, 48.0, 45.14285714285714)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.72)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 34.25)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:01.751198,"(19.0, 48.0, 39.05882352941177)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 34.904761904761905)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:02.861168,"(19.0, 48.0, 32.0)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 34.904761904761905)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:03.929778,"(19.0, 48.0, 32.0)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 34.904761904761905)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:05.108825,"(19.0, 48.0, 32.0)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 33.33333333333333)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:06.178672,"(19.0, 48.0, 32.0)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 33.33333333333333)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:07.246482,"(19.0, 48.0, 42.46153846153846)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 33.11764705882353)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:08.249283,"(19.0, 48.0, 34.0)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 33.11764705882353)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:09.383273,"(19.0, 48.0, 34.666666666666664)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 33.11764705882353)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:10.711261,"(19.0, 48.0, 44.19047619047619)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 33.11764705882353)","(1.85, 2.04, 2.028)"
04-01-2023 13:37:11.977452,"(19.0, 48.0, 44.19047619047619)","(51.0, 280.0, 243.33333333333331)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 33.11764705882353)","(1.85, 2.04, 2.168)"
04-01-2023 13:37:13.130912,"(19.0, 48.0, 44.19047619047619)","(51.0, 280.0, 109.41176470588235)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.323809523809523)","(21.0, 48.0, 43.0)","(1.85, 2.18, 2.1571428571428575)"
04-01-2023 13:37:14.351689,"(19.0, 46.0, 45.17647058823529)","(51.0, 270.0, 160.0)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 43.0)","(1.85, 2.18, 2.1571428571428575)"
04-01-2023 13:37:15.603393,"(19.0, 46.0, 45.17647058823529)","(51.0, 260.0, 160.0)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.63157894736842)","(1.85, 2.18, 2.1571428571428575)"
04-01-2023 13:37:16.842427,"(19.0, 46.0, 45.17647058823529)","(51.0, 260.0, 148.88888888888889)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.1571428571428575)"
04-01-2023 13:37:17.989940,"(19.0, 46.0, 45.17647058823529)","(51.0, 260.0, 148.88888888888889)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:19.129083,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 212.0)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:20.310776,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 212.0)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:21.404977,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:22.395060,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:23.500763,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:24.634149,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:25.773394,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:26.883690,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.95)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:28.141388,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:29.355083,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:30.573009,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:31.770937,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.170588235294118)"
04-01-2023 13:37:33.042914,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 212.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.164)"
04-01-2023 13:37:34.345573,"(19.0, 46.0, 45.17647058823529)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.164)"
04-01-2023 13:37:35.504525,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.8)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.377272727272727)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.164)"
04-01-2023 13:37:36.609644,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.5, 9.657142857142857)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.164)"
04-01-2023 13:37:37.719286,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.0, 9.5)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.164)"
04-01-2023 13:37:38.823632,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 218.33333333333334)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.0, 8.928571428571429)","(21.0, 46.0, 31.3)","(1.85, 2.18, 2.164)"
04-01-2023 13:37:39.930679,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 155.0)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.2, 5.763636363636364)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.164)"
04-01-2023 13:37:40.996657,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.2, 5.199999999999999)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.164)"
04-01-2023 13:37:42.134037,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.0, 5.324999999999999)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:43.283996,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.0, 5.324999999999999)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:44.440473,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.0, 5.324999999999999)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:45.606414,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.0, 5.324999999999999)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:46.676581,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.892307692307693)","(3.9, 6.0, 5.324999999999999)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:47.770189,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.324999999999999)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:48.903132,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.792307692307692)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:49.990088,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.792307692307692)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:51.113688,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:52.272091,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:53.416039,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:54.462032,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:55.525414,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:56.675172,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:57.731445,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:58.688007,"(19.0, 46.0, 45.06666666666666)","(51.0, 260.0, 108.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:37:59.741249,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.877272727272727)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1100000000000003)"
04-01-2023 13:38:00.855916,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.85)","(7.0, 10.0, 8.620689655172415)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.04875)"
04-01-2023 13:38:01.969894,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.85)","(7.0, 10.0, 8.666666666666666)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1)"
04-01-2023 13:38:03.257627,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.977777777777778)","(3.9, 6.0, 5.85)","(7.0, 9.6, 9.0)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:04.298605,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 6.0181818181818185)","(3.9, 6.0, 5.85)","(7.0, 9.6, 9.0)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:05.462853,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.9818181818181815)","(3.9, 6.0, 5.85)","(7.0, 10.0, 8.363636363636363)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:06.683852,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.9818181818181815)","(3.9, 6.0, 5.85)","(7.0, 9.6, 8.363636363636363)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:07.717100,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.2, 6.2, 5.9818181818181815)","(3.9, 6.0, 5.85)","(7.0, 9.6, 8.380952380952381)","(21.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:08.770157,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.9818181818181815)","(4.0, 6.0, 5.85)","(7.0, 9.6, 9.244444444444445)","(20.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:10.013715,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.9818181818181815)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.1586956521739133)"
04-01-2023 13:38:11.099742,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.156)"
04-01-2023 13:38:12.074787,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.333333333333332)","(1.85, 2.16, 2.1558490566037736)"
04-01-2023 13:38:13.400503,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1558490566037736)"
04-01-2023 13:38:14.543762,"(19.0, 46.0, 45.06666666666666)","(51.0, 250.0, 101.66666666666667)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.333333333333332)","(1.85, 2.18, 2.1544000000000003)"
04-01-2023 13:38:15.745481,"(19.0, 46.0, 45.06666666666666)","(51.0, 260.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.428571428571427)","(1.85, 2.18, 2.119047619047619)"
04-01-2023 13:38:16.913906,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.110909090909091)"
04-01-2023 13:38:18.017825,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0477777777777777)"
04-01-2023 13:38:19.113194,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0473684210526315)"
04-01-2023 13:38:20.239687,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.1)"
04-01-2023 13:38:21.354997,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 9.244444444444445)","(20.0, 46.0, 27.25)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:22.467518,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.4, 8.639999999999999)","(20.0, 46.0, 27.25)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:23.443281,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.2, 8.639999999999999)","(20.0, 46.0, 27.25)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:24.387556,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 9.2, 8.331034482758621)","(20.0, 46.0, 27.25)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:25.356739,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.8)","(4.0, 6.0, 5.85)","(7.0, 9.2, 8.145454545454545)","(20.0, 46.0, 27.25)","(1.85, 2.16, 2.1)"
04-01-2023 13:38:26.368444,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 8.6, 8.13125)","(20.0, 46.0, 27.25)","(1.85, 2.16, 2.0540000000000003)"
04-01-2023 13:38:27.387979,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 8.6, 8.105)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0540000000000003)"
04-01-2023 13:38:28.417384,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 8.6, 8.105)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0540000000000003)"
04-01-2023 13:38:29.594914,"(19.0, 48.0, 43.2)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 8.6, 8.105)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0540000000000003)"
04-01-2023 13:38:30.790895,"(19.0, 48.0, 43.2)","(51.0, 250.0, 117.5)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 8.6, 8.105)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0507692307692307)"
04-01-2023 13:38:31.915434,"(19.0, 48.0, 43.2)","(51.0, 260.0, 117.5)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 8.6, 8.105)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0540000000000003)"
04-01-2023 13:38:33.122834,"(19.0, 48.0, 43.78947368421053)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 8.6, 8.105)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0540000000000003)"
04-01-2023 13:38:34.486426,"(19.0, 48.0, 43.78947368421053)","(51.0, 250.0, 160.0)","(4.4, 6.2, 5.977777777777778)","(4.0, 6.0, 5.85)","(7.0, 8.6, 8.105)","(20.0, 46.0, 27.25)","(1.85, 2.18, 2.0540000000000003)"
