,Jayville Glory,Blazing Lexi,Like A Lorry,Jax Star,Roxy Crumpet,Kenzie Bale,Chappys Girl,Aaron Alpaca
09-01-2023 12:55:17.905353,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 16.5)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:19.024953,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 14.666666666666666)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.691666666666667)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:20.129422,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 14.666666666666666)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.35, 2.6093333333333333)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:21.281211,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.753703703703704)","(11.0, 22.0, 20.166666666666664)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.6093333333333333)","(5.5, 13.0, 8.333333333333334)"
09-01-2023 12:55:22.396650,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.730769230769231)","(11.0, 22.0, 20.166666666666664)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.6093333333333333)","(5.5, 13.0, 8.054545454545455)"
09-01-2023 12:55:23.503243,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.166666666666664)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.6093333333333333)","(5.5, 13.0, 8.054545454545455)"
09-01-2023 12:55:24.636658,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.166666666666664)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.62)","(5.5, 13.0, 8.054545454545455)"
09-01-2023 12:55:25.689106,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.166666666666664)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.054545454545455)"
09-01-2023 12:55:26.712236,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.7962962962962963)","(11.0, 22.0, 19.5)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:27.734464,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.775)","(11.0, 22.0, 20.333333333333336)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:28.749851,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.89)","(11.0, 22.0, 20.57142857142857)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:29.818087,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.357142857142858)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:30.882560,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.357142857142858)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:31.945508,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.357142857142858)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:32.993245,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.357142857142858)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:34.027414,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.357142857142858)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:35.013475,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.357142857142858)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.35, 2.990909090909091)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:36.065599,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 20.357142857142858)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.782)","(5.5, 13.0, 8.266666666666667)"
09-01-2023 12:55:37.072250,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.7962962962962963)","(11.0, 22.0, 19.25)","(16.0, 42.0, 27.833333333333336)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.782)","(5.5, 13.0, 8.333333333333334)"
09-01-2023 12:55:38.201480,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.775)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.782)","(5.5, 13.0, 8.054545454545455)"
09-01-2023 12:55:39.344688,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.775)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.782)","(5.5, 13.0, 8.054545454545455)"
09-01-2023 12:55:40.436418,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.825263157894737)","(5.5, 13.0, 8.054545454545455)"
09-01-2023 12:55:41.470925,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.74)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:42.511279,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.74)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:55:43.533482,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.74)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:44.607259,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.74)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:45.736730,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:46.827940,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:47.907920,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:48.950926,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:49.992424,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:51.038168,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:52.075614,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.4)"
09-01-2023 12:55:53.163627,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.4)"
09-01-2023 12:55:54.256067,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:55.381659,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:56.537509,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:57.691285,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:58.847655,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:55:59.981090,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:01.153958,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:02.184657,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:03.163869,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:04.257582,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:05.325960,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:56:06.419615,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:07.525803,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:08.705951,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 46.0, 29.61111111111111)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:09.798786,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:10.942759,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 19.9)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:12.015519,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 21.142857142857142)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:13.062745,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:14.199812,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:15.310851,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:16.402303,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:17.517515,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:18.615950,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.720000000000001)"
09-01-2023 12:56:19.714225,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 8.63076923076923)"
09-01-2023 12:56:20.820797,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.88)"
09-01-2023 12:56:21.968144,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.88)"
09-01-2023 12:56:23.156196,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.88)"
09-01-2023 12:56:24.285104,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.88)"
09-01-2023 12:56:25.430939,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.88)"
09-01-2023 12:56:26.575339,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.88)"
09-01-2023 12:56:27.668307,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 7.88)"
09-01-2023 12:56:28.839300,"(10.0, 19.0, 16.166666666666668)","(7.0, 16.5, 10.709090909090909)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 13.0, 6.7846153846153845)"
09-01-2023 12:56:29.962098,"(10.0, 19.0, 16.166666666666668)","(7.0, 15.5, 9.714285714285715)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 46.0, 31.25)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 8.2, 6.7846153846153845)"
09-01-2023 12:56:31.083610,"(10.0, 19.0, 16.166666666666668)","(7.0, 15.5, 9.714285714285715)","(3.2, 5.5, 3.6865384615384618)","(11.0, 22.0, 17.0)","(16.0, 46.0, 31.25)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 8.2, 6.4399999999999995)"
09-01-2023 12:56:32.159390,"(10.0, 19.0, 16.166666666666668)","(7.0, 15.5, 9.714285714285715)","(3.2, 5.5, 3.7962962962962963)","(11.0, 22.0, 17.0)","(16.0, 46.0, 31.25)","(26.0, 80.0, 45.0)","(2.5, 3.4, 2.5965217391304347)","(5.5, 9.8, 8.84)"
09-01-2023 12:56:33.204734,"(10.0, 19.0, 16.166666666666668)","(7.0, 15.5, 9.714285714285715)","(3.2, 5.5, 3.775)","(11.0, 22.0, 17.0)","(16.0, 46.0, 31.25)","(26.0, 80.0, 45.0)","(2.5, 3.3, 2.6093333333333333)","(5.5, 9.8, 8.514285714285714)"
09-01-2023 12:56:34.323234,"(10.0, 19.0, 16.166666666666668)","(7.0, 15.5, 9.714285714285715)","(3.2, 5.5, 3.775)","(11.0, 22.0, 14.0)","(16.0, 46.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.3, 2.6093333333333333)","(5.5, 9.8, 9.666666666666666)"
09-01-2023 12:56:35.487994,"(10.0, 19.0, 17.583333333333336)","(7.0, 15.0, 13.15)","(3.2, 5.4, 4.66)","(11.0, 22.0, 18.666666666666668)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.3, 2.6093333333333333)","(5.5, 11.0, 9.666666666666666)"
09-01-2023 12:56:36.581757,"(10.0, 19.0, 17.583333333333336)","(7.0, 15.0, 13.15)","(3.2, 5.4, 4.66)","(11.0, 22.0, 17.555555555555557)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.3, 2.6093333333333333)","(5.5, 11.0, 9.666666666666666)"
09-01-2023 12:56:37.717581,"(10.0, 19.0, 17.583333333333336)","(7.0, 15.0, 12.04)","(3.2, 5.4, 4.66)","(11.0, 22.0, 17.555555555555557)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.3, 2.5861764705882355)","(5.5, 11.0, 9.86)"
09-01-2023 12:56:38.856932,"(10.0, 19.0, 18.0)","(7.0, 15.0, 13.4)","(3.2, 5.4, 4.9125000000000005)","(11.0, 22.0, 17.555555555555557)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.45, 2.5965217391304347)","(5.5, 11.0, 9.2)"
09-01-2023 12:56:39.977524,"(10.0, 19.0, 15.25)","(7.0, 15.0, 12.2)","(3.2, 5.4, 4.9125000000000005)","(11.0, 22.0, 17.555555555555557)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.4, 2.6093333333333333)","(5.5, 11.0, 9.963636363636365)"
09-01-2023 12:56:41.164095,"(10.0, 19.0, 15.25)","(7.0, 15.0, 12.2)","(3.2, 5.4, 4.9125000000000005)","(11.0, 22.0, 17.555555555555557)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.3, 2.6093333333333333)","(5.5, 11.0, 9.963636363636365)"
09-01-2023 12:56:42.298078,"(10.0, 19.0, 15.25)","(7.0, 15.0, 12.2)","(3.2, 5.4, 4.9125000000000005)","(11.0, 22.0, 17.555555555555557)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.3, 2.62)","(5.5, 11.0, 10.20909090909091)"
09-01-2023 12:56:43.432715,"(10.0, 19.0, 15.25)","(7.0, 15.0, 12.2)","(3.2, 5.4, 4.66)","(11.0, 22.0, 17.555555555555557)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.4, 2.945)","(5.5, 12.5, 10.22)"
09-01-2023 12:56:44.595357,"(10.0, 19.0, 15.25)","(7.0, 15.0, 12.2)","(3.2, 5.4, 4.66)","(11.0, 22.0, 14.25)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.4, 2.836666666666667)","(5.5, 12.5, 11.075)"
09-01-2023 12:56:45.715203,"(10.0, 19.0, 15.25)","(7.0, 15.0, 12.771428571428572)","(3.2, 5.4, 5.135714285714286)","(11.0, 16.5, 18.125)","(16.0, 44.0, 28.72222222222222)","(26.0, 80.0, 39.27272727272727)","(2.5, 3.35, 3.0930232558139537)","(5.5, 12.5, 11.075)"
