,Jayville Glory,Blazing Lexi,Like A Lorry,Jax Star,Roxy Crumpet,Kenzie Bale,Chappys Girl,Aaron Alpaca
09-01-2023 12:49:43.862392,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:44.958148,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:45.969039,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:46.948413,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:47.949668,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:49.030907,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:50.055509,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:51.106915,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:52.147890,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 11.36)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 19.7)","(16.0, 42.0, 31.615384615384617)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:53.293238,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 11.763636363636364)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:54.517269,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 11.763636363636364)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:55.654517,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 11.763636363636364)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:56.684058,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 11.763636363636364)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:57.761029,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 11.763636363636364)","(3.3, 5.5, 4.001515151515152)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:58.834950,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.391304347826086)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:49:59.846711,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.391304347826086)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:00.942490,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.391304347826086)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:02.054125,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.391304347826086)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:03.175045,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.391304347826086)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:04.298573,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.391304347826086)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:05.444778,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.391304347826086)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:06.557923,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:07.749723,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:08.836495,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:09.873897,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:10.887243,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:11.893881,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:13.205439,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:14.250489,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:15.360944,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:16.536221,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:17.696483,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:18.949440,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:20.167791,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:21.249960,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:22.332929,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:23.360143,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:24.391727,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:25.420764,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:26.425352,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:27.492339,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:28.515356,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:29.663748,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:30.713004,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:31.813684,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:33.169477,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:34.316564,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:35.402484,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:36.605094,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:37.681841,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:38.738309,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 13.905263157894737)","(3.3, 5.5, 3.439583333333333)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:39.909366,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.495652173913044)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:41.066903,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.495652173913044)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:42.168342,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.495652173913044)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 21.142857142857142)","(16.0, 42.0, 31.423076923076923)","(26.0, 80.0, 58.57142857142857)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:43.257254,"(10.0, 25.0, 20.77777777777778)","(7.0, 17.0, 14.495652173913044)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:44.387322,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 12.3)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:45.605984,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 12.3)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:46.823187,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 12.3)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:48.004350,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 12.3)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:49.158483,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 12.3)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:50.288002,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 10.466666666666667)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:51.406303,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 10.466666666666667)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:52.527085,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 10.466666666666667)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:53.638113,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:54.735322,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:55.785361,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:56.925955,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:58.058602,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:50:59.200902,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:00.332998,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:01.469791,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:02.603753,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:03.767803,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:04.928614,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:06.080125,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:07.213815,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:08.356181,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:09.486856,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:10.629856,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:11.720356,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:12.736123,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
09-01-2023 12:51:13.802827,"(10.0, 25.0, 14.09090909090909)","(7.0, 17.0, 13.057142857142857)","(3.3, 5.5, 4.045588235294118)","(11.0, 22.0, 19.7)","(16.0, 42.0, 24.0)","(26.0, 80.0, 37.81818181818181)","(2.5, 3.4, 2.616)","(5.5, 13.0, 6.688888888888889)"
